date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff
2024-07-04,746619,Lineout,field_out,True,682657,641771,Angel Martínez,Chad Kuhl,0,47d82ecf-0935-4480-83bf-eec8d1d1d072,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,4.38,3.67,24.2,90.0,104.0,90.0,0.795,8.03,5.11,8.39,0.73,1.31,0.236,0.319,0.222,0.292,0.383,69.0,93.0,94.0,,,,73.0,87.0,80.0,85.0,85.0,81.0,141.0,99.0,106.0,0.335,0.054,0.393,,0.112,-6.87,-1.36,1.3,,-0.08,95.2,87.5,94.2,85.5,,0.4,0.633,0.119,0.5,1.0,0.375,0.0,0.0,0.333,0.308,0.385,0.2,,,,86.0,92.0,88.0,0.107,0.12,92.1,,,,0.0,0.0,0.385,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,746619,Walk,walk,False,682657,641771,Angel Martínez,Chad Kuhl,1,d6b79129-dc87-47fe-87f2-3a72a09f1cff,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,4.38,3.67,24.2,90.0,104.0,90.0,0.795,8.03,5.11,8.39,0.73,1.31,0.236,0.319,0.222,0.292,0.383,69.0,93.0,94.0,,,,73.0,87.0,80.0,85.0,85.0,81.0,141.0,99.0,106.0,0.335,0.054,0.393,,0.112,-6.87,-1.36,1.3,,-0.08,95.2,87.5,94.2,85.5,,0.4,0.633,0.119,0.5,1.0,0.375,0.0,0.0,0.333,0.308,0.385,0.2,,,,86.0,92.0,88.0,0.107,0.12,92.1,,,,0.0,0.0,0.385,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,746620,Walk,walk,False,682657,669062,Angel Martínez,Erik Miller,0,b2cb1fcb-1d0b-40b0-ad7e-156e39e13496,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,,,,130.0,99.0,109.0,,0.474,0.175,0.001,0.35,0.26,,-1.79,3.88,1.88,96.8,85.1,,82.6,81.1,,,,0.219,0.406,0.293,0.25,0.5,0.341,0.159,0.238,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,746620,Strikeout,strikeout,True,682657,702352,Angel Martínez,Spencer Bivens,0,fe58c4cb-1a41-4830-a8e2-ef93917907ad,702352.0,spencerbivens,Bivens,Right,Spencer Bivens,SFG,2.65,5.06,17.0,102.0,103.0,101.0,0.752,8.47,2.65,7.41,2.65,1.47,0.234,0.362,0.191,0.383,0.408,106.0,95.0,95.0,,,,72.0,103.0,83.0,89.0,99.0,97.0,136.0,110.0,114.0,0.482,0.077,0.276,,0.147,-4.12,-2.42,1.65,,5.34,94.4,88.9,94.0,81.2,,0.333,0.7,0.176,0.2,0.8,0.25,0.176,0.353,0.385,0.0,0.0,0.25,,,,78.0,124.0,109.0,0.018,6.66,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,746620,Double,double,False,682657,573124,Angel Martínez,Taylor Rogers,0,1b80eb3f-15d4-4e4b-877d-f2631d7f270c,573124.0,taylorrogers,"Rogers, Ta",Left,Taylor Rogers,SFG,2.15,3.15,37.2,96.0,94.0,96.0,0.763,9.8,3.11,7.88,0.96,1.05,0.19,0.39,0.25,0.28,0.453,,,,,,,,,,79.0,96.0,90.0,109.0,95.0,101.0,0.495,,0.505,,,,1.7,-1.03,,,,,93.3,79.5,,0.159,0.232,0.136,,,,0.306,0.569,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,746620,Walk,walk,False,682657,676254,Angel Martínez,Ryan Walker,0,465397ac-6431-4e85-bdff-c5744f266ff9,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,,,,,,,65.0,122.0,100.0,92.0,101.0,97.0,126.0,101.0,113.0,0.537,0.008,0.456,,,-6.38,1.69,1.39,,,94.2,,95.2,83.6,,0.215,0.29,0.254,,,,0.195,0.299,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,746620,Walk,walk,False,682657,666808,Angel Martínez,Camilo Doval,1,d10f8a7e-f0b9-42be-807f-ce6d21a14891,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.38,3.67,37.0,96.0,113.0,98.0,0.655,11.92,5.84,8.76,0.73,2.15,0.204,0.48,0.204,0.306,0.393,,,,,,,,,,71.0,91.0,80.0,140.0,94.0,106.0,0.14,,0.487,,,,-1.95,0.2,,,,,98.0,88.7,,0.333,0.476,0.175,,,,0.216,0.311,0.468,,,,,,,94.0,102.0,95.0,0.373,-0.42,99.6,,,,0.26,0.5,0.241,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746615,Walk,walk,False,682657,690986,Angel Martínez,Kyle Harrison,1,1875721d-77bd-42e0-9ff0-1b55622a6f07,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,,,,0.237,0.377,0.212,0.333,0.667,0.5,0.306,0.471,0.224,,,,,,,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746615,Walk,walk,False,682657,690986,Angel Martínez,Kyle Harrison,0,c083e415-b008-4c31-978b-143ece2776b4,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,,,,0.237,0.377,0.212,0.333,0.667,0.5,0.306,0.471,0.224,,,,,,,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746615,Groundout,field_out,True,682657,678495,Angel Martínez,Randy Rodríguez,0,6f65bc17-6dc6-4a53-9db0-2f477894c02e,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,,,,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,0.068,0.483,0.4,,0.049,0.11,-0.41,1.23,,1.9,97.8,90.1,96.5,84.9,,0.333,0.333,0.105,0.206,0.412,0.214,0.206,0.338,0.371,0.167,0.167,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746615,Groundout,field_out,True,682657,573124,Angel Martínez,Taylor Rogers,0,cbb171b7-98f2-404b-ba1d-eaaed820cd62,573124.0,taylorrogers,"Rogers, Ta",Left,Taylor Rogers,SFG,2.15,3.15,37.2,96.0,94.0,96.0,0.763,9.8,3.11,7.88,0.96,1.05,0.19,0.39,0.25,0.28,0.453,,,,,,,,,,79.0,96.0,90.0,109.0,95.0,101.0,0.495,,0.505,,,,1.7,-1.03,,,,,93.3,79.5,,0.159,0.232,0.136,,,,0.306,0.569,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,746616,Walk,walk,False,682657,806185,Angel Martínez,Hayden Birdsong,0,a24e4c16-7b82-443a-9b9a-e1f4bf15721b,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,0.481,0.226,0.109,0.183,-0.86,,2.55,4.34,-5.36,95.8,88.2,,86.0,81.1,,,,0.25,0.5,0.141,0.154,0.231,0.308,0.467,0.733,0.444,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,746616,Single,single,False,682657,806185,Angel Martínez,Hayden Birdsong,0,01d1f26c-d6d0-4c56-af91-7ded4d114b2f,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,0.481,0.226,0.109,0.183,-0.86,,2.55,4.34,-5.36,95.8,88.2,,86.0,81.1,,,,0.25,0.5,0.141,0.154,0.231,0.308,0.467,0.733,0.444,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,746616,Walk,walk,False,682657,806185,Angel Martínez,Hayden Birdsong,1,efd1cf91-11a5-4c8c-a5e2-3a445966b195,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,0.481,0.226,0.109,0.183,-0.86,,2.55,4.34,-5.36,95.8,88.2,,86.0,81.1,,,,0.25,0.5,0.141,0.154,0.231,0.308,0.467,0.733,0.444,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,746616,Sac Bunt,sac_bunt,True,682657,676254,Angel Martínez,Ryan Walker,1,a831f724-b0b8-4c57-b61d-baeb3457a096,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,,,,,,,65.0,122.0,100.0,92.0,101.0,97.0,126.0,101.0,113.0,0.537,0.008,0.456,,,-6.38,1.69,1.39,,,94.2,,95.2,83.6,,0.215,0.29,0.254,,,,0.195,0.299,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,746455,Groundout,field_out,True,682657,672456,Angel Martínez,Keider Montero,0,6c204752-082b-4685-8e68-500d76da9ad1,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,,,,93.0,103.0,99.0,,,,106.0,94.0,100.0,,0.444,0.333,,0.103,-0.18,,2.93,,-8.6,95.3,85.9,,83.1,,,,,0.265,0.51,0.191,0.103,0.103,0.359,0.667,1.5,0.533,0.375,0.688,0.185,,,,,,,,,,,,,,,,,,,,,,93.0,100.0,109.0,0.12,-5.91,79.1,,,,,,,,,
2024-07-08,746455,Single,single,False,682657,672456,Angel Martínez,Keider Montero,0,1e6a18b8-b86d-480a-92f2-c45a23baf6df,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,,,,93.0,103.0,99.0,,,,106.0,94.0,100.0,,0.444,0.333,,0.103,-0.18,,2.93,,-8.6,95.3,85.9,,83.1,,,,,0.265,0.51,0.191,0.103,0.103,0.359,0.667,1.5,0.533,0.375,0.688,0.185,,,,,,,,,,,,,,,,,,,,,,93.0,100.0,109.0,0.12,-5.91,79.1,,,,,,,,,
2024-07-08,746455,Single,single,False,682657,672456,Angel Martínez,Keider Montero,0,82a84498-6179-42e8-93d7-f43483387cd9,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,,,,93.0,103.0,99.0,,,,106.0,94.0,100.0,,0.444,0.333,,0.103,-0.18,,2.93,,-8.6,95.3,85.9,,83.1,,,,,0.265,0.51,0.191,0.103,0.103,0.359,0.667,1.5,0.533,0.375,0.688,0.185,,,,,,,,,,,,,,,,,,,,,,93.0,100.0,109.0,0.12,-5.91,79.1,,,,,,,,,
2024-07-08,746455,Groundout,field_out,True,682657,571946,Angel Martínez,Shelby Miller,0,057a1cd9-ba46-47aa-87b9-0a5ab49dee1e,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,DET,5.23,4.13,32.2,96.0,105.0,98.0,0.766,8.27,1.93,6.34,1.65,0.82,0.261,0.435,0.109,0.348,0.459,,,,,,,109.0,97.0,97.0,,,,87.0,102.0,96.0,,0.607,0.177,,,1.32,,-1.7,,,93.2,,,88.3,,,,,0.156,0.344,0.257,0.25,0.583,0.238,,,,,,,,,,,,,,,,,,,100.0,99.0,107.0,0.216,-0.28,86.6,0.233,0.4,0.236,,,,,,,,,,,,,,,
2024-07-09,746451,Home Run,home_run,False,682657,628317,Angel Martínez,Kenta Maeda,0,608b3508-be3c-4db2-aece-6d4bff12dfd2,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,0.069,0.251,0.355,0.023,,-2.92,-0.54,-0.92,-5.16,,90.5,,90.4,81.6,76.5,0.3,0.35,0.143,0.362,0.707,0.125,0.24,0.32,0.267,,,,0.667,1.0,0.0,,,,,,,,,,,,,109.0,104.0,107.0,0.301,0.11,83.7,0.2,0.388,0.273,,,,,,,,,,,,,,,
2024-07-09,746451,Flyout,field_out,True,682657,628317,Angel Martínez,Kenta Maeda,1,b2646f0f-8b92-4298-a58b-27f6480c6207,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,0.069,0.251,0.355,0.023,,-2.92,-0.54,-0.92,-5.16,,90.5,,90.4,81.6,76.5,0.3,0.35,0.143,0.362,0.707,0.125,0.24,0.32,0.267,,,,0.667,1.0,0.0,,,,,,,,,,,,,109.0,104.0,107.0,0.301,0.11,83.7,0.2,0.388,0.273,,,,,,,,,,,,,,,
2024-07-09,746451,Flyout,field_out,True,682657,666214,Angel Martínez,Joey Wentz,0,fdc8f46f-00f7-409f-b875-b826501627c5,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,94.0,110.0,105.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.131,0.196,-1.7,,-2.43,1.03,-1.05,94.0,85.8,,80.4,79.4,,,,0.345,0.5,0.186,,,,0.29,0.387,0.409,0.211,0.211,0.289,88.0,99.0,95.0,0.299,-0.74,86.1,,,,0.231,0.423,0.336,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746451,Groundout,field_out,True,682657,689225,Angel Martínez,Beau Brieske,0,719e6884-a4af-454f-9143-34f9c6d848da,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,,,,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,,0.313,0.64,3.04,-1.69,,-0.15,96.0,88.4,95.2,86.4,,0.2,0.28,0.077,0.235,0.294,0.182,0.25,0.667,0.233,0.255,0.426,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746451,Groundout,field_out,True,682657,689225,Angel Martínez,Beau Brieske,1,c0a92f73-7896-4102-ab56-11aaa3512283,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,,,,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,,0.313,0.64,3.04,-1.69,,-0.15,96.0,88.4,95.2,86.4,,0.2,0.28,0.077,0.235,0.294,0.182,0.25,0.667,0.233,0.255,0.426,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746451,Groundout,field_out,True,682657,676684,Angel Martínez,Will Vest,1,663546a1-1dd1-4f15-b5e2-f5161d9052a5,676684.0,willvest,Vest,Right,Will Vest,DET,3.24,3.72,41.2,102.0,96.0,101.0,0.767,7.78,2.38,8.64,0.43,1.82,0.407,0.285,0.146,0.358,0.477,83.0,89.0,91.0,,,,96.0,107.0,105.0,94.0,98.0,95.0,102.0,98.0,99.0,0.137,0.532,0.255,,0.077,1.94,0.47,-1.7,,3.23,95.8,88.4,94.4,86.6,,0.318,0.455,0.216,0.219,0.26,0.233,0.347,0.51,0.337,0.0,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
