date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff
2024-08-21,744812,Flyout,field_out,True,691011,686747,Drew Romo,Joe La Sorsa,0,0f8bc383-24d8-4b70-937d-0e570b943f23,686747.0,joelasorsa,La Sorsa,Left,Joe La Sorsa,WSN,3.18,6.45,5.2,109.0,76.0,95.0,0.891,4.76,1.59,11.12,3.18,0.5,0.25,0.4,0.35,0.25,0.537,40.0,106.0,78.0,,,,87.0,104.0,94.0,90.0,132.0,129.0,,,,0.611,,0.189,,0.2,,-2.36,-8.49,,6.85,,82.5,87.6,74.9,,0.385,0.615,0.12,,,,,,,0.5,1.25,0.083,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,745703,Strikeout,strikeout,True,691011,701542,Drew Romo,Will Warren,0,1a55d30f-7dbf-4f69-9945-c48c3d93da5f,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,,,,0.228,0.325,0.256,,0.139,1.79,-5.09,-2.77,,-3.74,93.8,86.3,93.1,83.1,,0.522,0.87,0.227,,,,0.091,0.273,0.222,,,,0.444,0.667,0.364,110.0,115.0,125.0,0.053,-6.37,86.6,0.294,0.588,0.333,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,745703,Strikeout,strikeout,True,691011,701542,Drew Romo,Will Warren,0,df006cea-84b5-4564-97e5-b78c0fc9aea9,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,128.0,86.0,96.0,,,,0.228,0.325,0.256,,0.139,1.79,-5.09,-2.77,,-3.74,93.8,86.3,93.1,83.1,,0.522,0.87,0.227,,,,0.091,0.273,0.222,,,,0.444,0.667,0.364,110.0,115.0,125.0,0.053,-6.37,86.6,0.294,0.588,0.333,0.6,0.6,0.273,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,745703,Groundout,field_out,True,691011,641835,Drew Romo,Tim Mayza,1,442fecb4-2f84-437e-9c99-569ef031e262,641835.0,timmayza,Mayza,Left,Tim Mayza,- - -,7.34,6.01,30.2,99.0,101.0,96.0,0.849,5.58,3.52,12.62,1.17,1.39,0.259,0.362,0.155,0.267,0.438,,,,29.0,90.0,120.0,87.0,99.0,94.0,139.0,97.0,100.0,,,,0.703,0.005,0.292,,,2.11,-1.53,-2.13,,,91.5,,92.2,86.6,,0.34,0.546,0.14,,,,,,,0.286,0.457,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,745703,Walk,walk,False,691011,543859,Drew Romo,Michael Tonkin,0,b0e0ed5a-e9ed-475b-b7bf-50f54fd98379,543859.0,michaeltonkin,Tonkin,Right,Michael Tonkin,- - -,3.68,4.29,66.0,98.0,104.0,99.0,0.781,9.68,3.41,7.64,0.82,1.14,0.178,0.422,0.15,0.283,0.41,,,,111.0,102.0,100.0,87.0,98.0,97.0,108.0,96.0,99.0,,,,0.177,0.375,0.448,,,0.28,0.79,-0.14,,,93.2,,92.5,83.0,,0.314,0.429,0.173,,,,0.223,0.388,0.224,0.18,0.28,0.296,,,,,,,,,,0.444,0.556,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,745703,Double,double,False,691011,592454,Drew Romo,Tommy Kahnle,0,6886b372-babe-4706-b5da-677acad6a90d,592454.0,tommykahnle,Kahnle,Right,Tommy Kahnle,NYY,1.57,3.01,34.1,96.0,112.0,97.0,0.639,9.7,4.19,5.77,1.05,2.41,0.136,0.5,0.136,0.216,0.364,120.0,96.0,99.0,83.0,98.0,91.0,76.0,92.0,88.0,116.0,93.0,95.0,,,,0.013,0.204,0.064,,0.719,-2.22,-24.88,1.51,,2.22,94.3,87.6,93.0,86.4,,,,,,,,0.238,0.524,0.286,0.143,0.286,0.143,0.147,0.232,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,745706,Strikeout,strikeout,True,691011,573186,Drew Romo,Marcus Stroman,1,1c14f7ce-bf3a-4428-9cd7-ace264caf840,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,,,,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,,,,0.348,0.032,0.173,,,-4.53,-0.22,-2.06,,,89.9,,89.9,85.4,,0.294,0.481,0.126,0.0,0.0,0.2,0.5,0.7,0.24,0.242,0.375,0.279,,,,105.0,100.0,98.0,0.187,0.02,88.1,,,,0.269,0.527,0.192,89.0,86.0,92.0,0.148,0.46,81.5,84.0,98.0,92.0,0.112,0.75,83.2,0.167,0.241,0.246,,,,,,,0.25,0.458,0.323
2024-08-25,745706,Single,single,True,691011,573186,Drew Romo,Marcus Stroman,1,cc074802-d345-4773-83e3-43ff9e099eed,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,,,,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,,,,0.348,0.032,0.173,,,-4.53,-0.22,-2.06,,,89.9,,89.9,85.4,,0.294,0.481,0.126,0.0,0.0,0.2,0.5,0.7,0.24,0.242,0.375,0.279,,,,105.0,100.0,98.0,0.187,0.02,88.1,,,,0.269,0.527,0.192,89.0,86.0,92.0,0.148,0.46,81.5,84.0,98.0,92.0,0.112,0.75,83.2,0.167,0.241,0.246,,,,,,,0.25,0.458,0.323
2024-08-25,745706,Groundout,field_out,True,691011,592454,Drew Romo,Tommy Kahnle,0,f71759f3-0dcc-4832-a108-b0c15e6879ea,592454.0,tommykahnle,Kahnle,Right,Tommy Kahnle,NYY,1.57,3.01,34.1,96.0,112.0,97.0,0.639,9.7,4.19,5.77,1.05,2.41,0.136,0.5,0.136,0.216,0.364,120.0,96.0,99.0,83.0,98.0,91.0,76.0,92.0,88.0,116.0,93.0,95.0,,,,0.013,0.204,0.064,,0.719,-2.22,-24.88,1.51,,2.22,94.3,87.6,93.0,86.4,,,,,,,,0.238,0.524,0.286,0.143,0.286,0.143,0.147,0.232,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,745706,Flyout,field_out,True,691011,641835,Drew Romo,Tim Mayza,0,a2ce42d2-2165-483a-a6c7-f5fe74f2d713,641835.0,timmayza,Mayza,Left,Tim Mayza,- - -,7.34,6.01,30.2,99.0,101.0,96.0,0.849,5.58,3.52,12.62,1.17,1.39,0.259,0.362,0.155,0.267,0.438,,,,29.0,90.0,120.0,87.0,99.0,94.0,139.0,97.0,100.0,,,,0.703,0.005,0.292,,,2.11,-1.53,-2.13,,,91.5,,92.2,86.6,,0.34,0.546,0.14,,,,,,,0.286,0.457,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,746512,Caught Stealing 2B,caught_stealing_2b,True,691011,676974,Drew Romo,Max Meyer,0,612161aa-0270-417d-8fc2-f8c119269d6f,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,,,,0.018,0.398,0.402,,0.182,-1.8,-1.39,-0.08,,-1.83,94.1,86.8,92.6,88.2,,,,,,,,0.31,0.595,0.127,0.242,0.473,0.36,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,746512,Single,single,False,691011,676974,Drew Romo,Max Meyer,1,2c16c6d4-751f-4c2e-bc9a-8d4c2ec49d85,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,,,,0.018,0.398,0.402,,0.182,-1.8,-1.39,-0.08,,-1.83,94.1,86.8,92.6,88.2,,,,,,,,0.31,0.595,0.127,0.242,0.473,0.36,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,746512,Groundout,field_out,True,691011,676974,Drew Romo,Max Meyer,0,97c43c9c-a702-4d4c-91bc-f96bc438d2af,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,,,,0.018,0.398,0.402,,0.182,-1.8,-1.39,-0.08,,-1.83,94.1,86.8,92.6,88.2,,,,,,,,0.31,0.595,0.127,0.242,0.473,0.36,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,746512,Fielders Choice,fielders_choice,False,691011,592288,Drew Romo,Kent Emanuel,1,dd781e4c-b103-4d62-a2a1-4cf50599de93,592288.0,kentemanuel,Emanuel,Left,Kent Emanuel,MIA,6.23,5.75,17.1,92.0,90.0,92.0,0.88,6.23,3.12,9.87,2.08,2.0,0.207,0.448,0.121,0.414,0.444,78.0,104.0,113.0,,,,80.0,97.0,91.0,109.0,75.0,84.0,,,,0.584,,0.294,,0.122,,-0.94,0.53,,-7.76,,82.3,89.4,75.9,,0.327,0.531,0.081,,,,,,,,,,0.273,0.909,0.222,,,,,,,0.0,0.0,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,746512,Single,single,False,691011,685116,Drew Romo,Austin Kitchen,1,1f4f74c3-df19-41c2-944c-9d708b093ad3,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,12.27,4.81,3.2,103.0,101.0,99.0,0.892,7.36,7.36,14.73,0.0,4.0,0.143,0.357,0.071,0.429,0.376,77.0,102.0,89.0,62.0,86.0,83.0,101.0,105.0,101.0,119.0,95.0,98.0,,,,0.329,0.153,0.141,,0.235,0.76,-6.51,-1.96,,-3.11,90.6,83.7,89.9,79.0,,0.5,0.75,0.0,,,,,,,,,,0.333,0.333,0.333,,,,,,,0.333,0.333,0.0,,,,138.0,119.0,122.0,0.141,3.24,73.3,,,,,,,,,,,,,,,,,,
2024-08-29,746514,Flyout,field_out,True,691011,678368,Drew Romo,Valente Bellozo,0,f2e6d812-66de-4752-9ecb-929cf8158ccd,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,54.0,101.0,82.0,,,,88.0,102.0,97.0,,,,,0.406,0.119,,0.121,0.94,,-0.68,,-6.09,89.4,81.1,,78.2,,,,,0.375,0.875,0.304,0.203,0.373,0.143,,,,0.375,0.625,0.229,74.0,99.0,91.0,0.243,0.87,83.6,0.278,0.444,0.333,0.2,0.489,0.181,92.0,84.0,81.0,0.112,-5.04,74.3,,,,,,,,,,,,,,,,,,
2024-08-29,746514,Double,double,False,691011,678368,Drew Romo,Valente Bellozo,1,c22d7446-ac39-4b68-a453-4c1cd09a9068,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,54.0,101.0,82.0,,,,88.0,102.0,97.0,,,,,0.406,0.119,,0.121,0.94,,-0.68,,-6.09,89.4,81.1,,78.2,,,,,0.375,0.875,0.304,0.203,0.373,0.143,,,,0.375,0.625,0.229,74.0,99.0,91.0,0.243,0.87,83.6,0.278,0.444,0.333,0.2,0.489,0.181,92.0,84.0,81.0,0.112,-5.04,74.3,,,,,,,,,,,,,,,,,,
2024-08-29,746514,Grounded Into DP,grounded_into_double_play,True,691011,686539,Drew Romo,Declan Cronin,1,ec2c968e-9a40-4183-9aaa-ef7eb97db310,686539.0,declancronin,Cronin,Right,Declan Cronin,MIA,4.65,3.65,62.0,97.0,76.0,96.0,0.753,9.29,3.19,10.02,0.0,2.56,0.271,0.376,0.122,0.348,0.443,,,,120.0,109.0,108.0,68.0,97.0,87.0,77.0,91.0,99.0,,,,0.408,0.061,0.53,,0.001,3.74,-0.18,0.38,,-6.36,93.7,95.9,93.3,86.9,,0.351,0.457,0.155,,,,0.056,0.056,0.393,0.267,0.313,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,746514,Flyout,field_out,True,691011,622786,Drew Romo,Jesus Tinoco,0,3c9df309-67ae-4f67-a817-ca902a808be0,622786.0,jesustinoco,Tinoco,Right,Jesus Tinoco,- - -,3.38,3.27,29.1,104.0,121.0,107.0,0.754,9.82,3.38,6.14,0.61,1.17,0.284,0.311,0.203,0.378,0.406,96.0,86.0,85.0,105.0,100.0,100.0,96.0,98.0,100.0,139.0,108.0,114.0,,,,0.32,0.136,0.527,,0.015,-2.19,1.59,2.08,,-2.04,96.2,90.3,96.2,86.7,,0.25,0.306,0.12,,,,0.267,0.533,0.211,0.118,0.176,0.382,0.333,0.333,0.5,115.0,136.0,96.0,0.002,21.36,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,746507,Double,double,False,691011,665152,Drew Romo,Dean Kremer,1,230351bb-944e-41eb-9a48-b557c22e183f,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,,,,89.0,99.0,97.0,79.0,105.0,97.0,,,,,,,0.151,0.316,,,,-0.46,0.48,,,,93.3,,92.3,,,0.244,0.359,0.074,0.206,0.265,0.176,0.256,0.537,0.214,,,,,,,99.0,103.0,99.0,0.241,0.46,86.9,,,,0.25,0.339,0.226,90.0,99.0,96.0,0.113,0.57,77.0,71.0,98.0,98.0,0.18,0.46,84.0,0.125,0.225,0.353,,,,,,,,,
2024-08-31,746507,Walk,walk,False,691011,669211,Drew Romo,Keegan Akin,1,d44c5f24-4d3e-453b-ab78-43a9d285bfd7,669211.0,keeganakin,Akin,Left,Keegan Akin,BAL,3.33,2.62,70.1,103.0,112.0,106.0,0.717,11.0,2.18,6.27,0.9,0.76,0.28,0.406,0.171,0.297,0.459,99.0,101.0,101.0,111.0,103.0,106.0,,,,117.0,104.0,108.0,,,,,0.566,0.328,,0.106,0.79,,1.44,,1.38,93.8,85.5,,85.4,,,,,,,,0.221,0.414,0.282,0.151,0.274,0.351,0.167,0.194,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,746507,Groundout,field_out,True,691011,642397,Drew Romo,Gregory Soto,0,3368ac08-9dff-4639-951b-8b6165c110c1,642397.0,gregorysoto,"Soto, G",Left,Gregory Soto,- - -,4.79,4.49,47.0,95.0,113.0,99.0,0.723,11.3,4.98,9.96,0.57,1.7,0.331,0.308,0.162,0.331,0.428,,,,95.0,87.0,81.0,114.0,96.0,100.0,120.0,95.0,103.0,,,,0.446,0.125,0.42,,,-3.33,0.23,-0.69,,,98.0,,97.4,85.8,,0.312,0.403,0.13,,,,0.35,0.4,0.333,0.227,0.373,0.481,,,,,,,0.008,0.36,91.8,0.286,0.429,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,746507,Groundout,field_out,True,691011,518886,Drew Romo,Craig Kimbrel,1,9b8b7eee-9874-4d51-b1b4-3a2040316ae1,518886.0,craigkimbrel,Kimbrel,Right,Craig Kimbrel,BAL,4.35,4.08,51.2,96.0,113.0,101.0,0.718,12.37,5.05,6.45,1.22,0.72,0.319,0.328,0.176,0.328,0.429,,,,111.0,97.0,98.0,,,,84.0,117.0,128.0,117.0,93.0,104.0,,0.659,0.052,0.288,0.001,-0.09,,1.38,0.23,5.43,93.9,89.9,,85.6,84.3,,,,0.227,0.227,0.348,0.2,0.423,0.294,,,,,,,,,,,,,0.077,0.077,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,746505,Strikeout,strikeout,True,691011,621107,Drew Romo,Zach Eflin,0,2dea4bed-6b20-4c2f-b7df-4635fa6ca17a,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.65,3.39,148.0,108.0,93.0,103.0,0.804,7.6,1.03,9.18,1.16,1.12,0.222,0.453,0.171,0.321,0.455,84.0,100.0,99.0,61.0,106.0,95.0,91.0,109.0,106.0,121.0,106.0,111.0,,,,0.297,0.099,0.093,,0.045,-0.76,0.42,0.6,,-3.34,92.4,85.1,91.7,79.8,,0.278,0.383,0.134,0.293,0.455,0.34,0.255,0.436,0.248,,,,0.265,0.5,0.143,86.0,105.0,97.0,0.271,1.61,88.0,0.217,0.5,0.208,0.215,0.342,0.215,109.0,113.0,109.0,0.195,-1.06,78.8,,,,,,,,,,,,,,,,,,
