date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-05-11,745344,Flyout,field_out,True,645801,696131,Mike Ford,Mason Black,0,bbfa5171-d265-4fd0-bfb9-e73f2fa2935a,696131.0,masonblack,Black,Right,Mason Black,SFG,8.79,9.14,14.1,98.0,94.0,94.0,0.883,6.28,4.4,13.19,2.51,0.6,0.25,0.385,0.173,0.346,0.441,97.0,102.0,82.0,88.0,93.0,87.0,113.0,93.0,97.0,,,,0.27,,0.395,0.034,,-3.32,-1.39,-15.36,,87.3,91.9,80.8,,,,0.0,0.0,0.25,0.333,0.667,0.091,0.75,0.75,0.0,,,,78.0,100.0,90.0,0.3,,-4.21,,91.9,,,,,0.375,0.75,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,745345,Flyout,field_out,True,645801,690986,Mike Ford,Kyle Harrison,0,22e58829-dc67-4db9-91b8-47b24cab2a85,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,,,,93.0,107.0,97.0,,,,,,0.004,0.2,,,-11.76,-2.37,,85.4,,88.2,,,,0.333,0.667,0.5,,,,0.306,0.471,0.224,89.0,94.0,95.0,96.0,100.0,92.0,0.61,0.186,0.69,-0.51,92.7,81.3,,,,0.237,0.377,0.212,,,,,,,,,,,,,,,,0.295,0.477,0.302,,,,,,
2024-05-12,745345,Strikeout,strikeout,True,645801,690986,Mike Ford,Kyle Harrison,0,c0d2e0a1-3eb8-436f-9adf-d1295ae3ed43,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,,,,93.0,107.0,97.0,,,,,,0.004,0.2,,,-11.76,-2.37,,85.4,,88.2,,,,0.333,0.667,0.5,,,,0.306,0.471,0.224,89.0,94.0,95.0,96.0,100.0,92.0,0.61,0.186,0.69,-0.51,92.7,81.3,,,,0.237,0.377,0.212,,,,,,,,,,,,,,,,0.295,0.477,0.302,,,,,,
2024-05-12,745345,Groundout,field_out,True,645801,663546,Mike Ford,Sean Hjelle,0,4ab6fcf0-9875-49a1-9c28-099061085912,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.24,3.22,46.2,104.0,101.0,105.0,0.808,9.06,1.35,9.26,1.35,2.86,0.338,0.331,0.144,0.266,0.435,,,,101.0,107.0,104.0,,,,70.0,88.0,79.0,0.552,0.1,,,-0.2,0.44,,,92.5,,94.6,,0.182,0.455,0.1,,,,0.333,0.424,0.104,,,,,,,,,,,,,,,,0.178,0.384,0.386,,,,,,,,,,,,,109.0,103.0,112.0,0.348,-0.14,85.6,,,,,,,,,
2024-05-12,745345,Home Run,home_run,False,645801,676254,Mike Ford,Ryan Walker,0,ec1254cb-a66b-4376-8472-d16a5029485f,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,,,,92.0,101.0,97.0,126.0,101.0,113.0,,,,0.537,,0.456,,,1.69,1.39,,,,95.2,83.6,,,,0.195,0.299,0.35,0.215,0.29,0.254,,,,,,,65.0,122.0,100.0,0.008,,-6.38,,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,745345,Strikeout,strikeout,True,645801,666808,Mike Ford,Camilo Doval,0,eb82aba2-2ee3-4846-ae7d-6cde3181ebd7,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.38,3.67,37.0,96.0,113.0,98.0,0.655,11.92,5.84,8.76,0.73,2.15,0.204,0.48,0.204,0.306,0.393,,,,71.0,91.0,80.0,140.0,94.0,106.0,94.0,102.0,95.0,0.14,0.373,0.487,,-0.42,-1.95,0.2,,99.6,,98.0,88.7,0.26,0.5,0.241,0.216,0.311,0.468,0.333,0.476,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,747204,Strikeout,strikeout,True,645801,656756,Mike Ford,Jordan Montgomery,0,1fd1c696-d716-43c5-b908-29a1595cd919,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,,0.022,0.19,,-1.73,4.12,-2.03,,82.8,91.7,83.4,,,,0.0,0.0,0.7,0.371,0.567,0.135,0.319,0.638,0.382,108.0,102.0,105.0,69.0,99.0,90.0,0.164,0.292,-1.97,-0.37,91.9,79.0,0.268,0.437,0.315,0.34,0.44,0.17,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,747204,Strikeout,strikeout,True,645801,656756,Mike Ford,Jordan Montgomery,0,1f57f9c6-63ec-44d3-9629-b5dce1cf74d8,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,,0.022,0.19,,-1.73,4.12,-2.03,,82.8,91.7,83.4,,,,0.0,0.0,0.7,0.371,0.567,0.135,0.319,0.638,0.382,108.0,102.0,105.0,69.0,99.0,90.0,0.164,0.292,-1.97,-0.37,91.9,79.0,0.268,0.437,0.315,0.34,0.44,0.17,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,747204,Single,single,False,645801,656756,Mike Ford,Jordan Montgomery,1,12ca9eca-94a9-43a4-bd48-7bab9b045c08,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,,0.022,0.19,,-1.73,4.12,-2.03,,82.8,91.7,83.4,,,,0.0,0.0,0.7,0.371,0.567,0.135,0.319,0.638,0.382,108.0,102.0,105.0,69.0,99.0,90.0,0.164,0.292,-1.97,-0.37,91.9,79.0,0.268,0.437,0.315,0.34,0.44,0.17,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,747204,Triple,triple,False,645801,656464,Mike Ford,Kevin Ginkel,1,e3a5e65c-de7e-4c12-8c59-394e845a097f,656464.0,kevinginkel,Ginkel,Right,Kevin Ginkel,ARI,2.55,3.36,42.1,104.0,105.0,105.0,0.768,9.14,1.49,8.5,0.64,1.27,0.262,0.402,0.115,0.352,0.407,,,,88.0,103.0,101.0,134.0,103.0,115.0,,,,0.108,,0.369,,,1.28,-0.37,,,,94.5,87.6,,,,0.246,0.41,0.392,0.286,0.286,0.116,,,,,,,89.0,105.0,99.0,0.523,,0.98,,96.0,,,,,0.235,0.346,0.184,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,747205,Groundout,field_out,True,645801,677944,Mike Ford,Slade Cecconi,0,7617fd25-8fcc-41b2-bf97-14293f8e56d6,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,101.0,99.0,101.0,,,,114.0,103.0,105.0,,,,,,0.221,0.145,,,-0.57,-0.62,,81.9,,84.8,,,,0.258,0.435,0.193,,,,0.227,0.432,0.26,103.0,101.0,108.0,92.0,108.0,104.0,0.546,0.087,-1.16,-0.78,94.1,74.7,0.188,0.438,0.289,0.317,0.54,0.155,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,747205,Single,single,False,645801,677944,Mike Ford,Slade Cecconi,0,a6bf4e80-c84a-43c7-bf51-be58e195a6b7,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,101.0,99.0,101.0,,,,114.0,103.0,105.0,,,,,,0.221,0.145,,,-0.57,-0.62,,81.9,,84.8,,,,0.258,0.435,0.193,,,,0.227,0.432,0.26,103.0,101.0,108.0,92.0,108.0,104.0,0.546,0.087,-1.16,-0.78,94.1,74.7,0.188,0.438,0.289,0.317,0.54,0.155,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,747205,Groundout,field_out,True,645801,677944,Mike Ford,Slade Cecconi,0,ed313f8e-123e-4ae5-a895-e96b1b7ed6e2,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,101.0,99.0,101.0,,,,114.0,103.0,105.0,,,,,,0.221,0.145,,,-0.57,-0.62,,81.9,,84.8,,,,0.258,0.435,0.193,,,,0.227,0.432,0.26,103.0,101.0,108.0,92.0,108.0,104.0,0.546,0.087,-1.16,-0.78,94.1,74.7,0.188,0.438,0.289,0.317,0.54,0.155,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,747205,Pop Out,field_out,True,645801,663531,Mike Ford,Logan Allen,0,0109216a-9a02-48a0-b95b-c5337fb6778c,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.15,0.183,0.183,0.37,,-2.18,-1.11,85.4,81.6,,78.6,0.263,0.316,0.235,0.231,0.308,0.273,0.348,0.652,0.053,,,,,,,61.0,98.0,88.0,0.483,,-1.5,,91.2,,,,,0.563,0.875,0.132,,,,,,,0.138,0.138,0.25,,,,,,,,,,,,,,,
2024-05-14,747205,Strikeout,strikeout,True,645801,663531,Mike Ford,Logan Allen,1,5ba6e93d-aa8e-4cb8-809f-cb690002429a,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.15,0.183,0.183,0.37,,-2.18,-1.11,85.4,81.6,,78.6,0.263,0.316,0.235,0.231,0.308,0.273,0.348,0.652,0.053,,,,,,,61.0,98.0,88.0,0.483,,-1.5,,91.2,,,,,0.563,0.875,0.132,,,,,,,0.138,0.138,0.25,,,,,,,,,,,,,,,
2024-05-15,747203,Flyout,field_out,True,645801,694297,Mike Ford,Brandon Pfaadt,0,85fed285-3756-44e6-b18a-b5bd325bbf0a,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,,0.286,0.102,,0.11,0.32,0.12,,87.6,93.3,84.5,,,,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,97.0,102.0,105.0,92.0,104.0,101.0,0.35,0.041,1.3,-1.37,93.5,80.1,0.5,0.5,0.261,0.246,0.388,0.201,,,,0.01,0.39,89.6,0.2,0.8,0.0,,,,,,,,,,,,,,,
2024-05-15,747203,Groundout,field_out,True,645801,694297,Mike Ford,Brandon Pfaadt,0,a8f09147-97fb-4ccd-b95a-1b6b2f08a677,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,,0.286,0.102,,0.11,0.32,0.12,,87.6,93.3,84.5,,,,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,97.0,102.0,105.0,92.0,104.0,101.0,0.35,0.041,1.3,-1.37,93.5,80.1,0.5,0.5,0.261,0.246,0.388,0.201,,,,0.01,0.39,89.6,0.2,0.8,0.0,,,,,,,,,,,,,,,
2024-05-15,747203,Flyout,field_out,True,645801,694297,Mike Ford,Brandon Pfaadt,0,c9cfe9a4-11fd-4ee4-8f95-122b431b7118,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,,0.286,0.102,,0.11,0.32,0.12,,87.6,93.3,84.5,,,,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,97.0,102.0,105.0,92.0,104.0,101.0,0.35,0.041,1.3,-1.37,93.5,80.1,0.5,0.5,0.261,0.246,0.388,0.201,,,,0.01,0.39,89.6,0.2,0.8,0.0,,,,,,,,,,,,,,,
2024-05-15,747203,Groundout,field_out,True,645801,623149,Mike Ford,Paul Sewald,0,3e2bda80-99ad-433e-9177-40799f0d9c82,623149.0,paulsewald,Sewald,Right,Paul Sewald,ARI,3.22,3.85,22.1,105.0,111.0,108.0,0.801,8.87,1.61,6.04,1.61,0.53,0.305,0.39,0.271,0.39,0.52,87.0,62.0,70.0,,,,110.0,103.0,114.0,,,,,,0.348,0.012,,,2.56,1.37,,84.2,,82.7,,,,0.143,0.286,0.27,,,,,,,,,,112.0,106.0,105.0,0.64,,0.33,,91.3,,,,,0.208,0.415,0.207,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746150,Flyout,field_out,True,645801,607192,Mike Ford,Tyler Glasnow,0,93393766-ec97-4876-8321-d04b00e9ef2e,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,98.0,107.0,109.0,110.0,105.0,110.0,,,,0.076,,0.266,,,2.5,0.56,,,,96.5,90.1,,,,0.215,0.364,0.412,0.129,0.161,0.188,,,,139.0,99.0,112.0,117.0,102.0,103.0,0.476,0.182,1.01,2.05,96.3,83.8,0.104,0.195,0.462,0.208,0.404,0.209,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746150,Strikeout,strikeout,True,645801,607192,Mike Ford,Tyler Glasnow,1,2d765a35-61e1-43e1-b646-650e2d50e92c,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,98.0,107.0,109.0,110.0,105.0,110.0,,,,0.076,,0.266,,,2.5,0.56,,,,96.5,90.1,,,,0.215,0.364,0.412,0.129,0.161,0.188,,,,139.0,99.0,112.0,117.0,102.0,103.0,0.476,0.182,1.01,2.05,96.3,83.8,0.104,0.195,0.462,0.208,0.404,0.209,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746150,Strikeout,strikeout,True,645801,607192,Mike Ford,Tyler Glasnow,1,5c25aa8d-0f33-4160-91a3-d16b653a5724,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,98.0,107.0,109.0,110.0,105.0,110.0,,,,0.076,,0.266,,,2.5,0.56,,,,96.5,90.1,,,,0.215,0.364,0.412,0.129,0.161,0.188,,,,139.0,99.0,112.0,117.0,102.0,103.0,0.476,0.182,1.01,2.05,96.3,83.8,0.104,0.195,0.462,0.208,0.404,0.209,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746150,Caught Stealing 2B,caught_stealing_2b,True,645801,598286,Mike Ford,Nick Ramirez,0,38c99f01-2878-40b9-8c69-1a57a21a1729,598286.0,nickramirez,"Ramirez, N",Left,Nick Ramirez,LAD,6.35,7.6,11.1,92.0,80.0,94.0,0.817,3.18,5.56,11.12,0.0,1.83,0.195,0.512,0.098,0.439,0.408,92.0,102.0,108.0,80.0,90.0,86.0,66.0,88.0,95.0,,,,0.471,,0.248,0.268,,1.14,3.1,-8.53,,78.4,87.5,79.1,,,,0.1,0.1,0.222,0.261,0.304,0.094,0.583,0.833,0.273,,,,69.0,71.0,73.0,0.013,,-3.7,,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746150,Lineout,field_out,True,645801,598286,Mike Ford,Nick Ramirez,0,ef3ec954-97e9-404d-b93d-61e0e6fbc987,598286.0,nickramirez,"Ramirez, N",Left,Nick Ramirez,LAD,6.35,7.6,11.1,92.0,80.0,94.0,0.817,3.18,5.56,11.12,0.0,1.83,0.195,0.512,0.098,0.439,0.408,92.0,102.0,108.0,80.0,90.0,86.0,66.0,88.0,95.0,,,,0.471,,0.248,0.268,,1.14,3.1,-8.53,,78.4,87.5,79.1,,,,0.1,0.1,0.222,0.261,0.304,0.094,0.583,0.833,0.273,,,,69.0,71.0,73.0,0.013,,-3.7,,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
