date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-03-28,747224,Grounded Into DP,grounded_into_double_play,True,607732,666818,Jacob Stallings,Luis Frías,1,65332a88-b64e-4ddb-a829-3c75566f8b32,666818.0,luisfrias,Frías,Right,Luis Frías,ARI,9.95,5.99,6.1,94.0,112.0,95.0,0.765,9.95,5.68,15.63,1.42,5.0,0.1,0.75,0.1,0.4,0.386,,,,96.0,91.0,94.0,,,,111.0,110.0,104.0,,,,123.0,94.0,96.0,0.064,0.329,0.493,0.114,,,-0.88,-1.22,1.93,-11.0,,,95.9,89.6,,96.5,84.3,,0.286,0.429,0.316,,,,,,,0.6,1.0,0.0,0.4,0.7,0.294,0.5,0.5,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,747222,Single,single,False,607732,694297,Jacob Stallings,Brandon Pfaadt,0,9eec6c63-c363-4088-9cec-363c67b1d0b3,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,,,,0.211,0.35,,0.286,,0.102,1.3,,0.11,0.32,,0.12,93.5,,87.6,93.3,84.5,,0.246,0.388,0.201,0.5,0.5,0.261,0.289,0.316,0.3,0.186,0.421,0.35,,,,0.273,0.364,0.119,97.0,102.0,105.0,0.041,-1.37,80.1,,,,0.01,0.39,89.6,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
2024-03-31,747222,Single,single,False,607732,694297,Jacob Stallings,Brandon Pfaadt,1,fc739e2b-4f1f-48db-aa79-d290c92abb98,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,,,,0.211,0.35,,0.286,,0.102,1.3,,0.11,0.32,,0.12,93.5,,87.6,93.3,84.5,,0.246,0.388,0.201,0.5,0.5,0.261,0.289,0.316,0.3,0.186,0.421,0.35,,,,0.273,0.364,0.119,97.0,102.0,105.0,0.041,-1.37,80.1,,,,0.01,0.39,89.6,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
2024-03-31,747222,Flyout,field_out,True,607732,543518,Jacob Stallings,Scott McGough,0,51114377-a949-42b4-a547-cb8651664ffe,543518.0,scottmcgough,McGough,Right,Scott McGough,ARI,7.33,5.61,27.0,95.0,89.0,93.0,0.749,6.67,6.0,9.33,1.67,0.97,0.282,0.271,0.129,0.341,0.418,,,,99.0,94.0,93.0,82.0,112.0,99.0,117.0,102.0,108.0,,,,,,,0.041,0.49,,0.137,0.002,,-3.54,,6.02,1.24,4.87,,93.1,,,93.4,87.3,78.6,0.37,0.741,0.192,,,,,,,0.267,0.4,0.2,,,,0.0,0.0,0.125,,,,,,,63.0,93.0,87.0,0.33,-0.4,85.0,0.133,0.267,0.405,,,,,,,,,,,,,,,,,,,,,
2024-04-03,746900,Walk,walk,False,607732,676962,Jacob Stallings,Ben Brown,0,3a7a01a7-146e-4cbc-ad82-ffeffba7b59c,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,98.0,98.0,96.0,,,,,,,130.0,92.0,108.0,,,,,0.627,,,0.357,0.016,0.78,,,,1.4,-3.6,96.4,,90.6,,,86.5,0.25,0.352,0.185,0.141,0.294,0.51,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,746900,Double,double,False,607732,676962,Jacob Stallings,Ben Brown,0,4f3458a3-7e46-4079-b95a-e03bc8d9004e,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,98.0,98.0,96.0,,,,,,,130.0,92.0,108.0,,,,,0.627,,,0.357,0.016,0.78,,,,1.4,-3.6,96.4,,90.6,,,86.5,0.25,0.352,0.185,0.141,0.294,0.51,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,746900,Hit By Pitch,hit_by_pitch,False,607732,657240,Jacob Stallings,Julian Merryweather,0,fbabbb62-5fdf-4052-99d1-9579727705d1,657240.0,julianmerryweather,Merryweather,Right,Julian Merryweather,CHC,1.93,8.49,4.2,93.0,107.0,99.0,0.676,11.57,3.86,7.71,0.0,0.6,0.083,0.417,0.0,0.583,0.39,124.0,93.0,91.0,111.0,97.0,98.0,,,,101.0,88.0,101.0,,,,,,,,0.455,,0.481,,0.065,-2.52,,,-0.28,,9.03,96.3,,81.5,,85.5,,0.286,0.714,0.25,,,,,,,0.222,0.333,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,746900,Strikeout,strikeout,True,607732,593576,Jacob Stallings,Héctor Neris,0,8dc26506-a2d2-4433-a42b-8459efb68d3b,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,85.0,100.0,94.0,90.0,92.0,85.0,88.0,85.0,86.0,,,,,,,0.098,0.469,,0.026,,,-0.32,,-2.0,1.63,,,92.9,,,92.9,85.4,,0.264,0.491,0.146,,,,,,,,,,,,,0.364,0.727,0.04,,,,,,,91.0,95.0,105.0,0.407,-0.06,83.0,0.185,0.241,0.364,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746574,Strikeout,strikeout,True,607732,686752,Jacob Stallings,Ryan Pepiot,0,923e4ba5-d70a-4d6a-b7fd-ba6737234e67,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,,,,99.0,97.0,93.0,,0.512,0.024,0.214,,0.219,1.55,-0.22,,1.01,,-1.34,94.9,91.9,86.1,,89.0,,0.149,0.264,0.313,0.167,0.167,0.5,0.253,0.471,0.287,0.239,0.394,0.286,0.333,0.333,0.063,,,,137.0,79.0,87.0,0.03,-0.01,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746574,Pop Out,field_out,True,607732,686752,Jacob Stallings,Ryan Pepiot,0,7e91d186-9674-4e27-b53a-39481daaf416,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,,,,99.0,97.0,93.0,,0.512,0.024,0.214,,0.219,1.55,-0.22,,1.01,,-1.34,94.9,91.9,86.1,,89.0,,0.149,0.264,0.313,0.167,0.167,0.5,0.253,0.471,0.287,0.239,0.394,0.286,0.333,0.333,0.063,,,,137.0,79.0,87.0,0.03,-0.01,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746573,Groundout,field_out,True,607732,674072,Jacob Stallings,Tommy Henry,0,d03f5235-771d-44c7-ab51-23f877e886f3,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,66.0,100.0,92.0,68.0,97.0,87.0,112.0,101.0,97.0,,,,,,,0.19,0.323,,0.072,,0.177,-1.54,,-2.27,-5.16,,-1.65,89.8,,83.7,90.3,82.8,,0.261,0.63,0.135,0.268,0.561,0.123,0.321,0.464,0.313,0.5,0.7,0.35,,,,0.375,0.625,0.072,103.0,107.0,105.0,0.238,-1.9,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746573,Field Error,field_error,False,607732,674072,Jacob Stallings,Tommy Henry,0,e29528c7-d890-4034-82dd-ffbe4849ba18,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,66.0,100.0,92.0,68.0,97.0,87.0,112.0,101.0,97.0,,,,,,,0.19,0.323,,0.072,,0.177,-1.54,,-2.27,-5.16,,-1.65,89.8,,83.7,90.3,82.8,,0.261,0.63,0.135,0.268,0.561,0.123,0.321,0.464,0.313,0.5,0.7,0.35,,,,0.375,0.625,0.072,103.0,107.0,105.0,0.238,-1.9,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746573,Walk,walk,False,607732,686826,Jacob Stallings,Bryce Jarvis,0,5aefedcc-152e-4a90-9a46-41515d3780cf,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,91.0,95.0,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,,,,113.0,100.0,91.0,0.132,0.344,0.133,0.242,,0.141,1.29,-1.94,0.74,0.9,,-1.82,95.6,89.6,85.1,95.2,86.4,,0.234,0.313,0.147,,,,0.176,0.353,0.326,0.221,0.279,0.298,0.364,0.773,0.224,0.28,0.52,0.132,121.0,83.0,88.0,0.008,5.82,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,744952,Flyout,field_out,True,607732,621244,Jacob Stallings,José Berríos,0,8abc79e0-25a6-4efc-963a-44d5711e76ee,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,,,,80.0,100.0,94.0,0.329,0.175,0.031,,,0.163,-1.98,-2.81,0.53,,,1.45,94.0,91.7,84.5,93.5,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,,,,0.375,0.438,0.03,0.288,0.378,0.124,107.0,101.0,105.0,0.301,0.16,83.0,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,
2024-04-14,744952,Hit By Pitch,hit_by_pitch,False,607732,621244,Jacob Stallings,José Berríos,1,1bd0f0bb-c2a5-451c-bd20-0f90d1aa7e11,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,,,,80.0,100.0,94.0,0.329,0.175,0.031,,,0.163,-1.98,-2.81,0.53,,,1.45,94.0,91.7,84.5,93.5,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,,,,0.375,0.438,0.03,0.288,0.378,0.124,107.0,101.0,105.0,0.301,0.16,83.0,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,
2024-04-14,744952,Groundout,field_out,True,607732,621244,Jacob Stallings,José Berríos,0,07c122c5-c9c5-43f6-93a0-0d23d6cdcef5,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,,,,80.0,100.0,94.0,0.329,0.175,0.031,,,0.163,-1.98,-2.81,0.53,,,1.45,94.0,91.7,84.5,93.5,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,,,,0.375,0.438,0.03,0.288,0.378,0.124,107.0,101.0,105.0,0.301,0.16,83.0,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,
