date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-04-17,745591,Single,single,False,607732,650911,Jacob Stallings,Cristopher Sánchez,0,eaa21e12-5ed1-4fe7-a368-d31c08868225,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,,,,86.0,52.0,74.0,0.477,,0.002,0.184,,0.337,,2.59,-0.18,1.12,,2.05,,86.5,85.2,94.4,84.1,,,,,,,,0.166,0.185,0.385,0.217,0.319,0.292,,,,0.343,0.436,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745591,Flyout,field_out,True,607732,650911,Jacob Stallings,Cristopher Sánchez,0,cd712cfa-4c8f-46fc-8947-b92b830d8372,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,,,,86.0,52.0,74.0,0.477,,0.002,0.184,,0.337,,2.59,-0.18,1.12,,2.05,,86.5,85.2,94.4,84.1,,,,,,,,0.166,0.185,0.385,0.217,0.319,0.292,,,,0.343,0.436,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745591,Single,single,False,607732,628708,Jacob Stallings,Yunior Marte,0,6eeea47a-e80f-4d70-97c6-841169e66895,628708.0,yuniormarte,"Marte, Y",Right,Yunior Marte,PHI,3.31,5.29,16.1,100.0,109.0,101.0,0.811,8.27,3.31,8.82,1.1,1.92,0.118,0.51,0.216,0.235,0.388,,,,90.0,101.0,102.0,105.0,106.0,104.0,113.0,98.0,102.0,,,,,,,0.374,0.11,,0.473,,,-5.83,,3.85,-1.16,,,96.3,,,95.7,85.0,,0.333,0.778,0.083,,,,,,,0.333,0.481,0.212,,,,0.115,0.115,0.222,,,,,,,134.0,70.0,81.0,0.044,-8.34,89.5,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745591,Walk,walk,False,607732,656546,Jacob Stallings,Jeff Hoffman,0,5dc1d384-9b91-4044-8e67-4c72e014b49e,656546.0,jeffhoffman,Hoffman,Right,Jeff Hoffman,PHI,1.09,2.19,41.1,100.0,114.0,103.0,0.682,11.98,2.18,5.66,0.44,0.97,0.175,0.495,0.124,0.268,0.452,,,,121.0,103.0,103.0,113.0,107.0,116.0,109.0,95.0,102.0,,,,,,,0.085,0.408,,0.395,,,1.24,,3.89,2.07,,,96.5,,,96.6,86.4,,0.194,0.323,0.312,,,,,,,0.157,0.255,0.44,,,,0.154,0.154,0.167,,,,,,,108.0,103.0,103.0,0.113,0.27,90.4,0.16,0.24,0.275,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746568,Double,double,False,607732,669923,Jacob Stallings,George Kirby,0,1111912d-9b59-4fcc-a9df-db6e6d41a2fa,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,97.0,99.0,93.0,0.225,0.36,0.006,0.228,0.075,,1.58,0.82,1.79,0.55,-2.88,,95.8,92.3,,95.8,87.1,83.1,0.196,0.35,0.304,0.333,0.5,0.323,,,,0.253,0.391,0.28,,,,0.256,0.35,0.097,,,,,,,112.0,99.0,109.0,0.106,-0.43,85.7,0.2,0.32,0.288,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746568,Groundout,field_out,True,607732,669923,Jacob Stallings,George Kirby,0,3fba3b98-82bc-454e-9d97-a61dc711e627,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,97.0,99.0,93.0,0.225,0.36,0.006,0.228,0.075,,1.58,0.82,1.79,0.55,-2.88,,95.8,92.3,,95.8,87.1,83.1,0.196,0.35,0.304,0.333,0.5,0.323,,,,0.253,0.391,0.28,,,,0.256,0.35,0.097,,,,,,,112.0,99.0,109.0,0.106,-0.43,85.7,0.2,0.32,0.288,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746568,Forceout,force_out,True,607732,663423,Jacob Stallings,Trent Thornton,1,9fcb77b8-63c1-4d19-8704-f179b4b1934b,663423.0,trentthornton,Thornton,Right,Trent Thornton,SEA,3.77,3.54,43.0,100.0,113.0,109.0,0.755,9.42,2.3,6.49,0.84,1.03,0.2,0.427,0.191,0.309,0.434,108.0,143.0,138.0,117.0,108.0,114.0,87.0,91.0,85.0,116.0,100.0,111.0,,,,,,,0.128,0.16,,0.595,,0.027,-0.04,,2.1,1.33,,-4.87,95.6,,88.0,94.7,85.7,,0.273,0.545,0.302,0.111,0.167,0.382,0.375,0.375,0.091,0.194,0.306,0.267,,,,0.176,0.353,0.178,116.0,101.0,118.0,0.09,2.67,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746568,Flyout,field_out,True,607732,592773,Jacob Stallings,Ryne Stanek,0,2c725a3c-f549-48a2-a8ae-bfffd2313efa,592773.0,rynestanek,Stanek,Right,Ryne Stanek,SEA,3.79,3.19,38.0,98.0,127.0,106.0,0.729,9.95,3.32,7.82,0.95,0.75,0.255,0.387,0.142,0.292,0.43,,,,134.0,100.0,106.0,85.0,93.0,87.0,153.0,96.0,110.0,,,,,,,0.083,0.544,,0.165,,,0.75,,3.28,-0.58,,,98.2,,,96.3,88.2,,0.228,0.342,0.228,,,,,,,0.278,0.5,0.451,,,,0.2,0.3,0.214,,,,,,,102.0,100.0,111.0,0.208,-1.31,89.3,0.2,0.325,0.449,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746564,Grounded Into DP,grounded_into_double_play,True,607732,681190,Jacob Stallings,Randy Vásquez,1,f5da66f1-d0d6-4359-bc19-e16e0ed1f53f,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,,,,104.0,99.0,94.0,0.146,0.319,0.106,0.104,,0.128,-0.51,1.09,-2.74,-1.05,,-4.57,94.3,90.2,88.5,94.2,82.5,,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,0.308,0.423,0.197,0.423,0.615,0.115,127.0,103.0,106.0,0.196,0.58,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746564,Groundout,field_out,True,607732,666745,Jacob Stallings,Jhony Brito,0,7ad8b336-8855-43e8-bc26-76bc5d2ae368,666745.0,jhonybrito,Brito,Right,Jhony Brito,SDP,4.35,4.02,41.1,99.0,89.0,98.0,0.841,5.66,1.96,10.45,0.87,1.31,0.275,0.303,0.183,0.303,0.446,89.0,104.0,105.0,76.0,99.0,90.0,98.0,99.0,99.0,94.0,89.0,97.0,123.0,82.0,110.0,,,,0.242,0.265,,0.119,0.023,0.351,0.62,,-1.03,-2.91,-0.28,1.47,96.3,,89.8,96.2,86.0,81.4,0.216,0.405,0.164,0.333,0.333,0.0,0.234,0.328,0.271,0.6,0.6,0.143,,,,0.375,0.458,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746564,Strikeout,strikeout,True,607732,660853,Jacob Stallings,Enyel De Los Santos,0,0fac2336-b0c1-4b51-90b6-b2f7e6464757,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,SDP,4.82,4.39,37.1,107.0,94.0,103.0,0.694,10.37,2.89,8.92,2.65,0.73,0.343,0.402,0.216,0.353,0.49,84.0,94.0,85.0,80.0,111.0,101.0,,,,112.0,104.0,107.0,,,,,,,,0.471,,0.473,,0.056,-2.56,,,0.77,,1.97,95.5,,87.6,,86.5,,0.346,0.718,0.219,,,,0.0,0.0,0.412,0.164,0.377,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746564,Single,single,False,607732,593974,Jacob Stallings,Wandy Peralta,0,0356b796-3cd8-424d-9200-7a7180888a4f,593974.0,wandyperalta,"Peralta, Wa",Left,Wandy Peralta,SDP,4.5,5.26,34.0,97.0,98.0,95.0,0.826,5.29,3.18,8.47,1.59,1.76,0.225,0.459,0.126,0.351,0.371,127.0,102.0,101.0,117.0,98.0,94.0,66.0,93.0,86.0,78.0,95.0,104.0,,,,,,,0.385,0.094,,0.102,,0.419,-7.01,,2.2,-2.55,,0.44,95.4,,88.7,95.2,88.9,,0.417,1.0,0.16,,,,0.185,0.352,0.221,0.333,0.667,0.3,,,,0.25,0.269,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,746561,Sac Fly,sac_fly,True,607732,664285,Jacob Stallings,Framber Valdez,1,ea1a6d4d-36e3-4cc9-b7e0-a61c4d0295f0,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,,,,,,,0.514,0.017,,0.04,,0.15,-3.8,,1.28,0.84,,-0.13,94.2,,89.5,93.8,85.6,,0.4,1.0,0.273,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,,,,0.31,0.411,0.12,128.0,91.0,103.0,0.278,0.45,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,746561,Strikeout,strikeout,True,607732,664285,Jacob Stallings,Framber Valdez,0,7387c0e5-6788-4ed7-be24-e2797e72ca23,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,,,,,,,0.514,0.017,,0.04,,0.15,-3.8,,1.28,0.84,,-0.13,94.2,,89.5,93.8,85.6,,0.4,1.0,0.273,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,,,,0.31,0.411,0.12,128.0,91.0,103.0,0.278,0.45,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,746561,Single,single,False,607732,519151,Jacob Stallings,Ryan Pressly,0,24334a45-3d12-46f7-aebc-1eda1e99e8ab,519151.0,ryanpressly,Pressly,Right,Ryan Pressly,HOU,3.58,3.41,37.2,102.0,124.0,110.0,0.744,10.04,2.63,8.84,0.48,1.45,0.229,0.4,0.133,0.314,0.454,110.0,101.0,101.0,99.0,103.0,104.0,75.0,95.0,91.0,152.0,100.0,113.0,,,,,,,0.027,0.331,,0.292,,0.091,0.65,,-2.9,-0.01,,-2.11,93.9,,89.4,93.4,89.7,,0.25,0.425,0.198,0.22,0.293,0.29,0.364,0.636,0.25,0.255,0.353,0.32,,,,,,,129.0,103.0,118.0,0.259,0.99,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,746070,Home Run,home_run,False,607732,665795,Jacob Stallings,Edward Cabrera,1,08308862-ffb1-4c4b-9cdf-7e7136688d75,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,86.0,81.0,111.0,75.0,74.0,122.0,107.0,112.0,,,,,,,0.041,0.244,,0.122,,0.353,-4.35,,-0.84,0.24,,-0.21,96.0,,92.5,96.3,88.5,,0.406,0.75,0.154,0.219,0.5,0.375,0.22,0.415,0.37,0.211,0.368,0.368,,,,0.333,0.333,0.0,102.0,103.0,104.0,0.241,-0.94,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
