date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff
2024-03-30,745119,Groundout,field_out,True,623912,579328,Harold Ramírez,Yusei Kikuchi,0,d5135f21-865e-4bca-ae2e-2b8e15a9f70e,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,0.244,0.107,-0.31,,,-0.05,-0.17,0.45,95.6,,87.2,,89.2,82.9,,,,,,,0.278,0.435,0.271,0.302,0.55,0.269,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,745119,Groundout,field_out,True,623912,554340,Harold Ramírez,Yimi García,0,58bcc023-232e-4ba4-884a-ec2628506458,554340.0,yimigarcia,"García, Y",Right,Yimi García,TOR,2.57,2.32,28.0,105.0,119.0,112.0,0.726,11.89,2.25,4.82,0.96,0.41,0.361,0.311,0.164,0.279,0.407,107.0,84.0,80.0,111.0,104.0,109.0,111.0,115.0,123.0,94.0,97.0,97.0,174.0,107.0,124.0,,,,0.191,0.335,,0.175,0.21,0.09,2.91,,2.05,2.46,0.28,0.7,96.7,,88.7,95.9,86.7,84.2,0.188,0.25,0.2,,,,0.308,0.538,0.25,0.116,0.279,0.356,0.0,0.0,0.0,0.143,0.286,0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,745119,Strikeout,strikeout,True,623912,641835,Harold Ramírez,Tim Mayza,0,ba0b6dd8-cbf9-4133-bd61-53dfd61ef7fd,641835.0,timmayza,Mayza,Left,Tim Mayza,TOR,8.03,6.84,24.2,97.0,103.0,95.0,0.843,5.84,4.38,13.14,1.09,1.16,0.258,0.344,0.14,0.29,0.423,,,,,,,29.0,90.0,120.0,86.0,99.0,94.0,146.0,92.0,98.0,,,,0.702,0.006,,0.292,,,2.09,,-1.23,-3.0,,,91.5,,,91.9,86.4,,0.346,0.526,0.147,,,,,,,,,,0.321,0.536,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745115,Strikeout,strikeout,True,623912,592332,Harold Ramírez,Kevin Gausman,0,0e69e8ab-4c7e-411b-ad3d-f86340cfecce,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,,-0.1,,-1.31,-2.39,,,93.9,,,93.5,83.1,,0.278,0.444,0.087,,,,,,,0.298,0.521,0.198,0.32,0.56,0.298,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,
2024-03-31,745115,Lineout,field_out,True,623912,592332,Harold Ramírez,Kevin Gausman,0,68e8e526-8036-48b5-9ec8-dd6a40949e66,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,,-0.1,,-1.31,-2.39,,,93.9,,,93.5,83.1,,0.278,0.444,0.087,,,,,,,0.298,0.521,0.198,0.32,0.56,0.298,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,
2024-03-31,745115,Flyout,field_out,True,623912,669952,Harold Ramírez,Mitch White,0,e0180ade-00e7-4fd4-b7f1-255afc06ce2e,669952.0,mitchwhite,"White, M",Right,Mitch White,- - -,7.23,6.26,23.2,103.0,95.0,101.0,0.863,4.94,4.94,9.89,1.52,1.14,0.349,0.422,0.072,0.361,0.455,,,,99.0,99.0,108.0,76.0,101.0,97.0,72.0,103.0,85.0,124.0,106.0,108.0,,,,0.138,0.387,,0.339,0.136,,-0.02,,0.0,-4.0,0.66,,93.9,,,94.0,85.1,81.0,0.273,0.364,0.188,,,,0.125,0.125,0.091,0.241,0.448,0.169,0.538,1.385,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745115,Groundout,field_out,True,623912,643338,Harold Ramírez,Chad Green,0,9f7d1219-8ad7-461f-b1a0-34dcdfdec7b7,643338.0,chadgreen,Green,Right,Chad Green,TOR,2.0,4.39,27.0,102.0,114.0,104.0,0.77,8.0,3.0,6.33,1.67,0.69,0.296,0.394,0.085,0.423,0.431,,,,,,,117.0,106.0,107.0,,,,112.0,98.0,101.0,74.0,54.0,61.0,,0.644,0.014,0.342,,,2.18,-0.86,,-1.52,,,95.2,91.5,,,87.2,,,,,,,,,,,0.161,0.323,0.201,0.281,0.531,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745111,Strikeout,strikeout,True,623912,571760,Harold Ramírez,Andrew Heaney,0,8f8c3e44-38f5-43db-8895-931a65b1f333,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,20.0,51.0,51.0,,0.522,0.002,0.29,0.032,0.154,-0.05,-19.18,,-0.02,-7.71,1.0,91.5,86.6,83.8,,82.0,75.5,,,,,,,0.8,2.0,0.125,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745111,Single,single,False,623912,571760,Harold Ramírez,Andrew Heaney,1,00c212dd-55b1-4315-99c9-7bc480e8c31e,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,20.0,51.0,51.0,,0.522,0.002,0.29,0.032,0.154,-0.05,-19.18,,-0.02,-7.71,1.0,91.5,86.6,83.8,,82.0,75.5,,,,,,,0.8,2.0,0.125,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745111,Single,single,False,623912,571760,Harold Ramírez,Andrew Heaney,1,383a6f7d-0741-43e1-90ab-67f236dd3d4f,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,20.0,51.0,51.0,,0.522,0.002,0.29,0.032,0.154,-0.05,-19.18,,-0.02,-7.71,1.0,91.5,86.6,83.8,,82.0,75.5,,,,,,,0.8,2.0,0.125,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745111,Groundout,field_out,True,623912,656641,Harold Ramírez,Jacob Latz,0,e7d9e68f-817e-422f-8709-ccf7603885dd,656641.0,jacoblatz,Latz,Left,Jacob Latz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,0.4,0.244,0.143,0.143,0.281,0.209,0.302,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,745114,Groundout,field_out,True,623912,543135,Harold Ramírez,Nathan Eovaldi,0,a18d64b0-ed3b-4b36-8a4b-067bc9c71271,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.362,0.148,0.037,0.151,,1.48,0.94,,-4.54,-1.43,,95.5,91.7,,,86.3,76.9,,,,0.264,0.396,0.161,0.27,0.541,0.357,0.183,0.314,0.206,0.412,0.706,0.185,,,,,,,126.0,104.0,112.0,0.302,1.4,88.7,0.202,0.327,0.361,,,,,,,,,,,,,,,
2024-04-03,745114,Groundout,field_out,True,623912,543135,Harold Ramírez,Nathan Eovaldi,0,d5746c88-540e-45ca-8d39-85ea2aa2e525,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.362,0.148,0.037,0.151,,1.48,0.94,,-4.54,-1.43,,95.5,91.7,,,86.3,76.9,,,,0.264,0.396,0.161,0.27,0.541,0.357,0.183,0.314,0.206,0.412,0.706,0.185,,,,,,,126.0,104.0,112.0,0.302,1.4,88.7,0.202,0.327,0.361,,,,,,,,,,,,,,,
2024-04-03,745114,Strikeout,strikeout,True,623912,543135,Harold Ramírez,Nathan Eovaldi,0,a541f186-a2b7-49e6-8ff2-83a1e5533658,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.362,0.148,0.037,0.151,,1.48,0.94,,-4.54,-1.43,,95.5,91.7,,,86.3,76.9,,,,0.264,0.396,0.161,0.27,0.541,0.357,0.183,0.314,0.206,0.412,0.706,0.185,,,,,,,126.0,104.0,112.0,0.302,1.4,88.7,0.202,0.327,0.361,,,,,,,,,,,,,,,
2024-04-03,745114,Single,single,False,623912,600917,Harold Ramírez,José Leclerc,1,4b87869c-1643-414e-a38b-373aedd90a86,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,3.95,3.8,41.0,95.0,110.0,98.0,0.628,11.85,5.27,5.49,0.88,0.85,0.217,0.457,0.152,0.348,0.368,66.0,99.0,89.0,,,,107.0,89.0,97.0,78.0,88.0,81.0,119.0,103.0,104.0,134.0,94.0,99.0,0.046,0.352,0.167,0.33,,0.105,0.85,-0.6,2.9,1.16,,-0.04,95.1,90.0,88.1,94.8,81.9,,0.2,0.2,0.143,0.227,0.364,0.259,,,,0.128,0.277,0.311,0.193,0.298,0.504,0.111,0.111,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746576,Single,single,False,623912,596295,Harold Ramírez,Austin Gomber,1,02f7db28-2f69-453f-9b64-578817e37246,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,,0.211,-1.25,,-43.05,-0.33,,-0.09,90.4,,80.9,90.1,83.8,,,,,,,,0.188,0.337,0.266,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,,,,,,,,,,,,,78.0,111.0,105.0,0.218,0.82,77.1,,,,,,,,,
2024-04-05,746576,Pop Out,field_out,True,623912,596295,Harold Ramírez,Austin Gomber,0,639e2ad6-d394-47e8-bad3-fb13ceae63d2,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,,0.211,-1.25,,-43.05,-0.33,,-0.09,90.4,,80.9,90.1,83.8,,,,,,,,0.188,0.337,0.266,0.312,0.567,0.093,0.274,0.532,0.162,0.274,0.369,0.275,,,,,,,,,,,,,78.0,111.0,105.0,0.218,0.82,77.1,,,,,,,,,
2024-04-05,746576,Lineout,field_out,True,623912,663567,Harold Ramírez,Peter Lambert,0,91031f39-3b8d-4264-a4aa-99fc38a9cd5b,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,89.0,95.0,95.0,80.0,96.0,95.0,87.0,91.0,88.0,87.0,95.0,89.0,120.0,94.0,101.0,,,,0.032,0.382,,0.306,0.052,0.228,-0.75,,-1.55,0.45,-5.77,0.42,94.5,,86.9,93.8,85.8,78.0,0.333,0.333,0.0,,,,0.25,0.875,0.2,0.276,0.534,0.11,0.182,0.182,0.316,0.237,0.263,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746576,Single,single,False,623912,656234,Harold Ramírez,Jake Bird,0,9b7d2164-4381-40fe-b491-83907bc73c1d,656234.0,jakebird,Bird,Right,Jake Bird,COL,6.26,4.96,23.0,93.0,114.0,93.0,0.79,6.26,7.04,9.78,1.17,1.4,0.315,0.356,0.151,0.26,0.411,,,,133.0,94.0,101.0,49.0,90.0,88.0,91.0,86.0,82.0,137.0,101.0,104.0,119.0,90.0,96.0,0.437,0.015,0.074,0.305,0.169,,-6.25,-4.3,-1.3,0.62,-2.8,,94.5,91.2,,95.3,85.0,81.4,0.318,0.432,0.123,0.5,1.25,0.278,0.273,0.545,0.304,,,,0.185,0.259,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746576,Single,single,False,623912,664875,Harold Ramírez,Justin Lawrence,1,c0d27bd6-f717-4643-8075-581963b1a59b,664875.0,justinlawrence,"Lawrence, J",Right,Justin Lawrence,COL,5.86,5.22,35.1,96.0,109.0,104.0,0.788,7.39,5.09,10.44,1.02,2.11,0.245,0.409,0.118,0.309,0.403,,,,,,,,,,75.0,96.0,96.0,156.0,95.0,116.0,,,,0.579,,,0.421,,,,,-1.67,0.0,,,,,,94.9,84.0,,0.375,0.563,0.173,,,,,,,,,,0.204,0.296,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,746575,Groundout,field_out,True,623912,663372,Harold Ramírez,Ryan Feltner,0,773e0812-62da-4c98-80ca-5358acbd36f6,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,,,,0.14,0.34,,0.291,0.083,0.147,-0.09,,0.41,-1.06,-0.09,-1.33,94.9,,85.4,94.4,88.1,79.2,0.286,0.375,0.164,,,,0.2,0.333,0.299,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,746575,Groundout,field_out,True,623912,663372,Harold Ramírez,Ryan Feltner,0,13824e13-f24d-499d-81e6-eb49d51e2272,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,,,,0.14,0.34,,0.291,0.083,0.147,-0.09,,0.41,-1.06,-0.09,-1.33,94.9,,85.4,94.4,88.1,79.2,0.286,0.375,0.164,,,,0.2,0.333,0.299,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,746575,Single,single,False,623912,656234,Harold Ramírez,Jake Bird,1,0c8e1ef5-baca-4560-8dca-93786b5e1f2c,656234.0,jakebird,Bird,Right,Jake Bird,COL,6.26,4.96,23.0,93.0,114.0,93.0,0.79,6.26,7.04,9.78,1.17,1.4,0.315,0.356,0.151,0.26,0.411,,,,133.0,94.0,101.0,49.0,90.0,88.0,91.0,86.0,82.0,137.0,101.0,104.0,119.0,90.0,96.0,0.437,0.015,0.074,0.305,0.169,,-6.25,-4.3,-1.3,0.62,-2.8,,94.5,91.2,,95.3,85.0,81.4,0.318,0.432,0.123,0.5,1.25,0.278,0.273,0.545,0.304,,,,0.185,0.259,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
