date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff
2024-04-16,746976,Strikeout,strikeout,True,666915,605130,Bobby Dalbec,Scott Barlow,0,5b8cbf40-c5af-4186-b77d-d8dfdf3f52a5,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,3.52,3.61,38.1,91.0,115.0,93.0,0.648,12.68,5.4,7.28,0.94,1.83,0.169,0.551,0.191,0.247,0.333,80.0,89.0,83.0,98.0,93.0,93.0,124.0,86.0,90.0,,,,,,,,,,0.099,0.202,,,0.489,,-0.48,,,-2.08,1.33,,91.7,,,91.7,81.2,,0.36,0.52,0.204,0.5,0.667,0.316,0.141,0.203,0.424,,,,0.175,0.425,0.444,149.0,103.0,108.0,0.209,-1.56,77.5,,,,,,,,,,,,,,,
2024-04-19,745518,Double,double,True,666915,682990,Bobby Dalbec,Quinn Priester,1,9be529d3-1418-4526-b93e-f916da285038,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,,,,,,,,,,0.33,0.149,,,0.253,,-1.75,,,0.45,-1.73,,93.2,,,93.0,87.2,,0.4,0.4,0.222,0.284,0.493,0.142,0.261,0.478,0.276,,,,0.357,0.5,0.463,95.0,98.0,100.0,0.152,-1.03,80.5,,,,83.0,89.0,86.0,0.116,0.79,88.2,0.136,0.182,0.242,,,
2024-04-19,745518,Strikeout,strikeout,True,666915,682990,Bobby Dalbec,Quinn Priester,0,5efaa74f-70db-43d1-b453-7208de60822e,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,,,,,,,,,,0.33,0.149,,,0.253,,-1.75,,,0.45,-1.73,,93.2,,,93.0,87.2,,0.4,0.4,0.222,0.284,0.493,0.142,0.261,0.478,0.276,,,,0.357,0.5,0.463,95.0,98.0,100.0,0.152,-1.03,80.5,,,,83.0,89.0,86.0,0.116,0.79,88.2,0.136,0.182,0.242,,,
2024-04-19,745518,Groundout,field_out,True,666915,676596,Bobby Dalbec,Josh Fleming,0,eb8aacd9-0b28-477b-8841-631b6ecc6167,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,142.0,135.0,123.0,51.0,91.0,86.0,,,,,,,82.0,101.0,93.0,,,,0.389,0.004,0.264,,,,1.94,1.27,,-2.07,,,89.8,87.2,,90.4,,,,,,0.381,0.571,0.226,,,,,,,0.286,0.429,0.308,97.0,87.0,89.0,0.057,-2.56,78.1,0.261,0.304,0.172,71.0,98.0,89.0,0.286,1.63,83.2,0.171,0.22,0.178,,,
2024-04-19,745518,Walk,walk,False,666915,672710,Bobby Dalbec,Roansy Contreras,1,cd75ad0e-c0d8-4583-855d-e90e0d3c2486,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,92.0,99.0,94.0,75.0,94.0,74.0,118.0,98.0,106.0,,,,,,,,,,0.049,0.432,,,0.325,,0.12,,,-2.07,-1.01,,94.8,,,94.5,83.5,,0.274,0.384,0.189,0.571,0.571,0.056,0.1,0.25,0.302,,,,0.125,0.25,0.154,86.0,92.0,98.0,0.088,1.03,78.0,,,,80.0,88.0,88.0,0.106,-2.57,89.2,0.263,0.474,0.182,,,
2024-04-20,745515,Forceout,force_out,True,666915,656605,Bobby Dalbec,Mitch Keller,1,5eb804a3-fada-4a2d-95b9-9e34e3c89de9,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,,,,96.0,98.0,97.0,,,,0.224,0.297,0.132,,0.245,,-0.08,0.01,,0.17,-0.49,,94.6,90.6,,93.7,85.0,,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,,,,0.217,0.391,0.333,114.0,98.0,106.0,0.093,0.77,78.5,0.23,0.475,0.197,104.0,105.0,101.0,0.01,-11.3,90.2,0.75,1.25,0.0,,,
2024-04-20,745515,Flyout,field_out,True,666915,656605,Bobby Dalbec,Mitch Keller,0,b0930955-50fc-45ee-9300-eb9ff80e6203,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,,,,96.0,98.0,97.0,,,,0.224,0.297,0.132,,0.245,,-0.08,0.01,,0.17,-0.49,,94.6,90.6,,93.7,85.0,,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,,,,0.217,0.391,0.333,114.0,98.0,106.0,0.093,0.77,78.5,0.23,0.475,0.197,104.0,105.0,101.0,0.01,-11.3,90.2,0.75,1.25,0.0,,,
2024-04-20,745515,Strikeout,strikeout,True,666915,656605,Bobby Dalbec,Mitch Keller,0,213d0d5c-f4d4-4201-9e47-301cf226c3a1,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,,,,96.0,98.0,97.0,,,,0.224,0.297,0.132,,0.245,,-0.08,0.01,,0.17,-0.49,,94.6,90.6,,93.7,85.0,,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,,,,0.217,0.391,0.333,114.0,98.0,106.0,0.093,0.77,78.5,0.23,0.475,0.197,104.0,105.0,101.0,0.01,-11.3,90.2,0.75,1.25,0.0,,,
2024-04-20,745515,Strikeout,strikeout,True,666915,682847,Bobby Dalbec,Luis L. Ortiz,0,f9223475-c585-4465-9db3-87f5a037af78,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,0.25,0.353,0.134,0.21,0.346,0.293,,,,,,,,,,,,,0.286,0.343,0.187,,,,,,,,,,,,
2024-04-21,745514,Strikeout,strikeout,True,666915,527048,Bobby Dalbec,Martín Pérez,0,6e9153d1-dbd7-4879-882a-963a09efc2e9,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,65.0,105.0,94.0,,,,0.375,0.055,0.254,,,,-5.77,-0.81,,-0.23,,,91.4,88.4,,90.9,,,0.375,0.625,0.036,0.3,0.423,0.1,,,,,,,0.364,0.409,0.306,71.0,98.0,96.0,0.101,0.23,78.3,0.304,0.609,0.196,77.0,106.0,97.0,0.215,-3.51,83.4,0.338,0.588,0.275,,,
2024-04-21,745514,Strikeout,strikeout,True,666915,527048,Bobby Dalbec,Martín Pérez,0,b5745797-7bd2-46d3-ab63-37db0df1ef09,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,65.0,105.0,94.0,,,,0.375,0.055,0.254,,,,-5.77,-0.81,,-0.23,,,91.4,88.4,,90.9,,,0.375,0.625,0.036,0.3,0.423,0.1,,,,,,,0.364,0.409,0.306,71.0,98.0,96.0,0.101,0.23,78.3,0.304,0.609,0.196,77.0,106.0,97.0,0.215,-3.51,83.4,0.338,0.588,0.275,,,
2024-04-21,745514,Lineout,field_out,True,666915,656924,Bobby Dalbec,Ryder Ryan,0,4bb1a04a-d3d9-4a2d-9f0e-58134f05fc7a,656924.0,ryderryan,Ryan,Right,Ryder Ryan,PIT,5.29,4.73,17.0,96.0,97.0,96.0,0.811,8.47,4.24,8.47,0.53,0.91,0.224,0.49,0.163,0.388,0.448,64.0,92.0,81.0,96.0,97.0,93.0,111.0,96.0,105.0,,,,,,,,,,0.434,0.146,,,0.42,,1.95,,,-0.88,-0.66,,94.2,,,94.4,84.1,,0.0,0.0,0.19,0.321,0.464,0.156,0.233,0.433,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,745514,Walk,walk,False,666915,656924,Bobby Dalbec,Ryder Ryan,0,168df3d1-6dcb-4ec5-b6dd-d0f911106950,656924.0,ryderryan,Ryan,Right,Ryder Ryan,PIT,5.29,4.73,17.0,96.0,97.0,96.0,0.811,8.47,4.24,8.47,0.53,0.91,0.224,0.49,0.163,0.388,0.448,64.0,92.0,81.0,96.0,97.0,93.0,111.0,96.0,105.0,,,,,,,,,,0.434,0.146,,,0.42,,1.95,,,-0.88,-0.66,,94.2,,,94.4,84.1,,0.0,0.0,0.19,0.321,0.464,0.156,0.233,0.433,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,745514,Strikeout,strikeout,True,666915,547973,Bobby Dalbec,Aroldis Chapman,0,ce5469cd-4879-46b7-9487-fecc39bc6703,547973.0,aroldischapman,Chapman,Left,Aroldis Chapman,PIT,4.15,4.02,34.2,92.0,132.0,101.0,0.704,14.54,8.31,6.23,1.04,0.87,0.304,0.348,0.188,0.304,0.424,97.0,80.0,82.0,228.0,109.0,122.0,100.0,86.0,102.0,,,,,,,91.0,104.0,105.0,0.263,0.342,,0.11,0.286,,-0.41,,1.87,-1.42,0.1,,97.5,,91.3,99.3,86.6,,0.185,0.333,0.265,0.222,0.467,0.316,0.207,0.276,0.311,0.136,0.182,0.514,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,746647,Flyout,field_out,True,666915,594902,Bobby Dalbec,Ben Lively,0,86cf4801-e136-4fba-b219-2dc41ecaee65,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,,,,,,,,,,0.305,0.302,,,0.245,,-0.32,,,0.18,0.57,,89.9,,,90.4,79.2,,0.268,0.507,0.175,0.25,0.45,0.152,0.167,0.5,0.371,,,,0.222,0.37,0.188,52.0,102.0,94.0,0.072,-0.49,76.6,,,,88.0,108.0,101.0,0.075,0.48,83.5,0.207,0.345,0.196,,,
