date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-07-20,746286,Groundout,field_out,True,642020,663903,Chuckie Robinson,Brady Singer,0,d628ff2e-9045-47b7-a080-f823b76ba9ac,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,746286,Single,single,False,642020,663903,Chuckie Robinson,Brady Singer,0,e506e708-a20a-46de-aa95-2aeff3d961ff,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,746286,Groundout,field_out,True,642020,663903,Chuckie Robinson,Brady Singer,0,fa0a728a-46cf-4083-81b9-15bd98cdc0cf,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,744989,Groundout,field_out,True,642020,543135,Chuckie Robinson,Nathan Eovaldi,0,072e319d-d5b3-42f8-a9bb-1c9c510b4ba9,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,,,,73.0,108.0,102.0,,,,112.0,96.0,101.0,,0.367,0.035,,1.66,,-4.54,,95.5,,,86.3,0.412,0.706,0.185,,,,0.183,0.305,0.21,,,,92.0,104.0,97.0,0.145,0.82,91.7,0.278,0.407,0.164,102.0,101.0,102.0,127.0,104.0,112.0,0.308,0.146,1.64,-1.85,88.7,76.9,0.184,0.298,0.377,0.275,0.6,0.352,,,,,,,,,
2024-07-24,744989,Strikeout,strikeout,True,642020,543135,Chuckie Robinson,Nathan Eovaldi,0,348cc94e-38a6-4c69-aae3-c10bdfacb9fb,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,,,,73.0,108.0,102.0,,,,112.0,96.0,101.0,,0.367,0.035,,1.66,,-4.54,,95.5,,,86.3,0.412,0.706,0.185,,,,0.183,0.305,0.21,,,,92.0,104.0,97.0,0.145,0.82,91.7,0.278,0.407,0.164,102.0,101.0,102.0,127.0,104.0,112.0,0.308,0.146,1.64,-1.85,88.7,76.9,0.184,0.298,0.377,0.275,0.6,0.352,,,,,,,,,
2024-07-27,746768,Forceout,force_out,True,642020,693433,Chuckie Robinson,Bryan Woo,1,8a2b196d-9760-4ff3-96ab-a21938be4d66,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.261,0.348,0.208,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.087,0.333,,,,,,
2024-07-27,746768,Pop Out,field_out,True,642020,693433,Chuckie Robinson,Bryan Woo,1,dc2973fa-b486-4ec6-8c8b-b11b299582d8,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.261,0.348,0.208,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.087,0.333,,,,,,
2024-07-27,746768,Field Error,field_error,False,642020,608723,Chuckie Robinson,Austin Voth,1,1d2714a3-1aa4-462d-8ecd-1aa761e6e6f2,608723.0,austinvoth,Voth,Right,Austin Voth,SEA,3.02,3.06,53.2,100.0,100.0,99.0,0.719,8.89,2.01,6.37,1.34,0.77,0.222,0.514,0.174,0.25,0.395,,,,91.0,102.0,99.0,,,,112.0,96.0,101.0,,0.239,0.264,,2.21,,-0.52,,93.5,,,80.9,,,,,,,0.156,0.244,0.247,,,,99.0,102.0,95.0,0.323,1.21,89.0,0.242,0.419,0.287,94.0,100.0,100.0,,,,,0.174,,1.46,,75.3,,,,0.15,0.25,0.456,0.204,0.49,0.287,,,,,,
2024-07-29,746765,Groundout,field_out,True,642020,679525,Chuckie Robinson,Alec Marsh,0,ee1591ea-bc07-4d35-a745-b29d01c5586f,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.67,4.94,106.0,99.0,100.0,99.0,0.807,8.07,2.8,8.49,1.27,0.86,0.257,0.395,0.183,0.344,0.437,91.0,96.0,97.0,91.0,100.0,96.0,99.0,98.0,95.0,120.0,99.0,106.0,0.133,0.382,0.222,0.108,0.56,-2.03,0.15,0.96,94.1,86.4,93.5,86.5,0.269,0.462,0.293,0.338,0.574,0.097,0.208,0.369,0.217,0.191,0.277,0.155,,,,,,,,,,99.0,105.0,103.0,,,,,0.156,,-1.71,,82.8,,,,0.283,0.533,0.252,0.158,0.211,0.389,,,,,,
2024-07-29,746765,Grounded Into DP,grounded_into_double_play,True,642020,679525,Chuckie Robinson,Alec Marsh,1,3cdf6e82-6a9c-4bdb-8289-badad6ec79fe,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.67,4.94,106.0,99.0,100.0,99.0,0.807,8.07,2.8,8.49,1.27,0.86,0.257,0.395,0.183,0.344,0.437,91.0,96.0,97.0,91.0,100.0,96.0,99.0,98.0,95.0,120.0,99.0,106.0,0.133,0.382,0.222,0.108,0.56,-2.03,0.15,0.96,94.1,86.4,93.5,86.5,0.269,0.462,0.293,0.338,0.574,0.097,0.208,0.369,0.217,0.191,0.277,0.155,,,,,,,,,,99.0,105.0,103.0,,,,,0.156,,-1.71,,82.8,,,,0.283,0.533,0.252,0.158,0.211,0.389,,,,,,
