date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,vSC (sc),SC%,wSC/C
2024-04-06,745522,Lineout,field_out,True,675961,669330,Alika Williams,Tyler Wells,0,6bc5c275-8955-48ef-87f7-c7379fbb2c8f,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,93.0,99.0,96.0,,,,124.0,100.0,91.0,,0.344,0.104,0.189,-2.88,,-6.35,2.88,92.5,85.8,,84.3,0.32,0.72,0.196,,,,0.143,0.143,0.28,0.5,0.833,0.286,99.0,105.0,100.0,,,,,0.185,,1.95,,76.1,0.2,0.2,0.417,,,,0.333,0.667,0.227,104.0,106.0,96.0,0.178,-1.37,88.1,,,,,,,,,,,,,,,,,,
2024-04-06,745522,Pop Out,field_out,True,675961,669330,Alika Williams,Tyler Wells,0,c54f3ccb-dd58-452e-9c8d-ea50ee8dde88,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,93.0,99.0,96.0,,,,124.0,100.0,91.0,,0.344,0.104,0.189,-2.88,,-6.35,2.88,92.5,85.8,,84.3,0.32,0.72,0.196,,,,0.143,0.143,0.28,0.5,0.833,0.286,99.0,105.0,100.0,,,,,0.185,,1.95,,76.1,0.2,0.2,0.417,,,,0.333,0.667,0.227,104.0,106.0,96.0,0.178,-1.37,88.1,,,,,,,,,,,,,,,,,,
2024-04-06,745522,Forceout,force_out,True,675961,622253,Alika Williams,Dillon Tate,1,376b7a0e-c2f9-4645-bc40-a4d8d08fd541,622253.0,dillontate,Tate,Right,Dillon Tate,BAL,4.59,3.91,33.1,97.0,101.0,98.0,0.826,6.21,2.43,10.26,0.54,1.84,0.205,0.473,0.179,0.125,0.453,87.0,95.0,99.0,,,,88.0,99.0,95.0,129.0,94.0,102.0,0.56,0.002,0.319,0.119,-3.42,0.02,0.18,-2.74,94.0,83.9,92.6,79.4,,,,0.318,0.435,0.062,0.278,0.389,0.278,0.194,0.226,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745517,Flyout,field_out,True,675961,663554,Alika Williams,Casey Mize,0,eb02ce56-8817-4b4d-96c9-69cca37a57c2,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,-0.14,-0.36,0.58,,95.6,,95.6,85.7,0.292,0.401,0.201,0.345,0.414,0.111,,,,0.239,0.366,0.189,,,,112.0,102.0,104.0,0.172,,-1.78,,85.7,,0.286,0.571,0.172,0.323,0.452,0.321,,,,,,,,,,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,,,,,,,
2024-04-09,745517,Single,single,False,675961,663554,Alika Williams,Casey Mize,0,68e9c1b4-6dc8-42a6-9a73-6e262aac6dcc,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,-0.14,-0.36,0.58,,95.6,,95.6,85.7,0.292,0.401,0.201,0.345,0.414,0.111,,,,0.239,0.366,0.189,,,,112.0,102.0,104.0,0.172,,-1.78,,85.7,,0.286,0.571,0.172,0.323,0.452,0.321,,,,,,,,,,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,,,,,,,
2024-04-09,745517,Strikeout,strikeout,True,675961,656638,Alika Williams,Alex Lange,0,8d07221f-e654-4ce0-bd3c-8801c702808d,656638.0,alexlange,Lange,Right,Alex Lange,DET,4.34,4.76,18.2,93.0,116.0,96.0,0.722,10.13,8.2,7.71,0.0,1.47,0.34,0.32,0.16,0.28,0.379,124.0,75.0,79.0,107.0,53.0,52.0,102.0,103.0,103.0,,,,0.215,0.135,,0.072,1.95,-1.1,,-4.15,96.3,89.9,96.3,,0.091,0.091,0.111,0.375,0.375,0.147,,,,,,,,,,,,,,,,,,,0.195,0.293,0.433,,,,,,,,,,,,,118.0,100.0,105.0,0.578,0.34,88.1,,,,,,,,,,,,
2024-04-13,745594,Flyout,field_out,True,675961,605513,Alika Williams,Spencer Turnbull,0,57d077bb-408a-4791-8a49-041801556b71,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.053,-0.45,-1.62,1.97,1.38,92.0,87.7,93.2,83.9,0.28,0.453,0.162,0.238,0.667,0.089,0.0,0.0,0.167,0.071,0.071,0.406,103.0,100.0,102.0,,,,,0.09,,2.03,,78.8,0.067,0.067,0.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745594,Single,single,False,675961,605513,Alika Williams,Spencer Turnbull,0,7e8ae1c4-8aaf-403b-87e7-5cce19789be5,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.053,-0.45,-1.62,1.97,1.38,92.0,87.7,93.2,83.9,0.28,0.453,0.162,0.238,0.667,0.089,0.0,0.0,0.167,0.071,0.071,0.406,103.0,100.0,102.0,,,,,0.09,,2.03,,78.8,0.067,0.067,0.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745594,Walk,walk,False,675961,642397,Alika Williams,Gregory Soto,0,60144d5b-b138-4495-b130-82877d43ad5d,642397.0,gregorysoto,"Soto, G",Left,Gregory Soto,PHI,3.31,4.48,32.2,96.0,113.0,99.0,0.702,11.3,4.96,8.82,0.28,1.64,0.326,0.291,0.116,0.349,0.432,,,,96.0,89.0,80.0,115.0,97.0,100.0,117.0,96.0,104.0,0.41,0.128,0.451,,-3.7,0.19,0.86,,98.1,,97.5,86.0,0.417,0.417,0.333,0.311,0.444,0.121,,,,0.222,0.222,0.294,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.36,91.8,,,,,,,,,,,,,,,,,,
2024-04-13,745594,Flyout,field_out,True,675961,656546,Alika Williams,Jeff Hoffman,0,01d1cc76-0565-4cff-a03b-2f0e2da02a11,656546.0,jeffhoffman,Hoffman,Right,Jeff Hoffman,PHI,1.09,2.19,41.1,100.0,114.0,103.0,0.682,11.98,2.18,5.66,0.44,0.97,0.175,0.495,0.124,0.268,0.452,,,,121.0,103.0,103.0,113.0,107.0,116.0,109.0,95.0,102.0,0.085,0.408,0.395,,1.24,3.89,2.07,,96.5,,96.6,86.4,0.194,0.323,0.312,0.154,0.154,0.167,,,,0.157,0.255,0.44,,,,108.0,103.0,103.0,0.113,,0.27,,90.4,,,,,0.16,0.24,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,745837,Walk,walk,False,675961,500779,Alika Williams,Jose Quintana,1,f1c133c1-c509-43c5-acee-79d473fd79b5,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,69.0,93.0,86.0,75.0,97.0,91.0,,,,0.318,0.207,,0.199,-1.6,-0.01,,0.78,90.5,85.8,90.7,,0.281,0.579,0.149,0.271,0.504,0.137,0.188,0.263,0.314,,,,108.0,104.0,101.0,,,,,0.277,,0.72,,77.8,0.255,0.415,0.247,,,,,,,,,,,,,,,,,,,0.154,0.269,0.327,,,,,,,,,
2024-04-16,745837,Double,double,False,675961,500779,Alika Williams,Jose Quintana,0,62285080-9571-4b49-97bf-55c266123abc,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,69.0,93.0,86.0,75.0,97.0,91.0,,,,0.318,0.207,,0.199,-1.6,-0.01,,0.78,90.5,85.8,90.7,,0.281,0.579,0.149,0.271,0.504,0.137,0.188,0.263,0.314,,,,108.0,104.0,101.0,,,,,0.277,,0.72,,77.8,0.255,0.415,0.247,,,,,,,,,,,,,,,,,,,0.154,0.269,0.327,,,,,,,,,
2024-04-16,745837,Strikeout,strikeout,True,675961,657585,Alika Williams,Reed Garrett,0,7b210312-fb83-4e69-b850-f7d861fca5aa,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.64,3.19,42.0,92.0,118.0,97.0,0.642,13.5,4.71,8.14,1.29,1.14,0.247,0.454,0.237,0.258,0.347,,,,126.0,86.0,90.0,92.0,88.0,82.0,120.0,97.0,105.0,0.123,0.162,0.208,,-4.83,-2.61,1.05,,96.4,,96.2,84.7,0.44,0.84,0.269,0.4,0.733,0.25,,,,0.167,0.208,0.333,,,,122.0,93.0,101.0,0.273,,1.93,,87.9,,,,,0.129,0.145,0.529,0.273,0.485,0.353,109.0,93.0,89.0,0.234,0.88,91.3,,,,,,,,,,,,,,,,,,
2024-04-17,745836,Single,single,False,675961,622663,Alika Williams,Luis Severino,1,076c7e26-634c-4214-8bfb-5c64171818a2,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,0.281,0.338,0.22,0.085,-0.23,1.98,0.72,-1.35,96.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.29,0.484,0.143,0.216,0.27,0.283,,,,,,,,,,,,,,,,,,,0.241,0.345,0.207,93.0,94.0,89.0,0.075,-0.79,93.0,,,,,,,,,,,,,,,,,,
2024-04-17,745836,Groundout,field_out,True,675961,622663,Alika Williams,Luis Severino,0,954bfeef-c99c-400b-b3b3-cfdb481d925f,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,0.281,0.338,0.22,0.085,-0.23,1.98,0.72,-1.35,96.0,85.9,95.5,85.8,0.244,0.409,0.201,0.246,0.361,0.137,0.29,0.484,0.143,0.216,0.27,0.283,,,,,,,,,,,,,,,,,,,0.241,0.345,0.207,93.0,94.0,89.0,0.075,-0.79,93.0,,,,,,,,,,,,,,,,,,
2024-04-17,745836,Lineout,field_out,True,675961,605347,Alika Williams,Jorge López,0,881c2a65-72c5-442d-a1cb-9f0b3d0a0abc,605347.0,jorgelopez,"López, Jo",Right,Jorge López,- - -,3.09,4.04,35.0,99.0,108.0,100.0,0.826,6.43,3.86,8.23,0.77,1.28,0.288,0.385,0.163,0.317,0.465,106.0,109.0,107.0,74.0,104.0,93.0,109.0,95.0,96.0,137.0,99.0,108.0,0.403,0.18,0.173,0.121,3.79,-1.1,1.14,2.89,95.4,87.2,95.2,86.2,0.167,0.3,0.207,0.4,0.556,0.12,0.1,0.1,0.278,0.158,0.211,0.2,,,,,,,,,,,,,0.267,0.6,0.19,,,,,,,,,,,,,116.0,96.0,102.0,0.124,-2.64,82.8,,,,,,,,,,,,
2024-04-19,745518,Triple,triple,False,675961,592155,Alika Williams,Cam Booser,0,3957f4b2-c9bc-4a04-988e-7211954032b8,592155.0,cambooser,Booser,Left,Cam Booser,BOS,2.9,2.88,31.0,102.0,96.0,101.0,0.742,9.87,2.03,8.13,0.87,0.51,0.163,0.5,0.128,0.326,0.466,,,,96.0,108.0,108.0,,,,94.0,103.0,105.0,,0.42,0.227,,1.68,,1.16,,95.5,,,82.5,0.217,0.317,0.287,,,,,,,0.2,0.314,0.293,,,,,,,,,,,,,,,,,,,0.333,0.5,0.286,97.0,93.0,91.0,0.353,0.3,88.3,,,,,,,,,,,,,,,,,,
2024-04-22,745519,Strikeout,strikeout,True,675961,605452,Alika Williams,Joe Ross,0,5049411c-b0b4-4eef-a611-8a81c55a068a,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.087,-2.54,0.25,-0.43,0.99,94.6,90.3,94.5,86.4,0.286,0.514,0.288,0.255,0.333,0.189,0.278,0.333,0.133,0.246,0.386,0.414,110.0,105.0,101.0,,,,,0.027,,1.84,,83.2,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,745519,Single,single,False,675961,605452,Alika Williams,Joe Ross,0,ce35be29-845b-42aa-bbb7-82aed49fab27,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.087,-2.54,0.25,-0.43,0.99,94.6,90.3,94.5,86.4,0.286,0.514,0.288,0.255,0.333,0.189,0.278,0.333,0.133,0.246,0.386,0.414,110.0,105.0,101.0,,,,,0.027,,1.84,,83.2,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,745519,Strikeout,strikeout,True,675961,600986,Alika Williams,Thyago Vieira,0,a6fa4312-bf17-4a29-92a4-df7401fd8005,600986.0,thyagovieira,Vieira,Right,Thyago Vieira,- - -,5.21,5.19,38.0,94.0,107.0,94.0,0.764,9.24,6.16,8.76,1.89,0.98,0.227,0.382,0.145,0.318,0.444,121.0,140.0,79.0,116.0,98.0,97.0,93.0,96.0,93.0,118.0,89.0,93.0,0.404,0.227,0.361,0.008,-0.66,-0.05,-2.14,-12.58,97.8,91.9,97.1,88.3,0.211,0.5,0.25,0.281,0.386,0.172,0.5,0.5,0.5,0.229,0.542,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,745519,Groundout,field_out,True,675961,600986,Alika Williams,Thyago Vieira,0,47105d02-9dd0-422c-b308-2a4632039d6e,600986.0,thyagovieira,Vieira,Right,Thyago Vieira,- - -,5.21,5.19,38.0,94.0,107.0,94.0,0.764,9.24,6.16,8.76,1.89,0.98,0.227,0.382,0.145,0.318,0.444,121.0,140.0,79.0,116.0,98.0,97.0,93.0,96.0,93.0,118.0,89.0,93.0,0.404,0.227,0.361,0.008,-0.66,-0.05,-2.14,-12.58,97.8,91.9,97.1,88.3,0.211,0.5,0.25,0.281,0.386,0.172,0.5,0.5,0.5,0.229,0.542,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745512,Single,single,False,675961,642547,Alika Williams,Freddy Peralta,1,161a85f9-1c47-444f-bcaa-0a24597290a8,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,121.0,99.0,103.0,,,,99.0,104.0,110.0,,0.536,0.248,0.17,0.0,,0.53,1.06,94.5,88.0,,81.1,0.238,0.411,0.277,,,,0.22,0.254,0.386,0.194,0.337,0.393,103.0,102.0,111.0,,,,,0.046,,-1.65,,77.3,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745512,Pop Out,field_out,True,675961,642547,Alika Williams,Freddy Peralta,0,f4fee45a-213e-4a2e-98bb-19ab4394c37c,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,121.0,99.0,103.0,,,,99.0,104.0,110.0,,0.536,0.248,0.17,0.0,,0.53,1.06,94.5,88.0,,81.1,0.238,0.411,0.277,,,,0.22,0.254,0.386,0.194,0.337,0.393,103.0,102.0,111.0,,,,,0.046,,-1.65,,77.3,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745512,Strikeout,strikeout,True,675961,682842,Alika Williams,Abner Uribe,0,fb3c7730-54dd-41a7-8e0d-4b7362e8ee98,682842.0,abneruribe,Uribe,Right,Abner Uribe,MIL,6.91,4.7,14.1,94.0,138.0,102.0,0.781,8.79,7.53,9.42,0.63,2.56,0.15,0.4,0.2,0.225,0.43,,,,95.0,57.0,54.0,128.0,93.0,98.0,159.0,97.0,113.0,0.647,0.008,0.345,,-3.7,0.02,-0.32,,100.1,,98.7,87.9,,,,0.282,0.436,0.2,,,,0.267,0.267,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
