date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-06-05,746950,Grounded Into DP,grounded_into_double_play,True,605119,641745,Brian Anderson,Brad Keller,1,0bdc9e59-0d94-4730-be49-0d009c3f755f,641745.0,bradkeller,"Keller, B",Right,Brad Keller,- - -,5.13,4.57,33.1,102.0,97.0,103.0,0.81,6.48,2.97,9.45,1.62,1.34,0.239,0.416,0.168,0.31,0.426,89.0,90.0,102.0,77.0,102.0,98.0,118.0,105.0,109.0,,,,0.374,,0.416,0.022,-1.0,,-0.72,-7.7,93.6,,85.8,81.3,0.279,0.426,0.12,0.255,0.491,0.223,,,,0.5,1.0,0.25,73.0,86.0,87.0,,,,0.029,,,-8.19,,92.5,,,,,,,96.0,103.0,101.0,0.16,1.04,88.6,0.071,0.071,0.378,,,,,,
2024-06-06,744844,Lineout,field_out,True,605119,680730,Brian Anderson,Mitchell Parker,0,f5e830d2-f687-4c51-8b04-ffcfc35198a9,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,,,,0.49,,0.09,0.246,0.85,,-1.59,1.0,92.6,,84.6,80.5,0.241,0.382,0.12,0.243,0.514,0.35,,,,0.25,0.369,0.264,,,,88.0,96.0,95.0,,0.173,-0.37,,85.8,,0.203,0.359,0.361,,,,,,,,,,,,,,,,,,
2024-06-06,744844,Lineout,field_out,True,605119,680730,Brian Anderson,Mitchell Parker,0,3cf4b3fb-9713-4e44-9067-6612419353e7,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,,,,0.49,,0.09,0.246,0.85,,-1.59,1.0,92.6,,84.6,80.5,0.241,0.382,0.12,0.243,0.514,0.35,,,,0.25,0.369,0.264,,,,88.0,96.0,95.0,,0.173,-0.37,,85.8,,0.203,0.359,0.361,,,,,,,,,,,,,,,,,,
2024-06-12,747028,Strikeout,strikeout,True,605119,700249,Brian Anderson,Cade Povich,0,37cc8cb3-dcca-4de2-97d3-c0a9b3370d27,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,93.0,102.0,103.0,75.0,93.0,88.0,107.0,99.0,100.0,97.0,94.0,93.0,0.406,0.151,0.104,0.192,0.84,-2.61,-4.51,-2.39,92.2,88.2,82.9,75.9,0.186,0.256,0.13,0.304,0.652,0.222,0.3,0.75,0.269,0.346,0.615,0.286,79.0,81.0,77.0,,,,0.056,,,0.67,,91.5,,,,0.0,0.0,0.182,62.0,99.0,94.0,0.091,-2.58,86.0,0.273,0.545,0.182,,,,,,
2024-06-12,747028,Strikeout,strikeout,True,605119,700249,Brian Anderson,Cade Povich,0,1ab69331-b783-4d03-9072-fa327de09042,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,93.0,102.0,103.0,75.0,93.0,88.0,107.0,99.0,100.0,97.0,94.0,93.0,0.406,0.151,0.104,0.192,0.84,-2.61,-4.51,-2.39,92.2,88.2,82.9,75.9,0.186,0.256,0.13,0.304,0.652,0.222,0.3,0.75,0.269,0.346,0.615,0.286,79.0,81.0,77.0,,,,0.056,,,0.67,,91.5,,,,0.0,0.0,0.182,62.0,99.0,94.0,0.091,-2.58,86.0,0.273,0.545,0.182,,,,,,
