date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-06-30,747101,Flyout,field_out,True,663897,663559,Luke Williams,Bailey Falter,0,6ee6db23-d98b-48ff-a15e-154858218c63,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,0.144,0.511,0.161,0.174,1.03,1.24,-0.06,-0.34,91.7,91.9,85.6,77.0,0.229,0.36,0.167,0.245,0.286,0.32,0.256,0.488,0.197,0.262,0.492,0.144,,,,,,,,,,,,,,,,,,,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,,,,
2024-06-30,747101,Grounded Into DP,grounded_into_double_play,True,663897,663559,Luke Williams,Bailey Falter,1,127c3580-82b9-4b07-8fc4-bfd811cbbb5e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,0.144,0.511,0.161,0.174,1.03,1.24,-0.06,-0.34,91.7,91.9,85.6,77.0,0.229,0.36,0.167,0.245,0.286,0.32,0.256,0.488,0.197,0.262,0.492,0.144,,,,,,,,,,,,,,,,,,,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,,,,
2024-07-28,745795,Strikeout,strikeout,True,663897,656849,Luke Williams,David Peterson,0,d132033f-be05-412c-91b8-095a386567da,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,-0.31,1.7,-1.49,0.21,93.1,92.0,85.2,79.0,0.254,0.31,0.236,0.27,0.432,0.326,0.174,0.348,0.25,0.264,0.376,0.139,94.0,87.0,92.0,0.169,0.25,84.7,0.16,0.26,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,745795,Forceout,force_out,True,663897,656849,Luke Williams,David Peterson,1,2d607926-e5f8-45ce-b1c0-9784d2b78d6e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,-0.31,1.7,-1.49,0.21,93.1,92.0,85.2,79.0,0.254,0.31,0.236,0.27,0.432,0.326,0.174,0.348,0.25,0.264,0.376,0.139,94.0,87.0,92.0,0.169,0.25,84.7,0.16,0.26,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-04,747088,Flyout,field_out,True,663897,666277,Luke Williams,George Soriano,0,b8e7e4ff-c4d6-49bb-b5b0-ece8c05f4603,666277.0,georgesoriano,"Soriano, G",Right,George Soriano,MIA,6.65,7.45,21.2,93.0,91.0,92.0,0.767,8.72,3.74,8.31,2.08,0.6,0.177,0.468,0.081,0.371,0.439,,,,70.0,89.0,81.0,,,,103.0,94.0,100.0,,0.434,0.412,,1.83,,-3.99,,94.1,,83.7,,0.103,0.172,0.23,0.342,0.868,0.304,,,,,,,114.0,105.0,99.0,0.154,-1.45,88.5,0.308,0.385,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,746190,Groundout,field_out,True,663897,668968,Luke Williams,Hans Crouse,0,f1d81d28-6fd8-49ca-99e0-d15556c573c2,668968.0,hanscrouse,Crouse,Right,Hans Crouse,LAA,3.0,3.13,24.0,96.0,81.0,93.0,0.672,12.38,5.63,5.25,0.75,0.39,0.275,0.431,0.235,0.275,0.376,,,,0.0,143.0,128.0,92.0,97.0,88.0,65.0,99.0,100.0,0.493,0.002,0.385,,3.94,3.0,-1.11,,93.1,92.6,83.8,,,,,0.211,0.447,0.432,,,,0.108,0.135,0.292,86.0,91.0,87.0,0.12,-0.21,87.4,0.25,0.25,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746186,Sac Bunt,sac_bunt,True,663897,686799,Luke Williams,Jack Kochanowicz,1,7b6f4b9f-8eb7-47a7-8fb5-0d9c25297270,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,,,,0.693,0.024,,0.237,-11.92,0.27,,-1.08,95.9,95.7,,85.6,,,,,,,0.208,0.458,0.283,0.326,0.457,0.099,70.0,100.0,96.0,0.046,-4.85,88.3,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746186,Single,single,False,663897,686799,Luke Williams,Jack Kochanowicz,0,c289c513-d3c4-4968-9f76-3e3c09eb9421,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,,,,0.693,0.024,,0.237,-11.92,0.27,,-1.08,95.9,95.7,,85.6,,,,,,,0.208,0.458,0.283,0.326,0.457,0.099,70.0,100.0,96.0,0.046,-4.85,88.3,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746186,Flyout,field_out,True,663897,650671,Luke Williams,José Quijada,0,7fc7d1ad-41d5-4224-a26d-e0588d821aab,650671.0,josequijada,Quijada,Left,José Quijada,LAA,1.5,3.37,12.0,94.0,97.0,93.0,0.644,9.75,4.5,4.5,0.75,0.43,0.28,0.28,0.16,0.24,0.388,,,,99.0,93.0,93.0,,,,120.0,80.0,79.0,,0.941,0.011,,2.9,,-3.81,,93.8,,80.8,,0.143,0.229,0.365,,,,,,,,,,64.0,101.0,95.0,0.048,-3.18,85.0,0.5,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746186,Strikeout,strikeout,True,663897,656271,Luke Williams,Brock Burke,0,2fd5c5d1-607b-4f20-b00e-23a55ec55c78,656271.0,brockburke,Burke,Left,Brock Burke,- - -,7.17,3.22,21.1,99.0,93.0,98.0,0.722,12.23,4.64,10.13,1.27,1.33,0.246,0.316,0.193,0.298,0.455,,,,97.0,99.0,97.0,93.0,103.0,99.0,79.0,95.0,94.0,0.054,0.53,0.262,,-2.23,-0.36,-0.87,,95.4,93.8,87.0,,0.293,0.634,0.226,0.294,0.353,0.349,,,,0.333,0.5,0.333,101.0,106.0,107.0,0.154,2.79,88.9,0.238,0.286,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,745866,Double,double,False,663897,701581,Luke Williams,David Festa,0,a705082a-0cdd-4688-8a62-657850ecf483,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,,,,104.0,97.0,98.0,,,,123.0,101.0,106.0,,0.407,0.316,,-1.1,,1.57,,94.8,,86.2,,0.304,0.571,0.194,0.203,0.339,0.25,,,,,,,71.0,108.0,107.0,0.277,-0.9,88.5,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,745866,Flyout,field_out,True,663897,701581,Luke Williams,David Festa,0,1e88fc8f-eac6-4943-8a10-73199fea635b,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,,,,104.0,97.0,98.0,,,,123.0,101.0,106.0,,0.407,0.316,,-1.1,,1.57,,94.8,,86.2,,0.304,0.571,0.194,0.203,0.339,0.25,,,,,,,71.0,108.0,107.0,0.277,-0.9,88.5,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,745866,Double,double,False,663897,660896,Luke Williams,Jorge Alcala,1,c9dbd2f3-6fd9-426b-9fcf-a44b8d900656,660896.0,jorgealcala,Alcala,Right,Jorge Alcala,MIN,3.33,3.11,48.2,97.0,125.0,101.0,0.762,8.14,3.33,6.47,1.11,0.67,0.194,0.44,0.224,0.313,0.421,,,,115.0,92.0,95.0,119.0,104.0,106.0,140.0,103.0,110.0,0.065,0.435,0.409,,-1.01,4.7,0.42,,98.0,97.2,89.7,,0.226,0.532,0.261,0.225,0.325,0.318,,,,0.077,0.077,0.179,118.0,88.0,84.0,0.09,4.32,90.8,0.091,0.136,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,745866,Lineout,field_out,True,663897,678692,Luke Williams,Ronny Henriquez,0,45d2fc99-5ae4-45ad-b11c-64264e3e5ba3,678692.0,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,2.7,4.2,10.0,103.0,98.0,107.0,0.702,9.0,2.7,9.0,0.9,1.2,0.167,0.267,0.133,0.433,0.451,,,,126.0,111.0,124.0,149.0,99.0,101.0,101.0,96.0,98.0,0.018,0.329,0.341,,-0.7,9.15,-2.33,,95.5,94.3,88.5,,0.267,0.6,0.139,0.444,0.556,0.429,,,,,,,65.0,103.0,102.0,0.311,3.22,90.4,0.133,0.133,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,745531,Lineout,field_out,True,663897,650911,Luke Williams,Cristopher Sánchez,0,70d3d999-040c-4a98-a3f9-c3b539cf4b73,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,,,,,,,93.0,100.0,98.0,99.0,100.0,103.0,0.471,,0.169,,,-0.63,0.34,,,94.3,84.3,,,,,0.228,0.38,0.303,,,,0.362,0.49,0.122,91.0,106.0,115.0,0.359,1.68,85.1,0.18,0.216,0.343,86.0,52.0,74.0,0.001,2.6,86.5,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,745531,Single,single,False,663897,650911,Luke Williams,Cristopher Sánchez,0,8fcbe0d8-e206-42c3-a0bd-8119815fd8d4,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,,,,,,,93.0,100.0,98.0,99.0,100.0,103.0,0.471,,0.169,,,-0.63,0.34,,,94.3,84.3,,,,,0.228,0.38,0.303,,,,0.362,0.49,0.122,91.0,106.0,115.0,0.359,1.68,85.1,0.18,0.216,0.343,86.0,52.0,74.0,0.001,2.6,86.5,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,745531,Flyout,field_out,True,663897,689147,Luke Williams,Orion Kerkering,0,57f305e4-21eb-409e-9af1-9d242901184c,689147.0,orionkerkering,Kerkering,Right,Orion Kerkering,PHI,2.25,3.13,52.0,102.0,126.0,111.0,0.749,10.38,2.25,7.44,0.35,2.0,0.242,0.409,0.136,0.258,0.453,,,,114.0,103.0,106.0,94.0,103.0,103.0,141.0,101.0,116.0,0.145,0.311,0.545,,0.65,3.05,0.38,,97.6,96.3,86.1,,0.226,0.34,0.277,,,,,,,0.179,0.205,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247,0.33,0.3,,,
2024-08-29,745531,Strikeout,strikeout,True,663897,656546,Luke Williams,Jeff Hoffman,0,d707fa4f-f460-494c-8b54-58b86ed82b0c,656546.0,jeffhoffman,Hoffman,Right,Jeff Hoffman,PHI,1.92,2.71,56.1,100.0,115.0,105.0,0.682,11.82,2.4,6.39,0.8,0.96,0.209,0.463,0.172,0.284,0.445,,,,120.0,104.0,104.0,112.0,103.0,110.0,112.0,97.0,104.0,0.078,0.398,0.399,,1.06,3.81,1.31,,96.7,96.7,86.6,,0.202,0.369,0.295,0.2,0.329,0.431,,,,0.125,0.125,0.133,,,,,,,,,,,,,,,,,,,109.0,103.0,108.0,0.125,-0.21,90.5,0.194,0.278,0.323,,,,,,,,,,,,
2024-09-09,747090,Flyout,field_out,True,663897,607259,Luke Williams,Nick Martinez,0,afdc628b-5db1-41c4-a5c4-b5715525d62d,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.46,3.39,122.1,109.0,99.0,107.0,0.789,7.21,1.32,8.68,0.96,0.9,0.253,0.395,0.197,0.237,0.439,108.0,102.0,105.0,93.0,111.0,110.0,84.0,103.0,96.0,102.0,109.0,110.0,0.163,0.234,0.067,0.121,0.77,0.82,-0.88,-2.21,92.6,92.0,84.9,80.9,0.213,0.343,0.206,0.25,0.429,0.385,0.382,0.676,0.27,0.227,0.373,0.075,114.0,114.0,117.0,0.212,1.09,80.1,0.211,0.325,0.404,96.0,108.0,104.0,0.203,0.78,89.0,0.305,0.467,0.118,,,,,,,,,,,,,,,,,,,,,
2024-09-09,747090,Strikeout,strikeout,True,663897,607259,Luke Williams,Nick Martinez,0,dfd2778f-8d19-46a1-afed-62acf677120d,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.46,3.39,122.1,109.0,99.0,107.0,0.789,7.21,1.32,8.68,0.96,0.9,0.253,0.395,0.197,0.237,0.439,108.0,102.0,105.0,93.0,111.0,110.0,84.0,103.0,96.0,102.0,109.0,110.0,0.163,0.234,0.067,0.121,0.77,0.82,-0.88,-2.21,92.6,92.0,84.9,80.9,0.213,0.343,0.206,0.25,0.429,0.385,0.382,0.676,0.27,0.227,0.373,0.075,114.0,114.0,117.0,0.212,1.09,80.1,0.211,0.325,0.404,96.0,108.0,104.0,0.203,0.78,89.0,0.305,0.467,0.118,,,,,,,,,,,,,,,,,,,,,
2024-09-09,747090,Flyout,field_out,True,663897,518585,Luke Williams,Fernando Cruz,0,74dc3961-d13e-4268-a658-753aedc3c695,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,,,,89.0,98.0,91.0,,,,,,,,0.316,,,0.12,,,,94.6,,,,0.294,0.5,0.154,,,,,,,,,,,,,,,,,,,82.0,96.0,95.0,0.26,-2.19,88.6,0.34,0.78,0.275,152.0,93.0,111.0,0.424,1.65,81.6,0.121,0.159,0.579,,,,,,,,,,,,
2024-09-01,745536,Flyout,field_out,True,663897,621381,Luke Williams,Matt Strahm,0,50a940ae-4e22-4730-965f-f98de5dbd1aa,621381.0,mattstrahm,Strahm,Left,Matt Strahm,PHI,2.14,2.76,54.2,106.0,104.0,109.0,0.754,11.36,1.81,5.6,0.66,0.57,0.264,0.376,0.16,0.304,0.495,,,,105.0,110.0,115.0,98.0,104.0,102.0,117.0,104.0,109.0,0.138,0.547,0.196,,2.03,1.14,0.19,,93.4,93.5,81.5,,0.175,0.316,0.258,0.129,0.29,0.344,,,,0.259,0.296,0.197,,,,,,,,,,94.0,98.0,94.0,0.118,2.15,88.4,0.167,0.278,0.308,,,,,,,,,,,,,,,,,,,,,
2024-09-03,747079,Groundout,field_out,True,663897,664875,Luke Williams,Justin Lawrence,1,1c0e274d-153a-471b-b2fa-aef48f9fd4ab,664875.0,justinlawrence,"Lawrence, J",Right,Justin Lawrence,COL,5.69,5.7,55.1,94.0,107.0,102.0,0.803,6.34,4.55,10.08,1.14,2.07,0.226,0.424,0.113,0.305,0.412,,,,,,,77.0,93.0,94.0,151.0,96.0,114.0,0.593,,0.407,,,-1.5,0.19,,,94.6,83.2,,,,,,,,,,,0.362,0.562,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,0.263,0.295,,,
2024-09-04,747075,Walk,walk,False,663897,687134,Luke Williams,Bradley Blalock,0,e20df415-8ce1-486c-8150-a59d9a2f2d5e,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.4,6.04,26.2,94.0,90.0,93.0,0.819,5.4,5.06,10.13,1.01,0.76,0.202,0.351,0.149,0.426,0.439,103.0,110.0,109.0,78.0,91.0,86.0,,,,121.0,100.0,102.0,,0.477,0.204,0.115,-1.65,,1.79,-0.98,93.5,,85.3,79.4,0.321,0.472,0.148,0.182,0.273,0.277,0.188,0.5,0.179,,,,,,,,,,,,,89.0,91.0,92.0,0.036,0.17,88.7,,,,75.0,84.0,87.0,0.168,-2.77,85.2,0.333,0.556,0.344,,,,,,,,,,,,
2024-09-04,747075,Walk,walk,False,663897,687134,Luke Williams,Bradley Blalock,0,6ee01534-37ea-4ebd-84b9-b47aacbb686c,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.4,6.04,26.2,94.0,90.0,93.0,0.819,5.4,5.06,10.13,1.01,0.76,0.202,0.351,0.149,0.426,0.439,103.0,110.0,109.0,78.0,91.0,86.0,,,,121.0,100.0,102.0,,0.477,0.204,0.115,-1.65,,1.79,-0.98,93.5,,85.3,79.4,0.321,0.472,0.148,0.182,0.273,0.277,0.188,0.5,0.179,,,,,,,,,,,,,89.0,91.0,92.0,0.036,0.17,88.7,,,,75.0,84.0,87.0,0.168,-2.77,85.2,0.333,0.556,0.344,,,,,,,,,,,,
