date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-09-25,745442,Lineout,field_out,True,678894,642547,Liover Peguero,Freddy Peralta,0,6ef15682-f36c-4c10-85d0-a1e9161c0e99,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.201,0.318,0.373,84.0,92.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.539,,0.217,0.175,0.05,,,-0.09,0.84,94.3,,87.7,,81.4,,,,0.239,0.424,0.25,0.201,0.381,0.407,,,,104.0,106.0,110.0,0.07,0.36,78.1,0.218,0.291,0.369,0.186,0.349,0.381,,,,,,,,,,,,,,,,,,,,,
2024-09-25,745442,Double,double,False,678894,642547,Liover Peguero,Freddy Peralta,1,9167b60a-914a-4170-a28d-57c9a4bf7da1,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.201,0.318,0.373,84.0,92.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.539,,0.217,0.175,0.05,,,-0.09,0.84,94.3,,87.7,,81.4,,,,0.239,0.424,0.25,0.201,0.381,0.407,,,,104.0,106.0,110.0,0.07,0.36,78.1,0.218,0.291,0.369,0.186,0.349,0.381,,,,,,,,,,,,,,,,,,,,,
2024-09-25,745442,Groundout,field_out,True,678894,669084,Liover Peguero,DL Hall,0,ae088f12-de73-4d4b-9971-28caa7a81cf5,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,5.02,4.49,43.0,99.0,87.0,96.0,0.794,9.21,4.4,10.05,1.26,1.22,0.189,0.441,0.173,0.307,0.413,93.0,99.0,92.0,72.0,98.0,91.0,,,,105.0,105.0,108.0,,,,,0.453,,0.143,0.205,-2.43,,,0.51,-0.11,93.3,,84.7,,84.7,,,,0.395,0.553,0.124,0.182,0.212,0.451,,,,104.0,99.0,102.0,0.199,0.75,79.7,0.189,0.351,0.347,0.208,0.375,0.212,,,,,,,,,,,,,,,,,,,,,
2024-09-26,745443,Lineout,field_out,True,678894,650644,Liover Peguero,Aaron Civale,0,700cee3d-3421-446c-88ae-d6a1a958173c,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,3.99,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.099,0.322,0.163,,-1.7,1.08,0.06,-1.03,,92.0,88.1,,92.6,80.5,0.241,0.421,0.158,0.294,0.49,0.095,0.25,0.375,0.438,0.232,0.394,0.233,104.0,104.0,109.0,0.156,-1.36,77.1,,,,0.25,0.479,0.275,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,0.267,0.467,0.272,,,,,,,,,
2024-09-26,745443,Strikeout,strikeout,True,678894,650644,Liover Peguero,Aaron Civale,0,216817c1-81ac-4e05-852e-cac678399af4,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,3.99,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.099,0.322,0.163,,-1.7,1.08,0.06,-1.03,,92.0,88.1,,92.6,80.5,0.241,0.421,0.158,0.294,0.49,0.095,0.25,0.375,0.438,0.232,0.394,0.233,104.0,104.0,109.0,0.156,-1.36,77.1,,,,0.25,0.479,0.275,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,0.267,0.467,0.272,,,,,,,,,
2024-09-26,745443,Groundout,field_out,True,678894,683232,Liover Peguero,Nick Mears,0,c622dd4d-6f5b-44d5-9c59-60bedc3ed901,683232.0,nickmears,Mears,Right,Nick Mears,- - -,5.93,3.29,57.2,100.0,131.0,108.0,0.739,11.71,3.75,9.52,1.09,1.02,0.261,0.357,0.159,0.363,0.443,,,,141.0,100.0,109.0,,,,110.0,102.0,107.0,,,,,0.602,,0.226,,0.62,,,0.15,,96.7,,,,86.5,,,,0.24,0.4,0.2,0.246,0.368,0.505,,,,125.0,99.0,108.0,0.172,-3.48,81.5,,,,0.37,0.522,0.325,,,,,,,,,,,,,,,,,,,,,
2024-09-29,745686,Flyout,field_out,True,678894,657376,Liover Peguero,Clarke Schmidt,0,8bc4d269-52a4-4f2c-962f-06b071ab22cc,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,,,,83.0,94.0,85.0,136.0,94.0,102.0,106.0,102.0,100.0,0.21,,0.35,0.252,0.006,,0.53,-0.75,1.21,-13.05,,92.4,87.1,94.3,85.2,0.267,0.483,0.203,,,,,,,0.256,0.38,0.322,,,,,,,0.667,1.0,0.0,0.143,0.19,0.33,,,,,,,,,,0.21,0.323,0.297,,,,150.0,102.0,113.0,0.182,0.89,83.8
2024-09-29,745686,Single,single,False,678894,657376,Liover Peguero,Clarke Schmidt,0,9a576d11-4656-4c12-a3ff-c30dc076ccd7,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,,,,83.0,94.0,85.0,136.0,94.0,102.0,106.0,102.0,100.0,0.21,,0.35,0.252,0.006,,0.53,-0.75,1.21,-13.05,,92.4,87.1,94.3,85.2,0.267,0.483,0.203,,,,,,,0.256,0.38,0.322,,,,,,,0.667,1.0,0.0,0.143,0.19,0.33,,,,,,,,,,0.21,0.323,0.297,,,,150.0,102.0,113.0,0.182,0.89,83.8
2024-09-29,745686,Strikeout,strikeout,True,678894,641656,Liover Peguero,Ian Hamilton,0,eb752256-894d-450c-b71b-19172a776e24,641656.0,ianhamilton,"Hamilton, I",Right,Ian Hamilton,NYY,3.82,3.75,37.2,101.0,119.0,102.0,0.651,9.8,3.35,8.84,0.48,1.35,0.286,0.39,0.133,0.21,0.402,,,,87.0,98.0,95.0,90.0,96.0,94.0,146.0,107.0,110.0,,,,0.233,0.225,,0.543,,1.04,,-1.14,-0.05,,96.4,,,95.7,88.5,0.414,0.517,0.137,0.154,0.269,0.25,0.241,0.356,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,745686,Strikeout,strikeout,True,678894,596133,Liover Peguero,Luke Weaver,0,23a70c2a-5a27-4042-aeeb-2ea489415eac,596133.0,lukeweaver,Weaver,Right,Luke Weaver,NYY,2.89,3.32,84.0,99.0,125.0,104.0,0.688,11.04,2.79,5.57,1.07,0.78,0.207,0.409,0.141,0.278,0.358,107.0,103.0,103.0,142.0,98.0,106.0,,,,,,,110.0,99.0,102.0,,0.485,0.226,,0.277,0.96,1.11,,,0.89,95.7,91.3,88.6,,,,,,0.177,0.331,0.3,,,,0.181,0.444,0.228,,,,,,,0.172,0.263,0.48,,,,,,,,,,,,,,,,,,,92.0,69.0,78.0,0.012,0.68,82.6
