date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff
2024-07-20,746613,Strikeout,strikeout,True,669369,675921,Bryce Johnson,Spencer Howard,0,82228248-f1c0-478b-8c47-dde3324416d4,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,,75.0,106.0,96.0,,,,102.0,105.0,101.0,,,,,0.513,,0.263,,-1.44,,,-2.33,,93.9,,,85.4,,,,0.349,0.508,0.201,0.394,0.606,0.338,,,,,,,103.0,86.0,83.0,0.161,-1.96,80.2,0.222,0.389,0.323,,,,,,,,,,76.0,106.0,97.0,0.063,-1.72,75.7,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
2024-07-23,744828,Walk,walk,False,669369,687792,Bryce Johnson,DJ Herz,0,a1c5b7aa-4920-401b-961b-bd776d229c26,687792.0,djherz,Herz,Left,DJ Herz,WSN,4.95,3.34,36.1,98.0,93.0,97.0,0.734,11.15,2.72,9.91,1.98,0.75,0.26,0.433,0.135,0.385,0.43,,92.0,100.0,99.0,,,,93.0,97.0,100.0,,,,,0.542,,0.156,,0.0,,,-3.43,,93.4,,,86.3,,,,0.289,0.408,0.321,0.28,0.68,0.222,,,,,,,107.0,98.0,97.0,0.251,-0.65,83.1,0.233,0.488,0.268,,,,,,,,,,,,,,,,0.25,0.25,0.5,99.0,65.0,77.0,0.051,0.88,81.0,,,,,,,,,,,,,,,
2024-07-23,744828,Strikeout,strikeout,True,669369,687792,Bryce Johnson,DJ Herz,0,6121dc7f-e9ec-4b60-adb8-0d232f43ec2d,687792.0,djherz,Herz,Left,DJ Herz,WSN,4.95,3.34,36.1,98.0,93.0,97.0,0.734,11.15,2.72,9.91,1.98,0.75,0.26,0.433,0.135,0.385,0.43,,92.0,100.0,99.0,,,,93.0,97.0,100.0,,,,,0.542,,0.156,,0.0,,,-3.43,,93.4,,,86.3,,,,0.289,0.408,0.321,0.28,0.68,0.222,,,,,,,107.0,98.0,97.0,0.251,-0.65,83.1,0.233,0.488,0.268,,,,,,,,,,,,,,,,0.25,0.25,0.5,99.0,65.0,77.0,0.051,0.88,81.0,,,,,,,,,,,,,,,
2024-07-23,744828,Lineout,field_out,True,669369,676395,Bryce Johnson,Robert Garcia,0,860c6257-e593-4151-a71e-061152a77f93,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.29,2.48,35.2,105.0,105.0,104.0,0.763,12.36,3.03,8.07,0.76,1.62,0.322,0.4,0.222,0.267,0.429,,115.0,103.0,104.0,,,,107.0,113.0,117.0,,,,,0.553,,0.165,,0.54,,,-0.87,,94.3,,,84.8,,,,0.243,0.386,0.229,0.269,0.462,0.294,,,,,,,86.0,104.0,96.0,0.282,2.0,87.4,0.195,0.195,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23,744828,Lineout,field_out,True,669369,663432,Bryce Johnson,Tanner Rainey,0,03095f4f-889f-4c16-8a75-ff9d961fb573,663432.0,tannerrainey,Rainey,Right,Tanner Rainey,WSN,6.11,6.1,28.0,93.0,106.0,96.0,0.747,7.07,6.11,9.32,1.61,0.64,0.178,0.356,0.111,0.3,0.387,,109.0,97.0,100.0,,,,101.0,85.0,89.0,,,,,0.691,,0.285,,-0.47,,,-2.12,,93.7,,,86.4,,,,0.25,0.5,0.211,0.261,0.261,0.483,,,,,,,87.0,76.0,73.0,0.024,-6.91,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,744824,Groundout,field_out,True,669369,680730,Bryce Johnson,Mitchell Parker,0,1540b17d-7961-44b5-98ed-b805216feba3,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.34,4.08,95.1,100.0,88.0,98.0,0.811,7.65,2.27,8.59,1.23,1.02,0.226,0.462,0.148,0.34,0.459,,79.0,102.0,98.0,,,,106.0,106.0,110.0,,,,,0.486,,0.092,,0.34,,,-1.16,,92.5,,,84.5,,,,0.26,0.418,0.118,0.231,0.487,0.337,,,,,,,,,,,,,,,,89.0,96.0,95.0,0.173,-0.38,85.8,0.206,0.368,0.355,98.0,98.0,98.0,0.248,0.77,80.5,0.256,0.372,0.259,,,,,,,,,,,,,,,,,,,,,
2024-07-24,744824,Sac Bunt,sac_bunt,True,669369,680730,Bryce Johnson,Mitchell Parker,1,14b9bcb6-dd71-49db-bf51-54ad885cadad,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.34,4.08,95.1,100.0,88.0,98.0,0.811,7.65,2.27,8.59,1.23,1.02,0.226,0.462,0.148,0.34,0.459,,79.0,102.0,98.0,,,,106.0,106.0,110.0,,,,,0.486,,0.092,,0.34,,,-1.16,,92.5,,,84.5,,,,0.26,0.418,0.118,0.231,0.487,0.337,,,,,,,,,,,,,,,,89.0,96.0,95.0,0.173,-0.38,85.8,0.206,0.368,0.355,98.0,98.0,98.0,0.248,0.77,80.5,0.256,0.372,0.259,,,,,,,,,,,,,,,,,,,,,
2024-07-24,744824,Single,single,False,669369,607179,Bryce Johnson,Jordan Weems,0,f045b1a2-63b8-45b2-94fa-f54d84f69a77,607179.0,jordanweems,Weems,Right,Jordan Weems,WSN,6.59,4.45,41.0,96.0,108.0,95.0,0.829,7.46,4.39,10.76,1.54,0.96,0.269,0.321,0.194,0.373,0.431,,100.0,94.0,90.0,,,,121.0,99.0,103.0,,,,,0.606,,0.357,,-0.4,,,-1.22,,96.0,,,87.6,,,,0.276,0.418,0.164,0.258,0.516,0.268,,,,,,,104.0,82.0,96.0,0.029,-18.62,87.4,0.833,1.333,0.286,,,,,,,,,,144.0,93.0,115.0,0.009,-8.86,79.7,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,744824,Groundout,field_out,True,669369,606930,Bryce Johnson,Jacob Barnes,0,291d5f7f-60b8-4b83-961c-c32327385ba9,606930.0,jacobbarnes,"Barnes, J",Right,Jacob Barnes,WSN,3.76,4.76,40.2,102.0,97.0,103.0,0.767,7.3,2.43,8.41,1.11,0.98,0.285,0.341,0.163,0.293,0.411,,105.0,106.0,110.0,,,,97.0,85.0,94.0,88.0,100.0,96.0,,0.498,0.483,0.019,,0.08,0.62,,-0.2,,95.3,89.8,,83.6,,,,0.244,0.427,0.186,,,,,,,0.254,0.38,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,744824,Grounded Into DP,grounded_into_double_play,True,669369,571670,Bryce Johnson,Dylan Floro,1,cc4457cd-82e5-4cdb-85a5-3fdeacfbf508,571670.0,dylanfloro,Floro,Right,Dylan Floro,WSN,1.98,3.06,50.0,106.0,75.0,95.0,0.81,7.02,2.34,7.38,0.0,1.73,0.285,0.354,0.167,0.326,0.45,,83.0,111.0,102.0,79.0,107.0,96.0,68.0,98.0,89.0,,,,0.472,0.167,,0.281,,2.41,,2.24,1.82,,90.0,,90.1,83.6,,,,0.2,0.2,0.227,0.178,0.2,0.346,0.253,0.299,0.079,,,,67.0,116.0,98.0,0.079,-0.19,84.1,0.286,0.286,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,744827,Strikeout,strikeout,True,669369,571578,Bryce Johnson,Patrick Corbin,0,50ff9145-4aa9-4c72-9dbf-7bb110af4cb4,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.03,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.341,0.393,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,,-1.09,0.22,-1.81,0.01,,91.3,84.5,91.4,79.7,,,,0.324,0.541,0.117,0.25,0.384,0.352,0.326,0.578,0.089,0.253,0.38,0.236,88.0,95.0,96.0,0.05,-4.61,81.2,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,744827,Bunt Groundout,field_out,True,669369,571578,Bryce Johnson,Patrick Corbin,0,c363247b-d716-47d2-b638-79f541e39c37,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.03,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.341,0.393,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,,-1.09,0.22,-1.81,0.01,,91.3,84.5,91.4,79.7,,,,0.324,0.541,0.117,0.25,0.384,0.352,0.326,0.578,0.089,0.253,0.38,0.236,88.0,95.0,96.0,0.05,-4.61,81.2,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,744827,Groundout,field_out,True,669369,571578,Bryce Johnson,Patrick Corbin,0,20a7de46-df0b-4fd6-8e3b-9c21452fc6b1,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.03,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.341,0.393,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,,-1.09,0.22,-1.81,0.01,,91.3,84.5,91.4,79.7,,,,0.324,0.541,0.117,0.25,0.384,0.352,0.326,0.578,0.089,0.253,0.38,0.236,88.0,95.0,96.0,0.05,-4.61,81.2,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,745386,Fielders Choice,fielders_choice,False,669369,477132,Bryce Johnson,Clayton Kershaw,1,6ffd08df-3256-4c7d-9509-43f87fc40584,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,,91.0,100.0,95.0,,,,107.0,103.0,104.0,,,,0.006,0.344,,0.442,,-2.18,,-2.47,0.26,,89.9,,90.2,86.0,,,,0.412,0.5,0.082,0.268,0.393,0.248,,,,,,,58.0,86.0,76.0,0.023,3.89,84.2,,,,61.0,72.0,74.0,0.023,-4.62,82.9,0.333,0.333,0.333,115.0,99.0,106.0,0.161,2.44,72.2,0.143,0.19,0.342,,,,,,,,,,,,,,,,,,,,,
2024-07-31,745386,Single,single,False,669369,477132,Bryce Johnson,Clayton Kershaw,0,5b80890d-362f-45e2-b72d-b2e38138471b,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,,91.0,100.0,95.0,,,,107.0,103.0,104.0,,,,0.006,0.344,,0.442,,-2.18,,-2.47,0.26,,89.9,,90.2,86.0,,,,0.412,0.5,0.082,0.268,0.393,0.248,,,,,,,58.0,86.0,76.0,0.023,3.89,84.2,,,,61.0,72.0,74.0,0.023,-4.62,82.9,0.333,0.333,0.333,115.0,99.0,106.0,0.161,2.44,72.2,0.143,0.19,0.342,,,,,,,,,,,,,,,,,,,,,
2024-07-31,745386,Walk,walk,False,669369,641703,Bryce Johnson,Brent Honeywell,0,f0257699-dc42-44f8-bc41-ede07f144c37,641703.0,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,2.28,5.28,23.2,99.0,80.0,93.0,0.869,4.94,2.28,8.75,1.14,1.15,0.26,0.37,0.082,0.288,0.471,,66.0,95.0,84.0,67.0,120.0,110.0,106.0,103.0,109.0,,,,0.046,0.456,,0.237,,0.53,,-1.02,1.4,,94.6,,94.5,84.8,,,,0.293,0.488,0.107,0.25,0.438,0.216,0.25,0.25,0.429,,,,127.0,131.0,126.0,0.008,15.19,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,0.253,-1.36,0.3,0.35,0.121,,,
2024-07-31,745386,Single,single,False,669369,641703,Bryce Johnson,Brent Honeywell,0,6bdf9773-44da-4b6a-b9b6-26d16f4e3f25,641703.0,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,2.28,5.28,23.2,99.0,80.0,93.0,0.869,4.94,2.28,8.75,1.14,1.15,0.26,0.37,0.082,0.288,0.471,,66.0,95.0,84.0,67.0,120.0,110.0,106.0,103.0,109.0,,,,0.046,0.456,,0.237,,0.53,,-1.02,1.4,,94.6,,94.5,84.8,,,,0.293,0.488,0.107,0.25,0.438,0.216,0.25,0.25,0.429,,,,127.0,131.0,126.0,0.008,15.19,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,0.253,-1.36,0.3,0.35,0.121,,,
2024-08-02,745387,Groundout,field_out,True,669369,596295,Bryce Johnson,Austin Gomber,0,ea88dc3d-5442-4f6d-aa70-9bad115f82c1,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,,,,0.001,0.412,,0.155,,-1.03,,-42.81,0.05,,90.5,,90.1,83.9,,,,0.298,0.574,0.096,0.266,0.489,0.18,,,,,,,84.0,104.0,100.0,0.209,-0.1,81.1,0.261,0.414,0.285,,,,,,,,,,,,,,,,0.211,0.381,0.263,90.0,110.0,107.0,0.223,-0.11,77.6,,,,,,,,,,,,,,,
2024-08-02,745387,Double,double,False,669369,596295,Bryce Johnson,Austin Gomber,0,a92a05ac-3d51-41f5-a8f4-63e7a73276b5,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,,,,0.001,0.412,,0.155,,-1.03,,-42.81,0.05,,90.5,,90.1,83.9,,,,0.298,0.574,0.096,0.266,0.489,0.18,,,,,,,84.0,104.0,100.0,0.209,-0.1,81.1,0.261,0.414,0.285,,,,,,,,,,,,,,,,0.211,0.381,0.263,90.0,110.0,107.0,0.223,-0.11,77.6,,,,,,,,,,,,,,,
2024-08-02,745387,Strikeout,strikeout,True,669369,596295,Bryce Johnson,Austin Gomber,0,2be61469-4531-479f-acda-3f53a53011a6,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,,,,0.001,0.412,,0.155,,-1.03,,-42.81,0.05,,90.5,,90.1,83.9,,,,0.298,0.574,0.096,0.266,0.489,0.18,,,,,,,84.0,104.0,100.0,0.209,-0.1,81.1,0.261,0.414,0.285,,,,,,,,,,,,,,,,0.211,0.381,0.263,90.0,110.0,107.0,0.223,-0.11,77.6,,,,,,,,,,,,,,,
2024-08-04,745384,Groundout,field_out,True,669369,683627,Bryce Johnson,Anthony Molina,1,90ed5bfb-0c05-449d-8b2c-c4935da47007,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.2,5.78,49.1,101.0,87.0,98.0,0.854,5.66,3.65,10.76,0.73,1.4,0.275,0.311,0.144,0.383,0.429,,78.0,100.0,94.0,,,,92.0,107.0,106.0,,,,,0.478,,0.238,,-1.68,,,-0.07,,94.7,,,88.6,,,,0.384,0.581,0.149,0.288,0.404,0.126,,,,,,,94.0,92.0,95.0,0.222,-0.04,85.2,0.225,0.325,0.239,,,,,,,,,,112.0,115.0,114.0,0.061,2.04,82.8,0.118,0.118,0.333,,,,0.001,3.94,76.8,,,,,,,,,,,,,,,
2024-08-06,745467,Groundout,field_out,True,669369,663765,Bryce Johnson,Jake Woodford,0,5d495494-1228-402a-ab9c-0920038f69bd,663765.0,jakewoodford,Woodford,Right,Jake Woodford,- - -,8.01,5.71,30.1,98.0,90.0,94.0,0.872,6.23,2.67,11.87,1.48,1.0,0.205,0.455,0.125,0.33,0.433,,66.0,105.0,95.0,92.0,98.0,89.0,101.0,101.0,105.0,84.0,92.0,88.0,0.435,0.03,0.196,0.284,,0.14,-0.86,-2.31,-1.96,,91.3,88.5,91.3,80.8,,,,,,,,,,0.371,0.581,0.022,0.292,0.5,0.125,58.0,104.0,96.0,0.056,0.89,85.6,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.475,0.282,,,,,,,,,
2024-08-07,745469,Single,single,False,669369,594835,Bryce Johnson,Marco Gonzales,0,a9250741-9f6e-4984-a52a-bed0140c79f4,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,,64.0,103.0,90.0,64.0,110.0,92.0,,,,80.0,99.0,93.0,0.092,0.315,0.238,,,-1.01,0.93,-0.37,,,89.7,85.7,90.0,,,,,0.324,0.459,0.136,,,,0.313,0.5,0.0,0.286,0.429,0.123,89.0,117.0,108.0,0.255,-1.29,80.2,0.298,0.447,0.31,,,,,,,,,,74.0,103.0,91.0,0.101,-2.19,79.0,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,,,,
2024-08-07,745469,Walk,walk,False,669369,594835,Bryce Johnson,Marco Gonzales,0,1780b66b-fe1b-423c-b552-baf11b67ff2e,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,,64.0,103.0,90.0,64.0,110.0,92.0,,,,80.0,99.0,93.0,0.092,0.315,0.238,,,-1.01,0.93,-0.37,,,89.7,85.7,90.0,,,,,0.324,0.459,0.136,,,,0.313,0.5,0.0,0.286,0.429,0.123,89.0,117.0,108.0,0.255,-1.29,80.2,0.298,0.447,0.31,,,,,,,,,,74.0,103.0,91.0,0.101,-2.19,79.0,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,,,,
2024-08-09,746032,Groundout,field_out,True,669369,676969,Bryce Johnson,Brett de Geus,0,1257c367-926d-4eff-bed7-80c969e9d182,676969.0,brettdegeus,de Geus,Right,Brett de Geus,- - -,5.0,4.56,9.0,102.0,98.0,103.0,0.817,6.0,2.0,11.0,0.0,4.25,0.433,0.267,0.1,0.3,0.455,,,,,91.0,101.0,103.0,,,,96.0,104.0,96.0,0.455,0.006,0.195,,,-2.01,4.02,-1.77,,,98.0,90.1,96.4,,,,,,,,,,,0.412,0.588,0.143,0.143,0.143,0.385,,,,,,,,,,137.0,93.0,94.0,0.058,4.99,88.6,,,,,,,,,,0.3,0.3,0.118,118.0,118.0,114.0,0.286,-2.3,85.4,,,,,,,,,,,,,,,
2024-08-12,745383,Single,single,False,669369,656222,Bryce Johnson,Jalen Beeks,0,fdfd5e18-dfe4-4c40-beda-8bd8835e9055,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,- - -,4.25,3.7,59.1,94.0,78.0,90.0,0.79,7.43,3.49,9.1,0.91,1.16,0.258,0.376,0.188,0.29,0.402,,74.0,96.0,90.0,,,,,,,85.0,98.0,93.0,0.002,0.556,0.175,0.003,,1.02,-0.15,-0.49,0.64,,94.5,85.0,89.3,82.9,,,,0.262,0.356,0.172,,,,,,,0.259,0.481,0.227,82.0,90.0,90.0,0.251,-1.25,89.0,0.265,0.388,0.433,,,,,,,,,,92.0,123.0,129.0,0.012,0.91,74.8,0.2,0.2,0.167,,,,,,,,,,,,,82.9,0.001,-2.43,,,,,,
2024-08-17,746515,Lineout,field_out,True,669369,607536,Bryce Johnson,Kyle Freeland,0,ef58d66e-ce69-4e22-893a-08b50b2f78ee,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,,,,0.267,0.208,,0.228,,-0.56,,-1.66,-1.76,,91.9,,91.6,87.1,,,,0.274,0.411,0.067,0.354,0.677,0.179,0.33,0.6,0.061,,,,56.0,98.0,84.0,0.103,-2.53,86.4,0.4,0.6,0.141,,,,,,,,,,,,,,,,0.173,0.213,0.477,129.0,99.0,106.0,0.193,0.9,83.8,,,,,,,,,,,,,,,
2024-08-17,746515,Single,single,False,669369,607536,Bryce Johnson,Kyle Freeland,1,0df35b93-1b4c-476b-9d6e-191c8b92f92f,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,,,,0.267,0.208,,0.228,,-0.56,,-1.66,-1.76,,91.9,,91.6,87.1,,,,0.274,0.411,0.067,0.354,0.677,0.179,0.33,0.6,0.061,,,,56.0,98.0,84.0,0.103,-2.53,86.4,0.4,0.6,0.141,,,,,,,,,,,,,,,,0.173,0.213,0.477,129.0,99.0,106.0,0.193,0.9,83.8,,,,,,,,,,,,,,,
2024-08-17,746515,Forceout,force_out,True,669369,663567,Bryce Johnson,Peter Lambert,1,f55f1d7f-9c94-452f-ad3d-c0b08172bf5a,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.72,4.56,61.1,95.0,96.0,95.0,0.805,7.34,4.26,10.71,1.03,1.09,0.288,0.439,0.146,0.313,0.416,,88.0,93.0,91.0,89.0,96.0,92.0,119.0,95.0,102.0,,,,0.024,0.384,,0.303,,-0.75,,-1.67,-1.6,,94.5,,93.9,85.1,,,,0.311,0.522,0.116,0.352,0.481,0.2,0.333,0.333,0.0,,,,90.0,93.0,94.0,0.25,-0.02,87.0,0.23,0.328,0.376,,,,,,,,,,84.0,101.0,99.0,0.038,-6.83,77.8,0.375,1.0,0.222,,,,,,,,,,0.308,0.462,0.27,,,,,,,,,
2024-08-17,746515,Single,single,False,669369,663567,Bryce Johnson,Peter Lambert,0,38b66385-fae1-4f6a-8182-011945f72924,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.72,4.56,61.1,95.0,96.0,95.0,0.805,7.34,4.26,10.71,1.03,1.09,0.288,0.439,0.146,0.313,0.416,,88.0,93.0,91.0,89.0,96.0,92.0,119.0,95.0,102.0,,,,0.024,0.384,,0.303,,-0.75,,-1.67,-1.6,,94.5,,93.9,85.1,,,,0.311,0.522,0.116,0.352,0.481,0.2,0.333,0.333,0.0,,,,90.0,93.0,94.0,0.25,-0.02,87.0,0.23,0.328,0.376,,,,,,,,,,84.0,101.0,99.0,0.038,-6.83,77.8,0.375,1.0,0.222,,,,,,,,,,0.308,0.462,0.27,,,,,,,,,
2024-08-19,745380,Strikeout,strikeout,True,669369,573204,Bryce Johnson,Caleb Thielbar,0,bfc1b717-73ac-4da3-a589-4d71dde9f17f,573204.0,calebthielbar,Thielbar,Left,Caleb Thielbar,MIN,5.87,4.47,38.1,104.0,111.0,104.0,0.766,10.33,4.23,9.63,1.17,0.89,0.188,0.438,0.161,0.25,0.446,,85.0,104.0,96.0,,,,138.0,105.0,110.0,,,,,0.426,,0.325,,-1.43,,,-0.45,,93.3,,,81.5,,,,0.325,0.494,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,105.0,109.0,0.249,1.2,74.1,0.103,0.207,0.419,,,,,,,,,,0.268,0.415,0.283,,,,,,,,,
2024-08-21,745375,Strikeout,strikeout,True,669369,663485,Bryce Johnson,Cole Sands,0,0b83c158-ed5e-486f-913f-df16eebde1da,663485.0,colesands,Sands,Right,Cole Sands,MIN,3.02,3.44,59.2,105.0,92.0,101.0,0.766,10.11,1.21,7.39,0.75,0.87,0.264,0.356,0.196,0.325,0.438,,78.0,105.0,99.0,74.0,94.0,92.0,,,,96.0,106.0,99.0,0.116,0.268,0.297,,,1.82,2.05,1.53,,,95.5,90.7,94.6,,,,,0.197,0.318,0.321,,,,0.259,0.37,0.04,0.208,0.321,0.272,,,,,,,,,,110.0,111.0,104.0,0.164,0.41,87.7,0.174,0.217,0.213,102.0,103.0,107.0,0.155,-1.94,82.4,0.303,0.424,0.286,,,,,,,,,,,,,,,,,,,,,
2024-08-21,745375,Single,single,False,669369,678692,Bryce Johnson,Ronny Henriquez,1,618749d0-225d-41a0-84f5-f688a131342f,678692.0,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,2.7,4.2,10.0,103.0,98.0,107.0,0.702,9.0,2.7,9.0,0.9,1.2,0.167,0.267,0.133,0.433,0.451,,126.0,111.0,124.0,149.0,99.0,101.0,101.0,96.0,98.0,,,,0.018,0.329,,0.341,,-0.7,,9.15,-2.33,,95.5,,94.3,88.5,,,,0.267,0.6,0.139,0.444,0.556,0.429,,,,,,,65.0,103.0,102.0,0.311,3.22,90.4,0.133,0.133,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,745377,Flyout,field_out,True,669369,656849,Bryce Johnson,David Peterson,0,94bae3d8-b4da-4e7e-8b25-6ca73b657ee1,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,,,0.254,0.31,0.236,0.27,0.432,0.326,0.264,0.376,0.139,,,,94.0,87.0,92.0,0.169,0.25,84.7,0.16,0.26,0.294,,,,,,,,,,85.0,100.0,99.0,0.073,0.21,79.0,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
