date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,ST_ba,ST_slg,ST_whiff
2024-04-01,746170,Strikeout,strikeout,True,621035,643511,Chris Taylor,Tyler Rogers,0,41013b0a-d680-45d3-9690-816f3e658b0b,643511.0,tylerrogers,"Rogers, Ty",Right,Tyler Rogers,SFG,3.15,2.48,45.2,106.0,126.0,105.0,0.839,6.7,0.59,9.66,0.79,2.1,0.304,0.372,0.284,0.236,0.532,,,,109.0,106.0,94.0,114.0,111.0,106.0,145.0,97.0,103.0,0.622,0.008,0.371,,-4.89,1.34,-1.38,,82.3,82.4,73.8,,,,,0.246,0.478,0.28,,,,0.284,0.358,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,746170,Pop Out,field_out,True,621035,687014,Chris Taylor,Nick Avila,0,2e25cfe7-aec5-44c6-83b0-6bb8657210f5,687014.0,nickavila,Avila,Right,Nick Avila,SFG,8.49,7.23,11.2,101.0,90.0,98.0,0.789,10.8,2.31,13.11,1.54,0.56,0.237,0.368,0.053,0.526,0.391,,,,93.0,111.0,107.0,85.0,99.0,86.0,102.0,118.0,117.0,0.129,0.347,0.04,,0.51,4.45,-13.31,,94.5,93.5,83.0,,0.2,0.467,0.333,0.333,1.333,0.333,0.5,0.75,0.278,0.182,0.364,0.111,,,,0.173,,-4.51,,,79.7,,,,83.0,103.0,98.0,90.0,88.0,88.0,0.311,-5.12,87.4,0.538,0.846,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,746163,Walk,walk,False,621035,690986,Chris Taylor,Kyle Harrison,1,15be5133-13f4-4033-91a9-21561251a093,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.69,,-11.76,-0.51,92.7,,88.2,81.3,0.237,0.377,0.212,0.333,0.667,0.5,,,,,,,73.0,94.0,89.0,,0.2,,-2.37,85.4,,0.306,0.471,0.224,,,,,,,,,,,,,,,,,,,,,,,,,0.295,0.477,0.302,,,,,,,,,,,,
2024-04-03,746163,Groundout,field_out,True,621035,690986,Chris Taylor,Kyle Harrison,0,6d7ccf1d-7599-442b-b936-b064a61055ae,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.69,,-11.76,-0.51,92.7,,88.2,81.3,0.237,0.377,0.212,0.333,0.667,0.5,,,,,,,73.0,94.0,89.0,,0.2,,-2.37,85.4,,0.306,0.471,0.224,,,,,,,,,,,,,,,,,,,,,,,,,0.295,0.477,0.302,,,,,,,,,,,,
2024-04-03,746163,Strikeout,strikeout,True,621035,669062,Chris Taylor,Erik Miller,0,a860da7e-fcbb-46a0-b3e7-b43ed3584f0f,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,,,,96.0,96.0,92.0,,,,130.0,99.0,109.0,,0.474,0.175,0.001,0.26,,-1.79,3.88,96.8,,82.6,81.1,0.219,0.406,0.293,0.25,0.5,0.341,,,,,,,116.0,98.0,105.0,,0.35,,1.88,85.1,,0.159,0.238,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746897,Groundout,field_out,True,621035,543294,Chris Taylor,Kyle Hendricks,0,c2dbfe47-c5d4-4cb4-9e68-0fa4d539c204,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.127,-3.58,-0.85,,1.57,87.8,87.8,,74.3,0.4,1.067,0.128,,,,0.12,0.24,0.381,0.357,0.504,0.101,109.0,107.0,108.0,,0.39,,-1.24,80.9,,0.278,0.421,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746897,Lineout,field_out,True,621035,543294,Chris Taylor,Kyle Hendricks,0,3360dae4-74e1-4d89-9388-0ec1c439e10d,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,,,,0.365,0.119,,0.127,-3.58,-0.85,,1.57,87.8,87.8,,74.3,0.4,1.067,0.128,,,,0.12,0.24,0.381,0.357,0.504,0.101,109.0,107.0,108.0,,0.39,,-1.24,80.9,,0.278,0.421,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746897,Strikeout,strikeout,True,621035,592767,Chris Taylor,Drew Smyly,0,ebe9345f-5db1-43cf-bc9b-fc39e21396d2,592767.0,drewsmyly,Smyly,Left,Drew Smyly,CHC,3.09,3.44,35.0,101.0,95.0,102.0,0.766,8.23,4.11,7.97,1.29,0.69,0.26,0.42,0.2,0.26,0.435,,,,,,,79.0,97.0,89.0,,,,0.461,,,,,0.62,,,,92.7,,,,,,,,,0.218,0.372,0.314,0.26,0.42,0.165,,,,0.507,,-0.22,,,80.1,,,,110.0,105.0,114.0,92.0,104.0,93.0,0.031,-5.44,88.8,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746897,Walk,walk,False,621035,657240,Chris Taylor,Julian Merryweather,0,527c1e3d-b0ec-4b90-9c13-7662c3e3591a,657240.0,julianmerryweather,Merryweather,Right,Julian Merryweather,CHC,1.93,8.49,4.2,93.0,107.0,99.0,0.676,11.57,3.86,7.71,0.0,0.6,0.083,0.417,0.0,0.583,0.39,,,,111.0,97.0,98.0,,,,101.0,88.0,101.0,,0.455,0.481,,-2.52,,-0.28,,96.3,,85.5,,0.286,0.714,0.25,0.222,0.333,0.412,,,,,,,124.0,93.0,91.0,,0.065,,9.03,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,746896,Flyout,field_out,True,621035,696136,Chris Taylor,Jordan Wicks,0,5d0ebaf5-3255-4e2e-a98b-550747de71c7,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.18,3.93,28.0,103.0,95.0,101.0,0.742,10.29,3.21,9.96,0.64,1.07,0.179,0.476,0.107,0.214,0.38,92.0,103.0,99.0,91.0,104.0,104.0,76.0,100.0,89.0,126.0,92.0,97.0,0.131,0.461,0.081,0.062,0.11,-1.19,-3.7,-3.75,92.9,92.2,83.2,78.7,0.259,0.397,0.176,0.4,0.6,0.333,0.667,1.0,0.222,0.357,0.429,0.182,103.0,105.0,105.0,,0.262,,1.62,82.5,,0.176,0.294,0.506,,,,71.0,118.0,92.0,0.004,-19.26,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,746896,Strikeout,strikeout,True,621035,696136,Chris Taylor,Jordan Wicks,0,64aabf46-acd8-4d48-9959-093bac9aed2e,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.18,3.93,28.0,103.0,95.0,101.0,0.742,10.29,3.21,9.96,0.64,1.07,0.179,0.476,0.107,0.214,0.38,92.0,103.0,99.0,91.0,104.0,104.0,76.0,100.0,89.0,126.0,92.0,97.0,0.131,0.461,0.081,0.062,0.11,-1.19,-3.7,-3.75,92.9,92.2,83.2,78.7,0.259,0.397,0.176,0.4,0.6,0.333,0.667,1.0,0.222,0.357,0.429,0.182,103.0,105.0,105.0,,0.262,,1.62,82.5,,0.176,0.294,0.506,,,,71.0,118.0,92.0,0.004,-19.26,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,746896,Pop Out,field_out,True,621035,621016,Chris Taylor,Jose Cuas,0,c3fc8dbc-c641-4922-aa0a-4681243f1f50,621016.0,josecuas,Cuas,Right,Jose Cuas,- - -,8.22,6.67,15.1,90.0,111.0,90.0,0.776,9.39,4.11,11.15,2.35,0.73,0.265,0.49,0.143,0.367,0.39,,,,144.0,105.0,101.0,88.0,93.0,89.0,110.0,66.0,80.0,0.4,0.314,0.248,,-0.13,-0.59,-6.51,,91.5,92.3,82.6,,0.273,0.455,0.333,0.333,0.833,0.435,,,,0.286,0.464,0.186,75.0,86.0,82.0,,0.038,,-5.51,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,746896,Field Error,field_error,False,621035,622075,Chris Taylor,Yency Almonte,1,2322e9d0-f5db-466e-b7e0-c820c60f0b3e,622075.0,yencyalmonte,Almonte,Right,Yency Almonte,CHC,3.45,3.1,15.2,95.0,114.0,99.0,0.718,11.49,4.6,5.17,0.57,1.14,0.216,0.432,0.297,0.297,0.36,,,,71.0,101.0,89.0,122.0,91.0,99.0,137.0,99.0,106.0,0.375,0.112,0.356,,4.03,-0.57,1.59,,94.0,93.7,81.5,,0.125,0.125,0.214,0.053,0.211,0.588,,,,0.238,0.286,0.146,70.0,102.0,105.0,,0.026,,-2.59,87.8,,,,,,,,69.0,95.0,92.0,0.131,1.25,92.4,0.25,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746895,Strikeout,strikeout,True,621035,684007,Chris Taylor,Shota Imanaga,0,c0bda97c-2600-4542-8758-9ffa5470a38b,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,110.0,108.0,109.0,0.002,0.547,0.067,0.044,1.17,-1.44,-1.0,-0.86,91.8,89.4,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,0.429,0.429,0.0,,,,-25.0,118.0,64.0,,0.001,,-3.42,87.6,,,,,,,,51.0,108.0,96.0,0.009,-8.77,89.8,0.5,1.25,0.125,,,,0.252,0.357,0.406,80.0,102.0,96.0,0.33,0.11,83.1,,,,,,,,,,,,,,,
2024-04-07,746895,Flyout,field_out,True,621035,622075,Chris Taylor,Yency Almonte,0,05d4d4e8-6cae-4017-bb21-4cfe0c060c36,622075.0,yencyalmonte,Almonte,Right,Yency Almonte,CHC,3.45,3.1,15.2,95.0,114.0,99.0,0.718,11.49,4.6,5.17,0.57,1.14,0.216,0.432,0.297,0.297,0.36,,,,71.0,101.0,89.0,122.0,91.0,99.0,137.0,99.0,106.0,0.375,0.112,0.356,,4.03,-0.57,1.59,,94.0,93.7,81.5,,0.125,0.125,0.214,0.053,0.211,0.588,,,,0.238,0.286,0.146,70.0,102.0,105.0,,0.026,,-2.59,87.8,,,,,,,,69.0,95.0,92.0,0.131,1.25,92.4,0.25,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746895,Lineout,field_out,True,621035,694037,Chris Taylor,Daniel Palencia,0,4e5c530a-bf8d-4555-948f-90bc412d9d0b,694037.0,danielpalencia,Palencia,Right,Daniel Palencia,CHC,6.55,4.3,11.0,94.0,114.0,99.0,0.767,9.82,6.55,9.0,0.0,2.11,0.194,0.29,0.161,0.355,0.49,82.0,91.0,89.0,113.0,93.0,103.0,110.0,69.0,66.0,114.0,106.0,108.0,0.1,0.535,0.27,0.015,-2.51,-0.97,3.94,3.33,97.6,97.4,89.6,84.1,0.375,0.542,0.216,0.133,0.133,0.28,,,,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,72.0,87.0,0.08,-0.25,90.1,,,,,,,,,,,,,,,
2024-04-08,745925,Strikeout,strikeout,True,621035,681892,Chris Taylor,Kody Funderburk,0,270f53da-b1b6-41b3-add1-e5fd954df0ab,681892.0,kodyfunderburk,Funderburk,Left,Kody Funderburk,MIN,5.61,5.19,33.2,95.0,102.0,95.0,0.756,8.29,4.01,9.62,1.07,2.29,0.284,0.343,0.167,0.343,0.428,,,,,,,98.0,95.0,94.0,122.0,88.0,95.0,0.203,,0.326,,,-0.34,-2.42,,,93.3,82.7,,,,,0.25,0.462,0.337,,,,0.286,0.381,0.091,76.0,96.0,95.0,,0.029,,1.2,88.6,,0.333,0.667,0.0,,,,93.0,102.0,98.0,0.442,-0.69,92.2,0.302,0.491,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745924,Forceout,force_out,True,621035,686973,Chris Taylor,Louie Varland,1,94b30e53-77f7-4e0b-8d7e-eda96267f73f,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,,,,106.0,101.0,100.0,84.0,117.0,108.0,,,,0.045,0.361,,,-0.1,-2.37,,,95.7,93.1,,,0.294,0.588,0.177,,,,0.222,0.222,0.347,0.5,0.5,0.077,106.0,87.0,93.0,0.225,0.081,0.55,0.8,88.3,84.5,0.2,0.2,0.077,100.0,82.0,91.0,90.0,84.0,88.0,0.289,-5.23,89.6,0.351,0.649,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745924,Strikeout,strikeout,True,621035,686973,Chris Taylor,Louie Varland,0,d49c1758-813f-4642-900d-ef5858cd78b1,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,,,,106.0,101.0,100.0,84.0,117.0,108.0,,,,0.045,0.361,,,-0.1,-2.37,,,95.7,93.1,,,0.294,0.588,0.177,,,,0.222,0.222,0.347,0.5,0.5,0.077,106.0,87.0,93.0,0.225,0.081,0.55,0.8,88.3,84.5,0.2,0.2,0.077,100.0,82.0,91.0,90.0,84.0,88.0,0.289,-5.23,89.6,0.351,0.649,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745924,Strikeout,strikeout,True,621035,663485,Chris Taylor,Cole Sands,0,a0234ee5-50e6-4347-aa03-ef3c3ae29f13,663485.0,colesands,Sands,Right,Cole Sands,MIN,3.56,3.69,43.0,104.0,91.0,100.0,0.765,10.67,1.47,7.33,0.84,0.89,0.23,0.345,0.212,0.327,0.428,101.0,104.0,108.0,77.0,102.0,96.0,74.0,95.0,93.0,,,,0.127,0.247,,0.19,3.29,1.32,,-2.43,95.5,94.6,,82.6,0.125,0.2,0.315,,,,0.313,0.438,0.293,0.273,0.409,0.049,,,,,,,,,,,,,,,,93.0,103.0,96.0,0.27,1.52,90.8,0.212,0.394,0.3,,,,0.212,0.242,0.218,108.0,110.0,106.0,0.166,0.18,87.7,,,,,,,,,,,,,,,
2024-04-09,745924,Strikeout,strikeout,True,621035,592779,Chris Taylor,Brock Stewart,0,1d565c64-b7e6-4629-9eb4-ca470f6ad771,592779.0,brockstewart,Stewart,Right,Brock Stewart,MIN,0.68,3.17,13.1,100.0,120.0,102.0,0.713,11.48,4.05,5.4,0.68,1.2,0.138,0.345,0.241,0.345,0.431,,,,124.0,98.0,99.0,81.0,120.0,121.0,139.0,96.0,108.0,0.096,0.464,0.258,,1.87,4.74,1.36,,97.4,97.1,84.5,,0.158,0.158,0.346,0.143,0.357,0.5,,,,0.0,0.0,0.111,109.0,179.0,189.0,,0.01,,0.0,89.8,,,,,,,,98.0,94.0,89.0,0.172,0.42,94.3,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,745923,Strikeout,strikeout,True,621035,595345,Chris Taylor,Steven Okert,0,3a850ea2-3122-4303-8a9b-9b97e20b138f,595345.0,stevenokert,Okert,Left,Steven Okert,MIN,3.86,3.64,28.0,95.0,99.0,99.0,0.763,8.68,3.54,8.36,0.96,0.74,0.317,0.317,0.244,0.207,0.448,,,,72.0,98.0,90.0,73.0,101.0,97.0,116.0,93.0,103.0,0.091,0.252,0.597,,-3.65,-0.01,1.62,,92.8,92.8,80.7,,0.414,0.655,0.077,0.133,0.267,0.323,,,,0.3,0.4,0.063,56.0,101.0,92.0,,0.06,,0.4,88.4,,0.3,0.4,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,746162,Strikeout,strikeout,True,621035,650633,Chris Taylor,Michael King,0,5dc045c8-702e-45da-9501-f4a384671edc,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,,,,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,,-1.2,1.03,-0.06,,93.5,92.8,82.8,,0.269,0.452,0.201,0.381,0.714,0.237,,,,0.2,0.42,0.188,89.0,103.0,98.0,,0.245,,1.28,86.6,,0.198,0.267,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
