date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-03-30,745684,Walk,walk,False,668832,676440,Kyle McCann,Tanner Bibee,1,6a2085d4-25c5-437d-9d7d-3d39085b27a4,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,94.0,103.0,99.0,,,,116.0,104.0,112.0,0.001,0.44,0.27,0.171,-1.35,-3.42,1.69,1.17,94.6,82.4,92.5,86.2,0.305,0.524,0.214,0.128,0.223,0.355,0.212,0.353,0.276,,,,119.0,111.0,113.0,0.118,-0.54,81.5,0.186,0.4,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,745684,Walk,walk,False,668832,676440,Kyle McCann,Tanner Bibee,1,a9521632-40b0-4a06-a795-451cd098f9ee,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,94.0,103.0,99.0,,,,116.0,104.0,112.0,0.001,0.44,0.27,0.171,-1.35,-3.42,1.69,1.17,94.6,82.4,92.5,86.2,0.305,0.524,0.214,0.128,0.223,0.355,0.212,0.353,0.276,,,,119.0,111.0,113.0,0.118,-0.54,81.5,0.186,0.4,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,745684,Strikeout,strikeout,True,668832,680704,Kyle McCann,Nick Sandlin,0,21c691a2-d5ba-42b1-9a4b-b353286cec17,680704.0,nicksandlin,Sandlin,Right,Nick Sandlin,CLE,3.63,3.77,34.2,93.0,89.0,92.0,0.646,9.87,3.89,5.71,1.3,0.71,0.198,0.407,0.163,0.349,0.374,,,,89.0,97.0,94.0,86.0,83.0,79.0,111.0,90.0,99.0,0.112,0.282,0.394,,0.62,-4.63,-0.32,,92.5,,92.3,79.1,0.188,0.313,0.197,0.214,0.429,0.452,,,,0.333,0.722,0.074,,,,,,,,,,51.0,97.0,84.0,0.212,5.5,84.5,0.034,0.034,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,745684,Strikeout,strikeout,True,668832,595881,Kyle McCann,Tyler Beede,0,73302812-d0cb-47ba-84a2-b5a212591f1f,595881.0,tylerbeede,Beede,Right,Tyler Beede,CLE,8.36,4.67,14.0,95.0,76.0,92.0,0.712,11.57,5.79,10.29,1.29,1.33,0.158,0.553,0.184,0.211,0.362,,,,58.0,99.0,90.0,60.0,75.0,68.0,,,,0.075,0.294,,,-3.38,4.23,,,93.7,,91.1,,0.4,0.8,0.156,,,,,,,0.0,0.0,0.143,91.0,100.0,101.0,0.234,-0.54,77.5,0.25,0.333,0.36,89.0,98.0,97.0,0.396,-2.0,86.2,0.292,0.458,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,745678,Walk,walk,False,668832,601713,Kyle McCann,Nick Pivetta,0,42278dea-125a-46b9-ae2e-caf60cdafbf3,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,129.0,107.0,111.0,,,,152.0,102.0,107.0,,0.485,0.281,,1.51,,0.51,,94.3,,,83.0,0.204,0.354,0.213,0.333,0.583,0.345,,,,,,,111.0,106.0,107.0,0.155,0.97,80.1,0.172,0.31,0.229,,,,,,,,,,111.0,100.0,87.0,0.078,-6.7,88.4,,,,,,,0.414,0.966,0.19,,,,,,,,,,,,
2024-04-03,745678,Groundout,field_out,True,668832,601713,Kyle McCann,Nick Pivetta,0,fbb23a72-f278-4f1e-9fd3-cc0526a37e12,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,129.0,107.0,111.0,,,,152.0,102.0,107.0,,0.485,0.281,,1.51,,0.51,,94.3,,,83.0,0.204,0.354,0.213,0.333,0.583,0.345,,,,,,,111.0,106.0,107.0,0.155,0.97,80.1,0.172,0.31,0.229,,,,,,,,,,111.0,100.0,87.0,0.078,-6.7,88.4,,,,,,,0.414,0.966,0.19,,,,,,,,,,,,
2024-04-03,745678,Groundout,field_out,True,668832,686580,Kyle McCann,Justin Slaten,0,e689064e-13b1-4d8f-b09b-af33be67a64c,686580.0,justinslaten,Slaten,Right,Justin Slaten,BOS,3.38,2.96,42.2,100.0,105.0,101.0,0.716,9.49,1.9,7.38,0.42,1.58,0.181,0.44,0.181,0.328,0.415,,,,111.0,100.0,105.0,,,,113.0,97.0,102.0,,0.275,0.273,,1.62,,-0.26,,96.3,,,83.9,0.147,0.147,0.268,0.264,0.415,0.406,,,,,,,153.0,107.0,116.0,0.06,-0.28,83.7,0.222,0.222,0.417,,,,,,,,,,89.0,100.0,95.0,0.392,2.42,91.2,,,,,,,0.222,0.302,0.248,,,,,,,,,,,,
2024-04-11,745029,Single,single,False,668832,592351,Kyle McCann,Jon Gray,0,16f869fd-1ab5-445f-af7c-62bf22e0c219,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,72.0,103.0,91.0,,,,94.0,105.0,104.0,,0.447,0.438,0.069,-0.49,,0.93,-2.38,94.8,88.6,,88.7,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,,,,98.0,96.0,103.0,0.045,-1.3,78.9,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Strikeout,strikeout,True,668832,592351,Kyle McCann,Jon Gray,0,cfd17a2d-9c76-426d-8ca5-a0ef06e3eae6,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,72.0,103.0,91.0,,,,94.0,105.0,104.0,,0.447,0.438,0.069,-0.49,,0.93,-2.38,94.8,88.6,,88.7,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,,,,98.0,96.0,103.0,0.045,-1.3,78.9,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Groundout,field_out,True,668832,570632,Kyle McCann,José Ureña,0,904ec5ea-119a-43e0-a596-e459212503c8,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,87.0,99.0,98.0,0.394,0.067,0.365,0.174,-2.63,1.6,-0.1,-0.43,96.2,88.7,95.9,86.7,0.429,1.0,0.229,0.226,0.333,0.363,0.238,0.548,0.336,0.234,0.298,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
