date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-05-31,746955,Strikeout,strikeout,True,668731,656557,Akil Baddoo,Tanner Houck,0,ba2f1f6f-e422-465d-9d18-c030084614f4,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,,,,0.299,,0.423,,,,0.49,1.85,,,,,93.4,83.1,,,,,0.191,0.275,0.294,,,,,,,0.275,0.344,0.129,,,,,,,95.0,93.0,93.0,0.022,-0.99,87.1,0.2,0.4,0.235,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,,,,
2024-05-31,746955,Groundout,field_out,True,668731,669711,Akil Baddoo,Greg Weissert,0,0cb035dd-ffc4-4bf3-bf55-279b04f5167d,669711.0,gregweissert,Weissert,Right,Greg Weissert,BOS,4.32,3.17,41.2,104.0,101.0,105.0,0.816,9.07,2.59,9.72,1.51,0.83,0.248,0.331,0.165,0.248,0.466,81.0,99.0,100.0,86.0,119.0,115.0,98.0,102.0,97.0,109.0,95.0,104.0,,,,0.309,0.245,0.378,,0.069,1.6,-0.24,-0.81,,-2.4,93.9,83.9,93.5,80.4,,0.173,0.327,0.198,0.286,0.714,0.1,,,,0.286,0.357,0.292,0.395,0.558,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,746953,Strikeout,strikeout,True,668731,678394,Akil Baddoo,Brayan Bello,0,13092b6d-7f16-4742-b38a-6a3309ab5d10,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,,,,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.291,0.465,0.352,,,,0.168,0.345,0.363,0.364,0.536,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,746953,Single,single,False,668731,678394,Akil Baddoo,Brayan Bello,1,6118cd78-40be-4602-b707-55a1e474b92c,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,,,,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.291,0.465,0.352,,,,0.168,0.345,0.363,0.364,0.536,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,746953,Walk,walk,False,668731,678394,Akil Baddoo,Brayan Bello,0,335bc58c-62bf-4115-a7ad-a30f5ef12048,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,,,,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.291,0.465,0.352,,,,0.168,0.345,0.363,0.364,0.536,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,746953,Pop Out,field_out,True,668731,669711,Akil Baddoo,Greg Weissert,0,2bbd652d-c518-4d9d-8433-fa8fbf4e33df,669711.0,gregweissert,Weissert,Right,Greg Weissert,BOS,4.32,3.17,41.2,104.0,101.0,105.0,0.816,9.07,2.59,9.72,1.51,0.83,0.248,0.331,0.165,0.248,0.466,81.0,99.0,100.0,86.0,119.0,115.0,98.0,102.0,97.0,109.0,95.0,104.0,,,,0.309,0.245,0.378,,0.069,1.6,-0.24,-0.81,,-2.4,93.9,83.9,93.5,80.4,,0.173,0.327,0.198,0.286,0.714,0.1,,,,0.286,0.357,0.292,0.395,0.558,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,745009,Strikeout,strikeout,True,668731,543135,Akil Baddoo,Nathan Eovaldi,0,ce44105d-2482-4c04-b9e2-5de6bdc64306,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,,,,112.0,96.0,101.0,,,,,0.362,0.037,,,1.48,,-4.54,,,95.5,,,86.3,,0.183,0.314,0.206,0.412,0.706,0.185,0.27,0.541,0.357,,,,,,,102.0,101.0,102.0,0.151,-1.43,76.9,92.0,104.0,97.0,0.148,0.94,91.7,0.264,0.396,0.161,126.0,104.0,112.0,0.302,1.4,88.7,0.202,0.327,0.361,,,,,,,,,
2024-06-03,745009,Lineout,field_out,True,668731,543135,Akil Baddoo,Nathan Eovaldi,0,0b53774c-91f4-47c6-84c2-1dd4ad316cc1,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,,,,112.0,96.0,101.0,,,,,0.362,0.037,,,1.48,,-4.54,,,95.5,,,86.3,,0.183,0.314,0.206,0.412,0.706,0.185,0.27,0.541,0.357,,,,,,,102.0,101.0,102.0,0.151,-1.43,76.9,92.0,104.0,97.0,0.148,0.94,91.7,0.264,0.396,0.161,126.0,104.0,112.0,0.302,1.4,88.7,0.202,0.327,0.361,,,,,,,,,
2024-06-03,745009,Flyout,field_out,True,668731,600917,Akil Baddoo,José Leclerc,0,e5b72898-e799-4930-9db2-730446633b13,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,3.95,3.8,41.0,95.0,110.0,98.0,0.628,11.85,5.27,5.49,0.88,0.85,0.217,0.457,0.152,0.348,0.368,66.0,99.0,89.0,107.0,89.0,97.0,78.0,88.0,81.0,119.0,103.0,104.0,,,,0.046,0.352,0.33,,0.105,0.85,2.9,1.16,,-0.04,95.1,88.1,94.8,81.9,,0.128,0.277,0.311,0.193,0.298,0.504,,,,0.111,0.111,0.556,0.2,0.2,0.143,,,,,,,134.0,94.0,99.0,0.167,-0.6,90.0,0.227,0.364,0.259,,,,,,,,,,,,,,,,,,
2024-06-04,745010,Walk,walk,False,668731,641540,Akil Baddoo,Dane Dunning,0,c2c92133-fb5c-458d-b02e-a6f1fcc22a71,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,0.349,0.031,0.245,0.056,0.137,-3.78,0.8,-0.4,-0.02,-1.16,89.4,85.4,90.0,80.9,75.8,0.25,0.625,0.263,0.226,0.472,0.336,0.0,0.0,0.368,0.219,0.531,0.358,0.218,0.376,0.133,,,,,,,79.0,97.0,94.0,0.182,-0.59,88.2,0.233,0.419,0.259,,,,,,,,,,0.001,-6.42,76.4,,,,,,
2024-06-04,745010,Groundout,field_out,True,668731,641540,Akil Baddoo,Dane Dunning,0,93204eb6-52e3-429f-9c3d-47dc78109616,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,0.349,0.031,0.245,0.056,0.137,-3.78,0.8,-0.4,-0.02,-1.16,89.4,85.4,90.0,80.9,75.8,0.25,0.625,0.263,0.226,0.472,0.336,0.0,0.0,0.368,0.219,0.531,0.358,0.218,0.376,0.133,,,,,,,79.0,97.0,94.0,0.182,-0.59,88.2,0.233,0.419,0.259,,,,,,,,,,0.001,-6.42,76.4,,,,,,
2024-06-04,745010,Double,double,False,668731,622786,Akil Baddoo,Jesus Tinoco,0,3c8fb5b1-1880-4c77-90ca-705ceffe43fd,622786.0,jesustinoco,Tinoco,Right,Jesus Tinoco,- - -,6.75,5.4,12.0,102.0,122.0,106.0,0.702,8.25,5.25,9.0,1.5,1.5,0.278,0.306,0.194,0.417,0.355,67.0,70.0,91.0,115.0,114.0,114.0,99.0,88.0,88.0,135.0,107.0,113.0,,,,0.289,0.096,0.601,,0.009,-11.1,-0.03,1.01,,-27.95,96.1,89.8,95.9,86.2,,0.6,1.4,0.182,0.13,0.261,0.424,,,,,,,0.294,0.294,0.219,,,,,,,115.0,136.0,96.0,0.004,21.43,92.4,,,,,,,,,,,,,,,,,,,,,
2024-06-04,745010,Flyout,field_out,True,668731,681982,Akil Baddoo,Grant Anderson,0,11293f9b-caf0-442b-8ee4-ab5129565d17,681982.0,grantanderson,"Anderson, G",Right,Grant Anderson,TEX,8.53,5.09,19.0,99.0,101.0,102.0,0.764,9.47,3.79,10.89,2.84,1.3,0.25,0.411,0.143,0.304,0.454,61.0,80.0,83.0,83.0,97.0,95.0,102.0,107.0,105.0,120.0,98.0,109.0,,,,0.274,0.268,0.385,,0.073,-2.69,2.3,-3.52,,3.36,92.5,85.8,92.1,82.4,,0.25,0.85,0.409,0.458,0.75,0.298,,,,0.0,0.0,0.111,0.259,0.259,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,746461,Walk,walk,False,668731,642547,Akil Baddoo,Freddy Peralta,0,8edde590-e134-4785-b35d-bf07d32efcab,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,121.0,99.0,103.0,,,,99.0,104.0,110.0,,,,,0.536,0.248,,0.17,0.0,,0.53,,1.06,94.5,88.0,,81.1,,0.238,0.411,0.277,0.194,0.337,0.393,0.308,0.538,0.233,0.22,0.254,0.386,,,,103.0,102.0,111.0,0.046,-1.65,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,746461,Pop Out,field_out,True,668731,642547,Akil Baddoo,Freddy Peralta,0,6a637916-6608-4b61-9c68-7f17fe910c90,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,121.0,99.0,103.0,,,,99.0,104.0,110.0,,,,,0.536,0.248,,0.17,0.0,,0.53,,1.06,94.5,88.0,,81.1,,0.238,0.411,0.277,0.194,0.337,0.393,0.308,0.538,0.233,0.22,0.254,0.386,,,,103.0,102.0,111.0,0.046,-1.65,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12,746462,Lineout,field_out,True,668731,663623,Akil Baddoo,Jake Irvin,0,a516d097-e151-4a51-bbea-dc87794e5b15,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,,,,0.178,0.355,0.004,,0.022,0.64,-0.13,2.31,,-1.04,94.1,88.0,93.4,86.3,,0.208,0.364,0.231,,,,0.199,0.363,0.263,,,,0.311,0.456,0.119,111.0,106.0,106.0,0.35,0.76,81.0,77.0,103.0,94.0,0.09,-0.24,89.9,0.275,0.525,0.216,,,,,,,,,,,,,,,,,,
2024-06-12,746462,Flyout,field_out,True,668731,663623,Akil Baddoo,Jake Irvin,0,06340b35-9630-412c-b0f2-78e17442a5cc,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,,,,0.178,0.355,0.004,,0.022,0.64,-0.13,2.31,,-1.04,94.1,88.0,93.4,86.3,,0.208,0.364,0.231,,,,0.199,0.363,0.263,,,,0.311,0.456,0.119,111.0,106.0,106.0,0.35,0.76,81.0,77.0,103.0,94.0,0.09,-0.24,89.9,0.275,0.525,0.216,,,,,,,,,,,,,,,,,,
2024-06-15,746381,Walk,walk,False,668731,681293,Akil Baddoo,Spencer Arrighetti,1,7a81ea92-8fca-47ca-9263-7f5b2e681323,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,,,,,0.414,0.113,,0.074,-1.89,,0.49,,-4.75,94.0,85.0,,81.2,,0.325,0.553,0.183,0.143,0.229,0.392,0.162,0.294,0.408,0.55,0.75,0.302,,,,113.0,98.0,103.0,0.202,0.32,78.4,62.0,100.0,100.0,0.197,1.2,87.8,0.25,0.382,0.24,,,,,,,,,,,,,,,,,,
2024-06-15,746381,Walk,walk,False,668731,681869,Akil Baddoo,Shawn Dubin,1,62c95411-845f-4818-879f-b9e61273a26c,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.23,4.3,31.0,92.0,117.0,94.0,0.777,9.29,4.65,10.16,0.58,1.43,0.228,0.38,0.152,0.38,0.418,126.0,99.0,104.0,104.0,90.0,90.0,,,,152.0,87.0,99.0,,,,,0.431,0.111,,0.146,0.78,,-0.42,,-3.28,94.8,88.2,,83.0,,0.208,0.25,0.191,0.231,0.308,0.36,0.292,0.333,0.333,0.368,0.789,0.316,,,,115.0,91.0,96.0,0.155,-0.63,81.2,121.0,91.0,87.0,0.157,-2.44,88.7,0.471,0.647,0.209,,,,,,,,,,,,,,,,,,
2024-06-15,746381,Strikeout,strikeout,True,668731,663321,Akil Baddoo,Nick Hernandez,0,cd4250c6-f27b-496d-be52-475ec8049c17,663321.0,nickhernandez,"Hernandez, N",Right,Nick Hernandez,HOU,9.0,4.51,6.0,101.0,102.0,99.0,0.673,10.5,1.5,12.0,6.0,1.29,0.158,0.526,0.211,0.263,0.358,109.0,85.0,82.0,126.0,88.0,91.0,,,,87.0,110.0,104.0,,,,,0.376,0.615,,0.009,-5.88,,-1.44,,-2.0,90.5,81.2,,82.0,,0.556,0.889,0.217,0.176,0.706,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,746381,Groundout,field_out,True,668731,663321,Akil Baddoo,Nick Hernandez,0,719b9207-2a48-4672-a58c-73aa48055640,663321.0,nickhernandez,"Hernandez, N",Right,Nick Hernandez,HOU,9.0,4.51,6.0,101.0,102.0,99.0,0.673,10.5,1.5,12.0,6.0,1.29,0.158,0.526,0.211,0.263,0.358,109.0,85.0,82.0,126.0,88.0,91.0,,,,87.0,110.0,104.0,,,,,0.376,0.615,,0.009,-5.88,,-1.44,,-2.0,90.5,81.2,,82.0,,0.556,0.889,0.217,0.176,0.706,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,746381,Groundout,field_out,True,668731,606160,Akil Baddoo,Rafael Montero,0,e48c4c03-f9e3-40ad-81b7-ce872152a544,606160.0,rafaelmontero,Montero,Right,Rafael Montero,HOU,4.84,5.5,35.1,101.0,101.0,97.0,0.826,5.86,4.08,8.41,2.04,1.21,0.255,0.409,0.155,0.345,0.351,90.0,111.0,101.0,105.0,98.0,98.0,95.0,100.0,94.0,122.0,89.0,92.0,,,,0.227,0.46,0.079,,0.235,-0.42,3.22,-9.5,,-0.86,95.4,91.0,94.8,86.2,,0.233,0.605,0.254,0.714,1.714,0.235,,,,0.273,0.409,0.123,0.154,0.179,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,746381,Pop Out,field_out,True,668731,605463,Akil Baddoo,Tayler Scott,0,332eabc2-7be5-4a6f-b1f1-399849a7fdc7,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,HOU,1.36,2.99,46.1,99.0,98.0,99.0,0.745,8.35,4.27,4.86,0.39,1.67,0.231,0.41,0.214,0.231,0.372,60.0,103.0,101.0,121.0,98.0,97.0,105.0,93.0,86.0,89.0,97.0,106.0,,,,0.073,0.433,0.262,,0.232,2.65,-0.27,0.86,,0.69,92.7,85.5,92.6,84.0,,0.089,0.107,0.287,0.212,0.288,0.276,,,,0.143,0.214,0.329,0.375,0.375,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,746377,Groundout,field_out,True,668731,669854,Akil Baddoo,Ronel Blanco,0,b76e7d56-9313-4c41-89e2-26526e3f30ef,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,124.0,103.0,106.0,81.0,94.0,87.0,,,,84.0,103.0,100.0,,,,,0.368,0.323,,0.255,0.03,,2.64,,0.1,93.4,85.1,,86.3,,0.179,0.439,0.188,0.164,0.224,0.31,0.0,0.0,0.476,0.179,0.366,0.353,,,,73.0,98.0,101.0,0.054,2.82,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
