date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2024-05-11,745262,Strikeout,strikeout,True,691016,682243,Tyler Soderstrom,Bryce Miller,0,644f63ea-1286-4c99-bd23-dcf037d8b539,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.333,0.593,0.118,0.197,0.349,0.276,0.245,0.362,0.094,0.5,0.75,0.1,,,,,,,,,,0.0,0.0,0.25,66.0,82.0,91.0,0.014,4.17,85.5,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,,,,,,
2024-05-11,745262,Double,double,False,691016,682243,Tyler Soderstrom,Bryce Miller,0,6afe9a92-ddc4-470c-8cfd-4d13b21956bb,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,0.189,0.439,0.015,0.169,,1.42,-3.96,1.27,-1.33,,95.1,92.3,,94.6,83.8,0.333,0.593,0.118,0.197,0.349,0.276,0.245,0.362,0.094,0.5,0.75,0.1,,,,,,,,,,0.0,0.0,0.25,66.0,82.0,91.0,0.014,4.17,85.5,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,,,,,,
2024-05-13,746393,Strikeout,strikeout,True,691016,681293,Tyler Soderstrom,Spencer Arrighetti,0,1424e5c3-32ee-4f96-9da1-3692090bae2e,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,62.0,100.0,100.0,,0.414,0.197,0.113,0.074,-1.89,1.2,,0.49,-4.75,94.0,87.8,85.0,,81.2,0.143,0.229,0.392,0.325,0.553,0.183,,,,0.25,0.382,0.24,0.55,0.75,0.302,113.0,98.0,103.0,0.202,0.32,78.4,0.162,0.294,0.408,,,,,,,,,,,,,,,,,,,,,
2024-05-13,746393,Single,single,False,691016,681293,Tyler Soderstrom,Spencer Arrighetti,1,1d1557dc-1742-4cea-848e-22c11b4ba0fa,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,62.0,100.0,100.0,,0.414,0.197,0.113,0.074,-1.89,1.2,,0.49,-4.75,94.0,87.8,85.0,,81.2,0.143,0.229,0.392,0.325,0.553,0.183,,,,0.25,0.382,0.24,0.55,0.75,0.302,113.0,98.0,103.0,0.202,0.32,78.4,0.162,0.294,0.408,,,,,,,,,,,,,,,,,,,,,
2024-05-13,746393,Groundout,field_out,True,691016,606160,Tyler Soderstrom,Rafael Montero,0,18ccce83-e6d3-4c08-9b4f-02a1458bc272,606160.0,rafaelmontero,Montero,Right,Rafael Montero,HOU,4.84,5.5,35.1,101.0,101.0,97.0,0.826,5.86,4.08,8.41,2.04,1.21,0.255,0.409,0.155,0.345,0.351,90.0,111.0,101.0,105.0,98.0,98.0,95.0,100.0,94.0,122.0,89.0,92.0,,,,0.227,0.46,,0.079,0.235,-0.42,,3.22,-9.5,-0.86,95.4,,91.0,94.8,86.2,0.714,1.714,0.235,0.233,0.605,0.254,0.154,0.179,0.103,,,,0.273,0.409,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,746393,Double,double,False,691016,519151,Tyler Soderstrom,Ryan Pressly,1,66784e27-bcb7-4f16-beb3-c7812acb1e15,519151.0,ryanpressly,Pressly,Right,Ryan Pressly,HOU,3.58,3.41,37.2,102.0,124.0,110.0,0.744,10.04,2.63,8.84,0.48,1.45,0.229,0.4,0.133,0.314,0.454,110.0,101.0,101.0,99.0,103.0,104.0,75.0,95.0,91.0,152.0,100.0,113.0,,,,0.027,0.331,,0.292,0.091,0.65,,-2.9,-0.01,-2.11,93.9,,89.4,93.4,89.7,0.255,0.353,0.32,0.25,0.425,0.198,,,,,,,0.364,0.636,0.25,129.0,103.0,118.0,0.259,0.99,82.4,0.22,0.293,0.29,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746396,Walk,walk,False,691016,669854,Tyler Soderstrom,Ronel Blanco,1,8cb339e9-13ca-4a08-bede-d5f7520cc7bd,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,124.0,103.0,106.0,81.0,94.0,87.0,,,,84.0,103.0,100.0,,,,,0.368,,0.323,0.255,0.03,,,2.64,0.1,93.4,,85.1,,86.3,0.164,0.224,0.31,0.179,0.439,0.188,,,,,,,0.179,0.366,0.353,73.0,98.0,101.0,0.054,2.82,79.1,0.0,0.0,0.476,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746396,Flyout,field_out,True,691016,669854,Tyler Soderstrom,Ronel Blanco,0,90fa91fd-4353-43a6-8372-63b1a7bbd421,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,124.0,103.0,106.0,81.0,94.0,87.0,,,,84.0,103.0,100.0,,,,,0.368,,0.323,0.255,0.03,,,2.64,0.1,93.4,,85.1,,86.3,0.164,0.224,0.31,0.179,0.439,0.188,,,,,,,0.179,0.366,0.353,73.0,98.0,101.0,0.054,2.82,79.1,0.0,0.0,0.476,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746396,Strikeout,strikeout,True,691016,606160,Tyler Soderstrom,Rafael Montero,0,599233ee-2503-4f63-917f-8c2881334cd0,606160.0,rafaelmontero,Montero,Right,Rafael Montero,HOU,4.84,5.5,35.1,101.0,101.0,97.0,0.826,5.86,4.08,8.41,2.04,1.21,0.255,0.409,0.155,0.345,0.351,90.0,111.0,101.0,105.0,98.0,98.0,95.0,100.0,94.0,122.0,89.0,92.0,,,,0.227,0.46,,0.079,0.235,-0.42,,3.22,-9.5,-0.86,95.4,,91.0,94.8,86.2,0.714,1.714,0.235,0.233,0.605,0.254,0.154,0.179,0.103,,,,0.273,0.409,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746396,Strikeout,strikeout,True,691016,519151,Tyler Soderstrom,Ryan Pressly,0,548654d6-6533-4add-917e-290b199c6259,519151.0,ryanpressly,Pressly,Right,Ryan Pressly,HOU,3.58,3.41,37.2,102.0,124.0,110.0,0.744,10.04,2.63,8.84,0.48,1.45,0.229,0.4,0.133,0.314,0.454,110.0,101.0,101.0,99.0,103.0,104.0,75.0,95.0,91.0,152.0,100.0,113.0,,,,0.027,0.331,,0.292,0.091,0.65,,-2.9,-0.01,-2.11,93.9,,89.4,93.4,89.7,0.255,0.353,0.32,0.25,0.425,0.198,,,,,,,0.364,0.636,0.25,129.0,103.0,118.0,0.259,0.99,82.4,0.22,0.293,0.29,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746397,Walk,walk,False,691016,661527,Tyler Soderstrom,Seth Martinez,1,0a6c2eee-dac1-4610-b5f8-58a389a9f5b8,661527.0,sethmartinez,"Martinez, S",Right,Seth Martinez,HOU,2.42,3.22,44.2,101.0,96.0,97.0,0.796,6.04,3.02,6.65,0.81,1.14,0.244,0.42,0.221,0.305,0.393,47.0,99.0,89.0,73.0,100.0,94.0,103.0,103.0,93.0,135.0,100.0,108.0,,,,0.212,0.306,,0.327,0.155,1.96,,2.47,0.1,-0.57,90.9,,84.9,89.8,79.2,0.191,0.426,0.337,0.213,0.298,0.191,0.179,0.256,0.13,,,,0.259,0.37,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746391,Flyout,field_out,True,691016,664299,Tyler Soderstrom,Cristian Javier,0,8d786c5c-3560-4531-bd4d-816c363a0631,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,,,,,0.393,,0.295,0.268,-1.32,,,0.37,1.37,91.7,,81.2,,77.5,0.205,0.341,0.25,0.256,0.535,0.27,,,,,,,0.194,0.306,0.276,,,,,,,0.5,0.667,0.143,81.0,94.0,97.0,0.044,-5.22,75.2,,,,,,,,,,,,,,,
2024-05-16,746391,Walk,walk,False,691016,664299,Tyler Soderstrom,Cristian Javier,0,50631a68-5df2-4dec-89c4-0cf01e525b6a,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,,,,,0.393,,0.295,0.268,-1.32,,,0.37,1.37,91.7,,81.2,,77.5,0.205,0.341,0.25,0.256,0.535,0.27,,,,,,,0.194,0.306,0.276,,,,,,,0.5,0.667,0.143,81.0,94.0,97.0,0.044,-5.22,75.2,,,,,,,,,,,,,,,
2024-05-16,746391,Single,single,False,691016,681869,Tyler Soderstrom,Shawn Dubin,0,cf543119-a3c6-4c02-9275-b18aeee555c2,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.23,4.3,31.0,92.0,117.0,94.0,0.777,9.29,4.65,10.16,0.58,1.43,0.228,0.38,0.152,0.38,0.418,126.0,99.0,104.0,104.0,90.0,90.0,,,,152.0,87.0,99.0,121.0,91.0,87.0,,0.431,0.157,0.111,0.146,0.78,-2.44,,-0.42,-3.28,94.8,88.7,88.2,,83.0,0.231,0.308,0.36,0.208,0.25,0.191,,,,0.471,0.647,0.209,0.368,0.789,0.316,115.0,91.0,96.0,0.155,-0.63,81.2,0.292,0.333,0.333,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746391,Groundout,field_out,True,691016,681869,Tyler Soderstrom,Shawn Dubin,0,05a3ca0d-95af-48f8-a545-ae34354f6506,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.23,4.3,31.0,92.0,117.0,94.0,0.777,9.29,4.65,10.16,0.58,1.43,0.228,0.38,0.152,0.38,0.418,126.0,99.0,104.0,104.0,90.0,90.0,,,,152.0,87.0,99.0,121.0,91.0,87.0,,0.431,0.157,0.111,0.146,0.78,-2.44,,-0.42,-3.28,94.8,88.7,88.2,,83.0,0.231,0.308,0.36,0.208,0.25,0.191,,,,0.471,0.647,0.209,0.368,0.789,0.316,115.0,91.0,96.0,0.155,-0.63,81.2,0.292,0.333,0.333,,,,,,,,,,,,,,,,,,,,,
2024-05-18,746308,Groundout,field_out,True,691016,607625,Tyler Soderstrom,Seth Lugo,0,ed1fde68-2a58-4456-ae3b-ddf70ced9f8e,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,0.057,1.99,0.22,0.6,-0.63,0.16,92.4,91.0,87.5,92.3,85.3,0.278,0.556,0.172,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.2,0.25,0.321,124.0,103.0,112.0,0.268,1.06,79.3,0.175,0.275,0.366,,,,,,,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,
2024-05-18,746308,Strikeout,strikeout,True,691016,607625,Tyler Soderstrom,Seth Lugo,0,787330b4-8b45-4461-8775-82450d972edb,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,0.057,1.99,0.22,0.6,-0.63,0.16,92.4,91.0,87.5,92.3,85.3,0.278,0.556,0.172,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.2,0.25,0.321,124.0,103.0,112.0,0.268,1.06,79.3,0.175,0.275,0.366,,,,,,,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,
2024-05-18,746308,Strikeout,strikeout,True,691016,607625,Tyler Soderstrom,Seth Lugo,0,9d7770f4-f572-4b6a-9699-93d9eeffdab5,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,0.057,1.99,0.22,0.6,-0.63,0.16,92.4,91.0,87.5,92.3,85.3,0.278,0.556,0.172,0.183,0.275,0.159,0.278,0.426,0.124,0.375,0.375,0.186,0.2,0.25,0.321,124.0,103.0,112.0,0.268,1.06,79.3,0.175,0.275,0.366,,,,,,,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,
2024-05-19,746306,Groundout,field_out,True,691016,663903,Tyler Soderstrom,Brady Singer,0,cbf65d3e-bedf-4a82-889c-27b2bd5ce2dd,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,,,,0.382,0.137,,0.453,0.028,-1.75,,0.62,0.21,-3.58,91.6,,88.0,92.1,82.8,0.333,1.0,0.267,0.297,0.541,0.184,0.278,0.418,0.103,,,,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,746306,Double,double,False,691016,663903,Tyler Soderstrom,Brady Singer,1,22ea21b7-8ee3-4035-8a9c-5c4ded69b86a,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,,,,0.382,0.137,,0.453,0.028,-1.75,,0.62,0.21,-3.58,91.6,,88.0,92.1,82.8,0.333,1.0,0.267,0.297,0.541,0.184,0.278,0.418,0.103,,,,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,746306,Strikeout,strikeout,True,691016,663903,Tyler Soderstrom,Brady Singer,0,a1955185-cb79-40ef-97a5-d12c841f376d,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,,,,0.382,0.137,,0.453,0.028,-1.75,,0.62,0.21,-3.58,91.6,,88.0,92.1,82.8,0.333,1.0,0.267,0.297,0.541,0.184,0.278,0.418,0.103,,,,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,746306,Groundout,field_out,True,691016,623433,Tyler Soderstrom,Nick Anderson,0,844b0944-2189-44de-aea3-dd4973e0e5b4,623433.0,nickanderson,"Anderson, N",Right,Nick Anderson,KCR,4.04,5.06,35.2,100.0,88.0,97.0,0.78,7.32,3.79,8.83,1.51,0.98,0.324,0.361,0.102,0.324,0.478,79.0,80.0,86.0,61.0,96.0,87.0,70.0,102.0,95.0,,,,,,,0.269,0.223,,,0.052,-4.03,,0.61,,-0.82,94.7,,87.9,94.8,,,,,0.4,0.8,0.19,0.245,0.429,0.191,,,,,,,113.0,102.0,105.0,0.455,0.15,81.7,0.204,0.352,0.286,,,,,,,,,,,,,,,,,,,,,
2024-05-19,746306,Strikeout,strikeout,True,691016,669422,Tyler Soderstrom,Matt Sauer,0,32a80155-9f94-44f9-9954-88fb2d9bdc92,669422.0,mattsauer,Sauer,Right,Matt Sauer,KCR,7.71,5.58,16.1,92.0,101.0,90.0,0.86,4.96,6.06,12.67,1.65,0.61,0.19,0.349,0.175,0.302,0.382,,,,90.0,87.0,82.0,84.0,92.0,80.0,123.0,98.0,104.0,,,,0.089,0.453,,0.232,,-3.62,,4.1,-2.24,,95.1,,,95.0,85.7,0.3,0.6,0.244,0.414,0.655,0.099,0.111,0.222,0.125,,,,,,,106.0,114.0,107.0,0.162,-2.16,81.8,0.333,0.417,0.174,,,,,,,101.0,66.0,69.0,0.064,-1.92,85.1,,,,,,,,,
2024-05-21,745662,Strikeout,strikeout,True,691016,615698,Tyler Soderstrom,Cal Quantrill,0,b0ed76d8-a26c-4099-8d09-5a318562aef0,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,,,,79.0,97.0,90.0,,,,80.0,99.0,95.0,0.397,,0.134,,0.025,,-1.43,-1.66,,1.78,,87.7,84.9,93.8,,,,,,,,0.322,0.573,0.2,0.347,0.571,0.173,0.222,0.222,0.167,96.0,101.0,104.0,0.107,0.34,79.9,0.242,0.424,0.267,,,,,,,115.0,95.0,98.0,0.336,1.52,86.1,0.178,0.253,0.253,,,,,,
