date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2024-03-30,745119,Single,single,False,678554,579328,Curtis Mead,Yusei Kikuchi,0,1a4f35b2-e027-4ca5-bed2-b88f9e450102,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,-0.31,,,-0.05,95.6,,,89.2,0.241,0.31,0.297,,,,,,,0.302,0.55,0.269,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.278,0.435,0.271,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,745119,Forceout,force_out,True,678554,579328,Curtis Mead,Yusei Kikuchi,1,fbfcf4cd-ae2b-412c-b577-01c1aa6a74b2,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,-0.31,,,-0.05,95.6,,,89.2,0.241,0.31,0.297,,,,,,,0.302,0.55,0.269,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.278,0.435,0.271,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,745119,Flyout,field_out,True,678554,670950,Curtis Mead,Trevor Richards,0,eb13c41a-7c8f-4cf9-8cb6-71ef46287497,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,83.0,96.0,92.0,,,,,,,,,,0.001,0.412,,,1.05,,-3.42,,92.1,,91.4,,,,,,,,,,,0.197,0.303,0.139,98.0,95.0,105.0,,,,,0.587,,0.94,79.0,,,,,0.131,0.293,0.317,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,745119,Lineout,field_out,True,678554,641835,Curtis Mead,Tim Mayza,0,b96b33be-761a-46a2-9af9-0ee8ad2cc38a,641835.0,timmayza,Mayza,Left,Tim Mayza,TOR,8.03,6.84,24.2,97.0,103.0,95.0,0.843,5.84,4.38,13.14,1.09,1.16,0.258,0.344,0.14,0.29,0.423,29.0,90.0,120.0,86.0,99.0,94.0,146.0,92.0,98.0,,,,0.702,0.006,,0.292,2.09,,-1.23,-3.0,91.5,,91.9,86.4,0.321,0.536,0.203,,,,0.346,0.526,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745115,Groundout,field_out,True,678554,669952,Curtis Mead,Mitch White,0,a4af4537-d7cc-465b-b3c5-3b1fa3d5fd5f,669952.0,mitchwhite,"White, M",Right,Mitch White,- - -,7.23,6.26,23.2,103.0,95.0,101.0,0.863,4.94,4.94,9.89,1.52,1.14,0.349,0.422,0.072,0.361,0.455,76.0,101.0,97.0,72.0,103.0,85.0,124.0,106.0,108.0,,,,0.138,0.387,,0.339,-0.02,,0.0,-4.0,93.9,,94.0,85.1,0.538,1.385,0.087,,,,0.273,0.364,0.188,0.241,0.448,0.169,,,,99.0,99.0,108.0,0.136,,0.66,,,81.0,0.125,0.125,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,745109,Strikeout,strikeout,True,678554,641540,Curtis Mead,Dane Dunning,0,7b3e7d1b-bad6-4a33-b017-00fa870b72f4,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,,,,0.349,0.031,,0.245,-3.78,,0.8,-0.4,89.4,,90.0,80.9,0.226,0.472,0.336,,,,0.218,0.376,0.133,0.25,0.625,0.263,82.0,94.0,87.0,,,,,0.137,,-1.16,85.4,,0.0,0.0,0.368,0.219,0.531,0.358,79.0,97.0,94.0,0.182,-0.59,88.2,0.233,0.419,0.259,60.0,92.0,100.0,0.001,0.056,-6.42,-0.02,76.4,75.8,,,,,,
2024-04-01,745109,Strikeout,strikeout,True,678554,641540,Curtis Mead,Dane Dunning,0,e408829a-ad2d-4054-b654-7ff1703342c3,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,,,,0.349,0.031,,0.245,-3.78,,0.8,-0.4,89.4,,90.0,80.9,0.226,0.472,0.336,,,,0.218,0.376,0.133,0.25,0.625,0.263,82.0,94.0,87.0,,,,,0.137,,-1.16,85.4,,0.0,0.0,0.368,0.219,0.531,0.358,79.0,97.0,94.0,0.182,-0.59,88.2,0.233,0.419,0.259,60.0,92.0,100.0,0.001,0.056,-6.42,-0.02,76.4,75.8,,,,,,
2024-04-01,745109,Walk,walk,False,678554,641540,Curtis Mead,Dane Dunning,0,5b1f0632-e864-4f12-82c6-42e2320900e8,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,,,,0.349,0.031,,0.245,-3.78,,0.8,-0.4,89.4,,90.0,80.9,0.226,0.472,0.336,,,,0.218,0.376,0.133,0.25,0.625,0.263,82.0,94.0,87.0,,,,,0.137,,-1.16,85.4,,0.0,0.0,0.368,0.219,0.531,0.358,79.0,97.0,94.0,0.182,-0.59,88.2,0.233,0.419,0.259,60.0,92.0,100.0,0.001,0.056,-6.42,-0.02,76.4,75.8,,,,,,
2024-04-01,745109,Single,single,False,678554,656271,Curtis Mead,Brock Burke,0,9c612e01-3ab3-4bab-81a7-84ed75f6f6dd,656271.0,brockburke,Burke,Left,Brock Burke,TEX,7.45,4.86,9.2,92.0,89.0,92.0,0.782,10.24,5.59,12.1,1.86,1.4,0.233,0.3,0.267,0.333,0.456,91.0,91.0,89.0,97.0,132.0,130.0,82.0,86.0,91.0,,,,0.012,0.515,,0.304,-3.17,,-35.93,-0.72,94.5,,93.8,86.9,0.25,0.375,0.227,,,,,,,0.316,0.737,0.282,93.0,102.0,100.0,,,,,0.17,,-0.51,88.7,,,,,0.333,0.333,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745111,Single,single,False,678554,571760,Curtis Mead,Andrew Heaney,0,08887652-aa1e-47fb-9d83-0076e91e9d7c,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,76.0,101.0,98.0,,,,89.0,98.0,100.0,,,,,0.522,,0.29,-0.05,,,-0.02,91.5,,,82.0,0.252,0.383,0.382,,,,,,,0.22,0.422,0.224,85.0,105.0,99.0,126.0,105.0,102.0,0.032,0.154,-7.71,1.0,83.8,75.5,0.8,2.0,0.125,0.256,0.329,0.229,20.0,51.0,51.0,0.002,-19.18,86.6,,,,,,,,,,,,,,,,,,
