date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff,FO%,wFO/C,vFO,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-06-07,746053,Triple,triple,False,682177,676534,Daniel Schneemann,Calvin Faucher,0,89a93bbc-1aa5-4915-bb3f-71beb793e988,676534.0,calvinfaucher,Faucher,Right,Calvin Faucher,MIA,3.38,3.96,34.2,97.0,148.0,99.0,0.763,9.35,4.67,8.57,0.0,1.5,0.255,0.296,0.102,0.286,0.395,,,,119.0,104.0,104.0,,,,108.0,88.0,86.0,121.0,79.0,89.0,0.318,,0.054,0.254,,,-0.8,3.71,-2.44,,,,95.9,88.2,85.5,0.0,0.0,0.421,,,,,,,0.185,0.333,0.3,0.371,0.457,0.241,195.0,100.0,106.0,0.375,2.23,91.4,0.25,0.35,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,746057,Flyout,field_out,True,682177,682610,Daniel Schneemann,Roddery Muñoz,0,96a1d532-73e1-4d0d-ac33-e3d89e4f2654,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,,,,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,0.229,0.257,0.173,,0.094,-2.9,-1.48,-0.77,,-4.22,95.7,89.5,95.1,85.8,,0.222,0.361,0.328,0.318,0.727,0.356,0.286,0.738,0.173,0.273,0.614,0.141,,,,91.0,96.0,90.0,0.247,1.93,89.8,0.14,0.28,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,746057,Walk,walk,False,682177,682610,Daniel Schneemann,Roddery Muñoz,0,202e97c0-3392-4a5d-88d0-37f4856df14b,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,,,,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,0.229,0.257,0.173,,0.094,-2.9,-1.48,-0.77,,-4.22,95.7,89.5,95.1,85.8,,0.222,0.361,0.328,0.318,0.727,0.356,0.286,0.738,0.173,0.273,0.614,0.141,,,,91.0,96.0,90.0,0.247,1.93,89.8,0.14,0.28,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,746057,Walk,walk,False,682177,623211,Daniel Schneemann,Huascar Brazoban,1,c6195429-18ca-4747-9dd7-c53635fd73b4,623211.0,huascarbrazoban,Brazoban,Right,Huascar Brazoban,MIA,3.6,2.99,25.0,96.0,98.0,95.0,0.72,10.08,3.96,6.48,0.36,1.74,0.246,0.4,0.262,0.169,0.381,118.0,96.0,105.0,,,,79.0,94.0,87.0,100.0,89.0,86.0,,,,0.21,0.176,,,0.293,0.05,-0.25,,,0.58,95.8,89.7,95.6,,,,,,0.194,0.278,0.397,0.2,0.267,0.162,0.444,0.667,0.212,,,,89.0,100.0,96.0,0.321,2.47,88.4,0.121,0.182,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,746057,Single,single,False,682177,623211,Daniel Schneemann,Huascar Brazoban,0,8a9478df-1ac8-4534-9685-ee8fb62aa461,623211.0,huascarbrazoban,Brazoban,Right,Huascar Brazoban,MIA,3.6,2.99,25.0,96.0,98.0,95.0,0.72,10.08,3.96,6.48,0.36,1.74,0.246,0.4,0.262,0.169,0.381,118.0,96.0,105.0,,,,79.0,94.0,87.0,100.0,89.0,86.0,,,,0.21,0.176,,,0.293,0.05,-0.25,,,0.58,95.8,89.7,95.6,,,,,,0.194,0.278,0.397,0.2,0.267,0.162,0.444,0.667,0.212,,,,89.0,100.0,96.0,0.321,2.47,88.4,0.121,0.182,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,746054,Walk,walk,False,682177,669432,Daniel Schneemann,Trevor Rogers,0,41bce6f5-8d85-4f9d-b9d6-f0b1e5fc293f,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,,0.233,-0.74,0.22,-1.71,,-0.95,92.1,85.8,91.6,82.5,,0.262,0.475,0.288,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,746054,Strikeout,strikeout,True,682177,669432,Daniel Schneemann,Trevor Rogers,0,f4717dc3-dcab-48d3-a2b7-f583ed132460,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,,0.233,-0.74,0.22,-1.71,,-0.95,92.1,85.8,91.6,82.5,,0.262,0.475,0.288,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,746054,Lineout,field_out,True,682177,640462,Daniel Schneemann,A.J. Puk,0,f466612c-6fbe-42e8-b2b0-e1201c36d8c2,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,,,,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,0.191,0.377,0.366,,0.024,1.89,-1.99,-0.37,,-2.0,94.9,90.3,94.4,82.7,,0.071,0.071,0.488,0.4,0.4,0.4,0.152,0.197,0.286,0.37,0.593,0.056,,,,,,,,,,,,,115.0,103.0,113.0,0.042,-4.04,84.4,0.444,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-11,746702,Strikeout,strikeout,True,682177,571656,Daniel Schneemann,Buck Farmer,0,5a3a46d4-4ce2-4456-b152-92ae89457dcb,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,CIN,2.8,4.36,45.0,97.0,90.0,98.0,0.777,7.8,3.6,7.2,0.8,0.81,0.24,0.388,0.178,0.279,0.387,110.0,102.0,106.0,,,,53.0,94.0,81.0,70.0,90.0,89.0,117.0,100.0,111.0,0.21,0.244,0.33,,0.216,0.58,0.81,1.87,,-0.98,92.7,86.6,92.3,82.1,,0.125,0.271,0.374,0.297,0.351,0.259,0.2,0.4,0.153,0.282,0.436,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14,744924,Double,double,False,682177,592332,Daniel Schneemann,Kevin Gausman,1,9037615b-cc2b-4012-b4bf-a2a7e0bf074f,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,0.048,0.543,0.082,,,-0.1,-1.31,-2.39,,,93.9,,93.5,83.1,,0.32,0.56,0.298,,,,0.298,0.521,0.198,0.278,0.444,0.087,,,,,,,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14,744924,Strikeout,strikeout,True,682177,592332,Daniel Schneemann,Kevin Gausman,0,b499e836-30b5-4327-8913-42ae68acf711,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,0.048,0.543,0.082,,,-0.1,-1.31,-2.39,,,93.9,,93.5,83.1,,0.32,0.56,0.298,,,,0.298,0.521,0.198,0.278,0.444,0.087,,,,,,,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,744925,Strikeout,strikeout,True,682177,670950,Daniel Schneemann,Trevor Richards,0,23245993-eae0-48dc-88dd-08ea99c12083,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,,,,83.0,96.0,92.0,,,,,,,0.001,0.412,,,0.587,1.05,-3.42,,,0.94,92.1,79.0,91.4,,,,,,0.131,0.293,0.317,0.197,0.303,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,744925,Strikeout,strikeout,True,682177,670102,Daniel Schneemann,Bowden Francis,0,b54958f6-404c-478a-b7b2-7f37e803f528,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,,,,89.0,97.0,97.0,,0.536,0.059,0.284,,0.67,,-7.31,-1.52,,93.3,,,83.8,73.5,0.4,1.1,0.294,,,,0.233,0.442,0.182,,,,0.297,0.486,0.225,,,,,,,,,,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,744925,Groundout,field_out,True,682177,670102,Daniel Schneemann,Bowden Francis,0,31671f25-0f23-416d-9832-36bacf5fddc4,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,,,,89.0,97.0,97.0,,0.536,0.059,0.284,,0.67,,-7.31,-1.52,,93.3,,,83.8,73.5,0.4,1.1,0.294,,,,0.233,0.442,0.182,,,,0.297,0.486,0.225,,,,,,,,,,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,744925,Flyout,field_out,True,682177,663878,Daniel Schneemann,Nate Pearson,1,a3ff6430-4e93-42e0-a5f2-56c7cd1655d3,663878.0,natepearson,Pearson,Right,Nate Pearson,TOR,5.54,4.22,37.1,95.0,128.0,103.0,0.734,12.05,3.62,9.88,1.93,0.86,0.196,0.441,0.137,0.353,0.443,,,,132.0,92.0,102.0,125.0,91.0,94.0,107.0,107.0,112.0,130.0,101.0,112.0,0.012,0.448,0.412,0.127,,-2.31,-30.79,0.95,-0.74,,97.6,,97.4,87.7,80.8,0.212,0.385,0.42,,,,0.342,0.548,0.182,0.667,2.667,0.167,0.158,0.316,0.381,,,,,,,,,,76.0,153.0,162.0,0.002,16.57,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,744926,Flyout,field_out,True,682177,621244,Daniel Schneemann,José Berríos,0,56292e57-f436-4ba5-a847-dc0d4f88643e,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,0.329,0.175,,0.301,0.163,-1.98,0.53,,0.16,1.45,94.0,84.5,93.5,,83.0,,,,0.153,0.376,0.241,0.333,0.648,0.183,0.288,0.378,0.124,,,,80.0,100.0,94.0,0.031,-2.81,91.7,0.375,0.438,0.03,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,744926,Single,single,False,682177,621244,Daniel Schneemann,José Berríos,0,2d70f46e-7251-441d-a2c3-720a4569a760,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,0.329,0.175,,0.301,0.163,-1.98,0.53,,0.16,1.45,94.0,84.5,93.5,,83.0,,,,0.153,0.376,0.241,0.333,0.648,0.183,0.288,0.378,0.124,,,,80.0,100.0,94.0,0.031,-2.81,91.7,0.375,0.438,0.03,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,744926,Home Run,home_run,False,682177,621244,Daniel Schneemann,José Berríos,1,9ce02bbd-037c-4af0-b4d2-78b9351d0ac6,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,0.329,0.175,,0.301,0.163,-1.98,0.53,,0.16,1.45,94.0,84.5,93.5,,83.0,,,,0.153,0.376,0.241,0.333,0.648,0.183,0.288,0.378,0.124,,,,80.0,100.0,94.0,0.031,-2.81,91.7,0.375,0.438,0.03,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,744926,Single,single,False,682177,554340,Daniel Schneemann,Yimi García,0,8271b12a-0415-4b03-a1fd-66917b82dc9e,554340.0,yimigarcia,"García, Y",Right,Yimi García,TOR,2.57,2.32,28.0,105.0,119.0,112.0,0.726,11.89,2.25,4.82,0.96,0.41,0.361,0.311,0.164,0.279,0.407,107.0,84.0,80.0,111.0,104.0,109.0,111.0,115.0,123.0,94.0,97.0,97.0,174.0,107.0,124.0,0.191,0.335,0.175,0.21,0.09,2.91,2.05,2.46,0.28,0.7,96.7,88.7,95.9,86.7,84.2,0.0,0.0,0.0,0.143,0.286,0.529,0.116,0.279,0.356,0.188,0.25,0.2,0.308,0.538,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-18,746627,Forceout,force_out,True,682177,682243,Daniel Schneemann,Bryce Miller,1,b767b47a-1041-43cf-ac10-c9d72e4a15f1,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,0.189,0.439,0.169,,,1.42,1.27,-1.33,,,95.1,,94.6,83.8,,0.333,0.593,0.118,,,,0.197,0.349,0.276,0.245,0.362,0.094,0.0,0.0,0.25,92.0,78.0,84.0,0.015,-3.96,92.3,0.5,0.75,0.1,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,,,,,,,66.0,82.0,91.0,0.014,4.17,85.5,,,,,,,,,,,,,,,,,,
2024-06-18,746627,Single,single,False,682177,682243,Daniel Schneemann,Bryce Miller,0,105063d0-a02d-4791-971e-da078816ab57,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,0.189,0.439,0.169,,,1.42,1.27,-1.33,,,95.1,,94.6,83.8,,0.333,0.593,0.118,,,,0.197,0.349,0.276,0.245,0.362,0.094,0.0,0.0,0.25,92.0,78.0,84.0,0.015,-3.96,92.3,0.5,0.75,0.1,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,,,,,,,66.0,82.0,91.0,0.014,4.17,85.5,,,,,,,,,,,,,,,,,,
2024-06-18,746627,Walk,walk,False,682177,682243,Daniel Schneemann,Bryce Miller,1,457a5948-702a-4eac-bde6-232b2ac1f422,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,0.189,0.439,0.169,,,1.42,1.27,-1.33,,,95.1,,94.6,83.8,,0.333,0.593,0.118,,,,0.197,0.349,0.276,0.245,0.362,0.094,0.0,0.0,0.25,92.0,78.0,84.0,0.015,-3.96,92.3,0.5,0.75,0.1,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,,,,,,,66.0,82.0,91.0,0.014,4.17,85.5,,,,,,,,,,,,,,,,,,
