date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2024-04-10,746323,Single,single,False,676369,681293,Nelson Velázquez,Spencer Arrighetti,0,62618699-742f-45a8-9692-c8cf911a8b19,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,83.0,99.0,97.0,111.0,93.0,100.0,,,,62.0,100.0,100.0,0.414,0.197,0.113,,0.074,-1.89,1.2,0.49,,-4.75,94.0,87.8,85.0,81.2,,0.325,0.553,0.183,0.55,0.75,0.302,0.143,0.229,0.392,0.25,0.382,0.24,0.162,0.294,0.408,113.0,98.0,103.0,,,,,0.202,,0.32,,78.4,,,,,,,,,,,,,,,,,,
2024-04-10,746323,Single,single,False,676369,681293,Nelson Velázquez,Spencer Arrighetti,1,516eeab5-7795-4345-bcaa-b3df5e44a082,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,83.0,99.0,97.0,111.0,93.0,100.0,,,,62.0,100.0,100.0,0.414,0.197,0.113,,0.074,-1.89,1.2,0.49,,-4.75,94.0,87.8,85.0,81.2,,0.325,0.553,0.183,0.55,0.75,0.302,0.143,0.229,0.392,0.25,0.382,0.24,0.162,0.294,0.408,113.0,98.0,103.0,,,,,0.202,,0.32,,78.4,,,,,,,,,,,,,,,,,,
2024-04-10,746323,Strikeout,strikeout,True,676369,656232,Nelson Velázquez,Brandon Bielak,0,943642dd-9637-4ef2-a94b-f8157b330c51,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,- - -,5.09,5.99,23.0,94.0,80.0,90.0,0.878,4.7,3.13,12.13,1.57,0.89,0.195,0.448,0.092,0.287,0.387,107.0,98.0,101.0,75.0,84.0,74.0,68.0,94.0,101.0,,,,,,,0.18,,0.132,,0.316,-0.56,,0.85,,-0.86,92.3,,87.4,83.1,,0.333,0.444,0.069,0.294,0.471,0.2,0.111,0.222,0.313,,,,0.429,0.857,0.118,67.0,86.0,86.0,67.0,98.0,86.0,0.251,0.122,-2.84,-4.11,92.3,80.8,0.355,0.645,0.151,,,,,,,,,,,,,,,
2024-04-10,746323,Grounded Into DP,grounded_into_double_play,True,676369,656786,Nelson Velázquez,Parker Mushinski,1,273e7fef-3fbe-45a0-822d-d0354f41f8e7,656786.0,parkermushinski,Mushinski,Left,Parker Mushinski,HOU,6.55,6.02,11.0,100.0,101.0,97.0,0.849,2.45,4.09,9.0,0.82,1.07,0.171,0.341,0.098,0.268,0.433,,,,75.0,91.0,81.0,117.0,117.0,119.0,,,,102.0,96.0,94.0,0.186,0.412,0.093,,,0.74,-2.55,-2.85,,,92.0,88.0,,80.4,,0.125,0.25,0.3,,,,0.5,0.5,0.333,0.421,0.684,0.109,0.125,0.125,0.267,122.0,107.0,111.0,81.0,98.0,88.0,0.093,0.216,5.71,2.15,91.1,81.3,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-04-11,746322,Single,single,False,676369,686613,Nelson Velázquez,Hunter Brown,1,1f964c7b-0197-4c16-825a-f654d33bf606,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,1.74,-1.93,1.13,95.7,92.3,88.4,89.0,82.4,0.272,0.483,0.287,0.208,0.271,0.327,0.192,0.192,0.25,0.236,0.375,0.185,0.28,0.5,0.281,,,,90.0,100.0,98.0,0.134,,0.46,,95.5,,0.268,0.304,0.172,,,,,,,,,,,,,,,
2024-04-11,746322,Strikeout,strikeout,True,676369,661527,Nelson Velázquez,Seth Martinez,0,add64895-a17f-497a-aaab-2e6dee947380,661527.0,sethmartinez,"Martinez, S",Right,Seth Martinez,HOU,2.42,3.22,44.2,101.0,96.0,97.0,0.796,6.04,3.02,6.65,0.81,1.14,0.244,0.42,0.221,0.305,0.393,47.0,99.0,89.0,73.0,100.0,94.0,135.0,100.0,108.0,,,,,,,0.306,,0.327,,0.155,1.96,,0.1,,-0.57,90.9,,84.9,79.2,,0.213,0.298,0.191,0.259,0.37,0.292,0.191,0.426,0.337,,,,,,,,,,103.0,103.0,93.0,0.212,,2.47,,89.8,,0.179,0.256,0.13,,,,,,,,,,,,,,,
2024-04-11,746322,Groundout,field_out,True,676369,605463,Nelson Velázquez,Tayler Scott,0,f5d15c9d-bb16-4f21-94e6-027c8d897148,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,HOU,1.36,2.99,46.1,99.0,98.0,99.0,0.745,8.35,4.27,4.86,0.39,1.67,0.231,0.41,0.214,0.231,0.372,60.0,103.0,101.0,121.0,98.0,97.0,89.0,97.0,106.0,,,,,,,0.433,,0.262,,0.232,2.65,,0.86,,0.69,92.7,,85.5,84.0,,0.089,0.107,0.287,0.143,0.214,0.329,0.212,0.288,0.276,,,,,,,,,,105.0,93.0,86.0,0.073,,-0.27,,92.6,,0.375,0.375,0.211,,,,,,,,,,,,,,,
2024-04-11,746322,Strikeout,strikeout,True,676369,606160,Nelson Velázquez,Rafael Montero,0,4d9b86f6-e192-4c95-84a8-7818d7dec14e,606160.0,rafaelmontero,Montero,Right,Rafael Montero,HOU,4.84,5.5,35.1,101.0,101.0,97.0,0.826,5.86,4.08,8.41,2.04,1.21,0.255,0.409,0.155,0.345,0.351,90.0,111.0,101.0,105.0,98.0,98.0,122.0,89.0,92.0,,,,,,,0.46,,0.079,,0.235,-0.42,,-9.5,,-0.86,95.4,,91.0,86.2,,0.233,0.605,0.254,0.273,0.409,0.123,0.714,1.714,0.235,,,,,,,,,,95.0,100.0,94.0,0.227,,3.22,,94.8,,0.154,0.179,0.103,,,,,,,,,,,,,,,
2024-04-11,746322,Flyout,field_out,True,676369,666197,Nelson Velázquez,Grae Kessinger,0,89ac1692-7333-4067-9eb4-59671d2fda94,666197.0,graekessinger,Kessinger,Right,Grae Kessinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,745838,Walk,walk,False,676369,622663,Nelson Velázquez,Luis Severino,0,a46ed7c5-8c03-409f-ab4f-813814188f4e,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,142.0,102.0,113.0,,,,93.0,94.0,89.0,0.338,0.075,0.22,,0.085,-0.23,-0.79,0.72,,-1.35,96.0,93.0,85.9,85.8,,0.244,0.409,0.201,0.29,0.484,0.143,0.216,0.27,0.283,0.241,0.345,0.207,,,,,,,88.0,97.0,94.0,0.281,,1.98,,95.5,,0.246,0.361,0.137,,,,,,,,,,,,,,,
2024-04-12,745838,Strikeout,strikeout,True,676369,622663,Nelson Velázquez,Luis Severino,0,cfb9e6fd-7321-48e3-a447-0ffbcc59267f,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,142.0,102.0,113.0,,,,93.0,94.0,89.0,0.338,0.075,0.22,,0.085,-0.23,-0.79,0.72,,-1.35,96.0,93.0,85.9,85.8,,0.244,0.409,0.201,0.29,0.484,0.143,0.216,0.27,0.283,0.241,0.345,0.207,,,,,,,88.0,97.0,94.0,0.281,,1.98,,95.5,,0.246,0.361,0.137,,,,,,,,,,,,,,,
2024-04-12,745838,Groundout,field_out,True,676369,657585,Nelson Velázquez,Reed Garrett,0,04f47dc9-b80f-45dd-81eb-aedf2abeebdd,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.64,3.19,42.0,92.0,118.0,97.0,0.642,13.5,4.71,8.14,1.29,1.14,0.247,0.454,0.237,0.258,0.347,,,,126.0,86.0,90.0,120.0,97.0,105.0,,,,109.0,93.0,89.0,0.162,0.234,0.208,,,-4.83,0.88,1.05,,,96.4,91.3,,84.7,,0.44,0.84,0.269,,,,0.167,0.208,0.333,0.273,0.485,0.353,,,,,,,92.0,88.0,82.0,0.123,,-2.61,,96.2,,0.4,0.733,0.25,122.0,93.0,101.0,0.273,1.93,87.9,0.129,0.145,0.529,,,,,,
2024-04-12,745838,Single,single,False,676369,605347,Nelson Velázquez,Jorge López,0,efce1384-ae32-4f44-9206-e9113abc7481,605347.0,jorgelopez,"López, Jo",Right,Jorge López,- - -,3.09,4.04,35.0,99.0,108.0,100.0,0.826,6.43,3.86,8.23,0.77,1.28,0.288,0.385,0.163,0.317,0.465,106.0,109.0,107.0,74.0,104.0,93.0,137.0,99.0,108.0,116.0,96.0,102.0,,,,0.18,,0.173,0.124,0.121,3.79,,1.14,-2.64,2.89,95.4,,87.2,86.2,82.8,0.167,0.3,0.207,0.1,0.1,0.278,0.158,0.211,0.2,,,,0.267,0.6,0.19,,,,109.0,95.0,96.0,0.403,,-1.1,,95.2,,0.4,0.556,0.12,,,,,,,,,,,,,,,
2024-04-13,745839,Single,single,False,676369,640455,Nelson Velázquez,Sean Manaea,1,129a7a27-4160-4ece-a63a-adb227337d0b,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,83.0,88.0,85.0,0.1,0.119,0.255,,0.128,0.32,0.62,0.11,,-1.41,92.5,88.4,85.6,80.2,,0.227,0.295,0.213,0.316,0.456,0.258,0.143,0.429,0.328,0.242,0.273,0.178,,,,,,,82.0,100.0,97.0,0.397,,1.2,,92.5,,0.229,0.344,0.19,,,,,,,,,,,,,,,
2024-04-13,745839,Strikeout,strikeout,True,676369,640455,Nelson Velázquez,Sean Manaea,0,b8ec030f-ea98-46c8-9428-f2fbebef0b79,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,83.0,88.0,85.0,0.1,0.119,0.255,,0.128,0.32,0.62,0.11,,-1.41,92.5,88.4,85.6,80.2,,0.227,0.295,0.213,0.316,0.456,0.258,0.143,0.429,0.328,0.242,0.273,0.178,,,,,,,82.0,100.0,97.0,0.397,,1.2,,92.5,,0.229,0.344,0.19,,,,,,,,,,,,,,,
2024-04-13,745839,Strikeout,strikeout,True,676369,640455,Nelson Velázquez,Sean Manaea,0,edc72967-b819-413d-b605-91256958bec7,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,83.0,88.0,85.0,0.1,0.119,0.255,,0.128,0.32,0.62,0.11,,-1.41,92.5,88.4,85.6,80.2,,0.227,0.295,0.213,0.316,0.456,0.258,0.143,0.429,0.328,0.242,0.273,0.178,,,,,,,82.0,100.0,97.0,0.397,,1.2,,92.5,,0.229,0.344,0.19,,,,,,,,,,,,,,,
2024-04-13,745839,Single,single,False,676369,642121,Nelson Velázquez,Cole Sulser,0,1fd9ee22-cf09-46d3-9e12-9bfc0bccb313,642121.0,colesulser,Sulser,Right,Cole Sulser,NYM,9.64,2.77,4.2,99.0,100.0,93.0,0.711,13.5,5.79,11.57,1.93,0.5,0.385,0.308,0.154,0.462,0.415,131.0,87.0,85.0,90.0,102.0,91.0,107.0,101.0,105.0,,,,95.0,98.0,99.0,0.553,0.117,0.17,,0.16,-1.33,5.41,2.48,,-17.38,91.9,87.5,85.0,81.7,,0.375,0.5,0.333,0.5,1.333,0.143,0.0,0.0,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745839,Groundout,field_out,True,676369,518617,Nelson Velázquez,Jake Diekman,0,fabd8601-a19e-4dcd-946c-f99922c628c3,518617.0,jakediekman,Diekman,Left,Jake Diekman,NYM,5.53,4.33,27.2,90.0,132.0,95.0,0.752,10.73,7.16,6.18,1.63,1.83,0.294,0.309,0.191,0.265,0.417,84.0,88.0,83.0,144.0,93.0,94.0,120.0,88.0,101.0,,,,,,,0.601,,0.304,,0.093,-0.22,,0.18,,-5.1,94.5,,87.1,82.8,,0.197,0.426,0.265,0.364,0.727,0.286,0.115,0.269,0.354,,,,,,,,,,86.0,-132.0,-134.0,0.002,,-19.0,,93.6,,,,,,,,,,,,,,,,,,,
2024-04-14,745841,Strikeout,strikeout,True,676369,676130,Nelson Velázquez,José Buttó,0,51abb0f1-2ff8-4578-9ac7-374ad95000f7,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,98.0,89.0,94.0,,,,,,,0.318,,0.263,,0.191,1.91,,1.27,,-0.09,93.7,,86.6,84.2,,0.174,0.217,0.281,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,77.0,78.0,74.0,0.228,,2.43,,92.9,,0.111,0.222,0.151,,,,,,,,,,,,,,,
2024-04-14,745841,Flyout,field_out,True,676369,676130,Nelson Velázquez,José Buttó,0,f62f1f63-931d-461b-99e5-0529c76aac20,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,98.0,89.0,94.0,,,,,,,0.318,,0.263,,0.191,1.91,,1.27,,-0.09,93.7,,86.6,84.2,,0.174,0.217,0.281,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,77.0,78.0,74.0,0.228,,2.43,,92.9,,0.111,0.222,0.151,,,,,,,,,,,,,,,
2024-04-14,745841,Strikeout,strikeout,True,676369,493603,Nelson Velázquez,Adam Ottavino,0,3c8784d1-bb44-44de-aaa4-75b3d6dbe670,493603.0,adamottavino,Ottavino,Right,Adam Ottavino,NYM,4.75,2.94,36.0,99.0,103.0,100.0,0.744,12.0,3.25,7.5,1.0,1.0,0.352,0.386,0.216,0.352,0.415,73.0,89.0,90.0,72.0,102.0,98.0,115.0,108.0,113.0,,,,85.0,87.0,90.0,0.055,0.102,0.39,,0.077,1.93,-1.42,-0.09,,-2.3,92.9,87.9,87.2,79.2,,0.0,0.0,0.429,0.364,0.545,0.222,0.3,0.6,0.222,0.286,1.0,0.351,,,,,,,100.0,101.0,99.0,0.377,,0.6,,92.1,,0.217,0.25,0.167,,,,,,,,,,,,,,,
2024-04-15,746813,Flyout,field_out,True,676369,680897,Nelson Velázquez,Nick Nastrini,0,01364d7f-1dd1-4d52-b79b-e8c321d4f390,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,8.39,7.1,24.2,84.0,102.0,86.0,0.728,6.93,9.12,8.76,2.19,0.76,0.208,0.468,0.221,0.299,0.373,90.0,76.0,77.0,102.0,81.0,80.0,107.0,95.0,99.0,,,,,,,0.509,,0.325,,0.118,-1.45,,0.27,,-4.95,93.7,,85.6,84.7,,0.195,0.488,0.205,0.4,0.6,0.304,0.238,0.429,0.397,,,,0.667,0.667,0.167,97.0,77.0,83.0,,,,,0.049,,-5.84,,78.9,,,,,,,,,,,,,,,,,,
2024-04-15,746813,Groundout,field_out,True,676369,680897,Nelson Velázquez,Nick Nastrini,0,92597437-0cde-4626-a248-29fa79d26bcb,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,8.39,7.1,24.2,84.0,102.0,86.0,0.728,6.93,9.12,8.76,2.19,0.76,0.208,0.468,0.221,0.299,0.373,90.0,76.0,77.0,102.0,81.0,80.0,107.0,95.0,99.0,,,,,,,0.509,,0.325,,0.118,-1.45,,0.27,,-4.95,93.7,,85.6,84.7,,0.195,0.488,0.205,0.4,0.6,0.304,0.238,0.429,0.397,,,,0.667,0.667,0.167,97.0,77.0,83.0,,,,,0.049,,-5.84,,78.9,,,,,,,,,,,,,,,,,,
2024-04-15,746813,Groundout,field_out,True,676369,608678,Nelson Velázquez,Dominic Leone,0,64c59a90-7866-4cd3-9d07-35ffa98686bf,608678.0,dominicleone,Leone,Right,Dominic Leone,CHW,7.04,5.61,15.1,95.0,106.0,94.0,0.603,8.8,6.46,8.8,2.35,1.43,0.295,0.455,0.205,0.273,0.324,121.0,95.0,94.0,100.0,102.0,99.0,120.0,77.0,85.0,,,,88.0,94.0,92.0,0.253,0.171,0.246,,0.281,-0.93,-3.23,-0.96,,-0.4,94.7,90.6,90.6,84.7,,0.267,0.533,0.351,0.222,0.278,0.486,0.0,0.0,0.714,0.25,1.0,0.45,,,,,,,89.0,111.0,103.0,0.05,,-7.19,,94.1,,0.333,0.833,0.0,,,,,,,,,,,,,,,
2024-04-15,746813,Walk,walk,False,676369,621051,Nelson Velázquez,Steven Wilson,1,3f6517bf-561f-4172-9067-4d7614fef8df,621051.0,stevenwilson,"Wilson, S",Right,Steven Wilson,CHW,3.46,4.42,26.0,93.0,114.0,98.0,0.79,9.0,5.88,6.23,1.38,0.51,0.282,0.493,0.31,0.268,0.415,108.0,83.0,95.0,104.0,91.0,92.0,126.0,96.0,103.0,,,,43.0,69.0,67.0,0.411,0.013,0.472,,0.104,-0.48,-1.41,-0.09,,-0.37,93.4,86.6,81.5,82.7,,0.205,0.385,0.147,0.143,0.143,0.267,0.196,0.413,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,746807,Double,double,False,676369,686563,Nelson Velázquez,Jonathan Cannon,0,dad9e178-0d6a-4d74-b955-977c154c7e24,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,121.0,98.0,106.0,,,,83.0,104.0,96.0,0.084,0.192,0.237,,0.142,-3.2,-0.13,0.89,,-4.35,94.7,89.9,85.8,82.0,,0.444,0.778,0.281,0.325,0.625,0.284,0.2,0.225,0.274,0.244,0.463,0.221,,,,,,,86.0,102.0,94.0,0.345,,0.63,,93.2,,0.26,0.425,0.143,,,,,,,,,,,,,,,
2024-04-17,746807,Pop Out,field_out,True,676369,686563,Nelson Velázquez,Jonathan Cannon,0,4bffbb0b-b329-4817-b27e-f1d378443386,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,121.0,98.0,106.0,,,,83.0,104.0,96.0,0.084,0.192,0.237,,0.142,-3.2,-0.13,0.89,,-4.35,94.7,89.9,85.8,82.0,,0.444,0.778,0.281,0.325,0.625,0.284,0.2,0.225,0.274,0.244,0.463,0.221,,,,,,,86.0,102.0,94.0,0.345,,0.63,,93.2,,0.26,0.425,0.143,,,,,,,,,,,,,,,
2024-04-17,746807,Flyout,field_out,True,676369,673929,Nelson Velázquez,Jordan Leasure,0,6f3c7cd5-71d2-4a9b-befe-61bfd0c8acf7,673929.0,jordanleasure,Leasure,Right,Jordan Leasure,CHW,6.32,4.86,31.1,96.0,113.0,98.0,0.76,7.47,5.17,9.19,1.72,0.77,0.309,0.402,0.216,0.33,0.441,,,,120.0,93.0,94.0,109.0,100.0,104.0,,,,,,,0.598,,0.288,,,0.95,,-5.4,,,96.1,,,88.2,,0.169,0.308,0.257,,,,0.419,0.744,0.28,,,,0.25,0.583,0.273,96.0,98.0,100.0,,,,,0.114,,-1.88,,78.6,,,,,,,,,,,,,,,,,,
2024-04-17,746807,Groundout,field_out,True,676369,608678,Nelson Velázquez,Dominic Leone,0,1f537c70-4331-438a-9f5c-bed644e22e90,608678.0,dominicleone,Leone,Right,Dominic Leone,CHW,7.04,5.61,15.1,95.0,106.0,94.0,0.603,8.8,6.46,8.8,2.35,1.43,0.295,0.455,0.205,0.273,0.324,121.0,95.0,94.0,100.0,102.0,99.0,120.0,77.0,85.0,,,,88.0,94.0,92.0,0.253,0.171,0.246,,0.281,-0.93,-3.23,-0.96,,-0.4,94.7,90.6,90.6,84.7,,0.267,0.533,0.351,0.222,0.278,0.486,0.0,0.0,0.714,0.25,1.0,0.45,,,,,,,89.0,111.0,103.0,0.05,,-7.19,,94.1,,0.333,0.833,0.0,,,,,,,,,,,,,,,
2024-04-19,746325,Strikeout,strikeout,True,676369,665152,Nelson Velázquez,Dean Kremer,0,fd8c01d0-95be-4b25-8884-a88166757c07,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,,,,,,,99.0,104.0,100.0,0.339,0.273,,,,-0.75,0.88,,,,93.4,86.9,,,,0.247,0.644,0.242,,,,,,,0.23,0.338,0.245,0.211,0.263,0.243,83.0,101.0,98.0,81.0,103.0,97.0,0.123,0.112,0.94,-0.21,92.0,77.4,0.211,0.342,0.061,73.0,92.0,91.0,0.153,0.0,83.9,0.114,0.229,0.364,,,,,,
2024-04-19,746325,Pop Out,field_out,True,676369,665152,Nelson Velázquez,Dean Kremer,0,371357ba-3e1e-4e96-a912-2b1ba3d07e5d,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,,,,,,,99.0,104.0,100.0,0.339,0.273,,,,-0.75,0.88,,,,93.4,86.9,,,,0.247,0.644,0.242,,,,,,,0.23,0.338,0.245,0.211,0.263,0.243,83.0,101.0,98.0,81.0,103.0,97.0,0.123,0.112,0.94,-0.21,92.0,77.4,0.211,0.342,0.061,73.0,92.0,91.0,0.153,0.0,83.9,0.114,0.229,0.364,,,,,,
2024-04-19,746325,Walk,walk,False,676369,669211,Nelson Velázquez,Keegan Akin,1,db4f9bcb-2065-4c3b-921e-d597d159512a,669211.0,keeganakin,Akin,Left,Keegan Akin,BAL,3.55,2.72,50.2,102.0,111.0,105.0,0.703,10.84,2.84,6.39,1.07,0.75,0.278,0.397,0.183,0.294,0.461,106.0,98.0,99.0,110.0,101.0,104.0,115.0,105.0,110.0,,,,,,,0.572,,0.331,,0.097,0.72,,0.67,,1.7,93.8,,85.1,85.2,,0.216,0.414,0.308,0.174,0.174,0.314,0.163,0.306,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,746325,Single,single,False,676369,622253,Nelson Velázquez,Dillon Tate,0,db0b83f5-ab80-4446-a273-7994f0e8a388,622253.0,dillontate,Tate,Right,Dillon Tate,BAL,4.59,3.91,33.1,97.0,101.0,98.0,0.826,6.21,2.43,10.26,0.54,1.84,0.205,0.473,0.179,0.125,0.453,87.0,95.0,99.0,,,,129.0,94.0,102.0,,,,,,,0.002,,0.319,,0.119,-3.42,,0.18,,-2.74,94.0,,83.9,79.4,,,,,0.278,0.389,0.278,0.194,0.226,0.387,,,,,,,,,,88.0,99.0,95.0,0.56,,0.02,,92.6,,0.318,0.435,0.062,,,,,,,,,,,,,,,
2024-04-20,746324,Groundout,field_out,True,676369,669203,Nelson Velázquez,Corbin Burnes,0,d4becf87-8959-4763-b6dc-e4310c5e2571,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,130.0,105.0,120.0,,,,121.0,105.0,107.0,,0.442,0.161,,0.104,,0.96,1.15,,1.34,,95.4,89.0,87.3,,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.243,0.391,0.193,0.176,0.282,0.398,107.0,103.0,108.0,96.0,97.0,90.0,0.075,0.217,-0.82,1.1,96.7,80.4,0.294,0.441,0.132,,,,,,,,,,,,,,,
2024-04-20,746324,Strikeout,strikeout,True,676369,669203,Nelson Velázquez,Corbin Burnes,0,861a4fab-5c09-480a-baa1-da7a4729b37e,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,130.0,105.0,120.0,,,,121.0,105.0,107.0,,0.442,0.161,,0.104,,0.96,1.15,,1.34,,95.4,89.0,87.3,,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.243,0.391,0.193,0.176,0.282,0.398,107.0,103.0,108.0,96.0,97.0,90.0,0.075,0.217,-0.82,1.1,96.7,80.4,0.294,0.441,0.132,,,,,,,,,,,,,,,
2024-04-20,746324,Walk,walk,False,676369,543056,Nelson Velázquez,Danny Coulombe,0,d7d27f17-712f-49f4-9105-62ce1634a63f,543056.0,dannycoulombe,Coulombe,Left,Danny Coulombe,BAL,2.42,2.42,26.0,103.0,83.0,102.0,0.771,9.69,1.04,4.5,1.04,1.08,0.164,0.475,0.197,0.361,0.433,,,,74.0,94.0,90.0,105.0,97.0,99.0,109.0,119.0,154.0,80.0,104.0,94.0,0.14,0.321,0.293,0.127,,2.6,1.95,2.27,0.95,,91.3,85.9,,81.9,79.5,0.091,0.091,0.1,,,,0.15,0.2,0.375,0.233,0.5,0.262,0.118,0.294,0.241,,,,22.0,107.0,90.0,0.12,,4.84,,90.8,,0.0,0.0,0.095,,,,,,,,,,,,,,,
