date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-09-08,746017,Strikeout,strikeout,True,605244,665795,Aramis Garcia,Edward Cabrera,0,b7f0fc99-6ffe-44a6-a69b-b9237803aa31,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,107.0,101.0,105.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.211,0.339,-1.86,0.04,1.45,-0.16,0.32,96.3,92.9,96.6,89.2,84.7,0.204,0.327,0.329,0.317,0.537,0.148,0.214,0.482,0.407,0.258,0.387,0.123,0.143,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,746017,Grounded Into DP,grounded_into_double_play,True,605244,665795,Aramis Garcia,Edward Cabrera,1,7f20c60d-1261-4625-b4bd-fb757cd0db30,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,107.0,101.0,105.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.211,0.339,-1.86,0.04,1.45,-0.16,0.32,96.3,92.9,96.6,89.2,84.7,0.204,0.327,0.329,0.317,0.537,0.148,0.214,0.482,0.407,0.258,0.387,0.123,0.143,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,746017,Strikeout,strikeout,True,605244,669199,Aramis Garcia,Lake Bachar,0,a770b48b-d734-43ad-a590-23840389a3f4,669199.0,lakebachar,Bachar,Right,Lake Bachar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-11,745525,Forceout,force_out,True,605244,669358,Aramis Garcia,Shane Baz,1,e1421d21-fe0e-4b97-b822-fe272db094ff,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.28,3.74,60.1,98.0,113.0,101.0,0.791,7.46,3.58,7.16,1.04,0.93,0.277,0.399,0.139,0.353,0.443,86.0,98.0,96.0,117.0,103.0,107.0,118.0,98.0,99.0,,,,110.0,97.0,101.0,,0.472,0.249,0.182,0.098,0.28,,-0.19,1.6,3.06,95.6,88.3,,87.4,83.8,0.105,0.105,0.268,0.276,0.398,0.216,0.185,0.241,0.278,,,,0.18,0.44,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-11,745525,Flyout,field_out,True,605244,669358,Aramis Garcia,Shane Baz,0,ed203a5d-9435-400a-a74c-98da088dc7ea,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.28,3.74,60.1,98.0,113.0,101.0,0.791,7.46,3.58,7.16,1.04,0.93,0.277,0.399,0.139,0.353,0.443,86.0,98.0,96.0,117.0,103.0,107.0,118.0,98.0,99.0,,,,110.0,97.0,101.0,,0.472,0.249,0.182,0.098,0.28,,-0.19,1.6,3.06,95.6,88.3,,87.4,83.8,0.105,0.105,0.268,0.276,0.398,0.216,0.185,0.241,0.278,,,,0.18,0.44,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-11,745525,Groundout,field_out,True,605244,656876,Aramis Garcia,Drew Rasmussen,0,5e70ab4a-09a9-4bde-a018-f44dbc4736f3,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.53,2.16,21.1,105.0,127.0,109.0,0.688,10.13,2.11,7.17,0.0,1.56,0.375,0.357,0.143,0.25,0.439,,,,,,,134.0,109.0,117.0,125.0,103.0,106.0,134.0,115.0,130.0,0.311,0.351,0.067,,,2.35,-1.17,6.41,,,97.5,,96.2,85.5,,,,,0.174,0.217,0.345,,,,0.321,0.393,0.205,,,,120.0,100.0,95.0,0.271,2.02,89.7,0.188,0.188,0.396,,,,0.083,0.083,0.467,,,,,,,,,,,,,,,,,,
2024-09-13,745529,Strikeout,strikeout,False,605244,622065,Aramis Garcia,Alex Young,1,b88eba3c-6be6-40aa-ab5d-436bb6f42965,622065.0,alexyoung,"Young, Al",Left,Alex Young,- - -,3.0,3.9,12.0,100.0,93.0,102.0,0.692,8.25,5.25,8.25,0.75,1.5,0.057,0.514,0.171,0.257,0.388,104.0,102.0,111.0,127.0,101.0,108.0,79.0,114.0,107.0,68.0,98.0,90.0,,,,0.372,0.02,,0.148,0.459,-8.02,1.06,,-2.34,1.02,88.2,84.9,90.1,,81.1,0.217,0.261,0.49,0.333,0.667,0.0,0.4,0.6,0.3,0.2,0.4,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
