date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC
2024-04-21,746894,Strikeout,strikeout,True,672744,665795,Alexander Canario,Edward Cabrera,0,8b41f961-cadf-4c36-80fe-e4cfb605b933,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,122.0,107.0,112.0,0.041,0.244,0.122,0.241,0.353,-4.35,-0.84,0.24,-0.94,-0.21,96.0,92.5,96.3,88.5,84.3,0.406,0.75,0.154,0.219,0.5,0.375,0.333,0.333,0.0,0.22,0.415,0.37,0.211,0.368,0.368,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746894,Single,single,False,672744,665795,Alexander Canario,Edward Cabrera,1,5992c637-d8d3-43a7-8e2b-3811ec28d8d6,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,122.0,107.0,112.0,0.041,0.244,0.122,0.241,0.353,-4.35,-0.84,0.24,-0.94,-0.21,96.0,92.5,96.3,88.5,84.3,0.406,0.75,0.154,0.219,0.5,0.375,0.333,0.333,0.0,0.22,0.415,0.37,0.211,0.368,0.368,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746894,Strikeout,strikeout,True,672744,663773,Alexander Canario,Bryan Hoeing,0,32360d49-54ea-48aa-8644-c03f7367be42,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,,,,,,,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,0.523,0.068,0.291,,,3.27,-1.04,0.09,,,94.3,,93.8,83.0,,0.1,0.2,0.2,,,,0.339,0.475,0.107,,,,0.19,0.238,0.333,114.0,98.0,108.0,0.117,,2.04,,87.0,,0.1,0.2,0.333,,,,,,,,,,,,
2024-04-21,746894,Groundout,field_out,True,672744,676534,Alexander Canario,Calvin Faucher,0,72ac386e-73bb-477d-8a97-ad9b1d9b44c2,676534.0,calvinfaucher,Faucher,Right,Calvin Faucher,MIA,3.38,3.96,34.2,97.0,148.0,99.0,0.763,9.35,4.67,8.57,0.0,1.5,0.255,0.296,0.102,0.286,0.395,,,,119.0,104.0,104.0,,,,108.0,88.0,86.0,121.0,79.0,89.0,0.318,,0.054,0.254,,,-0.8,3.71,-2.44,,,,95.9,88.2,85.5,,,,0.371,0.457,0.241,0.185,0.333,0.3,,,,0.0,0.0,0.421,,,,,,,,,,,,,195.0,100.0,106.0,0.375,2.23,91.4,0.25,0.35,0.236,,,
2024-04-23,746888,Strikeout,strikeout,True,672744,661527,Alexander Canario,Seth Martinez,0,354b36eb-a065-4bc8-9315-e6a430fdec43,661527.0,sethmartinez,"Martinez, S",Right,Seth Martinez,HOU,2.42,3.22,44.2,101.0,96.0,97.0,0.796,6.04,3.02,6.65,0.81,1.14,0.244,0.42,0.221,0.305,0.393,47.0,99.0,89.0,,,,73.0,100.0,94.0,103.0,103.0,93.0,135.0,100.0,108.0,0.212,0.306,0.327,,0.155,1.96,2.47,0.1,,-0.57,90.9,84.9,89.8,79.2,,0.213,0.298,0.191,,,,0.179,0.256,0.13,0.259,0.37,0.292,0.191,0.426,0.337,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,746889,Single,single,False,672744,681293,Alexander Canario,Spencer Arrighetti,0,4499d347-6576-4eef-b935-8fc5ccee18dd,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,,0.414,0.113,0.202,0.074,-1.89,,0.49,0.32,-4.75,94.0,85.0,,81.2,78.4,0.325,0.553,0.183,0.162,0.294,0.408,,,,0.55,0.75,0.302,0.143,0.229,0.392,,,,,,,,,,,,,62.0,100.0,100.0,0.197,1.2,87.8,0.25,0.382,0.24,,,
2024-04-24,746889,Strikeout,strikeout,True,672744,681293,Alexander Canario,Spencer Arrighetti,0,d6658811-d2a7-4d46-b75b-1084e4c43ab8,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,,0.414,0.113,0.202,0.074,-1.89,,0.49,0.32,-4.75,94.0,85.0,,81.2,78.4,0.325,0.553,0.183,0.162,0.294,0.408,,,,0.55,0.75,0.302,0.143,0.229,0.392,,,,,,,,,,,,,62.0,100.0,100.0,0.197,1.2,87.8,0.25,0.382,0.24,,,
2024-04-24,746889,Groundout,field_out,True,672744,681869,Alexander Canario,Shawn Dubin,0,2d7e950b-79ba-4e7b-b949-f39aa34f2ac6,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.23,4.3,31.0,92.0,117.0,94.0,0.777,9.29,4.65,10.16,0.58,1.43,0.228,0.38,0.152,0.38,0.418,126.0,99.0,104.0,115.0,91.0,96.0,104.0,90.0,90.0,,,,152.0,87.0,99.0,,0.431,0.111,0.155,0.146,0.78,,-0.42,-0.63,-3.28,94.8,88.2,,83.0,81.2,0.208,0.25,0.191,0.292,0.333,0.333,,,,0.368,0.789,0.316,0.231,0.308,0.36,,,,,,,,,,,,,121.0,91.0,87.0,0.157,-2.44,88.7,0.471,0.647,0.209,,,
2024-04-25,746887,Strikeout,strikeout,True,672744,434378,Alexander Canario,Justin Verlander,0,0d61e8f8-1f48-464d-ae17-b72a5c980aba,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,112.0,104.0,100.0,122.0,100.0,104.0,,,,130.0,108.0,114.0,,0.495,0.19,0.225,0.09,0.16,,-0.8,-0.77,1.19,93.5,84.2,,86.5,77.7,0.243,0.47,0.211,0.294,0.412,0.206,,,,0.15,0.15,0.302,0.239,0.457,0.214,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746887,Pop Out,field_out,True,672744,434378,Alexander Canario,Justin Verlander,0,516d1d08-c02e-441f-9bc5-c5514f9ad0a7,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,112.0,104.0,100.0,122.0,100.0,104.0,,,,130.0,108.0,114.0,,0.495,0.19,0.225,0.09,0.16,,-0.8,-0.77,1.19,93.5,84.2,,86.5,77.7,0.243,0.47,0.211,0.294,0.412,0.206,,,,0.15,0.15,0.302,0.239,0.457,0.214,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746887,Strikeout,strikeout,True,672744,650556,Alexander Canario,Bryan Abreu,0,cf87d899-40c9-4d97-9927-ea7c3b0f4129,650556.0,bryanabreu,"Abreu, B",Right,Bryan Abreu,HOU,3.04,3.54,47.1,96.0,125.0,101.0,0.708,12.93,4.75,7.42,1.14,1.1,0.321,0.358,0.132,0.33,0.411,101.0,76.0,78.0,,,,125.0,95.0,97.0,,,,124.0,98.0,106.0,,0.48,0.513,,0.007,-0.78,,1.09,,-4.48,96.6,89.9,,86.0,,0.271,0.482,0.244,,,,,,,,,,0.18,0.236,0.402,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746887,Hit By Pitch,hit_by_pitch,False,672744,661527,Alexander Canario,Seth Martinez,0,e64aa63f-055f-4ddc-938a-dd30a8dd16bd,661527.0,sethmartinez,"Martinez, S",Right,Seth Martinez,HOU,2.42,3.22,44.2,101.0,96.0,97.0,0.796,6.04,3.02,6.65,0.81,1.14,0.244,0.42,0.221,0.305,0.393,47.0,99.0,89.0,,,,73.0,100.0,94.0,103.0,103.0,93.0,135.0,100.0,108.0,0.212,0.306,0.327,,0.155,1.96,2.47,0.1,,-0.57,90.9,84.9,89.8,79.2,,0.213,0.298,0.191,,,,0.179,0.256,0.13,0.259,0.37,0.292,0.191,0.426,0.337,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,746971,Walk,walk,False,672744,622569,Alexander Canario,Pablo Reyes,1,69130444-cf49-407b-b437-ae72ce3d164e,622569.0,pabloreyes,"Reyes, P",Right,Pablo Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,745831,Strikeout,strikeout,True,672744,640455,Alexander Canario,Sean Manaea,0,97e5d71b-9665-4079-bcd0-a0f8c31a31f2,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,,,,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,0.397,0.1,0.255,,0.128,0.32,1.2,0.11,,-1.41,92.5,85.6,92.5,80.2,,0.227,0.295,0.213,,,,0.229,0.344,0.19,0.316,0.456,0.258,0.143,0.429,0.328,,,,,,,,,,,,,83.0,88.0,85.0,0.119,0.62,88.4,0.242,0.273,0.178,,,
2024-04-30,745831,Single,single,False,672744,640455,Alexander Canario,Sean Manaea,0,a5241029-a6b0-4858-987b-8b7e600c242c,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,,,,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,0.397,0.1,0.255,,0.128,0.32,1.2,0.11,,-1.41,92.5,85.6,92.5,80.2,,0.227,0.295,0.213,,,,0.229,0.344,0.19,0.316,0.456,0.258,0.143,0.429,0.328,,,,,,,,,,,,,83.0,88.0,85.0,0.119,0.62,88.4,0.242,0.273,0.178,,,
2024-07-11,747011,Flyout,field_out,True,672744,608344,Alexander Canario,Cole Irvin,0,39296473-e36a-4278-9720-89c0de0e42be,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,0.145,0.326,0.046,0.247,0.135,-1.6,0.1,-5.55,0.21,1.08,91.9,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.308,0.538,0.15,,,,,,,,,,,,,83.0,102.0,91.0,0.101,-0.22,86.0,0.326,0.512,0.187,,,
2024-07-13,745152,Lineout,field_out,True,672744,458681,Alexander Canario,Lance Lynn,0,4dd66f08-4a07-4a37-acb5-8a771616bec5,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,,,,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,0.163,0.468,0.081,,0.05,0.69,-1.19,-2.24,,-3.31,92.4,85.0,91.2,80.7,,0.206,0.394,0.312,,,,0.292,0.523,0.106,0.375,0.375,0.2,0.25,0.25,0.0,,,,,,,,,,,,,90.0,99.0,93.0,0.238,-1.16,88.2,0.311,0.433,0.27,,,
2024-07-13,745152,Single,single,False,672744,681517,Alexander Canario,Kyle Leahy,0,fd624f29-217a-4937-8e6f-e5e3052e372a,681517.0,kyleleahy,Leahy,Right,Kyle Leahy,STL,4.15,4.64,30.1,103.0,108.0,104.0,0.769,5.93,2.08,7.71,0.59,0.95,0.232,0.326,0.116,0.421,0.434,92.0,101.0,104.0,120.0,101.0,101.0,101.0,100.0,96.0,,,,124.0,107.0,115.0,,0.441,0.399,0.065,0.095,0.81,,1.27,2.96,0.99,95.4,89.8,,88.2,81.1,0.279,0.419,0.196,0.0,0.0,0.0,,,,0.222,0.222,0.261,0.167,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,
