date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-04-13,745839,Flyout,field_out,True,621563,623433,Joey Wendle,Nick Anderson,0,863d284d-679d-44b1-af72-4d4838a5dbd4,623433.0,nickanderson,"Anderson, N",Right,Nick Anderson,KCR,4.04,5.06,35.2,100.0,88.0,97.0,0.78,7.32,3.79,8.83,1.51,0.98,0.324,0.361,0.102,0.324,0.478,79.0,80.0,86.0,61.0,96.0,87.0,70.0,102.0,95.0,,,,,,,0.269,0.223,,,0.052,-4.03,,0.61,,-0.82,94.7,,87.9,94.8,,0.245,0.429,0.191,,,,,,,0.4,0.8,0.19,,,,113.0,102.0,105.0,0.455,0.15,81.7,0.204,0.352,0.286,,,,,,,,,,,,,,,,,,
2024-04-13,745839,Single,single,False,621563,663704,Joey Wendle,James McArthur,0,bd7531a8-1f2c-463a-a2e5-24a246c3e34e,663704.0,jamesmcarthur,McArthur,Right,James McArthur,KCR,3.99,3.96,38.1,100.0,110.0,104.0,0.735,7.04,1.64,10.1,1.17,2.13,0.174,0.421,0.132,0.314,0.442,,,,80.0,95.0,89.0,98.0,97.0,97.0,100.0,91.0,99.0,,,,0.378,0.059,,0.225,,4.71,,0.76,-0.64,,94.9,,,95.1,87.7,0.299,0.448,0.146,0.304,0.522,0.431,,,,0.0,0.0,0.176,,,,138.0,108.0,119.0,0.338,-1.94,83.5,0.308,0.462,0.333,,,,,,,,,,,,,,,,,,
2024-04-16,745837,Double,double,False,621563,682847,Joey Wendle,Luis L. Ortiz,1,f7668a7c-7755-4ae8-9b77-0d729d8241ae,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.353,0.134,0.21,0.346,0.293,,,,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,746160,Strikeout,strikeout,True,621563,808967,Joey Wendle,Yoshinobu Yamamoto,0,e7759db3-381f-4886-8c9d-7c0ddb7b36b8,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,0.033,0.407,0.053,0.033,,1.22,2.17,-0.61,0.93,,95.5,91.3,,94.9,86.5,0.3,0.5,0.143,0.133,0.133,0.333,,,,0.248,0.396,0.194,0.231,0.308,0.242,106.0,105.0,113.0,0.226,0.52,77.9,0.23,0.41,0.319,,,,,,,122.0,111.0,119.0,0.248,-0.01,90.1,0.188,0.3,0.348,,,
2024-04-19,746160,Single,single,False,621563,808967,Joey Wendle,Yoshinobu Yamamoto,1,c86713a6-e1f6-48f8-80b7-0cc138d94061,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,0.033,0.407,0.053,0.033,,1.22,2.17,-0.61,0.93,,95.5,91.3,,94.9,86.5,0.3,0.5,0.143,0.133,0.133,0.333,,,,0.248,0.396,0.194,0.231,0.308,0.242,106.0,105.0,113.0,0.226,0.52,77.9,0.23,0.41,0.319,,,,,,,122.0,111.0,119.0,0.248,-0.01,90.1,0.188,0.3,0.348,,,
2024-04-19,746160,Strikeout,strikeout,True,621563,808967,Joey Wendle,Yoshinobu Yamamoto,1,ecd03f29-f7b5-4b76-9ff7-67db750e0783,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,0.033,0.407,0.053,0.033,,1.22,2.17,-0.61,0.93,,95.5,91.3,,94.9,86.5,0.3,0.5,0.143,0.133,0.133,0.333,,,,0.248,0.396,0.194,0.231,0.308,0.242,106.0,105.0,113.0,0.226,0.52,77.9,0.23,0.41,0.319,,,,,,,122.0,111.0,119.0,0.248,-0.01,90.1,0.188,0.3,0.348,,,
2024-04-19,746160,Strikeout,strikeout,True,621563,523260,Joey Wendle,Joe Kelly,0,99e666d7-32b8-4cc8-a7f6-e10d666cce9e,523260.0,joekelly,"Kelly, J",Right,Joe Kelly,LAD,4.73,3.77,13.1,94.0,102.0,99.0,0.798,9.45,3.38,8.78,0.0,2.71,0.222,0.361,0.222,0.194,0.469,91.0,79.0,64.0,94.0,105.0,99.0,77.0,83.0,76.0,135.0,115.0,144.0,,,,0.317,0.246,,0.268,0.027,-0.69,,0.36,1.81,-9.26,98.6,,89.2,98.0,90.4,0.214,0.214,0.097,0.211,0.263,0.25,,,,0.364,0.455,0.241,,,,,,,,,,0.333,0.333,0.417,115.0,76.0,89.0,0.143,-3.02,88.1,,,,,,,,,,,,
2024-04-20,746156,Single,single,False,621563,694813,Joey Wendle,Gavin Stone,0,bbebc5e9-9ff3-447d-958e-e2592c3f2e86,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.262,0.31,2.5,-0.5,1.06,0.85,94.7,92.3,87.2,95.2,88.9,0.333,0.495,0.146,0.247,0.315,0.346,0.184,0.34,0.338,0.247,0.36,0.148,0.286,0.286,0.173,95.0,100.0,100.0,0.033,3.38,83.3,0.111,0.111,0.188,,,,,,,,,,,,,,,,,,
2024-04-20,746156,Single,single,False,621563,694813,Joey Wendle,Gavin Stone,0,420b0478-0505-4dad-8b31-8f352188c06f,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.262,0.31,2.5,-0.5,1.06,0.85,94.7,92.3,87.2,95.2,88.9,0.333,0.495,0.146,0.247,0.315,0.346,0.184,0.34,0.338,0.247,0.36,0.148,0.286,0.286,0.173,95.0,100.0,100.0,0.033,3.38,83.3,0.111,0.111,0.188,,,,,,,,,,,,,,,,,,
2024-04-21,746154,Groundout,field_out,True,621563,607192,Joey Wendle,Tyler Glasnow,0,96282184-a4ca-42b8-91f9-b5c637d5a3f6,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,,,,0.076,0.476,,0.266,,1.01,,2.5,0.56,,96.3,,,96.5,90.1,0.129,0.161,0.188,0.215,0.364,0.412,,,,0.208,0.404,0.209,,,,139.0,99.0,112.0,0.182,2.05,83.8,0.104,0.195,0.462,,,,,,,,,,,,,,,,,,
2024-04-21,746154,Groundout,field_out,True,621563,598286,Joey Wendle,Nick Ramirez,0,eb073dc7-654f-4511-ae53-97c8dee69bbb,598286.0,nickramirez,"Ramirez, N",Left,Nick Ramirez,LAD,6.35,7.6,11.1,92.0,80.0,94.0,0.817,3.18,5.56,11.12,0.0,1.83,0.195,0.512,0.098,0.439,0.408,92.0,102.0,108.0,69.0,71.0,73.0,80.0,90.0,86.0,66.0,88.0,95.0,,,,0.471,0.013,,0.248,0.268,-3.7,,1.14,3.1,-8.53,88.3,,78.4,87.5,79.1,0.261,0.304,0.094,0.1,0.1,0.222,0.583,0.833,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,745348,Groundout,field_out,True,621563,657277,Joey Wendle,Logan Webb,0,b7c5d6b8-445f-42d1-bb60-d107eb99b567,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.276,0.346,0.15,0.247,0.323,0.227,0.283,0.405,0.197,0.1,0.15,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,745348,Strikeout,strikeout,True,621563,657277,Joey Wendle,Logan Webb,0,6632f79a-bc81-409d-9645-992f03957bf9,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.276,0.346,0.15,0.247,0.323,0.227,0.283,0.405,0.197,0.1,0.15,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,745348,Groundout,field_out,True,621563,657277,Joey Wendle,Logan Webb,0,bc385470-12ab-4bb1-aad8-7a1fa8330ad7,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.276,0.346,0.15,0.247,0.323,0.227,0.283,0.405,0.197,0.1,0.15,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,745348,Strikeout,strikeout,True,621563,666808,Joey Wendle,Camilo Doval,0,050f0025-f265-48e0-afd9-e20b7e69db53,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.38,3.67,37.0,96.0,113.0,98.0,0.655,11.92,5.84,8.76,0.73,2.15,0.204,0.48,0.204,0.306,0.393,,,,,,,71.0,91.0,80.0,140.0,94.0,106.0,94.0,102.0,95.0,0.14,,0.373,0.487,,,-0.42,-1.95,0.2,,,99.6,,98.0,88.7,0.333,0.476,0.175,0.216,0.311,0.468,,,,,,,0.26,0.5,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745829,Flyout,field_out,True,621563,684007,Joey Wendle,Shota Imanaga,0,27062ecb-af04-4930-a9f4-8cee00727aae,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,95.0,104.0,106.0,90.0,120.0,107.0,110.0,108.0,109.0,51.0,108.0,96.0,0.002,0.547,0.009,0.067,0.001,1.17,-8.77,-1.44,-1.0,-3.42,91.8,89.8,87.6,89.4,81.9,,,,0.333,0.375,0.321,,,,0.213,0.376,0.191,0.5,1.25,0.125,71.0,97.0,98.0,0.044,-0.86,72.9,0.429,0.429,0.0,,,,,,,80.0,102.0,96.0,0.33,0.11,83.1,0.252,0.357,0.406,,,
2024-05-01,745829,Strikeout,strikeout,True,621563,684007,Joey Wendle,Shota Imanaga,0,0fe460eb-3bd1-4d2a-a791-9fc3e726425a,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,95.0,104.0,106.0,90.0,120.0,107.0,110.0,108.0,109.0,51.0,108.0,96.0,0.002,0.547,0.009,0.067,0.001,1.17,-8.77,-1.44,-1.0,-3.42,91.8,89.8,87.6,89.4,81.9,,,,0.333,0.375,0.321,,,,0.213,0.376,0.191,0.5,1.25,0.125,71.0,97.0,98.0,0.044,-0.86,72.9,0.429,0.429,0.0,,,,,,,80.0,102.0,96.0,0.33,0.11,83.1,0.252,0.357,0.406,,,
2024-05-01,745829,Groundout,field_out,True,621563,593576,Joey Wendle,Héctor Neris,0,637618c9-151c-4458-92c7-b6d36bc494c4,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,85.0,100.0,94.0,90.0,92.0,85.0,88.0,85.0,86.0,,,,0.098,0.469,,0.026,,-0.32,,-2.0,1.63,,92.9,,,92.9,85.4,0.364,0.727,0.04,,,,,,,0.264,0.491,0.146,,,,,,,,,,,,,,,,,,,91.0,95.0,105.0,0.407,-0.06,83.0,0.185,0.241,0.364,,,
2024-05-02,745830,Groundout,field_out,True,621563,676962,Joey Wendle,Ben Brown,0,769c2ffb-9fbb-4a67-a327-7e04a21b1749,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,98.0,98.0,96.0,,,,,,,,,,,0.627,,,0.016,0.78,,,,-3.6,96.4,,90.6,,,,,,,,,0.5,0.5,0.25,0.25,0.352,0.185,,,,,,,,,,0.141,0.294,0.51,130.0,92.0,108.0,0.357,1.4,86.5,,,,,,,,,,,,
2024-05-02,745830,Strikeout,strikeout,True,621563,676962,Joey Wendle,Ben Brown,0,a61a8cdf-1c3a-4c8f-928d-774b2a0cb9e3,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,98.0,98.0,96.0,,,,,,,,,,,0.627,,,0.016,0.78,,,,-3.6,96.4,,90.6,,,,,,,,,0.5,0.5,0.25,0.25,0.352,0.185,,,,,,,,,,0.141,0.294,0.51,130.0,92.0,108.0,0.357,1.4,86.5,,,,,,,,,,,,
2024-05-06,745182,Single,single,False,621563,502043,Joey Wendle,Kyle Gibson,0,1b4e071d-b383-42ae-9af9-c0c6c7a0e4a7,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,94.0,94.0,89.0,0.279,0.127,0.205,0.221,0.086,-2.35,0.34,0.83,0.35,1.85,91.5,88.9,84.8,90.7,80.6,0.252,0.409,0.108,0.222,0.306,0.454,0.167,0.194,0.342,0.293,0.683,0.076,0.322,0.441,0.211,105.0,105.0,106.0,0.082,-1.85,78.5,0.304,0.739,0.493,,,,,,,,,,,,,,,,,,
2024-05-06,745182,Single,single,False,621563,502043,Joey Wendle,Kyle Gibson,0,69d7477d-f066-4e30-b869-7fe57bc4b8dd,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,94.0,94.0,89.0,0.279,0.127,0.205,0.221,0.086,-2.35,0.34,0.83,0.35,1.85,91.5,88.9,84.8,90.7,80.6,0.252,0.409,0.108,0.222,0.306,0.454,0.167,0.194,0.342,0.293,0.683,0.076,0.322,0.441,0.211,105.0,105.0,106.0,0.082,-1.85,78.5,0.304,0.739,0.493,,,,,,,,,,,,,,,,,,
2024-05-06,745182,Forceout,force_out,True,621563,502043,Joey Wendle,Kyle Gibson,1,a9f35ecb-6089-434f-a430-a8d1f11c7290,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,94.0,94.0,89.0,0.279,0.127,0.205,0.221,0.086,-2.35,0.34,0.83,0.35,1.85,91.5,88.9,84.8,90.7,80.6,0.252,0.409,0.108,0.222,0.306,0.454,0.167,0.194,0.342,0.293,0.683,0.076,0.322,0.441,0.211,105.0,105.0,106.0,0.082,-1.85,78.5,0.304,0.739,0.493,,,,,,,,,,,,,,,,,,
2024-05-12,745825,Groundout,field_out,True,621563,669276,Joey Wendle,Dylan Lee,0,a75ef406-e0e6-4aeb-b82f-d2c5fd95752f,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,ATL,1.95,2.88,37.0,103.0,99.0,105.0,0.669,9.49,2.68,7.54,0.73,0.86,0.152,0.495,0.081,0.283,0.45,111.0,104.0,100.0,89.0,103.0,101.0,,,,102.0,104.0,109.0,,,,,0.357,,0.509,0.135,-0.52,,,1.92,1.55,92.1,,85.6,,84.0,,,,0.164,0.239,0.488,0.227,0.227,0.39,0.319,0.574,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
