date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-05-13,747204,Sac Fly,sac_fly,True,656976,668933,Pavin Smith,Graham Ashcraft,1,4bea04d1-7cd1-4953-b3a9-8c31e79dd814,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,119.0,98.0,109.0,,0.319,,0.03,,1.37,,-3.79,,90.5,88.4,,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,71.0,100.0,84.0,0.172,-2.75,94.8,0.333,0.5,0.119,,,,,,,,,,,,,,,,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,747203,Double,double,False,656976,518585,Pavin Smith,Fernando Cruz,0,9d7fc221-3795-41be-8707-6b9196fc25f2,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.65,3.82,40.2,95.0,118.0,101.0,0.618,14.39,4.65,6.64,0.89,0.81,0.188,0.412,0.165,0.365,0.375,,,,,,,90.0,95.0,89.0,,,,0.301,,,,-0.28,,,,94.7,,,,0.316,0.553,0.178,,,,,,,,,,,,,,,,,,,159.0,95.0,113.0,0.431,,2.35,,81.7,,0.09,0.128,0.573,,,,82.0,94.0,95.0,0.268,-1.25,88.8,0.344,0.719,0.317,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,747201,Groundout,field_out,True,656976,666214,Pavin Smith,Joey Wentz,0,f13add16-a953-40e5-9181-78091f14361f,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,94.0,110.0,105.0,84.0,96.0,92.0,,,,0.373,0.001,0.131,0.196,-1.7,-2.43,1.03,-1.05,94.0,85.8,80.4,79.4,0.345,0.5,0.186,0.211,0.211,0.289,0.29,0.387,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,99.0,95.0,0.299,-0.74,86.1,0.231,0.423,0.336,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,747202,Strikeout,strikeout,True,656976,656427,Pavin Smith,Jack Flaherty,0,145df4d4-9dc6-466c-8eae-f5b5b3b52a78,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.44,0.313,,0.033,0.74,0.85,,-0.51,93.6,86.0,84.9,,0.226,0.377,0.25,0.161,0.194,0.445,0.143,0.429,0.133,0.205,0.426,0.391,70.0,86.0,72.0,0.024,-7.15,90.7,0.75,1.5,0.3,,,,,0.191,,2.33,,77.5,,,,103.0,104.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,747202,Single,single,False,656976,656427,Pavin Smith,Jack Flaherty,0,e56b9b2a-1bfc-456e-8fe3-5082aa6e9b47,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.44,0.313,,0.033,0.74,0.85,,-0.51,93.6,86.0,84.9,,0.226,0.377,0.25,0.161,0.194,0.445,0.143,0.429,0.133,0.205,0.426,0.391,70.0,86.0,72.0,0.024,-7.15,90.7,0.75,1.5,0.3,,,,,0.191,,2.33,,77.5,,,,103.0,104.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,747202,Forceout,force_out,True,656976,656427,Pavin Smith,Jack Flaherty,1,8b39e2dd-6214-42ef-bd17-efb8a4f83937,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.44,0.313,,0.033,0.74,0.85,,-0.51,93.6,86.0,84.9,,0.226,0.377,0.25,0.161,0.194,0.445,0.143,0.429,0.133,0.205,0.426,0.391,70.0,86.0,72.0,0.024,-7.15,90.7,0.75,1.5,0.3,,,,,0.191,,2.33,,77.5,,,,103.0,104.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,747198,Flyout,field_out,True,656976,666159,Pavin Smith,Matt Manning,0,27770b4e-f99d-4bc6-8a5d-72340d9d44fe,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,,,,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,0.482,0.379,0.098,,-1.36,1.26,-3.39,,93.8,,84.4,81.6,0.327,0.519,0.213,0.385,0.538,0.273,,,,0.375,0.375,0.0,,,,,,,,,,82.0,98.0,88.0,0.041,,-0.33,,87.8,,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,747198,Forceout,force_out,True,656976,666159,Pavin Smith,Matt Manning,1,63d8c1a4-5201-4e82-bc2c-fcbaedd5e996,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,,,,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,0.482,0.379,0.098,,-1.36,1.26,-3.39,,93.8,,84.4,81.6,0.327,0.519,0.213,0.385,0.538,0.273,,,,0.375,0.375,0.0,,,,,,,,,,82.0,98.0,88.0,0.041,,-0.33,,87.8,,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,747198,Flyout,field_out,True,656976,666159,Pavin Smith,Matt Manning,0,25e8b577-f87e-43a6-8d4b-00aca936ccaa,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,,,,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,0.482,0.379,0.098,,-1.36,1.26,-3.39,,93.8,,84.4,81.6,0.327,0.519,0.213,0.385,0.538,0.273,,,,0.375,0.375,0.0,,,,,,,,,,82.0,98.0,88.0,0.041,,-0.33,,87.8,,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,747198,Fielders Choice,fielders_choice,False,656976,656412,Pavin Smith,Alex Faedo,1,b64fb3d2-f446-483a-a23a-edac70937676,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.5,4.24,43.2,101.0,104.0,103.0,0.704,7.83,3.92,7.42,1.24,1.36,0.248,0.456,0.128,0.336,0.359,108.0,103.0,110.0,,,,92.0,94.0,89.0,111.0,107.0,112.0,0.318,0.424,,0.207,1.28,0.64,,-1.0,94.0,89.0,83.1,,0.167,0.317,0.25,,,,0.294,0.412,0.274,0.193,0.368,0.407,81.0,89.0,88.0,0.051,-7.0,93.5,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,745017,Double,double,False,656976,543135,Pavin Smith,Nathan Eovaldi,1,19c82944-45d6-407b-ad3a-310b01d5279d,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,0.362,0.037,0.151,,1.48,-4.54,-1.43,,95.5,,86.3,76.9,0.183,0.314,0.206,0.27,0.541,0.357,,,,0.412,0.706,0.185,,,,,,,,,,126.0,104.0,112.0,0.302,,1.4,,88.7,,0.202,0.327,0.361,,,,92.0,104.0,97.0,0.148,0.94,91.7,0.264,0.396,0.161,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,745017,Groundout,field_out,True,656976,543135,Pavin Smith,Nathan Eovaldi,0,291708c2-bb5b-4f14-9bc1-8cd4993f04bb,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,0.362,0.037,0.151,,1.48,-4.54,-1.43,,95.5,,86.3,76.9,0.183,0.314,0.206,0.27,0.541,0.357,,,,0.412,0.706,0.185,,,,,,,,,,126.0,104.0,112.0,0.302,,1.4,,88.7,,0.202,0.327,0.361,,,,92.0,104.0,97.0,0.148,0.94,91.7,0.264,0.396,0.161,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,745011,Strikeout,strikeout,True,656976,502085,Pavin Smith,David Robertson,0,5174a754-9d15-4322-9717-5421ebc5e51b,502085.0,davidrobertson,Robertson,Right,David Robertson,TEX,2.88,2.83,40.2,99.0,120.0,104.0,0.715,13.5,2.66,5.75,0.66,1.57,0.221,0.267,0.186,0.349,0.438,105.0,89.0,65.0,,,,,,,110.0,92.0,97.0,0.003,0.053,0.003,0.026,-2.5,-4.14,-4.1,6.62,94.1,88.2,83.6,80.9,,,,0.233,0.283,0.267,0.0,0.0,0.2,0.333,0.833,0.071,107.0,112.0,111.0,0.026,1.88,94.7,0.0,0.0,0.25,,,,,0.295,,0.22,,84.7,,,,121.0,95.0,103.0,121.0,100.0,106.0,0.595,2.57,93.6,0.137,0.205,0.346,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745819,Strikeout Double Play,strikeout_double_play,True,656976,681035,Pavin Smith,Christian Scott,1,dda3c59d-8718-4931-8d8e-e3f2a5142e53,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,,,,,,,84.0,103.0,101.0,113.0,91.0,98.0,0.534,0.361,,,0.31,0.32,,,94.2,,85.1,,0.258,0.393,0.208,,,,,,,0.25,0.393,0.213,,,,,,,,,,100.0,94.0,101.0,0.105,,-1.3,,84.9,,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745819,Double,double,False,656976,681035,Pavin Smith,Christian Scott,0,425dfaa0-53ac-4a64-a25f-89915ab69a0c,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,,,,,,,84.0,103.0,101.0,113.0,91.0,98.0,0.534,0.361,,,0.31,0.32,,,94.2,,85.1,,0.258,0.393,0.208,,,,,,,0.25,0.393,0.213,,,,,,,,,,100.0,94.0,101.0,0.105,,-1.3,,84.9,,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745819,Groundout,field_out,True,656976,605288,Pavin Smith,Adrian Houser,0,29ff6ec6-edc9-4be9-aefb-c96d51621c89,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,91.0,103.0,101.0,0.162,0.176,0.085,0.128,-0.32,-1.06,-3.8,-2.42,93.5,84.0,83.2,79.5,0.2,0.371,0.167,0.471,0.765,0.176,0.316,0.474,0.338,0.268,0.488,0.226,96.0,100.0,96.0,0.45,0.38,92.5,0.252,0.378,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745819,Pop Out,field_out,True,656976,657585,Pavin Smith,Reed Garrett,0,954ba732-933e-4784-b6a8-88dcde35e46f,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.64,3.19,42.0,92.0,118.0,97.0,0.642,13.5,4.71,8.14,1.29,1.14,0.247,0.454,0.237,0.258,0.347,,,,,,,126.0,86.0,90.0,120.0,97.0,105.0,0.162,0.208,,,-4.83,1.05,,,96.4,,84.7,,0.44,0.84,0.269,,,,,,,0.167,0.208,0.333,92.0,88.0,82.0,0.123,-2.61,96.2,0.4,0.733,0.25,122.0,93.0,101.0,0.273,,1.93,,87.9,,0.129,0.145,0.529,,,,109.0,93.0,89.0,0.234,0.88,91.3,0.273,0.485,0.353,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,747194,Home Run,home_run,False,656976,678495,Pavin Smith,Randy Rodríguez,1,153b40f0-0da2-4fbd-935d-b0763e426531,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,,,,131.0,99.0,103.0,114.0,99.0,106.0,0.483,0.4,,0.049,0.11,1.23,,1.9,97.8,90.1,84.9,,0.206,0.412,0.214,,,,0.167,0.167,0.4,0.206,0.338,0.371,96.0,88.0,84.0,0.068,-0.41,96.5,0.333,0.333,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,747195,Single,single,False,656976,663855,Pavin Smith,Jordan Hicks,1,b691b89f-9425-42a0-93e5-d66881a4b225,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,,,,78.0,96.0,88.0,123.0,98.0,104.0,0.052,0.23,,,-3.81,0.18,,,95.5,,81.0,,0.263,0.421,0.194,,,,,,,0.145,0.319,0.377,95.0,97.0,95.0,0.507,0.19,94.4,0.337,0.484,0.122,121.0,92.0,106.0,0.21,,-0.21,,84.2,,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,747195,Strikeout,strikeout,True,656976,663855,Pavin Smith,Jordan Hicks,0,53471c17-8264-49bf-901c-4b93ebae09ba,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,,,,78.0,96.0,88.0,123.0,98.0,104.0,0.052,0.23,,,-3.81,0.18,,,95.5,,81.0,,0.263,0.421,0.194,,,,,,,0.145,0.319,0.377,95.0,97.0,95.0,0.507,0.19,94.4,0.337,0.484,0.122,121.0,92.0,106.0,0.21,,-0.21,,84.2,,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,747195,Home Run,home_run,False,656976,663546,Pavin Smith,Sean Hjelle,0,fc611712-6037-4c1e-8ca9-cad1aca2d310,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.24,3.22,46.2,104.0,101.0,105.0,0.808,9.06,1.35,9.26,1.35,2.86,0.338,0.331,0.144,0.266,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,0.384,0.386,,,,,,,101.0,107.0,104.0,0.552,0.44,94.6,0.333,0.424,0.104,,,,,0.348,,-0.14,,85.6,,,,109.0,103.0,112.0,70.0,88.0,79.0,0.1,-0.2,92.5,0.182,0.455,0.1,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,747195,Walk,walk,False,656976,676254,Pavin Smith,Ryan Walker,0,e4e7137f-0747-4304-a118-6ae64dc5282c,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,,,,,,,65.0,122.0,100.0,126.0,101.0,113.0,0.008,0.456,,,-6.38,1.39,,,94.2,,83.6,,,,,,,,,,,0.195,0.299,0.35,92.0,101.0,97.0,0.537,1.69,95.2,0.215,0.29,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,747195,Single,single,False,656976,678495,Pavin Smith,Randy Rodríguez,1,2f1849cd-b1a0-4308-b9ff-11671cd99b43,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,67.0,76.0,82.0,,,,131.0,99.0,103.0,114.0,99.0,106.0,0.483,0.4,,0.049,0.11,1.23,,1.9,97.8,90.1,84.9,,0.206,0.412,0.214,,,,0.167,0.167,0.4,0.206,0.338,0.371,96.0,88.0,84.0,0.068,-0.41,96.5,0.333,0.333,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,745408,Lineout,field_out,True,656976,681190,Pavin Smith,Randy Vásquez,0,a320d063-c3fc-40d1-8060-3c4fa243fd5a,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,138.0,99.0,108.0,0.319,0.104,0.196,0.128,-0.51,-1.05,0.58,-4.57,94.3,88.5,82.5,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,103.0,102.0,96.0,0.146,-2.74,94.2,0.423,0.615,0.115,,,,,,,,,,,,,,,,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,745408,Groundout,field_out,True,656976,681190,Pavin Smith,Randy Vásquez,0,4185fb90-0473-4370-9373-90e9ee205a76,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,138.0,99.0,108.0,0.319,0.104,0.196,0.128,-0.51,-1.05,0.58,-4.57,94.3,88.5,82.5,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,103.0,102.0,96.0,0.146,-2.74,94.2,0.423,0.615,0.115,,,,,,,,,,,,,,,,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,745408,Pop Out,field_out,True,656976,681190,Pavin Smith,Randy Vásquez,0,27d6a1af-326e-4443-9d2c-044ab53fc30b,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,138.0,99.0,108.0,0.319,0.104,0.196,0.128,-0.51,-1.05,0.58,-4.57,94.3,88.5,82.5,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,103.0,102.0,96.0,0.146,-2.74,94.2,0.423,0.615,0.115,,,,,,,,,,,,,,,,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,745408,Walk,walk,False,656976,660853,Pavin Smith,Enyel De Los Santos,0,64ca9652-31f5-45cf-9d7d-44a74e6f3b69,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,SDP,4.82,4.39,37.1,107.0,94.0,103.0,0.694,10.37,2.89,8.92,2.65,0.73,0.343,0.402,0.216,0.353,0.49,84.0,94.0,85.0,,,,80.0,111.0,101.0,112.0,104.0,107.0,0.471,0.473,,0.056,-2.56,0.77,,1.97,95.5,87.6,86.5,,0.346,0.718,0.219,,,,0.0,0.0,0.412,0.164,0.377,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,745406,Strikeout,strikeout,True,656976,669093,Pavin Smith,Jeremiah Estrada,0,678a03c5-a0d1-4400-a65b-92f33026cc69,669093.0,jeremiahestrada,Estrada,Right,Jeremiah Estrada,SDP,2.83,2.66,35.0,99.0,143.0,107.0,0.649,14.4,2.57,6.43,1.03,0.54,0.24,0.373,0.2,0.347,0.435,,,,,,,160.0,100.0,108.0,113.0,100.0,103.0,0.547,0.231,,,1.41,2.2,,,97.1,,89.6,,0.179,0.358,0.32,,,,,,,0.231,0.231,0.349,,,,,,,,,,131.0,98.0,106.0,0.222,,-0.75,,84.1,,0.2,0.343,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,745410,Strikeout,strikeout,True,656976,663568,Pavin Smith,Stephen Kolek,0,ec1e04b3-562e-4135-8016-0c106725a794,663568.0,stephenkolek,Kolek,Right,Stephen Kolek,SDP,5.52,4.36,44.0,108.0,107.0,108.0,0.807,7.57,2.05,11.45,0.82,2.79,0.327,0.313,0.129,0.252,0.448,113.0,111.0,119.0,,,,102.0,114.0,108.0,123.0,102.0,110.0,0.131,0.202,,0.068,2.23,-3.35,,0.72,95.8,88.8,85.8,,0.111,0.111,0.254,,,,0.214,0.214,0.182,0.286,0.429,0.242,106.0,108.0,109.0,0.409,0.15,95.2,0.329,0.371,0.187,,,,,,,,,,,,,,,,95.0,107.0,100.0,0.189,-1.23,92.2,0.359,0.487,0.185,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,747167,Single,single,False,656976,674285,Pavin Smith,Eduardo Salazar,0,255e5e2f-72d7-4edd-80c3-9a62b5849645,674285.0,eduardosalazar,Salazar,Right,Eduardo Salazar,- - -,1.29,4.09,21.0,94.0,104.0,95.0,0.762,9.0,4.29,8.57,0.43,2.62,0.197,0.443,0.164,0.279,0.401,,,,,,,80.0,104.0,96.0,119.0,93.0,101.0,0.06,0.466,0.003,0.006,0.85,0.73,-3.49,-26.48,95.7,90.7,87.9,81.6,0.25,0.25,0.25,,,,,,,0.15,0.25,0.408,93.0,93.0,88.0,0.466,0.71,94.4,0.324,0.378,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,747167,Pop Out,field_out,True,656976,672851,Pavin Smith,Joan Adon,0,96f08b4f-7505-4f09-8dda-772de76ce65f,672851.0,joanadon,Adon,Right,Joan Adon,WSN,6.75,4.56,10.2,101.0,88.0,97.0,0.859,5.06,3.38,10.13,1.69,2.63,0.189,0.486,0.27,0.216,0.393,84.0,91.0,91.0,116.0,116.0,116.0,78.0,95.0,86.0,102.0,113.0,117.0,0.371,0.107,0.118,0.191,0.89,1.29,-2.65,-3.51,94.7,87.7,87.0,82.5,0.214,0.214,0.063,0.333,0.5,0.333,0.375,0.375,0.143,0.333,0.333,0.0,84.0,105.0,99.0,0.213,-1.99,94.4,0.3,0.9,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,747167,Single,single,False,656976,663432,Pavin Smith,Tanner Rainey,1,072c8fc8-b6c3-4fc6-83e4-7f28e04de8b0,663432.0,tannerrainey,Rainey,Right,Tanner Rainey,WSN,5.63,6.37,40.0,95.0,106.0,98.0,0.762,6.75,5.85,9.23,1.58,0.52,0.231,0.377,0.138,0.315,0.408,87.0,76.0,73.0,,,,108.0,98.0,101.0,103.0,87.0,90.0,0.715,0.268,,0.017,-0.79,-0.99,,-6.91,93.9,85.6,86.4,,0.266,0.516,0.204,,,,,,,0.2,0.2,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,747170,Groundout,field_out,True,656976,669022,Pavin Smith,MacKenzie Gore,0,c4f1e05b-c37a-4c70-9d87-af131acad149,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.333,0.59,0.509,0.263,0.411,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444,0.667,0.263,,,,,,
2024-07-31,747170,Grounded Into DP,grounded_into_double_play,True,656976,669022,Pavin Smith,MacKenzie Gore,1,b7330ea9-4339-4374-972e-8f5aafe90313,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.333,0.59,0.509,0.263,0.411,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444,0.667,0.263,,,,,,
