date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC
2024-09-27,744797,Home Run,home_run,False,656448,624133,Stone Garrett,Ranger Suárez,1,733c589c-1822-4eb0-b1cd-98db888e0107,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.59,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.157,0.276,0.395,73.0,100.0,98.0,68.0,101.0,91.0,87.0,106.0,104.0,22.0,85.0,77.0,0.315,0.195,0.001,0.163,0.67,0.84,-4.62,-0.63,91.8,80.0,90.8,81.3,0.224,0.327,0.18,0.229,0.323,0.35,,,,,,,0.27,0.381,0.098,84.0,107.0,108.0,101.0,98.0,93.0,0.121,0.205,-1.68,1.02,86.5,74.4,0.189,0.342,0.335,0.302,0.642,0.162,,,,,,,,,,,,
2024-09-27,744797,Forceout,force_out,True,656448,624133,Stone Garrett,Ranger Suárez,1,b71c8685-e18c-48c1-8485-2755f62b64e7,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.59,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.157,0.276,0.395,73.0,100.0,98.0,68.0,101.0,91.0,87.0,106.0,104.0,22.0,85.0,77.0,0.315,0.195,0.001,0.163,0.67,0.84,-4.62,-0.63,91.8,80.0,90.8,81.3,0.224,0.327,0.18,0.229,0.323,0.35,,,,,,,0.27,0.381,0.098,84.0,107.0,108.0,101.0,98.0,93.0,0.121,0.205,-1.68,1.02,86.5,74.4,0.189,0.342,0.335,0.302,0.642,0.162,,,,,,,,,,,,
2024-09-27,744797,Single,single,False,656448,656457,Stone Garrett,Tyler Gilbert,1,c38653d4-133b-4ea0-ba23-f2d55b233c05,656457.0,tylergilbert,"Gilbert, T",Left,Tyler Gilbert,PHI,3.24,5.77,8.1,96.0,89.0,93.0,0.855,4.32,2.16,10.8,1.08,0.77,0.258,0.452,0.065,0.387,0.462,,,,80.0,96.0,88.0,93.0,95.0,96.0,90.0,92.0,86.0,0.366,0.324,0.152,,2.39,1.35,-4.98,,92.0,,91.4,84.3,0.083,0.083,0.167,,,,0.5,0.5,0.0,,,,0.3,0.4,0.152,,,,91.0,94.0,89.0,0.131,,-8.51,,89.8,,,,,0.5,1.0,0.182,122.0,106.0,106.0,122.0,61.0,64.0,0.007,0.021,-8.98,7.56,85.8,82.1
2024-09-27,744797,Double,double,False,656448,614179,Stone Garrett,José Ruiz,0,72834d6d-b3fd-4985-b61b-6f65023ccaa4,614179.0,joseruiz,"Ruiz, J",Right,José Ruiz,PHI,3.71,3.97,51.0,102.0,104.0,103.0,0.752,9.18,3.0,9.0,1.41,1.32,0.245,0.415,0.109,0.361,0.428,100.0,94.0,97.0,105.0,102.0,104.0,77.0,98.0,93.0,134.0,64.0,70.0,0.24,0.276,0.038,0.033,-0.47,0.72,-1.15,-1.24,96.3,89.9,95.8,92.3,0.26,0.52,0.298,0.2,0.4,0.375,,,,0.333,0.333,0.4,0.26,0.38,0.119,118.0,106.0,109.0,,,,,0.414,,-0.37,,86.2,0.261,0.398,0.337,,,,,,,,,,,,,,,
2024-09-27,744797,Walk,walk,False,656448,621383,Stone Garrett,Tanner Banks,1,f1ddfe80-8cd5-41ed-aec3-1b866287ceb8,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.39,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,85.0,106.0,104.0,76.0,102.0,91.0,109.0,95.0,93.0,0.084,0.31,0.327,0.129,0.31,0.59,-0.07,-1.88,93.5,86.3,92.1,87.9,0.207,0.305,0.282,0.279,0.512,0.159,,,,0.293,0.415,0.258,0.292,0.292,0.326,117.0,110.0,108.0,,,,,0.149,,1.27,,82.1,0.196,0.261,0.279,,,,,,,,,,,,,,,
2024-09-29,744798,Flyout,field_out,True,656448,621381,Stone Garrett,Matt Strahm,0,849d2add-ce7c-4035-8cff-d00cd5e9fbe2,621381.0,mattstrahm,Strahm,Left,Matt Strahm,PHI,1.87,2.48,62.2,106.0,104.0,109.0,0.759,11.35,1.58,5.17,0.57,0.63,0.248,0.418,0.17,0.284,0.493,,,,105.0,110.0,115.0,95.0,105.0,102.0,118.0,103.0,108.0,0.146,0.541,0.195,,2.42,1.48,0.66,,93.4,,93.4,81.5,0.159,0.286,0.268,,,,,,,0.114,0.257,0.324,0.242,0.273,0.192,,,,90.0,98.0,94.0,0.118,,1.75,,88.4,,,,,0.182,0.273,0.282,,,,,,,,,,,,
