date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,EP%,wEP/C,vEP,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2024-05-14,745342,Pop Out,field_out,True,682641,656420,Luis Matos,J.P. Feyereisen,0,515a5e39-50e2-4806-948d-93639be7be91,656420.0,jpfeyereisen,Feyereisen,Right,J.P. Feyereisen,LAD,8.18,7.89,11.0,99.0,93.0,96.0,0.809,7.36,4.09,9.0,2.45,0.69,0.152,0.455,0.091,0.485,0.397,108.0,102.0,98.0,76.0,97.0,95.0,,,,108.0,98.0,98.0,,0.475,0.24,0.285,-2.12,,0.9,-1.17,91.7,87.5,,84.3,0.214,0.643,0.174,0.316,0.579,0.17,,,,0.25,0.375,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745342,Single,single,False,682641,622503,Luis Matos,Nabil Crismatt,1,48a6c7d4-6fd0-4f89-bc09-7c705245daf2,622503.0,nabilcrismatt,Crismatt,Right,Nabil Crismatt,LAD,2.57,5.58,7.0,103.0,96.0,102.0,0.804,7.71,0.0,9.0,1.29,1.5,0.2,0.6,0.1,0.25,0.419,107.0,104.0,107.0,53.0,90.0,83.0,63.0,140.0,132.0,108.0,95.0,102.0,0.022,0.183,0.043,0.699,-0.12,-22.41,18.17,1.7,90.5,81.8,92.2,86.3,0.25,0.4,0.278,0.333,0.667,0.0,,,,,,,,,,,,,,,,103.0,121.0,102.0,0.054,3.67,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745341,Pop Out,field_out,True,682641,622694,Luis Matos,Elieser Hernández,0,0a808e94-9e7d-4aca-a0ce-3760bb3cd553,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,0.068,0.434,0.032,0.183,0.53,-10.74,-5.92,3.74,91.8,84.9,91.3,79.4,0.0,0.0,0.273,0.207,0.448,0.17,0.286,1.143,0.111,0.333,0.667,0.0,81.0,105.0,104.0,0.283,-3.92,83.6,0.417,0.75,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745341,Pop Out,field_out,True,682641,622694,Luis Matos,Elieser Hernández,0,f0759d74-affd-485f-a114-2854205de5e6,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,0.068,0.434,0.032,0.183,0.53,-10.74,-5.92,3.74,91.8,84.9,91.3,79.4,0.0,0.0,0.273,0.207,0.448,0.17,0.286,1.143,0.111,0.333,0.667,0.0,81.0,105.0,104.0,0.283,-3.92,83.6,0.417,0.75,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745341,Groundout,field_out,True,682641,622694,Luis Matos,Elieser Hernández,0,ca7cc54c-15c5-473d-90d6-e217e7efe3b6,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,0.068,0.434,0.032,0.183,0.53,-10.74,-5.92,3.74,91.8,84.9,91.3,79.4,0.0,0.0,0.273,0.207,0.448,0.17,0.286,1.143,0.111,0.333,0.667,0.0,81.0,105.0,104.0,0.283,-3.92,83.6,0.417,0.75,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745341,Single,single,False,682641,674285,Luis Matos,Eduardo Salazar,1,2ce0ee37-566a-415a-8822-4fdced3ea714,674285.0,eduardosalazar,Salazar,Right,Eduardo Salazar,- - -,0.0,5.33,4.0,101.0,105.0,102.0,0.694,15.75,9.0,6.75,0.0,2.0,0.167,0.5,0.167,0.167,0.416,,,,87.0,125.0,129.0,82.0,94.0,86.0,125.0,103.0,112.0,0.442,0.026,0.532,,-1.21,-3.37,4.12,,96.3,,94.9,88.3,,,,,,,0.75,0.75,0.118,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745335,Flyout,field_out,True,682641,663372,Luis Matos,Ryan Feltner,0,603d33e8-ab2a-4bf0-b8d9-e62008babc1f,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,0.14,0.34,0.291,0.147,-0.09,0.41,-1.06,-1.33,94.9,85.4,94.4,88.1,0.321,0.5,0.422,0.257,0.405,0.182,0.286,0.375,0.164,0.182,0.545,0.235,,,,,,,,,,104.0,110.0,116.0,0.083,-0.09,79.2,0.2,0.333,0.299,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745335,Double,double,False,682641,663372,Luis Matos,Ryan Feltner,1,72807648-8962-4bfb-bcb9-78c1f45c5202,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,0.14,0.34,0.291,0.147,-0.09,0.41,-1.06,-1.33,94.9,85.4,94.4,88.1,0.321,0.5,0.422,0.257,0.405,0.182,0.286,0.375,0.164,0.182,0.545,0.235,,,,,,,,,,104.0,110.0,116.0,0.083,-0.09,79.2,0.2,0.333,0.299,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745335,Single,single,False,682641,680767,Luis Matos,Victor Vodnik,1,9424e3c5-69a0-4c16-86a3-d1ea1924a4f8,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,114.0,99.0,100.0,124.0,98.0,100.0,,,,120.0,105.0,107.0,,0.643,0.2,0.157,-0.34,,-0.07,1.35,97.7,89.9,,84.1,0.172,0.172,0.254,0.271,0.426,0.196,,,,0.268,0.341,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745335,Groundout,field_out,True,682641,656234,Luis Matos,Jake Bird,1,dee88c88-f08e-4f1a-b5b6-96081f9e60f6,656234.0,jakebird,Bird,Right,Jake Bird,COL,6.26,4.96,23.0,93.0,114.0,93.0,0.79,6.26,7.04,9.78,1.17,1.4,0.315,0.356,0.151,0.26,0.411,,,,49.0,90.0,88.0,91.0,86.0,82.0,137.0,101.0,104.0,0.437,0.015,0.305,,-6.25,-1.3,0.62,,94.5,,95.3,85.0,,,,,,,0.318,0.432,0.123,0.185,0.259,0.302,119.0,90.0,96.0,0.074,-4.3,91.2,0.5,1.25,0.278,133.0,94.0,101.0,0.169,-2.8,81.4,0.273,0.545,0.304,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745335,Double,double,False,682641,683627,Luis Matos,Anthony Molina,1,969e38aa-6320-48a3-b0e3-89603c4aac54,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,76.0,98.0,92.0,,,,91.0,107.0,107.0,,0.49,0.249,0.235,-1.66,,-1.65,0.35,94.6,84.9,,88.5,0.179,0.286,0.254,0.373,0.537,0.136,,,,0.349,0.488,0.115,,,,,,,,,,121.0,110.0,112.0,0.024,-1.97,82.4,0.333,0.333,0.0,,,,,,,,,,,,,,,,0.002,3.88,76.8,,,,,,
2024-05-18,745339,Home Run,home_run,False,682641,621389,Luis Matos,Ty Blach,1,24dbed47-36d3-4274-8115-17cbf3fb3e7f,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,,,,77.0,106.0,90.0,,,,0.51,,,0.247,,-1.47,,-2.76,,80.0,89.1,,0.367,0.517,0.217,,,,0.376,0.576,0.092,,,,79.0,107.0,89.0,0.121,0.63,83.2,0.211,0.5,0.203,37.0,94.0,92.0,0.122,-0.42,79.2,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745339,Double,double,False,682641,621389,Luis Matos,Ty Blach,1,9695df0e-ff69-42cb-a11a-1c8201511405,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,,,,77.0,106.0,90.0,,,,0.51,,,0.247,,-1.47,,-2.76,,80.0,89.1,,0.367,0.517,0.217,,,,0.376,0.576,0.092,,,,79.0,107.0,89.0,0.121,0.63,83.2,0.211,0.5,0.203,37.0,94.0,92.0,0.122,-0.42,79.2,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745339,Flyout,field_out,True,682641,663567,Luis Matos,Peter Lambert,0,a04c99da-d1c9-4d02-bb41-8a1f359ba657,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,89.0,95.0,95.0,87.0,91.0,88.0,87.0,95.0,89.0,120.0,94.0,101.0,0.032,0.382,0.306,0.228,-0.75,-1.55,0.45,0.42,94.5,86.9,93.8,85.8,0.237,0.263,0.42,0.276,0.534,0.11,0.333,0.333,0.0,0.182,0.182,0.316,,,,,,,,,,80.0,96.0,95.0,0.052,-5.77,78.0,0.25,0.875,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745339,Groundout,field_out,True,682641,664875,Luis Matos,Justin Lawrence,0,57628856-6ee1-4835-be45-b69e7e2518aa,664875.0,justinlawrence,"Lawrence, J",Right,Justin Lawrence,COL,5.86,5.22,35.1,96.0,109.0,104.0,0.788,7.39,5.09,10.44,1.02,2.11,0.245,0.409,0.118,0.309,0.403,,,,,,,75.0,96.0,96.0,156.0,95.0,116.0,0.579,,0.421,,,-1.67,0.0,,,,94.9,84.0,,,,,,,0.375,0.563,0.173,0.204,0.296,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745339,Single,single,False,682641,683232,Luis Matos,Nick Mears,1,009cdab2-d4eb-41ce-b298-4dd0577aa1ce,683232.0,nickmears,Mears,Right,Nick Mears,COL,5.95,3.29,42.1,98.0,130.0,106.0,0.758,11.06,4.46,9.99,0.43,1.18,0.281,0.322,0.149,0.347,0.435,,,,138.0,98.0,105.0,,,,111.0,99.0,103.0,,0.603,0.19,,1.1,,-0.05,,96.7,,,86.4,,,,0.242,0.319,0.192,,,,0.257,0.343,0.522,,,,,,,,,,127.0,100.0,110.0,0.207,-3.59,81.4,0.372,0.535,0.288,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745336,Lineout,field_out,True,682641,641712,Luis Matos,Dakota Hudson,0,2d2eb270-16c0-421c-a49d-79da88eb016b,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.103,-1.93,-0.53,-0.32,-4.92,89.9,83.4,90.3,84.1,0.379,0.69,0.146,0.296,0.5,0.079,0.315,0.465,0.07,0.289,0.361,0.313,,,,,,,,,,102.0,98.0,99.0,0.166,0.89,80.2,0.114,0.205,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745336,Flyout,field_out,True,682641,641712,Luis Matos,Dakota Hudson,0,cf596b6c-d3b6-4c67-b8f2-73c8eca0357b,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.103,-1.93,-0.53,-0.32,-4.92,89.9,83.4,90.3,84.1,0.379,0.69,0.146,0.296,0.5,0.079,0.315,0.465,0.07,0.289,0.361,0.313,,,,,,,,,,102.0,98.0,99.0,0.166,0.89,80.2,0.114,0.205,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745336,Field Error,field_error,False,682641,641712,Luis Matos,Dakota Hudson,1,404555b5-908a-430f-95f4-f3b2ace94a44,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.103,-1.93,-0.53,-0.32,-4.92,89.9,83.4,90.3,84.1,0.379,0.69,0.146,0.296,0.5,0.079,0.315,0.465,0.07,0.289,0.361,0.313,,,,,,,,,,102.0,98.0,99.0,0.166,0.89,80.2,0.114,0.205,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745336,Strikeout,strikeout,True,682641,641755,Luis Matos,Tyler Kinley,0,37fb3190-2867-4f88-a2e2-8b7e12b6ea66,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,7.52,5.22,40.2,98.0,85.0,94.0,0.695,9.74,5.31,10.84,1.99,0.9,0.152,0.496,0.208,0.312,0.393,65.0,86.0,79.0,74.0,88.0,84.0,16.0,56.0,52.0,92.0,104.0,101.0,0.003,0.366,0.589,0.043,-3.61,-2.92,-0.4,0.7,95.8,87.2,93.9,89.6,0.0,0.0,0.636,0.431,0.621,0.106,,,,0.226,0.5,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,745503,Single,single,False,682641,527048,Luis Matos,Martín Pérez,1,bd114a78-9005-4f26-b695-eb0654cdacc2,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.215,-5.77,-0.23,,-3.51,91.4,83.4,90.9,,0.338,0.588,0.275,0.375,0.625,0.036,0.3,0.423,0.1,,,,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,71.0,98.0,96.0,0.101,0.23,78.3,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,745503,Walk,walk,False,682641,527048,Luis Matos,Martín Pérez,0,0c2e0aec-6d66-400f-8b75-3d31f232c5ac,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.215,-5.77,-0.23,,-3.51,91.4,83.4,90.9,,0.338,0.588,0.275,0.375,0.625,0.036,0.3,0.423,0.1,,,,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,71.0,98.0,96.0,0.101,0.23,78.3,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,745503,Groundout,field_out,True,682641,527048,Luis Matos,Martín Pérez,0,50f2130b-1ffc-47ed-9ca1-4f4187f00892,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.215,-5.77,-0.23,,-3.51,91.4,83.4,90.9,,0.338,0.588,0.275,0.375,0.625,0.036,0.3,0.423,0.1,,,,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,71.0,98.0,96.0,0.101,0.23,78.3,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,745503,Groundout,field_out,True,682641,682847,Luis Matos,Luis L. Ortiz,0,b77bdf21-0035-469e-b7cd-f2267517b01b,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,0.25,0.353,0.134,0.21,0.346,0.293,,,,,,,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
