date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-05-05,745185,Sac Fly,sac_fly,True,682868,669461,Bryan Ramos,Matthew Liberatore,1,1540963e-713c-4e62-96df-4aa593a88484,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,-2.85,3.84,0.19,-0.49,94.4,91.9,87.7,95.2,87.5,77.8,0.132,0.162,0.431,0.362,0.596,0.116,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227,,,,,,,,,,,,,,,,,,
2024-05-05,745185,Groundout,field_out,True,682868,681517,Bryan Ramos,Kyle Leahy,0,2310301e-d47c-4ed6-b840-0d1d46c28387,681517.0,kyleleahy,Leahy,Right,Kyle Leahy,STL,4.15,4.64,30.1,103.0,108.0,104.0,0.769,5.93,2.08,7.71,0.59,0.95,0.232,0.326,0.116,0.421,0.434,92.0,101.0,104.0,120.0,101.0,101.0,101.0,100.0,96.0,,,,124.0,107.0,115.0,,,,,0.441,,0.399,0.065,0.095,0.81,,,1.27,2.96,0.99,95.4,,89.8,,88.2,81.1,0.167,0.25,0.333,,,,0.279,0.419,0.196,,,,0.0,0.0,0.0,0.222,0.222,0.261,,,,,,,,,,,,,,,,,,
2024-05-05,745185,Single,single,False,682868,667463,Bryan Ramos,John King,1,b892e5e9-5765-42cf-9599-b31d0d368255,667463.0,johnking,"King, J",Left,John King,STL,2.43,3.19,37.0,105.0,82.0,100.0,0.831,6.57,1.22,8.51,0.73,2.4,0.294,0.395,0.151,0.303,0.43,88.0,105.0,102.0,,,,58.0,92.0,95.0,79.0,106.0,98.0,81.0,101.0,105.0,,,,0.576,0.01,,0.115,,0.299,5.46,,2.49,-4.45,,-0.23,93.4,,84.0,93.3,83.1,,0.294,0.647,0.321,0.247,0.273,0.136,,,,,,,,,,0.244,0.378,0.253,,,,,,,,,,,,,,,,,,
2024-05-05,745185,Strikeout,strikeout,True,682868,687798,Bryan Ramos,Nick Robertson,0,932e9c5f-f1b9-424a-8bd3-11d978ec7b63,687798.0,nickrobertson,Robertson,Right,Nick Robertson,STL,4.38,4.76,12.1,100.0,88.0,99.0,0.771,10.22,1.46,10.95,2.19,0.71,0.25,0.444,0.111,0.306,0.444,96.0,95.0,94.0,,,,69.0,103.0,97.0,,,,108.0,108.0,112.0,68.0,115.0,107.0,,0.434,0.015,0.317,,0.234,-2.53,0.99,,1.13,,-0.93,94.4,89.0,87.9,,85.1,,0.143,0.143,0.357,,,,0.391,0.739,0.2,,,,,,,0.3,0.3,0.346,,,,,,,,,,,,,,,,,,
2024-05-06,745098,Single,single,False,682868,641302,Bryan Ramos,Tyler Alexander,0,d899c827-6013-4e41-bbaf-edc9f0f53751,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,,,,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,,0.158,-1.79,-0.32,1.15,-0.41,,-2.47,89.0,84.4,80.9,88.9,76.5,,0.31,0.5,0.128,0.238,0.238,0.029,0.283,0.604,0.241,0.257,0.529,0.206,,,,0.308,0.513,0.186,,,,,,,,,,,,,,,,,,
2024-05-06,745098,Field Error,field_error,False,682868,641302,Bryan Ramos,Tyler Alexander,0,0cf752ad-4ed8-4484-a1ed-ce44118433e8,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,,,,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,,0.158,-1.79,-0.32,1.15,-0.41,,-2.47,89.0,84.4,80.9,88.9,76.5,,0.31,0.5,0.128,0.238,0.238,0.029,0.283,0.604,0.241,0.257,0.529,0.206,,,,0.308,0.513,0.186,,,,,,,,,,,,,,,,,,
2024-05-06,745098,Grounded Into DP,grounded_into_double_play,True,682868,541640,Bryan Ramos,Erasmo Ramírez,1,aeb8aee0-2bad-4c10-9d08-93286990fa8e,541640.0,erasmoramirez,"Ramírez, E",Right,Erasmo Ramírez,TBR,4.5,4.16,16.0,107.0,87.0,99.0,0.829,5.06,3.38,6.19,2.25,0.73,0.12,0.4,0.16,0.26,0.468,120.0,96.0,98.0,83.0,122.0,90.0,75.0,156.0,139.0,82.0,113.0,108.0,,,,84.0,97.0,91.0,0.407,0.039,0.398,,0.091,0.065,11.59,-5.46,4.04,,-1.21,1.34,90.7,89.0,83.3,91.0,,80.3,,,,0.16,0.16,0.176,0.0,0.0,0.333,0.353,0.941,0.184,0.111,0.444,0.182,,,,,,,,,,,,,,,,,,,,,
2024-05-06,745098,Flyout,field_out,True,682868,670955,Bryan Ramos,Edwin Uceta,0,54428133-e979-4e23-b35a-433501777a9a,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,0.71,1.83,12.2,108.0,109.0,111.0,0.753,8.53,1.42,4.26,0.71,0.61,0.219,0.5,0.188,0.219,0.436,116.0,109.0,109.0,100.0,121.0,97.0,,,,118.0,108.0,117.0,63.0,95.0,90.0,134.0,114.0,117.0,0.33,,0.33,0.028,0.006,0.307,,1.64,2.41,6.19,-8.99,4.38,,89.2,87.9,93.7,79.8,81.5,,,,0.111,0.222,0.333,,,,0.19,0.381,0.231,,,,0.077,0.077,0.259,,,,,,,,,,,,,,,,,,
2024-05-07,745095,Single,single,False,682868,621107,Bryan Ramos,Zach Eflin,0,460e722c-571a-4b46-b313-3098eecd28d0,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,86.0,103.0,97.0,0.31,0.095,0.265,0.101,0.197,0.032,-1.29,0.53,0.08,2.39,-1.41,-2.78,92.6,87.8,85.0,91.7,80.0,79.2,0.167,0.361,0.25,0.269,0.403,0.134,0.25,0.425,0.278,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13,,,,,,,,,,,,,,,,,,
2024-05-07,745095,Groundout,field_out,True,682868,621107,Bryan Ramos,Zach Eflin,0,9f2eae78-6325-4689-abea-ab518763176c,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,86.0,103.0,97.0,0.31,0.095,0.265,0.101,0.197,0.032,-1.29,0.53,0.08,2.39,-1.41,-2.78,92.6,87.8,85.0,91.7,80.0,79.2,0.167,0.361,0.25,0.269,0.403,0.134,0.25,0.425,0.278,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13,,,,,,,,,,,,,,,,,,
