date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU%,wCU/C,vCU,Stf+ CU,Loc+ CU,Pit+ CU,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-04-07,745362,Strikeout,strikeout,True,543309,657277,Kyle Higashioka,Logan Webb,0,47f2ee93-a5d2-4cd8-a548-5a9377f3419e,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,119.0,102.0,112.0,,,,59.0,115.0,105.0,0.048,0.011,0.223,,0.329,1.24,5.55,0.18,,0.28,92.3,90.3,87.4,83.5,,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,0.283,0.405,0.197,98.0,103.0,101.0,,,,0.388,,,1.02,,92.2,0.276,0.346,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746161,Flyout,field_out,True,543309,694813,Kyle Higashioka,Gavin Stone,0,3fbc0169-b650-4233-9fe7-0b75f0c73a7a,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,133.0,112.0,121.0,,,,80.0,100.0,95.0,0.247,0.061,0.162,,0.262,0.31,2.5,1.06,,0.85,94.7,92.3,87.2,88.9,,0.247,0.315,0.346,0.247,0.36,0.148,0.111,0.111,0.188,0.286,0.286,0.173,0.184,0.34,0.338,96.0,103.0,97.0,,,,0.234,,,-0.5,,95.2,0.333,0.495,0.146,,,,0.033,3.38,83.3,95.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746161,Single,single,False,543309,694813,Kyle Higashioka,Gavin Stone,0,11682e60-77bb-49e0-b2bc-d890b183a1b5,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,133.0,112.0,121.0,,,,80.0,100.0,95.0,0.247,0.061,0.162,,0.262,0.31,2.5,1.06,,0.85,94.7,92.3,87.2,88.9,,0.247,0.315,0.346,0.247,0.36,0.148,0.111,0.111,0.188,0.286,0.286,0.173,0.184,0.34,0.338,96.0,103.0,97.0,,,,0.234,,,-0.5,,95.2,0.333,0.495,0.146,,,,0.033,3.38,83.3,95.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,
2024-04-17,746005,Double,double,False,543309,669060,Kyle Higashioka,Bryse Wilson,0,c9d3e291-d3b2-434a-87d3-247e2787276f,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,88.0,111.0,105.0,,,,,,,97.0,97.0,93.0,0.145,0.338,,,0.046,-2.82,0.87,,,-1.63,93.6,88.9,88.1,,,,,,0.268,0.482,0.24,0.261,0.587,0.245,0.234,0.372,0.248,0.25,0.375,0.15,90.0,106.0,96.0,,,,0.317,,,1.33,,93.2,0.228,0.36,0.159,,,,0.154,-1.78,80.3,107.0,108.0,107.0,,,,,,,,,,,,,,,,,,,,,
2024-04-17,746005,Groundout,field_out,True,543309,663542,Kyle Higashioka,Bryan Hudson,0,56df5458-070e-4d33-b789-d00fd76cee74,663542.0,bryanhudson,"Hudson, B",Left,Bryan Hudson,MIL,1.49,2.94,48.1,104.0,84.0,103.0,0.781,9.87,2.23,4.47,1.12,1.14,0.286,0.321,0.205,0.241,0.481,,,,84.0,106.0,103.0,113.0,105.0,107.0,,,,50.0,97.0,98.0,0.526,0.221,0.253,,,1.88,-0.05,2.78,,,91.7,86.7,,81.9,,0.039,0.078,0.359,0.185,0.346,0.197,,,,0.219,0.531,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,746005,Pop Out,field_out,True,543309,682842,Kyle Higashioka,Abner Uribe,0,5e25dfbd-7aa1-4065-ac14-b8c9b24bd66b,682842.0,abneruribe,Uribe,Right,Abner Uribe,MIL,6.91,4.7,14.1,94.0,138.0,102.0,0.781,8.79,7.53,9.42,0.63,2.56,0.15,0.4,0.2,0.225,0.43,,,,95.0,57.0,54.0,159.0,97.0,113.0,,,,,,,0.008,,0.345,,,-3.7,,-0.32,,,100.1,,,87.9,,0.267,0.267,0.423,,,,,,,,,,,,,128.0,93.0,98.0,,,,0.647,,,0.02,,98.7,0.282,0.436,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,745430,Strikeout,strikeout,True,543309,684320,Kyle Higashioka,Yariel Rodríguez,0,b2718ff1-c92d-4df3-8c99-f58976a727a6,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,116.0,101.0,107.0,,,,,,,0.441,,0.271,,,0.9,,-0.9,,,94.2,,,84.4,,0.245,0.429,0.344,0.22,0.341,0.206,0.333,0.778,0.25,,,,,,,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,0.115,-3.05,77.7,92.0,92.0,98.0,,,,,,,,,,,,,,,,,,,,,
2024-04-19,745430,Strikeout,strikeout,True,543309,670102,Kyle Higashioka,Bowden Francis,0,74527c97-73ea-4f7a-acf1-60b44c4e4c02,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,98.0,102.0,103.0,89.0,97.0,97.0,,,,,,,0.536,,0.059,,,0.67,,-7.31,,,93.3,,,83.8,,0.4,1.1,0.294,0.233,0.442,0.182,0.297,0.486,0.225,,,,,,,,,,118.0,106.0,110.0,,0.121,-2.38,,84.5,,,,,0.348,0.348,0.205,0.284,-1.52,73.5,103.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,
2024-04-24,746567,Single,single,False,543309,621389,Kyle Higashioka,Ty Blach,0,9e5dca94-dab4-48e7-b9b1-fa17a102242b,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,,,,,,,,,,79.0,107.0,89.0,,0.121,,,0.247,,0.63,,,-2.76,,83.2,80.0,,,,,,,,,0.174,0.348,0.191,0.211,0.5,0.203,0.367,0.517,0.217,77.0,106.0,90.0,,,,0.51,,,-1.47,,89.1,0.376,0.576,0.092,,,,0.122,-0.42,79.2,37.0,94.0,92.0,,,,,,,,,,,,,,,,,,,,,
2024-04-24,746567,Groundout,field_out,True,543309,621389,Kyle Higashioka,Ty Blach,0,8fe50087-2dee-4883-90b8-9f3742563561,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,,,,,,,,,,79.0,107.0,89.0,,0.121,,,0.247,,0.63,,,-2.76,,83.2,80.0,,,,,,,,,0.174,0.348,0.191,0.211,0.5,0.203,0.367,0.517,0.217,77.0,106.0,90.0,,,,0.51,,,-1.47,,89.1,0.376,0.576,0.092,,,,0.122,-0.42,79.2,37.0,94.0,92.0,,,,,,,,,,,,,,,,,,,,,
2024-04-24,746567,Flyout,field_out,True,543309,683627,Kyle Higashioka,Anthony Molina,0,5e0d2e6b-0123-4167-a192-8543634a78bd,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,94.0,91.0,92.0,76.0,98.0,92.0,91.0,107.0,107.0,,,,,,,0.49,,0.249,0.002,0.235,-1.66,,-1.65,3.88,0.35,94.6,,84.9,88.5,76.8,0.349,0.488,0.115,0.373,0.537,0.136,0.333,0.333,0.0,,,,0.179,0.286,0.254,,,,,,,,,,,,,,,,,,,0.024,-1.97,82.4,121.0,110.0,112.0,,,,,,,,,,,,,,,,,,,,,
2024-04-28,745428,Groundout,field_out,True,543309,592836,Kyle Higashioka,Taijuan Walker,0,e173c9ee-6892-4d71-9029-7651708ff232,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,61.0,95.0,84.0,30.0,112.0,104.0,,,,97.0,91.0,86.0,0.136,0.114,0.193,,,0.24,-5.12,2.76,,,91.3,87.2,,84.8,,0.1,0.175,0.313,0.176,0.176,0.194,0.133,0.333,0.189,0.4,1.0,0.093,,,,76.0,98.0,93.0,121.0,102.0,109.0,0.279,0.174,-5.91,-1.25,86.2,90.9,0.31,0.534,0.074,0.426,0.704,0.141,0.104,1.79,74.5,90.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,
2024-04-28,745428,Strikeout,strikeout,True,543309,592836,Kyle Higashioka,Taijuan Walker,0,6601a05a-6ab4-43e3-af0c-8bf9018158c1,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,61.0,95.0,84.0,30.0,112.0,104.0,,,,97.0,91.0,86.0,0.136,0.114,0.193,,,0.24,-5.12,2.76,,,91.3,87.2,,84.8,,0.1,0.175,0.313,0.176,0.176,0.194,0.133,0.333,0.189,0.4,1.0,0.093,,,,76.0,98.0,93.0,121.0,102.0,109.0,0.279,0.174,-5.91,-1.25,86.2,90.9,0.31,0.534,0.074,0.426,0.704,0.141,0.104,1.79,74.5,90.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,
2024-04-29,745427,Strikeout,strikeout,True,543309,666157,Kyle Higashioka,Nick Lodolo,0,a979aabf-d4c5-4658-ac22-65f125656750,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,,,,,,,0.45,,,,0.165,0.57,,,,0.65,94.1,,87.9,,,,,,0.221,0.372,0.22,0.198,0.25,0.455,,,,0.2,0.333,0.288,108.0,95.0,92.0,,,,0.107,,,-1.02,,94.1,0.289,0.632,0.182,,,,0.278,0.16,81.5,88.0,93.0,101.0,,,,,,,,,,,,,,,,,,,,,
2024-04-29,745427,Strikeout,strikeout,True,543309,666157,Kyle Higashioka,Nick Lodolo,0,8a891e72-9a5a-429f-a1dc-69ab73a7c5bc,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,,,,,,,0.45,,,,0.165,0.57,,,,0.65,94.1,,87.9,,,,,,0.221,0.372,0.22,0.198,0.25,0.455,,,,0.2,0.333,0.288,108.0,95.0,92.0,,,,0.107,,,-1.02,,94.1,0.289,0.632,0.182,,,,0.278,0.16,81.5,88.0,93.0,101.0,,,,,,,,,,,,,,,,,,,,,
2024-05-05,747206,Double,double,False,543309,669194,Kyle Higashioka,Ryne Nelson,1,98a1710c-9419-4335-ae0c-645ccb7f8ac5,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,108.0,112.0,110.0,,,,76.0,103.0,92.0,0.531,0.203,0.107,,0.094,0.45,-1.15,-1.78,,-4.16,95.0,91.4,83.4,84.5,,0.4,0.733,0.167,0.261,0.415,0.217,0.16,0.24,0.116,0.341,0.518,0.124,0.368,0.737,0.208,,,,,,,,,,,,,,,,,,,0.064,2.02,77.5,91.0,98.0,96.0,,,,,,,,,,,,,,,,,,,,,
2024-05-05,747206,Single,single,False,543309,669194,Kyle Higashioka,Ryne Nelson,0,8727849f-1c6e-440a-9cec-b4c8d3fa3309,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,108.0,112.0,110.0,,,,76.0,103.0,92.0,0.531,0.203,0.107,,0.094,0.45,-1.15,-1.78,,-4.16,95.0,91.4,83.4,84.5,,0.4,0.733,0.167,0.261,0.415,0.217,0.16,0.24,0.116,0.341,0.518,0.124,0.368,0.737,0.208,,,,,,,,,,,,,,,,,,,0.064,2.02,77.5,91.0,98.0,96.0,,,,,,,,,,,,,,,,,,,,,
2024-05-05,747206,Groundout,field_out,True,543309,679885,Kyle Higashioka,Justin Martinez,0,3d25b944-5450-4e55-a9df-00e7cf88570e,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,78.0,94.0,95.0,118.0,100.0,108.0,,,,,,,0.094,,0.218,,,0.24,,2.47,,,100.0,,,89.5,,0.091,0.227,0.492,0.231,0.231,0.306,,,,,,,,,,115.0,101.0,103.0,103.0,108.0,108.0,0.462,0.226,1.83,1.03,89.8,100.1,0.318,0.333,0.203,0.091,0.114,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,747206,Strikeout,strikeout,True,543309,656464,Kyle Higashioka,Kevin Ginkel,0,7fb4bd9f-9b92-4215-a790-c00dad7fcdc2,656464.0,kevinginkel,Ginkel,Right,Kevin Ginkel,ARI,2.55,3.36,42.1,104.0,105.0,105.0,0.768,9.14,1.49,8.5,0.64,1.27,0.262,0.402,0.115,0.352,0.407,,,,89.0,105.0,99.0,134.0,103.0,115.0,,,,,,,0.523,,0.369,,,0.98,,-0.37,,,96.0,,,87.6,,0.246,0.41,0.392,0.235,0.346,0.184,,,,,,,,,,88.0,103.0,101.0,,,,0.108,,,1.28,,94.5,0.286,0.286,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,746885,Flyout,field_out,True,543309,684007,Kyle Higashioka,Shota Imanaga,0,8c22ee6d-42ee-4150-8784-c8bd5578faec,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,95.0,104.0,106.0,110.0,108.0,109.0,,,,51.0,108.0,96.0,0.547,0.009,0.067,,0.001,1.17,-8.77,-1.0,,-3.42,91.8,89.8,87.6,81.9,,0.333,0.375,0.321,0.213,0.376,0.191,0.429,0.429,0.0,0.5,1.25,0.125,,,,90.0,120.0,107.0,80.0,102.0,96.0,0.002,0.33,0.11,-1.44,83.1,89.4,,,,0.252,0.357,0.406,0.044,-0.86,72.9,71.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,
2024-05-07,746885,Strikeout,strikeout,True,543309,684007,Kyle Higashioka,Shota Imanaga,0,88f1cd4b-c478-4906-b3ac-43018b9e65b8,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,95.0,104.0,106.0,110.0,108.0,109.0,,,,51.0,108.0,96.0,0.547,0.009,0.067,,0.001,1.17,-8.77,-1.0,,-3.42,91.8,89.8,87.6,81.9,,0.333,0.375,0.321,0.213,0.376,0.191,0.429,0.429,0.0,0.5,1.25,0.125,,,,90.0,120.0,107.0,80.0,102.0,96.0,0.002,0.33,0.11,-1.44,83.1,89.4,,,,0.252,0.357,0.406,0.044,-0.86,72.9,71.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,
2024-05-11,745422,Flyout,field_out,True,543309,572020,Kyle Higashioka,James Paxton,0,1d64bf19-77ba-415e-a943-6bd7e84c1b56,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.577,0.037,,0.284,0.07,0.34,-3.42,,-0.23,-1.66,93.2,84.0,82.6,,80.8,,,,0.243,0.381,0.138,0.224,0.355,0.358,0.308,0.769,0.13,0.217,0.348,0.31,65.0,98.0,92.0,,,,0.032,,,-4.92,,92.6,0.462,0.692,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
