date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-06-01,745251,Groundout,field_out,True,669208,672710,Ryan Bliss,Roansy Contreras,0,e47c0106-1ede-4441-a6c2-6dc6216c559d,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,92.0,99.0,94.0,75.0,94.0,74.0,118.0,98.0,106.0,,,,,,,,,,0.049,0.432,,,0.325,,0.12,,,-2.07,-1.01,,94.8,,,94.5,83.5,,0.274,0.384,0.189,0.571,0.571,0.056,,,,0.1,0.25,0.302,0.125,0.25,0.154,,,,80.0,88.0,88.0,86.0,92.0,98.0,0.088,0.106,1.03,-2.57,89.2,78.0,0.263,0.474,0.182,,,,,,,,,
2024-06-02,745252,Flyout,field_out,True,669208,656288,Ryan Bliss,Griffin Canning,0,3bcb5dbc-6c99-4c5b-9473-41e3c063f090,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,,,,,,,0.024,0.354,,,0.228,,-0.83,,,-8.35,-1.29,,93.6,,,93.0,88.0,,0.243,0.521,0.158,0.5,1.1,0.0,,,,0.303,0.449,0.292,0.297,0.432,0.21,,,,98.0,102.0,103.0,73.0,96.0,95.0,0.123,0.271,-1.15,0.71,88.7,80.7,0.254,0.377,0.253,,,,,,,,,
2024-06-02,745252,Groundout,field_out,True,669208,656288,Ryan Bliss,Griffin Canning,0,d6a0ea37-640f-4f59-bb80-81000981f241,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,,,,,,,0.024,0.354,,,0.228,,-0.83,,,-8.35,-1.29,,93.6,,,93.0,88.0,,0.243,0.521,0.158,0.5,1.1,0.0,,,,0.303,0.449,0.292,0.297,0.432,0.21,,,,98.0,102.0,103.0,73.0,96.0,95.0,0.123,0.271,-1.15,0.71,88.7,80.7,0.254,0.377,0.253,,,,,,,,,
2024-06-02,745252,Pop Out,field_out,True,669208,519326,Ryan Bliss,Hunter Strickland,0,8904c8bd-f5c7-43c7-9ae8-bff65ff9f822,519326.0,hunterstrickland,Strickland,Right,Hunter Strickland,LAA,3.48,3.22,44.0,102.0,109.0,107.0,0.78,7.77,2.45,6.75,1.02,0.7,0.208,0.44,0.168,0.296,0.434,80.0,101.0,99.0,69.0,104.0,93.0,133.0,103.0,115.0,,,,,,,,,,0.105,0.282,0.003,,0.549,,-0.79,-71.24,,-1.13,2.24,,94.2,90.6,,92.7,84.0,,0.27,0.486,0.186,0.375,0.5,0.103,,,,0.158,0.284,0.283,,,,,,,82.0,107.0,102.0,,,,,0.061,,3.81,87.6,,0.077,0.077,0.333,,,,,,,,,
2024-06-02,745252,Strikeout,strikeout,True,669208,660761,Ryan Bliss,José Suarez,0,b6b9b6a4-35f2-4ccc-aabc-d8d15d6822da,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.15,5.29,35.1,92.0,99.0,93.0,0.736,9.42,5.6,11.21,1.27,1.15,0.202,0.45,0.211,0.358,0.371,105.0,93.0,95.0,73.0,101.0,88.0,102.0,93.0,90.0,,,,111.0,93.0,94.0,,,,0.122,0.36,0.02,,0.256,,-1.96,-8.06,,-7.21,0.41,,92.9,88.7,,91.8,81.3,,0.36,0.76,0.311,0.5,1.045,0.136,,,,0.286,0.5,0.212,,,,0.5,1.0,0.143,94.0,88.0,93.0,77.0,124.0,123.0,0.001,0.242,-2.43,-0.87,82.7,74.1,0.255,0.431,0.329,,,,,,,,,
2024-06-06,745657,Single,single,False,669208,676664,Ryan Bliss,JP Sears,1,932b7f92-e66d-40ca-91a2-c711a70427f2,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,,,,,,,,,,0.116,0.321,,,0.382,,-1.73,,,0.67,0.08,,92.2,,,90.1,78.9,,0.25,0.556,0.258,0.298,0.447,0.132,,,,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,,,,,0.182,,0.69,84.3,,0.304,0.354,0.219,,,,,,,,,
2024-06-06,745657,Groundout,field_out,True,669208,676664,Ryan Bliss,JP Sears,0,698c20fe-ebaa-4ead-919c-9a912cc5ec59,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,,,,,,,,,,0.116,0.321,,,0.382,,-1.73,,,0.67,0.08,,92.2,,,90.1,78.9,,0.25,0.556,0.258,0.298,0.447,0.132,,,,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,,,,,0.182,,0.69,84.3,,0.304,0.354,0.219,,,,,,,,,
2024-06-07,746302,Home Run,home_run,False,669208,663738,Ryan Bliss,Daniel Lynch IV,1,481ad029-f0b1-4754-b8ae-b14a52360039,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.535,0.082,0.2,0.2,0.0,,,,0.077,0.308,0.433,0.333,0.667,0.286,,,,,,,,,,,,,,,,0.381,0.524,0.256,,,,,,,,,
2024-06-07,746302,Strikeout,strikeout,True,669208,663738,Ryan Bliss,Daniel Lynch IV,0,c8535078-96e2-470a-992b-2217c7c4c96f,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.535,0.082,0.2,0.2,0.0,,,,0.077,0.308,0.433,0.333,0.667,0.286,,,,,,,,,,,,,,,,0.381,0.524,0.256,,,,,,,,,
2024-06-07,746302,Lineout,field_out,True,669208,608717,Ryan Bliss,Chris Stratton,0,8f950e17-86cf-4bbb-bf4e-e71b80bd9dfa,608717.0,chrisstratton,"Stratton, C",Right,Chris Stratton,KCR,4.85,3.85,39.0,95.0,94.0,97.0,0.771,8.54,5.77,6.23,0.69,1.43,0.286,0.371,0.276,0.19,0.403,80.0,94.0,89.0,76.0,97.0,97.0,107.0,97.0,101.0,,,,,,,,,,0.119,0.381,,,0.225,,-0.05,,,0.21,1.37,,92.0,,,91.7,85.9,,0.231,0.333,0.25,0.211,0.474,0.179,,,,0.176,0.294,0.172,0.156,0.281,0.322,,,,88.0,98.0,99.0,123.0,98.0,108.0,0.204,0.072,0.57,1.81,85.2,79.2,0.2,0.2,0.4,,,,,,,,,
2024-06-08,746300,Strikeout,strikeout,True,669208,679525,Ryan Bliss,Alec Marsh,0,fe0977c3-f7fa-4161-91bb-56486f4d4e95,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,,,,,,,,,,0.139,0.376,,,0.221,,0.97,,,-2.75,0.02,,94.2,,,93.5,86.4,,0.191,0.327,0.231,0.35,0.617,0.096,,,,0.118,0.118,0.355,0.268,0.482,0.275,,,,93.0,96.0,97.0,98.0,106.0,104.0,0.156,0.108,-1.25,1.03,86.5,82.9,0.189,0.216,0.163,,,,,,,,,
2024-06-08,746300,Single,single,False,669208,679525,Ryan Bliss,Alec Marsh,1,74a7efab-e38d-42ce-a8ae-642d8076ff99,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,,,,,,,,,,0.139,0.376,,,0.221,,0.97,,,-2.75,0.02,,94.2,,,93.5,86.4,,0.191,0.327,0.231,0.35,0.617,0.096,,,,0.118,0.118,0.355,0.268,0.482,0.275,,,,93.0,96.0,97.0,98.0,106.0,104.0,0.156,0.108,-1.25,1.03,86.5,82.9,0.189,0.216,0.163,,,,,,,,,
2024-06-08,746300,Strikeout,strikeout,True,669208,519293,Ryan Bliss,Will Smith,0,198bf896-decb-4b0f-8ddc-b00227109e78,519293.0,willsmith,"Smith, W",Left,Will Smith,KCR,4.85,5.47,29.2,98.0,87.0,96.0,0.764,5.76,3.34,9.1,1.21,0.55,0.242,0.434,0.192,0.293,0.428,62.0,97.0,87.0,,,,113.0,100.0,105.0,,,,,,,,,,,0.322,,,0.445,,-1.31,,,,0.85,,91.3,,,,80.5,,0.341,0.523,0.091,,,,,,,0.196,0.304,0.32,0.25,0.25,0.308,,,,80.0,101.0,92.0,71.0,93.0,98.0,0.097,0.136,-0.01,-0.65,85.8,76.2,0.222,0.444,0.355,,,,,,,,,
2024-06-08,746300,Groundout,field_out,True,669208,663704,Ryan Bliss,James McArthur,0,ead45b43-0633-404d-93d8-33f3780fd3a6,663704.0,jamesmcarthur,McArthur,Right,James McArthur,KCR,3.99,3.96,38.1,100.0,110.0,104.0,0.735,7.04,1.64,10.1,1.17,2.13,0.174,0.421,0.132,0.314,0.442,80.0,95.0,89.0,98.0,97.0,97.0,100.0,91.0,99.0,,,,,,,,,,0.378,0.059,,,0.225,,4.71,,,0.76,-0.64,,94.9,,,95.1,87.7,,0.0,0.0,0.176,0.299,0.448,0.146,,,,0.304,0.522,0.431,0.308,0.462,0.333,,,,,,,138.0,108.0,119.0,0.338,,-1.94,,,83.5,,,,,,,,,,,,
2024-06-09,746297,Strikeout,strikeout,True,669208,666142,Ryan Bliss,Cole Ragans,0,be8467ed-7bbe-493a-95b5-cbfc0a77df61,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,109.0,101.0,107.0,,,,134.0,103.0,112.0,99.0,94.0,100.0,89.0,98.0,93.0,,,,,0.406,0.128,,0.12,0.099,1.1,1.57,,,-1.6,1.27,95.8,91.3,,,86.7,81.1,0.206,0.351,0.239,,,,,,,0.242,0.387,0.368,0.158,0.158,0.354,0.304,0.326,0.224,110.0,99.0,102.0,,,,,0.247,,1.11,85.3,,0.205,0.286,0.493,,,,,,,,,
2024-06-09,746297,Flyout,field_out,True,669208,666142,Ryan Bliss,Cole Ragans,0,9ab0bdcd-73fc-4cde-b08d-0708dd3e5fa3,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,109.0,101.0,107.0,,,,134.0,103.0,112.0,99.0,94.0,100.0,89.0,98.0,93.0,,,,,0.406,0.128,,0.12,0.099,1.1,1.57,,,-1.6,1.27,95.8,91.3,,,86.7,81.1,0.206,0.351,0.239,,,,,,,0.242,0.387,0.368,0.158,0.158,0.354,0.304,0.326,0.224,110.0,99.0,102.0,,,,,0.247,,1.11,85.3,,0.205,0.286,0.493,,,,,,,,,
2024-06-09,746297,Single,single,False,669208,694361,Ryan Bliss,Will Klein,1,bf113abf-f29d-44b0-854b-5b24cddf910e,694361.0,willklein,Klein,Right,Will Klein,KCR,6.35,7.79,5.2,105.0,113.0,105.0,0.8,9.53,3.18,15.88,0.0,2.25,0.316,0.526,0.211,0.368,0.495,109.0,113.0,111.0,,,,104.0,81.0,89.0,,,,,,,,,,,0.564,,,0.119,,0.09,,,,-6.47,,97.3,,,,88.3,,0.333,0.4,0.16,,,,,,,,,,0.5,0.625,0.231,,,,,,,122.0,100.0,99.0,0.317,,-3.62,,,86.6,,,,,,,,,,,,
2024-06-09,746297,Sac Bunt,sac_bunt,True,669208,663704,Ryan Bliss,James McArthur,1,15022a51-6953-454d-82c4-a128dd3219c9,663704.0,jamesmcarthur,McArthur,Right,James McArthur,KCR,3.99,3.96,38.1,100.0,110.0,104.0,0.735,7.04,1.64,10.1,1.17,2.13,0.174,0.421,0.132,0.314,0.442,80.0,95.0,89.0,98.0,97.0,97.0,100.0,91.0,99.0,,,,,,,,,,0.378,0.059,,,0.225,,4.71,,,0.76,-0.64,,94.9,,,95.1,87.7,,0.0,0.0,0.176,0.299,0.448,0.146,,,,0.304,0.522,0.431,0.308,0.462,0.333,,,,,,,138.0,108.0,119.0,0.338,,-1.94,,,83.5,,,,,,,,,,,,
2024-06-10,745248,Strikeout,strikeout,True,669208,607200,Ryan Bliss,Erick Fedde,0,cb00cfac-391d-4f3b-914e-5d84869b6213,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,,,,78.0,104.0,97.0,,,,0.306,0.001,0.299,,0.198,,-1.85,1.18,,0.74,0.47,,94.1,90.1,,93.2,83.7,,,,,0.246,0.358,0.203,,,,0.184,0.382,0.26,,,,0.242,0.387,0.258,85.0,111.0,108.0,,,,,0.196,,0.17,87.9,,0.216,0.295,0.142,,,,,,,,,
2024-06-10,745248,Groundout,field_out,True,669208,607200,Ryan Bliss,Erick Fedde,0,7a633368-a467-47f4-b198-82a72198f52a,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,,,,78.0,104.0,97.0,,,,0.306,0.001,0.299,,0.198,,-1.85,1.18,,0.74,0.47,,94.1,90.1,,93.2,83.7,,,,,0.246,0.358,0.203,,,,0.184,0.382,0.26,,,,0.242,0.387,0.258,85.0,111.0,108.0,,,,,0.196,,0.17,87.9,,0.216,0.295,0.142,,,,,,,,,
2024-06-10,745248,Single,single,False,669208,656629,Ryan Bliss,Michael Kopech,0,00fc2018-b645-45ce-ba11-9ba8af62c333,656629.0,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.05,3.96,41.0,100.0,143.0,110.0,0.693,12.29,5.05,7.46,1.76,0.93,0.278,0.412,0.134,0.268,0.442,153.0,99.0,111.0,,,,114.0,103.0,108.0,,,,95.0,106.0,98.0,,,,,0.795,0.107,,0.096,,0.09,0.67,,,-2.76,,98.6,91.3,,,86.5,,0.22,0.422,0.322,,,,,,,0.28,0.4,0.297,,,,0.2,0.2,0.231,92.0,17.0,15.0,,,,,0.001,,-3.7,73.5,,,,,,,,,,,,,
2024-06-10,745248,Groundout,field_out,True,669208,673929,Ryan Bliss,Jordan Leasure,0,8f734345-0eda-41c3-a155-73a1cedb26f9,673929.0,jordanleasure,Leasure,Right,Jordan Leasure,CHW,6.32,4.86,31.1,96.0,113.0,98.0,0.76,7.47,5.17,9.19,1.72,0.77,0.309,0.402,0.216,0.33,0.441,120.0,93.0,94.0,,,,109.0,100.0,104.0,,,,,,,,,,,0.598,,,0.288,,0.95,,,,-5.4,,96.1,,,,88.2,,0.169,0.308,0.257,,,,,,,0.419,0.744,0.28,0.25,0.583,0.273,,,,,,,96.0,98.0,100.0,0.114,,-1.88,,,78.6,,,,,,,,,,,,
2024-06-11,745244,Strikeout,strikeout,True,669208,689672,Ryan Bliss,Drew Thorpe,0,f0247213-5519-49eb-87dc-6b1ed3c84785,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,77.0,91.0,87.0,,,,,0.344,0.132,,0.17,,0.39,-1.24,,,0.62,,91.0,85.6,,,81.0,,0.184,0.368,0.076,,,,,,,0.0,0.0,0.167,,,,0.214,0.571,0.074,93.0,105.0,104.0,,,,,0.354,,1.57,81.5,,0.156,0.333,0.379,,,,,,,,,
2024-06-11,745244,Flyout,field_out,True,669208,689672,Ryan Bliss,Drew Thorpe,0,3f3fe54f-5005-46f3-8394-a49fe520dd16,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,77.0,91.0,87.0,,,,,0.344,0.132,,0.17,,0.39,-1.24,,,0.62,,91.0,85.6,,,81.0,,0.184,0.368,0.076,,,,,,,0.0,0.0,0.167,,,,0.214,0.571,0.074,93.0,105.0,104.0,,,,,0.354,,1.57,81.5,,0.156,0.333,0.379,,,,,,,,,
