date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,EP%,wEP/C,vEP
2024-09-03,745047,Lineout,field_out,True,680737,605488,Michael Helman,Jeffrey Springs,0,dd985a96-a733-446c-b6ae-a9e2625cd7f7,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.72,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,107.0,102.0,100.0,77.0,98.0,93.0,48.0,55.0,53.0,92.0,106.0,107.0,18.0,84.0,80.0,0.002,0.423,0.023,0.235,0.317,-0.69,-1.54,-3.47,2.85,-1.58,89.8,85.3,79.6,89.8,82.3,0.333,0.439,0.442,0.216,0.49,0.17,0.222,0.222,0.236,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,745047,Single,single,False,680737,605488,Michael Helman,Jeffrey Springs,0,8e4c48ca-676e-4d41-a8fd-a6b99acfb527,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.72,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,107.0,102.0,100.0,77.0,98.0,93.0,48.0,55.0,53.0,92.0,106.0,107.0,18.0,84.0,80.0,0.002,0.423,0.023,0.235,0.317,-0.69,-1.54,-3.47,2.85,-1.58,89.8,85.3,79.6,89.8,82.3,0.333,0.439,0.442,0.216,0.49,0.17,0.222,0.222,0.236,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,745045,Double,double,False,680737,641302,Michael Helman,Tyler Alexander,0,3d8026aa-47a0-4aa8-a04b-dce9963d4c04,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.5,5.45,93.1,106.0,95.0,104.0,0.822,7.33,2.03,9.64,2.22,0.61,0.271,0.375,0.157,0.368,0.448,103.0,102.0,103.0,86.0,110.0,104.0,59.0,111.0,104.0,115.0,107.0,109.0,97.0,103.0,101.0,0.126,0.226,0.319,0.19,0.139,-0.2,-0.68,-1.4,0.61,-2.89,89.5,84.9,81.2,89.6,77.6,0.346,0.519,0.194,0.224,0.506,0.246,,,,0.257,0.405,0.169,,,,,,,,,,0.286,0.531,0.074,0.28,0.579,0.199,,,,,,,,,,,,,,,,,,
2024-09-04,745045,Strikeout,strikeout,True,680737,663992,Michael Helman,Richard Lovelady,0,67d6e1d2-a960-4275-9113-cf95ae5c2ac4,663992.0,richardlovelady,Lovelady,Left,Richard Lovelady,- - -,4.4,4.46,28.2,97.0,100.0,98.0,0.784,6.59,2.83,9.1,0.94,1.34,0.25,0.38,0.185,0.348,0.427,,,,62.0,102.0,100.0,100.0,91.0,88.0,116.0,99.0,105.0,,,,0.345,0.191,,0.464,,-3.45,,-0.31,2.12,,92.3,,,92.2,85.6,,,,0.444,0.833,0.268,0.19,0.276,0.262,,,,,,,,,,,,,0.286,0.343,0.145,,,,,,,,,,,,,,,,,,,,,
2024-09-09,745860,Double,double,False,680737,672282,Michael Helman,Reid Detmers,0,7b8fe35b-0fba-4a03-83f0-0ef673d940b1,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,5.64,3.7,75.0,98.0,96.0,98.0,0.722,10.56,3.72,8.88,1.32,0.99,0.241,0.493,0.133,0.355,0.439,92.0,98.0,98.0,89.0,95.0,92.0,,,,116.0,106.0,113.0,,,,,0.461,,0.241,0.15,-0.13,,,0.23,0.94,94.0,,84.7,,86.2,0.298,0.383,0.317,0.245,0.443,0.277,0.211,0.326,0.374,,,,90.0,101.0,103.0,0.147,-3.01,75.2,0.359,0.795,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,745860,Strikeout,strikeout,True,680737,672282,Michael Helman,Reid Detmers,0,ef162d93-fd5c-4bdb-b20f-3d2a29de408e,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,5.64,3.7,75.0,98.0,96.0,98.0,0.722,10.56,3.72,8.88,1.32,0.99,0.241,0.493,0.133,0.355,0.439,92.0,98.0,98.0,89.0,95.0,92.0,,,,116.0,106.0,113.0,,,,,0.461,,0.241,0.15,-0.13,,,0.23,0.94,94.0,,84.7,,86.2,0.298,0.383,0.317,0.245,0.443,0.277,0.211,0.326,0.374,,,,90.0,101.0,103.0,0.147,-3.01,75.2,0.359,0.795,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,745860,Groundout,field_out,True,680737,660761,Michael Helman,José Suarez,0,2c40618e-fd12-4993-9da6-022541a8e9c5,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,7.51,4.97,38.1,93.0,99.0,93.0,0.734,9.63,5.4,10.33,1.17,1.17,0.202,0.456,0.211,0.351,0.367,93.0,88.0,92.0,105.0,92.0,95.0,73.0,100.0,88.0,102.0,93.0,91.0,111.0,94.0,94.0,0.114,0.368,0.02,0.253,0.243,-1.44,-5.91,-7.11,0.59,-0.57,93.0,88.7,82.8,91.8,81.5,0.236,0.4,0.333,0.321,0.679,0.3,0.267,0.467,0.243,0.172,0.241,0.365,77.0,124.0,123.0,0.001,-2.41,74.1,,,,0.5,1.045,0.136,0.4,0.8,0.125,,,,,,,,,,,,,,,,,,
2024-09-09,745860,Strikeout,strikeout,True,680737,660761,Michael Helman,José Suarez,0,3f5f8f3d-188d-4656-8784-a93994119951,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,7.51,4.97,38.1,93.0,99.0,93.0,0.734,9.63,5.4,10.33,1.17,1.17,0.202,0.456,0.211,0.351,0.367,93.0,88.0,92.0,105.0,92.0,95.0,73.0,100.0,88.0,102.0,93.0,91.0,111.0,94.0,94.0,0.114,0.368,0.02,0.253,0.243,-1.44,-5.91,-7.11,0.59,-0.57,93.0,88.7,82.8,91.8,81.5,0.236,0.4,0.333,0.321,0.679,0.3,0.267,0.467,0.243,0.172,0.241,0.365,77.0,124.0,123.0,0.001,-2.41,74.1,,,,0.5,1.045,0.136,0.4,0.8,0.125,,,,,,,,,,,,,,,,,,
2024-09-28,745849,Pop Out,field_out,True,680737,669211,Michael Helman,Keegan Akin,0,42274120-3f97-42e5-b1f7-26667a9e6204,669211.0,keeganakin,Akin,Left,Keegan Akin,BAL,3.32,2.52,78.2,104.0,112.0,106.0,0.717,11.1,2.17,6.29,1.03,0.76,0.267,0.421,0.174,0.297,0.463,99.0,100.0,100.0,111.0,104.0,106.0,,,,117.0,105.0,109.0,,,,,0.56,,0.332,0.108,0.97,,,1.58,-0.27,93.9,,85.6,,85.5,0.19,0.286,0.254,0.215,0.392,0.281,0.153,0.294,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,745846,Flyout,field_out,True,680737,642397,Michael Helman,Gregory Soto,0,39095695-ce7a-4f5f-835c-16b8a9b874b2,642397.0,gregorysoto,"Soto, G",Left,Gregory Soto,- - -,4.42,4.31,53.0,95.0,113.0,99.0,0.713,11.04,4.58,9.51,0.68,1.8,0.313,0.326,0.167,0.313,0.43,,,,96.0,88.0,81.0,112.0,96.0,99.0,120.0,94.0,102.0,,,,0.457,0.119,0.007,0.416,,-2.88,0.37,0.55,-1.16,,98.0,91.8,,97.4,85.8,,,,0.333,0.381,0.347,0.221,0.364,0.494,0.353,0.647,0.333,,,,,,,,,,0.286,0.385,0.149,,,,,,,,,,,,,,,,,,,,,
