date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,EP%,wEP/C,vEP,vKN (sc),KN%,wKN/C
2024-06-09,745571,Flyout,field_out,True,642215,500779,Weston Wilson,Jose Quintana,0,bd3c0db0-9262-4114-8d1b-618081f4d3c1,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,,,,0.318,0.207,,,,0.277,-1.6,,,-0.01,,0.72,90.5,,,90.7,,77.8,0.271,0.504,0.137,,,,,,,,,,0.281,0.579,0.149,0.255,0.415,0.247,71.0,101.0,97.0,0.199,0.78,85.8,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
2024-06-09,745571,Flyout,field_out,True,642215,500779,Weston Wilson,Jose Quintana,0,8e6d5d0a-8723-43a5-b171-2d47798ee6e4,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,,,,0.318,0.207,,,,0.277,-1.6,,,-0.01,,0.72,90.5,,,90.7,,77.8,0.271,0.504,0.137,,,,,,,,,,0.281,0.579,0.149,0.255,0.415,0.247,71.0,101.0,97.0,0.199,0.78,85.8,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
2024-06-09,745571,Groundout,field_out,True,642215,673380,Weston Wilson,Dedniel Núñez,0,99bd252f-91eb-4fd7-8d1e-72ee0f1869d9,673380.0,dednielnunez,Núñez,Right,Dedniel Núñez,NYM,2.59,2.32,31.1,104.0,119.0,110.0,0.718,11.78,2.01,6.03,0.86,1.3,0.254,0.38,0.183,0.324,0.479,30.0,176.0,193.0,132.0,107.0,113.0,80.0,131.0,115.0,109.0,100.0,105.0,,,,,,,0.026,0.492,,,0.471,0.002,2.45,,,-13.02,1.16,21.74,96.3,,,93.7,87.3,84.1,0.4,0.6,0.222,,,,0.153,0.254,0.414,,,,0.217,0.37,0.25,,,,36.0,108.0,101.0,0.009,5.9,91.4,,,,,,,,,,,,,,,,,,,,,
2024-06-13,746944,Pop Out,field_out,True,642215,641745,Weston Wilson,Brad Keller,0,0fa3bd6a-a65c-44d1-83d0-d77aaba95156,641745.0,bradkeller,"Keller, B",Right,Brad Keller,- - -,5.13,4.57,33.1,102.0,97.0,103.0,0.81,6.48,2.97,9.45,1.62,1.34,0.239,0.416,0.168,0.31,0.426,89.0,90.0,102.0,77.0,102.0,98.0,73.0,86.0,87.0,118.0,105.0,109.0,,,,,,,0.029,0.374,,,0.416,0.022,-1.0,,,-8.19,-0.72,-7.7,93.6,,,92.5,85.8,81.3,,,,,,,0.255,0.491,0.223,,,,0.279,0.426,0.12,0.5,1.0,0.25,96.0,103.0,101.0,0.16,1.04,88.6,0.071,0.071,0.378,,,,,,,,,,,,,,,,,,
2024-07-12,745552,Walk,walk,False,642215,663687,Weston Wilson,Hogan Harris,0,a23f9032-0726-4206-8c77-6bcd02927316,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,57.0,98.0,101.0,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,,,,0.583,,,0.116,0.146,-0.49,,,,-2.85,-0.4,93.2,,,,79.3,72.7,,,,,,,0.25,0.536,0.222,,,,0.283,0.485,0.173,0.259,0.296,0.304,118.0,93.0,99.0,0.156,0.81,81.0,0.154,0.192,0.273,,,,,,,,,,,,,,,,,,
2024-07-12,745552,Caught Stealing 2B,caught_stealing_2b,True,642215,663687,Weston Wilson,Hogan Harris,0,750c8820-b903-4a59-9a12-865bdbece5e2,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,57.0,98.0,101.0,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,,,,0.583,,,0.116,0.146,-0.49,,,,-2.85,-0.4,93.2,,,,79.3,72.7,,,,,,,0.25,0.536,0.222,,,,0.283,0.485,0.173,0.259,0.296,0.304,118.0,93.0,99.0,0.156,0.81,81.0,0.154,0.192,0.273,,,,,,,,,,,,,,,,,,
2024-07-12,745552,Pop Out,field_out,True,642215,674370,Weston Wilson,Osvaldo Bido,0,be8485d7-93c2-4938-89d6-204e34433c5f,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.44,2.83,18.1,92.0,104.0,91.0,0.761,7.85,5.4,5.89,0.0,0.52,0.229,0.333,0.271,0.229,0.398,,,,101.0,95.0,91.0,103.0,78.0,77.0,130.0,104.0,108.0,100.0,81.0,77.0,,,,0.125,0.353,0.15,,0.263,,1.42,1.23,,-0.99,1.73,,94.6,87.4,,95.0,86.1,,0.375,0.5,0.25,,,,0.208,0.25,0.259,0.0,0.0,0.25,0.105,0.158,0.25,,,,74.0,96.0,94.0,0.109,-1.61,89.5,0.286,0.429,0.231,,,,,,,,,,,,,,,,,,
2024-07-12,745552,Flyout,field_out,True,642215,518397,Weston Wilson,Scott Alexander,0,018a809b-b243-4323-9769-b18fad0da51a,518397.0,scottalexander,Alexander,Left,Scott Alexander,OAK,2.89,4.86,18.2,101.0,90.0,96.0,0.85,4.34,2.89,6.27,0.96,1.94,0.351,0.368,0.14,0.263,0.447,,,,,,,87.0,101.0,96.0,103.0,98.0,90.0,,,,,,,0.694,,,,0.192,,,,,3.74,4.1,,,,,92.4,82.0,,0.214,0.238,0.068,,,,0.0,0.0,0.294,,,,,,,,,,88.0,100.0,105.0,0.114,-11.83,84.9,0.444,1.222,0.438,,,,,,,,,,,,,,,,,,
2024-07-12,745552,Single,single,False,642215,695243,Weston Wilson,Mason Miller,0,0bf742fb-25b2-4da0-92b3-0c36cfd520a7,695243.0,masonmiller,"Miller, M",Right,Mason Miller,OAK,2.27,1.51,39.2,102.0,150.0,108.0,0.599,15.88,3.18,4.54,0.68,0.9,0.318,0.288,0.242,0.318,0.432,,,,141.0,101.0,106.0,,,,163.0,107.0,113.0,,,,,,,,0.612,,0.003,0.376,,2.21,,-1.0,,2.1,,100.9,,97.6,,87.4,,,,,,,,0.14,0.193,0.461,,,,0.158,0.289,0.415,,,,108.0,105.0,109.0,0.008,5.68,92.7,,,,,,,,,,,,,,,,,,,,,
2024-07-14,745551,Pop Out,field_out,True,642215,621053,Weston Wilson,Tyler Ferguson,0,dba04a3f-71d9-4a9b-9c37-d6e04c5dcecf,621053.0,tylerferguson,"Ferguson, T",Right,Tyler Ferguson,OAK,4.82,4.73,18.2,101.0,106.0,104.0,0.795,10.13,4.82,6.75,0.96,1.43,0.196,0.5,0.13,0.304,0.434,,,,125.0,105.0,104.0,77.0,97.0,98.0,101.0,101.0,110.0,107.0,96.0,100.0,,,,0.203,0.369,0.147,,0.256,,-0.15,-2.87,,6.05,-1.59,,95.3,90.5,,94.6,84.1,,0.067,0.067,0.115,,,,0.263,0.579,0.211,0.667,1.0,0.235,0.222,0.444,0.271,,,,110.0,123.0,119.0,0.025,3.97,88.3,,,,,,,,,,,,,,,,,,,,,
