date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP
2024-07-03,746534,Flyout,field_out,True,681962,663567,Vinny Capra,Peter Lambert,0,51648478-abdf-4855-bdd8-37929fff7b38,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,89.0,95.0,95.0,80.0,96.0,95.0,87.0,91.0,88.0,87.0,95.0,89.0,120.0,94.0,101.0,0.032,0.382,0.306,0.052,0.228,-0.75,-1.55,0.45,-5.77,0.42,94.5,86.9,93.8,85.8,78.0,0.333,0.333,0.0,0.182,0.182,0.316,0.276,0.534,0.11,0.25,0.875,0.2,0.237,0.263,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,746122,Grounded Into DP,grounded_into_double_play,True,681962,680736,Vinny Capra,Justin Wrobleski,1,41beabba-71bd-4408-98f7-03e017b78105,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,49.0,121.0,132.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,0.038,0.556,0.188,0.006,0.063,0.68,-7.62,-7.93,3.88,-0.28,95.1,82.8,92.7,84.5,80.6,,,,0.25,0.833,0.308,0.182,0.364,0.182,,,,,,,53.0,91.0,92.0,,,,0.15,,-6.77,,88.1,,0.667,2.0,0.154,,,,,,,,,,,,
2024-07-07,746122,Double,double,False,681962,680736,Vinny Capra,Justin Wrobleski,0,ff167ccc-d8fb-466a-8f4a-517e7926b8d1,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,49.0,121.0,132.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,0.038,0.556,0.188,0.006,0.063,0.68,-7.62,-7.93,3.88,-0.28,95.1,82.8,92.7,84.5,80.6,,,,0.25,0.833,0.308,0.182,0.364,0.182,,,,,,,53.0,91.0,92.0,,,,0.15,,-6.77,,88.1,,0.667,2.0,0.154,,,,,,,,,,,,
2024-07-07,746122,Pop Out,field_out,True,681962,642232,Vinny Capra,Ryan Yarbrough,0,964c31d5-9473-4801-8fe9-f490ddb91c60,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,LAD,3.73,4.67,62.2,98.0,80.0,93.0,0.813,4.45,3.59,7.04,1.15,0.95,0.259,0.403,0.169,0.259,0.444,63.0,102.0,82.0,96.0,102.0,111.0,86.0,96.0,90.0,63.0,100.0,91.0,,,,0.251,0.173,,0.286,0.149,0.52,2.48,,0.81,1.05,86.5,77.5,85.9,,71.5,0.211,0.324,0.099,,,,0.258,0.387,0.149,0.141,0.282,0.282,0.229,0.229,0.231,95.0,83.0,77.0,,,,0.142,,-4.83,,83.8,,0.421,0.789,0.204,,,,,,,,,,,,
2024-07-07,746122,Groundout,field_out,True,681962,642232,Vinny Capra,Ryan Yarbrough,0,45080b95-c946-4ebd-afdf-bba3bba2c52b,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,LAD,3.73,4.67,62.2,98.0,80.0,93.0,0.813,4.45,3.59,7.04,1.15,0.95,0.259,0.403,0.169,0.259,0.444,63.0,102.0,82.0,96.0,102.0,111.0,86.0,96.0,90.0,63.0,100.0,91.0,,,,0.251,0.173,,0.286,0.149,0.52,2.48,,0.81,1.05,86.5,77.5,85.9,,71.5,0.211,0.324,0.099,,,,0.258,0.387,0.149,0.141,0.282,0.282,0.229,0.229,0.231,95.0,83.0,77.0,,,,0.142,,-4.83,,83.8,,0.421,0.789,0.204,,,,,,,,,,,,
2024-07-09,745968,Strikeout,strikeout,True,681962,682990,Vinny Capra,Quinn Priester,0,c804b6b1-e256-4ba2-b3ba-769419dfa5e6,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.4,0.4,0.222,0.357,0.5,0.463,0.136,0.182,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,745968,Strikeout,strikeout,True,681962,682990,Vinny Capra,Quinn Priester,0,3d158529-90b9-449e-a7b3-ae40d7e3aad2,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.4,0.4,0.222,0.357,0.5,0.463,0.136,0.182,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,745968,Strikeout,strikeout,True,681962,682990,Vinny Capra,Quinn Priester,0,a9244e8f-eb22-4888-b0e6-eeee26dcc62f,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.4,0.4,0.222,0.357,0.5,0.463,0.136,0.182,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,745968,Groundout,field_out,True,681962,642701,Vinny Capra,Dennis Santana,0,57a74f7c-b150-43fd-a0ac-69e815d93ff5,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,78.0,95.0,86.0,,,,103.0,107.0,107.0,95.0,91.0,92.0,109.0,104.0,103.0,0.181,0.211,0.298,,0.079,-0.89,-0.04,-2.57,,0.81,95.8,89.1,95.2,86.6,,0.314,0.457,0.055,0.34,0.604,0.346,0.25,0.417,0.26,,,,0.188,0.25,0.308,103.0,100.0,98.0,,,,0.231,,1.2,,90.4,,0.2,0.36,0.268,,,,,,,,,,,,
