date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff,vSC (sc),SC%,wSC/C,FO%,wFO/C,vFO
2024-07-29,746928,Single,single,False,660844,622259,Leo Rivas,Trey Wingenter,1,d6934384-fe01-4eff-a227-6ed1f1132117,622259.0,treywingenter,Wingenter,Right,Trey Wingenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.615,0.625,1.125,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,746926,Strikeout,strikeout,True,660844,572020,Leo Rivas,James Paxton,0,f46dffb8-7766-4f06-8145-cf82467557f3,572020.0,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.75,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,,,,70.0,98.0,86.0,65.0,107.0,97.0,,,,82.0,95.0,83.0,,,,0.05,0.551,0.031,,,,-0.18,-3.33,,-0.97,,,93.2,84.0,,92.8,,,,,,0.264,0.431,0.144,0.308,0.769,0.13,,,,0.2,0.3,0.357,72.0,95.0,95.0,0.066,-2.1,82.6,0.308,0.423,0.091,0.25,0.375,0.326,,,,83.0,98.0,97.0,0.303,0.59,80.8,,,,,,,,,,,,,,,
2024-07-30,746926,Single,single,False,660844,572020,Leo Rivas,James Paxton,1,9e13b827-e981-4b3e-b263-47940b7780f4,572020.0,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.75,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,,,,70.0,98.0,86.0,65.0,107.0,97.0,,,,82.0,95.0,83.0,,,,0.05,0.551,0.031,,,,-0.18,-3.33,,-0.97,,,93.2,84.0,,92.8,,,,,,0.264,0.431,0.144,0.308,0.769,0.13,,,,0.2,0.3,0.357,72.0,95.0,95.0,0.066,-2.1,82.6,0.308,0.423,0.091,0.25,0.375,0.326,,,,83.0,98.0,97.0,0.303,0.59,80.8,,,,,,,,,,,,,,,
2024-07-31,746925,Groundout,field_out,True,660844,677161,Leo Rivas,Zack Kelly,0,29f3118c-e14c-4f31-b51f-b97496a4d595,677161.0,zackkelly,"Kelly, Z",Right,Zack Kelly,BOS,2.58,3.97,52.1,101.0,111.0,105.0,0.746,9.63,3.78,6.02,1.55,1.24,0.216,0.403,0.164,0.269,0.426,,,,106.0,97.0,93.0,,,,131.0,103.0,115.0,82.0,100.0,103.0,,,,,0.315,0.207,,0.266,,-0.8,1.16,,,2.07,,96.5,90.8,,,82.3,,,,,0.23,0.328,0.222,0.225,0.475,0.198,,,,,,,122.0,105.0,111.0,0.212,-0.21,83.6,,,,0.167,0.476,0.333,0.106,0.213,0.354,,,,,,,,,,,,,,,,,,,,,
2024-08-02,745224,Strikeout,strikeout,True,660844,663969,Leo Rivas,Tyler Phillips,0,a6af3b40-2d7c-4f76-b8f6-0b647295afec,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,108.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,,,,,,,0.308,0.186,,,0.295,0.144,3.67,,,-0.59,-2.14,1.11,92.6,,,93.7,82.5,80.9,,,,0.194,0.29,0.212,,,,,,,0.143,0.143,0.214,72.0,109.0,103.0,0.066,-3.96,85.7,0.306,0.694,0.128,0.5,0.625,0.2,0.295,0.5,0.329,,,,,,,,,,,,,,,,,,,,,
2024-08-02,745224,Lineout,field_out,True,660844,614179,Leo Rivas,José Ruiz,0,54041298-a493-48d3-9014-a3d7b2687673,614179.0,joseruiz,"Ruiz, J",Right,José Ruiz,PHI,3.95,4.2,41.0,102.0,104.0,102.0,0.741,9.44,2.41,9.0,1.54,1.51,0.229,0.441,0.102,0.356,0.42,119.0,105.0,107.0,104.0,101.0,103.0,75.0,101.0,96.0,134.0,67.0,73.0,,,,,,,0.235,0.264,,,0.05,0.417,-0.66,,,1.8,-0.99,-0.56,96.4,,,95.9,92.3,86.3,0.333,0.333,0.4,0.289,0.553,0.33,,,,,,,0.274,0.425,0.354,97.0,90.0,97.0,0.033,-1.3,90.1,0.205,0.308,0.108,0.2,0.4,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,745224,Lineout,field_out,True,660844,621383,Leo Rivas,Tanner Banks,0,00a5feab-3776-4b81-aa46-a4b07499160a,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.86,3.37,60.2,103.0,96.0,101.0,0.762,9.49,2.82,8.31,0.89,1.37,0.294,0.318,0.147,0.271,0.427,116.0,111.0,109.0,84.0,108.0,105.0,74.0,107.0,96.0,108.0,95.0,93.0,,,,,,,0.084,0.294,,,0.32,0.155,0.18,,,0.85,0.2,1.74,93.5,,,92.2,88.0,82.2,0.273,0.409,0.23,0.235,0.353,0.262,,,,,,,0.158,0.237,0.315,87.0,98.0,99.0,0.147,-2.18,86.2,0.278,0.278,0.382,0.282,0.538,0.159,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,745224,Pop Out,field_out,True,660844,596117,Leo Rivas,Garrett Stubbs,0,c5eb42b6-ef44-4a31-a131-c55937130189,596117.0,garrettstubbs,Stubbs,Right,Garrett Stubbs,PHI,21.0,5.6,3.0,,,,0.923,0.0,6.0,15.0,6.0,0.63,0.214,0.429,0.071,0.286,0.246,,,,,,,,,,,,,,,,,,,,0.105,,,,,4.86,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,-6.29,56.3,,,,,,,,,
2024-08-07,745223,Lineout,field_out,True,660844,669373,Leo Rivas,Tarik Skubal,0,0943f1bb-6889-48fd-b463-d0cca9c4037d,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,,,,,,,0.207,0.328,,,0.153,,1.45,,,1.65,0.82,,96.9,,,96.6,88.7,,0.188,0.375,0.349,0.206,0.311,0.253,,,,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.181,0.283,0.164,0.231,0.355,0.472,,,,94.0,91.0,101.0,0.045,2.67,78.5,,,,,,,,,,,,,,,
2024-08-07,745223,Strikeout,strikeout,True,660844,669373,Leo Rivas,Tarik Skubal,0,8849278c-a91b-4ec6-8e9f-7950b0fbeb0e,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,,,,,,,0.207,0.328,,,0.153,,1.45,,,1.65,0.82,,96.9,,,96.6,88.7,,0.188,0.375,0.349,0.206,0.311,0.253,,,,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.181,0.283,0.164,0.231,0.355,0.472,,,,94.0,91.0,101.0,0.045,2.67,78.5,,,,,,,,,,,,,,,
2024-08-09,745220,Flyout,field_out,True,660844,500779,Leo Rivas,Jose Quintana,0,2b8fe7b6-3e21-4a87-ace0-ca02ac954ff4,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,,,,0.293,0.222,,,,0.287,-0.55,,,0.19,,0.04,90.6,,,90.7,,77.6,,,,0.225,0.461,0.167,,,,,,,0.266,0.448,0.258,69.0,100.0,97.0,0.197,-0.09,85.7,0.261,0.491,0.136,0.225,0.294,0.32,,,,,,,,,,,,,,,,0.176,0.382,0.274,,,,,,
2024-08-09,745220,Groundout,field_out,True,660844,500779,Leo Rivas,Jose Quintana,0,12539179-38da-491d-8893-3074c6bb28cf,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,,,,0.293,0.222,,,,0.287,-0.55,,,0.19,,0.04,90.6,,,90.7,,77.6,,,,0.225,0.461,0.167,,,,,,,0.266,0.448,0.258,69.0,100.0,97.0,0.197,-0.09,85.7,0.261,0.491,0.136,0.225,0.294,0.32,,,,,,,,,,,,,,,,0.176,0.382,0.274,,,,,,
2024-08-09,745220,Single,single,False,660844,500779,Leo Rivas,Jose Quintana,1,0ab4ed08-1cde-4b95-947b-24c95ad012ec,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,,,,0.293,0.222,,,,0.287,-0.55,,,0.19,,0.04,90.6,,,90.7,,77.6,,,,0.225,0.461,0.167,,,,,,,0.266,0.448,0.258,69.0,100.0,97.0,0.197,-0.09,85.7,0.261,0.491,0.136,0.225,0.294,0.32,,,,,,,,,,,,,,,,0.176,0.382,0.274,,,,,,
2024-08-10,745219,Walk,walk,False,660844,640455,Leo Rivas,Sean Manaea,0,3df3e915-c0c5-43c2-b5f7-864f43cf7f5d,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.28,0.467,0.238,0.178,0.299,0.397,,,,,,,,,,,,,,,,,,,,,
2024-08-10,745219,Lineout,field_out,True,660844,640455,Leo Rivas,Sean Manaea,0,933ef0ca-45fd-4605-a863-06a06a633447,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.28,0.467,0.238,0.178,0.299,0.397,,,,,,,,,,,,,,,,,,,,,
2024-08-10,745219,Strikeout,strikeout,True,660844,657585,Leo Rivas,Reed Garrett,0,1e418802-be6f-4b84-92ea-b707e3162ac5,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.83,3.39,47.0,92.0,117.0,96.0,0.649,13.21,5.17,8.23,1.15,1.21,0.241,0.444,0.241,0.278,0.343,,,,127.0,85.0,89.0,92.0,85.0,79.0,121.0,96.0,104.0,108.0,100.0,94.0,120.0,92.0,99.0,0.127,0.162,0.236,0.274,0.201,,-4.43,0.55,1.85,-2.08,0.81,,96.5,91.4,88.0,96.2,84.8,,,,,0.414,0.759,0.288,0.297,0.514,0.347,0.132,0.147,0.522,,,,,,,,,,0.375,0.688,0.239,,,,0.192,0.231,0.339,,,,,,,,,,,,,,,,,,,,,
2024-08-10,745219,Strikeout,strikeout,True,660844,664849,Leo Rivas,Danny Young,0,c333908d-84af-4c92-ace8-560f28d0c966,664849.0,dannyyoung,"Young, D",Left,Danny Young,NYM,3.0,4.03,30.0,92.0,103.0,91.0,0.689,12.0,4.5,6.3,0.6,2.0,0.286,0.329,0.186,0.229,0.368,,,,,,,68.0,100.0,92.0,136.0,85.0,90.0,97.0,74.0,84.0,,,,0.474,,0.007,,0.518,,,-39.04,,1.45,0.4,,,87.1,,91.3,80.4,,,,,,,,,,,,,,,,,,,,,,,0.234,0.297,0.156,,,,0.114,0.205,0.505,,,,,,,,,,,,,,,,,,,,,
2024-08-11,745216,Groundout,field_out,True,660844,622663,Leo Rivas,Luis Severino,0,9579d7b2-dd67-4266-a468-1a944f653931,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,,,,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,,,,0.253,0.351,0.084,,0.229,,0.31,0.95,,0.88,0.04,,96.1,92.7,,95.6,85.7,,0.263,0.342,0.282,0.231,0.382,0.222,0.186,0.279,0.239,,,,,,,86.0,92.0,92.0,0.082,-2.98,86.1,0.289,0.434,0.123,0.333,0.622,0.182,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,,,,
2024-08-11,745216,Sac Bunt,sac_bunt,True,660844,622663,Leo Rivas,Luis Severino,1,7aaa4034-1749-4c63-b5dd-41d47f2b8c91,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,,,,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,,,,0.253,0.351,0.084,,0.229,,0.31,0.95,,0.88,0.04,,96.1,92.7,,95.6,85.7,,0.263,0.342,0.282,0.231,0.382,0.222,0.186,0.279,0.239,,,,,,,86.0,92.0,92.0,0.082,-2.98,86.1,0.289,0.434,0.123,0.333,0.622,0.182,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,,,,
2024-08-11,745216,Single,single,False,660844,592773,Leo Rivas,Ryne Stanek,1,b93b60db-ffe0-4892-918c-9d7a5a53a837,592773.0,rynestanek,Stanek,Right,Ryne Stanek,- - -,5.1,3.62,47.2,96.0,127.0,104.0,0.71,10.2,4.34,7.93,1.32,0.73,0.267,0.389,0.13,0.328,0.424,,,,131.0,96.0,103.0,94.0,96.0,96.0,150.0,96.0,109.0,,,,114.0,100.0,111.0,0.024,0.597,,0.213,0.166,,0.22,,-1.54,5.19,-0.2,,97.8,,89.2,95.2,87.9,,0.261,0.565,0.463,0.248,0.41,0.256,,,,0.189,0.302,0.43,,,,,,,,,,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,745216,Walk,walk,False,660844,664849,Leo Rivas,Danny Young,1,7ce19bec-b667-4544-b34e-f7a694296622,664849.0,dannyyoung,"Young, D",Left,Danny Young,NYM,3.0,4.03,30.0,92.0,103.0,91.0,0.689,12.0,4.5,6.3,0.6,2.0,0.286,0.329,0.186,0.229,0.368,,,,,,,68.0,100.0,92.0,136.0,85.0,90.0,97.0,74.0,84.0,,,,0.474,,0.007,,0.518,,,-39.04,,1.45,0.4,,,87.1,,91.3,80.4,,,,,,,,,,,,,,,,,,,,,,,0.234,0.297,0.156,,,,0.114,0.205,0.505,,,,,,,,,,,,,,,,,,,,,
2024-08-13,746435,Strikeout,strikeout,True,660844,669373,Leo Rivas,Tarik Skubal,0,1b024442-82f5-4bdb-ba94-7dda49033408,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,,,,,,,0.207,0.328,,,0.153,,1.45,,,1.65,0.82,,96.9,,,96.6,88.7,,0.188,0.375,0.349,0.206,0.311,0.253,,,,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.181,0.283,0.164,0.231,0.355,0.472,,,,94.0,91.0,101.0,0.045,2.67,78.5,,,,,,,,,,,,,,,
2024-08-13,746435,Strikeout,strikeout,True,660844,669373,Leo Rivas,Tarik Skubal,0,887178c9-2c80-4bda-9f2a-e583453b4b23,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,,,,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,,,,,,,0.207,0.328,,,0.153,,1.45,,,1.65,0.82,,96.9,,,96.6,88.7,,0.188,0.375,0.349,0.206,0.311,0.253,,,,,,,0.118,0.118,0.167,97.0,104.0,115.0,0.267,0.78,86.1,0.181,0.283,0.164,0.231,0.355,0.472,,,,94.0,91.0,101.0,0.045,2.67,78.5,,,,,,,,,,,,,,,
