date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-06-01,747111,Pop Out,field_out,True,649557,623474,Aledmys Díaz,Jimmy Herget,0,3da4917b-4cdb-4801-a3e0-e41ae3f866a8,623474.0,jimmyherget,Herget,Right,Jimmy Herget,ATL,3.68,2.6,7.1,95.0,70.0,98.0,0.754,7.36,2.45,9.82,1.23,0.46,0.304,0.391,0.261,0.174,0.433,66.0,83.0,95.0,114.0,100.0,116.0,24.0,97.0,96.0,62.0,79.0,79.0,,,,0.2,,0.108,0.375,0.058,4.96,,3.8,-1.59,5.46,92.4,,86.5,84.0,77.8,0.2,0.2,0.231,,,,,,,0.231,0.462,0.28,,,,46.0,93.0,81.0,0.258,-3.53,91.2,0.571,0.714,0.133,,,,,,,,,,,,,,,,,,
2024-06-09,745651,Flyout,field_out,True,649557,670102,Aledmys Díaz,Bowden Francis,1,0fe6c077-4b5a-4e04-9d9b-ede9a96c1d9d,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,,,,0.536,,0.059,0.284,,0.67,,-7.31,-1.52,,93.3,,,83.8,73.5,0.233,0.442,0.182,,,,0.4,1.1,0.294,0.297,0.486,0.225,,,,,,,,,,,,,0.121,-2.38,84.5,,,,,,,118.0,106.0,110.0,0.348,0.348,0.205,,,
2024-06-09,745651,Strikeout,strikeout,True,649557,647315,Aledmys Díaz,Zach Pop,0,1e748d48-5d24-4af2-b791-ceb8663a2ae6,647315.0,zachpop,Pop,Right,Zach Pop,TOR,5.9,4.57,29.0,98.0,101.0,100.0,0.811,5.9,3.72,9.0,2.17,1.69,0.221,0.484,0.2,0.347,0.37,,,,,,,,,,140.0,93.0,103.0,95.0,92.0,94.0,,0.119,0.145,0.002,0.002,,-3.48,0.31,3.88,-3.7,,93.7,87.4,86.3,82.8,,,,,,,0.143,0.214,0.24,,,,0.273,0.818,0.25,95.0,100.0,101.0,0.731,-0.94,96.3,0.279,0.5,0.207,,,,,,,,,,,,,,,,,,
2024-06-09,745651,Single,single,False,649557,670950,Aledmys Díaz,Trevor Richards,1,810c0faf-f35c-4ed6-b0c4-063511a7e8c6,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,,,,83.0,96.0,92.0,,,,,,,0.412,,,,0.587,1.05,,,,0.94,92.1,,79.0,,,0.197,0.303,0.139,0.131,0.293,0.317,,,,,,,,,,,,,0.001,-3.42,91.4,,,,,,,,,,,,,,,,,,,,,
2024-06-09,745651,Flyout,field_out,True,649557,554340,Aledmys Díaz,Yimi García,0,4b3b52ed-8d8a-4495-9f92-96c83a6f1044,554340.0,yimigarcia,"García, Y",Right,Yimi García,TOR,2.57,2.32,28.0,105.0,119.0,112.0,0.726,11.89,2.25,4.82,0.96,0.41,0.361,0.311,0.164,0.279,0.407,107.0,84.0,80.0,111.0,104.0,109.0,111.0,115.0,123.0,174.0,107.0,124.0,,,,0.335,,0.175,0.21,0.09,2.91,,2.46,0.28,0.7,96.7,,88.7,86.7,84.2,0.116,0.279,0.356,0.143,0.286,0.529,0.0,0.0,0.0,0.308,0.538,0.25,,,,94.0,97.0,97.0,0.191,2.05,95.9,0.188,0.25,0.2,,,,,,,,,,,,,,,,,,
2024-06-13,745894,Lineout,field_out,True,649557,657746,Aledmys Díaz,Joe Ryan,0,354d7e95-3afd-4c4d-bfea-468bcdcb8ce4,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,105.0,104.0,113.0,,,,0.485,,0.235,,,1.28,,0.03,,,94.1,,,83.6,,0.198,0.381,0.275,,,,0.333,0.606,0.222,,,,,,,114.0,106.0,104.0,0.051,-1.2,93.2,0.348,0.478,0.096,0.229,0.01,88.6,,,,,,,103.0,104.0,95.0,0.211,0.413,0.26,,,
2024-06-13,745894,Groundout,field_out,True,649557,657746,Aledmys Díaz,Joe Ryan,0,761b6a30-46f6-4a9c-8d90-543ad6d746c2,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,105.0,104.0,113.0,,,,0.485,,0.235,,,1.28,,0.03,,,94.1,,,83.6,,0.198,0.381,0.275,,,,0.333,0.606,0.222,,,,,,,114.0,106.0,104.0,0.051,-1.2,93.2,0.348,0.478,0.096,0.229,0.01,88.6,,,,,,,103.0,104.0,95.0,0.211,0.413,0.26,,,
2024-06-13,745894,Strikeout,strikeout,True,649557,643377,Aledmys Díaz,Griffin Jax,0,779ebab5-576e-4544-beff-7fb145e0ac54,643377.0,griffinjax,Jax,Right,Griffin Jax,MIN,1.91,2.48,42.1,104.0,136.0,116.0,0.649,12.33,2.55,5.95,0.43,1.48,0.268,0.433,0.227,0.299,0.424,107.0,103.0,113.0,152.0,119.0,124.0,121.0,106.0,110.0,168.0,99.0,123.0,,,,0.286,,0.384,0.075,0.16,3.82,,0.27,0.64,-0.19,97.0,,92.3,89.2,86.9,0.114,0.182,0.293,0.185,0.333,0.483,0.236,0.327,0.422,0.167,0.333,0.32,,,,93.0,108.0,106.0,0.095,2.06,96.6,0.2,0.267,0.219,,,,,,,,,,,,,,,,,,
2024-06-16,745891,Pop Out,field_out,True,649557,663978,Aledmys Díaz,Chris Paddack,0,df83e5d6-f77c-410e-a97c-ed65ae3a4dc6,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,,,,0.429,,0.177,0.136,0.259,0.61,,-0.22,-1.7,-1.54,93.3,,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-16,745891,Groundout,field_out,True,649557,686973,Aledmys Díaz,Louie Varland,0,b7dcb224-791e-467a-936e-808fd7dcf14e,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,,,,90.0,84.0,88.0,0.361,0.289,,,0.081,-0.1,-5.23,,,0.8,95.7,89.6,88.3,,,0.294,0.588,0.177,0.2,0.2,0.077,,,,0.222,0.222,0.347,0.351,0.649,0.217,84.0,117.0,108.0,0.045,-2.37,93.1,0.5,0.5,0.077,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
2024-06-16,745891,Flyout,field_out,True,649557,686973,Aledmys Díaz,Louie Varland,0,bf4272f2-ca29-4bdd-a2d6-44e04c3c7bd2,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,,,,90.0,84.0,88.0,0.361,0.289,,,0.081,-0.1,-5.23,,,0.8,95.7,89.6,88.3,,,0.294,0.588,0.177,0.2,0.2,0.077,,,,0.222,0.222,0.347,0.351,0.649,0.217,84.0,117.0,108.0,0.045,-2.37,93.1,0.5,0.5,0.077,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
2024-06-16,745891,Strikeout,strikeout,True,649557,622251,Aledmys Díaz,Josh Staumont,0,2a499d87-b9e3-4a96-b808-26b0011471a5,622251.0,joshstaumont,Staumont,Right,Josh Staumont,MIN,0.86,3.39,21.0,95.0,116.0,101.0,0.728,7.29,3.86,4.29,0.0,1.15,0.278,0.333,0.148,0.204,0.419,,,,76.0,95.0,102.0,93.0,99.0,98.0,129.0,95.0,105.0,,,,0.11,,0.615,0.015,,1.94,,3.22,-8.97,,94.2,,,86.4,79.1,0.0,0.0,0.5,,,,0.122,0.122,0.283,,,,,,,95.0,94.0,91.0,0.26,1.5,95.2,0.188,0.25,0.242,,,,,,,,,,,,,,,,,,
2024-06-20,745645,Single,single,False,649557,607625,Aledmys Díaz,Seth Lugo,0,6e64afaa-76cf-4f4d-b4d4-315f9544ffca,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.175,0.275,0.366,0.375,0.375,0.186,71.0,102.0,92.0,0.191,0.6,92.3,0.278,0.426,0.124,0.026,0.95,85.6,,,,,,,,,,0.091,0.364,0.273,0.269,0.365,0.326
2024-06-20,745645,Strikeout,strikeout,True,649557,607625,Aledmys Díaz,Seth Lugo,0,85e13815-976a-487a-85ee-ddc84f1e6ef1,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.175,0.275,0.366,0.375,0.375,0.186,71.0,102.0,92.0,0.191,0.6,92.3,0.278,0.426,0.124,0.026,0.95,85.6,,,,,,,,,,0.091,0.364,0.273,0.269,0.365,0.326
2024-06-24,746218,Lineout,field_out,True,649557,656288,Aledmys Díaz,Griffin Canning,0,7fd235f8-b3a0-4254-bcfd-aa0fa902aaf4,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,73.0,96.0,95.0,72.0,93.0,86.0,103.0,101.0,111.0,,,,0.354,,0.228,0.123,0.271,-0.83,,-1.29,-1.15,0.71,93.6,,88.7,88.0,80.7,0.243,0.521,0.158,0.254,0.377,0.253,0.303,0.449,0.292,0.297,0.432,0.21,,,,77.0,92.0,80.0,0.024,-8.35,93.0,0.5,1.1,0.0,,,,,,,,,,,,,,,,,,
2024-06-24,746218,Strikeout,strikeout,True,649557,656288,Aledmys Díaz,Griffin Canning,0,56906084-6d4d-46f0-ba4b-ac5b23abecf9,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,73.0,96.0,95.0,72.0,93.0,86.0,103.0,101.0,111.0,,,,0.354,,0.228,0.123,0.271,-0.83,,-1.29,-1.15,0.71,93.6,,88.7,88.0,80.7,0.243,0.521,0.158,0.254,0.377,0.253,0.303,0.449,0.292,0.297,0.432,0.21,,,,77.0,92.0,80.0,0.024,-8.35,93.0,0.5,1.1,0.0,,,,,,,,,,,,,,,,,,
2024-06-24,746218,Groundout,field_out,True,649557,690829,Aledmys Díaz,Ben Joyce,0,04ec1975-7e7a-43ae-8441-0eee858d7e49,690829.0,benjoyce,Joyce,Right,Ben Joyce,LAA,2.76,3.36,16.1,97.0,118.0,98.0,0.742,8.82,3.31,7.16,0.0,3.57,0.318,0.364,0.182,0.295,0.452,96.0,113.0,118.0,,,,126.0,104.0,102.0,137.0,88.0,103.0,,,,0.452,,0.2,,0.022,0.63,,-1.38,,11.97,101.7,,91.2,85.9,,0.212,0.273,0.264,0.0,0.0,0.5,0.333,0.333,0.25,,,,,,,101.0,105.0,96.0,0.326,2.35,97.4,0.214,0.214,0.25,,,,,,,,,,,,,,,,,,
2024-06-30,747182,Groundout,field_out,True,649557,694297,Aledmys Díaz,Brandon Pfaadt,0,2c220141-9e0f-4419-99fd-c4bdabb7fcbe,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,141.0,111.0,118.0,,,,0.35,,0.286,0.041,0.102,1.3,,0.32,-1.37,0.12,93.5,,87.6,84.5,80.1,0.246,0.388,0.201,0.289,0.316,0.3,0.186,0.421,0.35,0.5,0.5,0.261,,,,90.0,106.0,105.0,0.211,0.11,93.3,0.273,0.364,0.119,0.01,0.39,89.6,,,,,,,,,,0.2,0.8,0.0,,,
2024-06-30,747182,Walk,walk,False,649557,694297,Aledmys Díaz,Brandon Pfaadt,1,95868701-24b7-447b-af8c-3d04ab7a105c,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,141.0,111.0,118.0,,,,0.35,,0.286,0.041,0.102,1.3,,0.32,-1.37,0.12,93.5,,87.6,84.5,80.1,0.246,0.388,0.201,0.289,0.316,0.3,0.186,0.421,0.35,0.5,0.5,0.261,,,,90.0,106.0,105.0,0.211,0.11,93.3,0.273,0.364,0.119,0.01,0.39,89.6,,,,,,,,,,0.2,0.8,0.0,,,
2024-06-30,747182,Flyout,field_out,True,649557,573009,Aledmys Díaz,Joe Mantiply,0,39ff0f3f-b795-43e0-b46b-d608c16845e6,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.21,3.49,36.1,103.0,78.0,97.0,0.766,7.43,2.48,8.42,0.0,1.33,0.273,0.391,0.155,0.327,0.39,62.0,105.0,102.0,87.0,101.0,102.0,103.0,85.0,78.0,,,,,,,0.036,,,0.254,0.275,1.25,,,-0.67,-0.83,89.3,,81.1,,79.5,0.0,0.0,0.6,0.257,0.4,0.337,,,,0.278,0.417,0.333,,,,80.0,104.0,93.0,0.435,2.46,89.2,0.227,0.348,0.154,,,,,,,,,,,,,,,,,,
2024-07-22,745635,Strikeout,strikeout,True,649557,663687,Aledmys Díaz,Hogan Harris,0,de7221c0-f0db-4ef1-ab5e-dcea9a2c83ff,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,,,,0.573,,0.115,0.147,0.166,-0.26,,-3.33,0.26,0.76,93.0,,80.9,79.1,72.6,0.288,0.468,0.161,0.167,0.2,0.262,0.29,0.581,0.222,0.219,0.25,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,745635,Groundout,field_out,True,649557,663687,Aledmys Díaz,Hogan Harris,0,709d6f7a-8932-4f9c-80d8-519110a0906d,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,,,,0.573,,0.115,0.147,0.166,-0.26,,-3.33,0.26,0.76,93.0,,80.9,79.1,72.6,0.288,0.468,0.161,0.167,0.2,0.262,0.29,0.581,0.222,0.219,0.25,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,745635,Groundout,field_out,True,649557,663687,Aledmys Díaz,Hogan Harris,0,a17ee53a-051a-4e1e-a57b-ddd3a1563495,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,,,,0.573,,0.115,0.147,0.166,-0.26,,-3.33,0.26,0.76,93.0,,80.9,79.1,72.6,0.288,0.468,0.161,0.167,0.2,0.262,0.29,0.581,0.222,0.219,0.25,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23,745632,Strikeout,strikeout,True,649557,671305,Aledmys Díaz,Michel Otañez,0,df921614-560a-44be-b6ae-4f0c4904e8fb,671305.0,michelotanez,Otañez,Right,Michel Otañez,OAK,4.91,3.85,7.1,93.0,113.0,100.0,0.712,17.18,7.36,6.14,0.0,1.25,0.0,0.385,0.077,0.308,0.394,,,,,,,134.0,85.0,95.0,91.0,99.0,102.0,,,,0.484,,0.4,,,-1.01,,1.16,,,97.7,,,84.5,,0.222,0.222,0.323,,,,0.214,0.214,0.333,,,,,,,98.0,107.0,117.0,0.116,4.45,97.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
