date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024-04-03,745114,Strikeout,strikeout,True,677649,650644,Ezequiel Duran,Aaron Civale,0,2d532540-ca3f-4710-82ba-a8b40fbf6c92,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.36,-0.89,91.9,88.1,85.9,80.3,77.2,0.391,0.739,0.125,0.417,0.5,0.313,0.294,0.454,0.231,0.226,0.419,0.3,0.239,0.398,0.288,,,,65.0,93.0,83.0,0.224,,0.25,,,92.7,0.23,0.46,0.169,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,745114,Groundout,field_out,True,677649,542888,Ezequiel Duran,Shawn Armstrong,0,be42045b-717e-4b88-ade9-612a4bdd3bdd,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,,,,87.0,112.0,107.0,112.0,113.0,111.0,105.0,104.0,102.0,,,,0.358,0.308,,0.051,,0.53,-0.4,,-4.27,,93.2,90.1,,83.3,,0.21,0.387,0.336,,,,0.25,0.5,0.212,,,,0.286,0.571,0.25,,,,96.0,98.0,95.0,0.283,,-2.52,,,93.6,0.424,0.492,0.09,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,745114,Lineout,field_out,True,677649,664076,Ezequiel Duran,Garrett Cleavinger,0,e205dfea-f638-4bb3-b157-a75ecb7e4487,664076.0,garrettcleavinger,Cleavinger,Left,Garrett Cleavinger,TBR,3.43,4.3,39.1,95.0,114.0,100.0,0.726,11.44,4.81,7.32,0.69,1.28,0.229,0.427,0.177,0.313,0.408,,,,105.0,95.0,96.0,127.0,98.0,108.0,114.0,95.0,97.0,,,,0.213,0.31,,0.389,,1.12,1.15,,0.08,,96.1,90.8,,83.8,,0.115,0.231,0.235,,,,0.231,0.333,0.321,,,,0.265,0.294,0.328,,,,98.0,95.0,93.0,0.087,,-2.87,,,95.5,0.364,0.636,0.148,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,745032,Grounded Into DP,grounded_into_double_play,True,677649,623352,Ezequiel Duran,Josh Hader,1,2a014575-86eb-4c7e-9395-9608b942ee89,623352.0,joshhader,Hader,Left,Josh Hader,HOU,3.77,2.68,43.0,98.0,126.0,111.0,0.641,14.23,2.51,6.28,1.67,0.67,0.191,0.371,0.135,0.326,0.404,,,,,,,112.0,97.0,107.0,,,,,,,,,,0.264,,,,,1.55,,,,,86.2,,,,,,,,,,,,,,0.149,0.277,0.549,110.0,70.0,51.0,133.0,99.0,115.0,0.721,0.015,0.94,-10.92,89.3,96.0,0.206,0.383,0.328,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745030,Walk,walk,False,677649,622072,Ezequiel Duran,Alex Wood,0,073bdad6-1ef4-44f2-8b73-4cc71148ddef,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,,,,,,,74.0,94.0,91.0,,,,,,,,,,0.315,,,,,-0.4,,,,,81.4,,,,,,,,,,,,,,0.205,0.25,0.288,42.0,103.0,97.0,83.0,100.0,94.0,0.462,0.224,-1.94,-2.72,84.5,90.5,0.351,0.635,0.199,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745030,Walk,walk,False,677649,622072,Ezequiel Duran,Alex Wood,0,a91830e7-82bf-4c1b-8770-0f0a68934c52,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,,,,,,,74.0,94.0,91.0,,,,,,,,,,0.315,,,,,-0.4,,,,,81.4,,,,,,,,,,,,,,0.205,0.25,0.288,42.0,103.0,97.0,83.0,100.0,94.0,0.462,0.224,-1.94,-2.72,84.5,90.5,0.351,0.635,0.199,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745030,Flyout,field_out,True,677649,687765,Ezequiel Duran,Mitch Spence,0,1268c7c8-ab98-42c4-8914-b885b1a5e69e,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,102.0,115.0,114.0,,,,123.0,105.0,109.0,96.0,97.0,94.0,,,,,0.39,,0.362,0.107,,-0.32,,0.7,-2.9,,91.0,,84.2,79.5,,,,,,,0.255,0.491,0.186,0.256,0.419,0.315,0.248,0.442,0.277,75.0,88.0,85.0,39.0,98.0,87.0,0.121,0.019,-0.1,-10.0,88.6,92.2,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745030,Groundout,field_out,True,677649,695243,Ezequiel Duran,Mason Miller,0,69855f55-8790-47de-9e27-1f44e25021b8,695243.0,masonmiller,"Miller, M",Right,Mason Miller,OAK,2.27,1.51,39.2,102.0,150.0,108.0,0.599,15.88,3.18,4.54,0.68,0.9,0.318,0.288,0.242,0.318,0.432,,,,141.0,101.0,106.0,163.0,107.0,113.0,,,,,,,0.612,,0.003,0.376,,2.21,,-1.0,2.1,,100.9,,97.6,87.4,,0.158,0.289,0.415,,,,,,,,,,0.14,0.193,0.461,108.0,105.0,109.0,,,,,0.008,,5.68,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Lineout,field_out,True,677649,676664,Ezequiel Duran,JP Sears,0,18945dcb-afb7-4933-b2fc-f1ecbe89001a,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,,,,0.321,,,0.382,,-1.73,,,0.08,,92.2,,,78.9,,0.25,0.556,0.258,,,,,,,,,,0.242,0.636,0.257,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.298,0.447,0.132,0.304,0.354,0.219,,,,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Walk,walk,False,677649,676664,Ezequiel Duran,JP Sears,0,52442c62-3e30-4dd4-b480-f8034c4840ab,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,,,,0.321,,,0.382,,-1.73,,,0.08,,92.2,,,78.9,,0.25,0.556,0.258,,,,,,,,,,0.242,0.636,0.257,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.298,0.447,0.132,0.304,0.354,0.219,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746404,Groundout,field_out,True,677649,664299,Ezequiel Duran,Cristian Javier,0,6b543cb2-da01-4205-98f6-fa6bc3e23c49,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,,,,101.0,88.0,89.0,113.0,93.0,99.0,,,,,,,0.393,,,0.295,,-1.32,,,0.37,,91.7,,,77.5,,0.256,0.535,0.27,,,,,,,0.5,0.667,0.143,0.205,0.341,0.25,137.0,96.0,104.0,,,,,0.268,,1.37,81.2,,,,,0.194,0.306,0.276,81.0,94.0,97.0,0.044,-5.22,75.2,,,,,,,,,,,,,,,
2024-04-14,746404,Strikeout,strikeout,True,677649,664299,Ezequiel Duran,Cristian Javier,0,f7a07477-e6fe-498b-997a-0169424fca8f,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,,,,101.0,88.0,89.0,113.0,93.0,99.0,,,,,,,0.393,,,0.295,,-1.32,,,0.37,,91.7,,,77.5,,0.256,0.535,0.27,,,,,,,0.5,0.667,0.143,0.205,0.341,0.25,137.0,96.0,104.0,,,,,0.268,,1.37,81.2,,,,,0.194,0.306,0.276,81.0,94.0,97.0,0.044,-5.22,75.2,,,,,,,,,,,,,,,
2024-04-14,746404,Single,single,False,677649,664299,Ezequiel Duran,Cristian Javier,0,3df02ee2-a3ea-46bb-a33e-9524edd4588c,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,,,,101.0,88.0,89.0,113.0,93.0,99.0,,,,,,,0.393,,,0.295,,-1.32,,,0.37,,91.7,,,77.5,,0.256,0.535,0.27,,,,,,,0.5,0.667,0.143,0.205,0.341,0.25,137.0,96.0,104.0,,,,,0.268,,1.37,81.2,,,,,0.194,0.306,0.276,81.0,94.0,97.0,0.044,-5.22,75.2,,,,,,,,,,,,,,,
2024-04-14,746404,Flyout,field_out,True,677649,661527,Ezequiel Duran,Seth Martinez,0,b08c4349-a1c9-4689-a8be-8877bcf28f5f,661527.0,sethmartinez,"Martinez, S",Right,Seth Martinez,HOU,2.42,3.22,44.2,101.0,96.0,97.0,0.796,6.04,3.02,6.65,0.81,1.14,0.244,0.42,0.221,0.305,0.393,,,,73.0,100.0,94.0,135.0,100.0,108.0,,,,,,,0.306,,,0.327,,1.96,,,0.1,,90.9,,,79.2,,0.213,0.298,0.191,,,,,,,,,,0.191,0.426,0.337,47.0,99.0,89.0,103.0,103.0,93.0,0.212,0.155,2.47,-0.57,84.9,89.8,0.179,0.256,0.13,0.259,0.37,0.292,,,,,,,,,,,,,,,,,,,,,
2024-04-15,746488,Strikeout,strikeout,True,677649,681857,Ezequiel Duran,Reese Olson,0,68af274c-0c61-4160-9578-7c3878bb032f,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,,,,,,,0.239,,,0.278,0.059,-0.34,,,1.72,-2.03,94.1,,,84.8,79.1,0.287,0.415,0.101,,,,,,,0.263,0.526,0.282,0.153,0.212,0.429,102.0,97.0,104.0,76.0,104.0,97.0,0.2,0.225,1.57,0.11,86.4,94.2,0.271,0.375,0.086,0.221,0.349,0.436,,,,,,,,,,,,,,,,,,,,,
2024-04-15,746488,Groundout,field_out,True,677649,681857,Ezequiel Duran,Reese Olson,0,b2539c74-3900-4416-8ed3-914536f83c8e,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,,,,,,,0.239,,,0.278,0.059,-0.34,,,1.72,-2.03,94.1,,,84.8,79.1,0.287,0.415,0.101,,,,,,,0.263,0.526,0.282,0.153,0.212,0.429,102.0,97.0,104.0,76.0,104.0,97.0,0.2,0.225,1.57,0.11,86.4,94.2,0.271,0.375,0.086,0.221,0.349,0.436,,,,,,,,,,,,,,,,,,,,,
2024-04-15,746488,Single,single,False,677649,681857,Ezequiel Duran,Reese Olson,0,3b00cc0e-ee49-4c4c-ae30-96bbf5864044,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,,,,,,,0.239,,,0.278,0.059,-0.34,,,1.72,-2.03,94.1,,,84.8,79.1,0.287,0.415,0.101,,,,,,,0.263,0.526,0.282,0.153,0.212,0.429,102.0,97.0,104.0,76.0,104.0,97.0,0.2,0.225,1.57,0.11,86.4,94.2,0.271,0.375,0.086,0.221,0.349,0.436,,,,,,,,,,,,,,,,,,,,,
2024-04-15,746488,Single,single,False,677649,656412,Ezequiel Duran,Alex Faedo,0,c921f67d-4db0-43b9-8ce6-2af919d44da0,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.5,4.24,43.2,101.0,104.0,103.0,0.704,7.83,3.92,7.42,1.24,1.36,0.248,0.456,0.128,0.336,0.359,,,,92.0,94.0,89.0,111.0,107.0,112.0,,,,,,,0.318,,,0.424,,1.28,,,0.64,,94.0,,,83.1,,0.167,0.317,0.25,,,,,,,,,,0.193,0.368,0.407,108.0,103.0,110.0,81.0,89.0,88.0,0.051,0.207,-7.0,-1.0,89.0,93.5,0.625,0.875,0.0,0.294,0.412,0.274,,,,,,,,,,,,,,,,,,,,,
2024-04-16,746486,Strikeout,strikeout,True,677649,663554,Ezequiel Duran,Casey Mize,0,668c20ca-531c-4cfe-be39-b580afb4f668,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,108.0,103.0,102.0,,,,112.0,102.0,104.0,0.393,,0.172,0.282,,-0.14,,-1.78,0.58,,95.6,,85.7,85.7,,0.292,0.401,0.201,0.323,0.452,0.321,,,,0.286,0.571,0.172,0.239,0.366,0.189,,,,93.0,107.0,105.0,0.076,,-0.36,,,95.6,0.345,0.414,0.111,,,,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,,,,,,,,,,
2024-04-16,746486,Single,single,False,677649,663554,Ezequiel Duran,Casey Mize,1,7243ea99-21b0-4873-b45c-907fc05c0bba,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,108.0,103.0,102.0,,,,112.0,102.0,104.0,0.393,,0.172,0.282,,-0.14,,-1.78,0.58,,95.6,,85.7,85.7,,0.292,0.401,0.201,0.323,0.452,0.321,,,,0.286,0.571,0.172,0.239,0.366,0.189,,,,93.0,107.0,105.0,0.076,,-0.36,,,95.6,0.345,0.414,0.111,,,,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,,,,,,,,,,
2024-04-16,746486,Flyout,field_out,True,677649,656638,Ezequiel Duran,Alex Lange,0,f4e94ba9-868b-441c-9f13-b9fe7bb7457b,656638.0,alexlange,Lange,Right,Alex Lange,DET,4.34,4.76,18.2,93.0,116.0,96.0,0.722,10.13,8.2,7.71,0.0,1.47,0.34,0.32,0.16,0.28,0.379,,,,107.0,53.0,52.0,,,,,,,,,,0.135,,,,,1.95,,,,,96.3,,,,,0.091,0.091,0.111,,,,,,,0.195,0.293,0.433,,,,124.0,75.0,79.0,102.0,103.0,103.0,0.215,0.072,-1.1,-4.15,89.9,96.3,0.375,0.375,0.147,,,,118.0,100.0,105.0,0.578,0.34,88.1,,,,,,,,,,,,,,,
2024-04-16,746486,Lineout,field_out,True,677649,671345,Ezequiel Duran,Jason Foley,0,b2356a4f-9c0a-46ab-9aef-c18dbf2154a9,671345.0,jasonfoley,Foley,Right,Jason Foley,DET,3.41,3.96,34.1,103.0,102.0,106.0,0.808,6.55,3.15,8.91,1.05,1.87,0.248,0.303,0.138,0.367,0.49,,,,89.0,110.0,102.0,120.0,108.0,115.0,,,,,,,0.067,,,0.323,,1.49,,,3.31,,97.5,,,88.4,,0.111,0.444,0.333,,,,,,,,,,0.088,0.088,0.337,78.0,111.0,111.0,95.0,99.0,100.0,0.587,0.023,-1.35,-1.57,90.9,96.8,0.333,0.476,0.103,0.4,0.4,0.222,,,,,,,,,,,,,,,,,,,,,
2024-04-17,746487,Strikeout,strikeout,True,677649,669373,Ezequiel Duran,Tarik Skubal,0,d121f134-5683-471e-b1f7-ae0cc04bf76c,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,,,,112.0,103.0,103.0,110.0,102.0,105.0,,,,,,,0.317,,,0.154,,1.19,,,1.72,,96.8,,,88.7,,0.195,0.333,0.264,,,,,,,0.143,0.143,0.214,0.16,0.26,0.386,98.0,105.0,117.0,97.0,107.0,106.0,0.21,0.272,1.96,0.42,86.0,96.7,0.17,0.27,0.171,0.217,0.37,0.468,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,,,,,,,
