date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-09-10,745446,Single,single,False,691594,547973,Javier Sanoja,Aroldis Chapman,1,af4412a5-bd6e-4941-9179-02eb735a8b93,547973.0,aroldischapman,Chapman,Left,Aroldis Chapman,PIT,4.11,3.18,57.0,96.0,133.0,105.0,0.702,14.53,6.16,6.63,0.79,1.18,0.325,0.368,0.128,0.316,0.45,,,,95.0,87.0,89.0,235.0,110.0,126.0,100.0,89.0,106.0,0.273,0.34,0.264,,0.07,-0.6,0.28,,97.8,,99.8,86.9,,,,0.207,0.39,0.306,0.235,0.373,0.28,,,,,,,,,,,,,,,,,,,,,,0.214,0.286,0.311,,,,,,,96.0,102.0,105.0,0.124,2.05,91.5,0.125,0.156,0.471,,,,,,,,,,,,
2024-09-11,745450,Grounded Into DP,grounded_into_double_play,True,691594,663559,Javier Sanoja,Bailey Falter,1,6fb5bf42-72cb-46ca-8b79-93d055852400,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.2,5.02,128.2,100.0,90.0,97.0,0.819,6.23,2.73,8.74,1.05,0.81,0.292,0.357,0.145,0.312,0.479,,,,85.0,101.0,96.0,99.0,101.0,98.0,92.0,96.0,96.0,0.138,0.492,0.2,,0.69,1.43,0.22,,91.8,,91.9,85.9,,,,0.256,0.442,0.149,0.254,0.387,0.168,,,,,,,,,,,,,,,,0.31,0.621,0.204,,,,0.25,0.286,0.328,100.0,100.0,98.0,0.163,-1.4,77.7,43.0,95.0,70.0,0.006,-7.05,86.9,0.333,1.333,0.125,,,,,,,,,,,,
2024-09-11,745450,Pop Out,field_out,True,691594,663559,Javier Sanoja,Bailey Falter,0,d8ac386b-b104-4223-ac5b-442d15936239,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.2,5.02,128.2,100.0,90.0,97.0,0.819,6.23,2.73,8.74,1.05,0.81,0.292,0.357,0.145,0.312,0.479,,,,85.0,101.0,96.0,99.0,101.0,98.0,92.0,96.0,96.0,0.138,0.492,0.2,,0.69,1.43,0.22,,91.8,,91.9,85.9,,,,0.256,0.442,0.149,0.254,0.387,0.168,,,,,,,,,,,,,,,,0.31,0.621,0.204,,,,0.25,0.286,0.328,100.0,100.0,98.0,0.163,-1.4,77.7,43.0,95.0,70.0,0.006,-7.05,86.9,0.333,1.333,0.125,,,,,,,,,,,,
2024-09-12,744805,Fielders Choice,fielders_choice,False,691594,680730,Javier Sanoja,Mitchell Parker,1,c684b261-51bd-4407-bef6-42764484c09b,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,,,,79.0,102.0,97.0,,,,107.0,107.0,110.0,,0.486,0.105,,0.08,,-0.73,,92.5,,,84.5,,,,,,,0.276,0.437,0.119,,,,,,,,,,,,,,,,0.25,0.365,0.26,,,,0.238,0.429,0.359,99.0,96.0,96.0,0.22,0.53,80.4,90.0,96.0,96.0,0.189,-0.09,85.6,0.212,0.354,0.378,,,,,,,,,,,,
2024-09-12,744805,Lineout,field_out,True,691594,680730,Javier Sanoja,Mitchell Parker,0,cefbbc46-862a-4a68-96f5-5fb5e694ec81,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,,,,79.0,102.0,97.0,,,,107.0,107.0,110.0,,0.486,0.105,,0.08,,-0.73,,92.5,,,84.5,,,,,,,0.276,0.437,0.119,,,,,,,,,,,,,,,,0.25,0.365,0.26,,,,0.238,0.429,0.359,99.0,96.0,96.0,0.22,0.53,80.4,90.0,96.0,96.0,0.189,-0.09,85.6,0.212,0.354,0.378,,,,,,,,,,,,
2024-09-13,744800,Single,single,False,691594,687792,Javier Sanoja,DJ Herz,1,3de634d9-78f8-4c2e-abd2-28ee7750086b,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.7,3.28,80.1,97.0,98.0,97.0,0.734,10.98,3.36,7.51,1.23,0.87,0.252,0.448,0.143,0.343,0.43,111.0,98.0,99.0,93.0,99.0,97.0,,,,108.0,93.0,99.0,,0.542,0.179,0.245,0.88,,-1.13,0.13,93.6,83.6,,86.2,,,,,,,0.224,0.329,0.306,0.207,0.379,0.256,96.0,81.0,89.0,,,,,0.034,,1.01,,81.1,0.25,0.25,0.571,,,,0.222,0.444,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,744800,Single,single,False,691594,687792,Javier Sanoja,DJ Herz,0,6b4ac545-4af5-42e4-aa97-e8b9d790b18f,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.7,3.28,80.1,97.0,98.0,97.0,0.734,10.98,3.36,7.51,1.23,0.87,0.252,0.448,0.143,0.343,0.43,111.0,98.0,99.0,93.0,99.0,97.0,,,,108.0,93.0,99.0,,0.542,0.179,0.245,0.88,,-1.13,0.13,93.6,83.6,,86.2,,,,,,,0.224,0.329,0.306,0.207,0.379,0.256,96.0,81.0,89.0,,,,,0.034,,1.01,,81.1,0.25,0.25,0.571,,,,0.222,0.444,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,744800,Groundout,field_out,True,691594,678606,Javier Sanoja,Jose Ferrer,0,4fe92511-d71b-4ac6-bea9-605d84868cb9,678606.0,joseaferrer,Ferrer,Left,Jose A. Ferrer,WSN,3.51,2.76,25.2,104.0,96.0,100.0,0.801,7.36,2.1,8.77,0.0,2.42,0.266,0.329,0.177,0.342,0.505,78.0,98.0,100.0,107.0,109.0,99.0,94.0,106.0,101.0,140.0,81.0,85.0,0.582,0.179,0.056,0.182,0.66,1.9,2.73,-0.64,98.3,88.5,98.0,88.0,,,,0.274,0.306,0.121,0.267,0.333,0.214,0.25,0.25,0.394,,,,,,,,,,,,,,,,,,,0.0,0.0,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,744803,Single,single,False,691594,571578,Javier Sanoja,Patrick Corbin,1,9b98592f-8047-44bf-a7d3-6ed06fd6f817,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.45,5.58,165.0,101.0,76.0,95.0,0.789,7.2,2.84,10.58,1.25,1.49,0.214,0.382,0.135,0.338,0.398,88.0,96.0,96.0,54.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,0.344,0.079,0.335,0.036,-1.41,-1.54,0.15,-5.52,91.3,81.0,91.5,80.0,,,,0.327,0.541,0.092,0.311,0.578,0.133,0.409,0.773,0.279,,,,76.0,107.0,98.0,0.19,0.001,-0.34,4.7,85.6,63.2,0.5,1.25,0.526,0.297,0.445,0.227,0.224,0.356,0.356,71.0,102.0,97.0,0.016,-2.25,70.0,,,,,,,,,,,,,,,,,,,,,
2024-09-14,744803,Caught Stealing 2B,caught_stealing_2b,True,691594,571578,Javier Sanoja,Patrick Corbin,0,d3cc3a86-bcd4-4171-99c8-e77d05a57986,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.45,5.58,165.0,101.0,76.0,95.0,0.789,7.2,2.84,10.58,1.25,1.49,0.214,0.382,0.135,0.338,0.398,88.0,96.0,96.0,54.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,0.344,0.079,0.335,0.036,-1.41,-1.54,0.15,-5.52,91.3,81.0,91.5,80.0,,,,0.327,0.541,0.092,0.311,0.578,0.133,0.409,0.773,0.279,,,,76.0,107.0,98.0,0.19,0.001,-0.34,4.7,85.6,63.2,0.5,1.25,0.526,0.297,0.445,0.227,0.224,0.356,0.356,71.0,102.0,97.0,0.016,-2.25,70.0,,,,,,,,,,,,,,,,,,,,,
2024-09-14,744803,Lineout,field_out,True,691594,571578,Javier Sanoja,Patrick Corbin,0,cf0bc668-80ae-44e7-83d3-45f051291648,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.45,5.58,165.0,101.0,76.0,95.0,0.789,7.2,2.84,10.58,1.25,1.49,0.214,0.382,0.135,0.338,0.398,88.0,96.0,96.0,54.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,0.344,0.079,0.335,0.036,-1.41,-1.54,0.15,-5.52,91.3,81.0,91.5,80.0,,,,0.327,0.541,0.092,0.311,0.578,0.133,0.409,0.773,0.279,,,,76.0,107.0,98.0,0.19,0.001,-0.34,4.7,85.6,63.2,0.5,1.25,0.526,0.297,0.445,0.227,0.224,0.356,0.356,71.0,102.0,97.0,0.016,-2.25,70.0,,,,,,,,,,,,,,,,,,,,,
2024-09-14,744803,Groundout,field_out,True,691594,676395,Javier Sanoja,Robert Garcia,1,4949d6a1-6819-408a-ab55-8e5c55de6a04,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.2,2.53,55.2,105.0,107.0,104.0,0.743,11.64,2.59,8.41,0.65,1.43,0.265,0.354,0.211,0.272,0.441,88.0,102.0,94.0,116.0,104.0,106.0,,,,110.0,112.0,114.0,,0.53,0.16,0.31,0.87,,-0.79,2.03,94.4,87.7,,85.5,,,,,,,0.252,0.378,0.244,0.203,0.217,0.375,,,,,,,,,,,,,,,,,,,0.27,0.405,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,744801,Groundout,field_out,True,691594,669022,Javier Sanoja,MacKenzie Gore,0,d2a73f33-dcb3-4d87-916d-bb13c0384059,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.17,4.36,153.1,98.0,111.0,101.0,0.757,9.57,3.58,9.8,0.82,1.1,0.262,0.375,0.149,0.295,0.437,92.0,91.0,95.0,125.0,98.0,103.0,,,,91.0,92.0,92.0,,0.551,0.16,0.094,-0.13,,-1.12,-1.64,96.1,85.9,,90.7,0.444,0.667,0.263,,,,0.287,0.424,0.222,0.298,0.511,0.516,,,,,,,,,,,,,0.233,0.316,0.326,,,,0.265,0.439,0.32,105.0,104.0,102.0,0.195,0.3,82.9,,,,,,,,,,,,,,,,,,,,,
2024-09-15,744801,Groundout,field_out,True,691594,669022,Javier Sanoja,MacKenzie Gore,0,9d09968e-486c-4435-9d20-850179afdb62,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.17,4.36,153.1,98.0,111.0,101.0,0.757,9.57,3.58,9.8,0.82,1.1,0.262,0.375,0.149,0.295,0.437,92.0,91.0,95.0,125.0,98.0,103.0,,,,91.0,92.0,92.0,,0.551,0.16,0.094,-0.13,,-1.12,-1.64,96.1,85.9,,90.7,0.444,0.667,0.263,,,,0.287,0.424,0.222,0.298,0.511,0.516,,,,,,,,,,,,,0.233,0.316,0.326,,,,0.265,0.439,0.32,105.0,104.0,102.0,0.195,0.3,82.9,,,,,,,,,,,,,,,,,,,,,
2024-09-18,746014,Groundout,field_out,True,691594,595014,Javier Sanoja,Blake Treinen,1,4a9f25a2-4f81-4daa-8d30-110a8a717e79,595014.0,blaketreinen,Treinen,Right,Blake Treinen,LAD,2.01,2.4,44.2,102.0,92.0,105.0,0.749,10.88,2.01,6.65,1.01,1.19,0.252,0.423,0.162,0.288,0.421,,,,71.0,106.0,101.0,78.0,104.0,105.0,134.0,100.0,108.0,0.345,0.109,0.383,,-1.02,-0.06,2.3,,94.3,,94.6,83.8,0.127,0.183,0.492,0.226,0.371,0.153,0.267,0.467,0.119,,,,,,,35.0,103.0,101.0,0.163,,-0.89,,90.8,,,,,0.375,0.875,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,746014,Single,single,False,691594,641703,Javier Sanoja,Brent Honeywell,1,911a5f9b-ae23-41ba-af25-5e9d62c61dd3,641703.0,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,2.78,5.04,35.2,99.0,79.0,92.0,0.868,4.54,2.78,7.82,0.76,1.12,0.288,0.342,0.153,0.324,0.45,126.0,131.0,126.0,66.0,92.0,82.0,69.0,129.0,114.0,106.0,104.0,109.0,0.049,0.476,0.231,0.005,0.45,4.83,2.43,15.1,94.7,84.9,94.8,85.6,,,,0.125,0.125,0.267,0.271,0.441,0.127,,,,,,,,,,,,,,,,,,,,,,0.179,0.286,0.164,,,,,,,,,,,,,,,,,,,,,,80.6,0.238,-2.29,0.346,0.462,0.184
2024-09-19,746011,Double,double,False,691594,623465,Javier Sanoja,Evan Phillips,0,1640a3f9-9160-418e-9c50-9057a3dab267,623465.0,evanphillips,"Phillips, E",Right,Evan Phillips,LAD,3.63,3.37,52.0,102.0,121.0,107.0,0.746,10.38,2.94,7.96,1.04,1.0,0.279,0.314,0.193,0.243,0.449,,,,115.0,106.0,106.0,97.0,94.0,100.0,140.0,104.0,115.0,0.103,0.36,0.388,,1.56,-1.9,-0.13,,96.2,,95.6,85.0,0.196,0.34,0.294,0.4,0.6,0.114,0.2,0.28,0.36,,,,,,,101.0,96.0,93.0,0.148,,-0.44,,92.8,,,,,0.281,0.5,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,746011,Groundout,field_out,True,691594,656657,Javier Sanoja,Zach Logue,0,8e960dc0-dbb6-40b1-8290-77f02c0cd8fd,656657.0,zachlogue,Logue,Left,Zach Logue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.714,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,746012,Groundout,field_out,True,691594,608331,Javier Sanoja,Max Fried,0,6ed19d70-d33a-496a-bce0-46fa21c8bc78,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.42,3.73,165.2,98.0,94.0,99.0,0.774,8.53,2.99,7.77,0.71,2.59,0.254,0.435,0.153,0.256,0.411,92.0,101.0,103.0,77.0,93.0,93.0,92.0,98.0,94.0,101.0,97.0,97.0,0.156,0.327,0.11,0.14,0.39,1.31,0.57,1.61,93.9,85.7,93.6,82.2,0.16,0.16,0.361,0.274,0.31,0.124,0.275,0.373,0.187,0.2,0.289,0.255,,,,93.0,95.0,93.0,0.056,,-1.47,,88.5,,0.146,0.276,0.365,0.333,0.524,0.296,0.22,0.293,0.297,116.0,103.0,107.0,0.211,1.47,74.6,,,,,,,,,,,,,,,,,,,,,
2024-09-21,746012,Lineout,field_out,True,691594,608331,Javier Sanoja,Max Fried,0,f541cca7-b46c-4eb7-a1c1-3930a19cf756,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.42,3.73,165.2,98.0,94.0,99.0,0.774,8.53,2.99,7.77,0.71,2.59,0.254,0.435,0.153,0.256,0.411,92.0,101.0,103.0,77.0,93.0,93.0,92.0,98.0,94.0,101.0,97.0,97.0,0.156,0.327,0.11,0.14,0.39,1.31,0.57,1.61,93.9,85.7,93.6,82.2,0.16,0.16,0.361,0.274,0.31,0.124,0.275,0.373,0.187,0.2,0.289,0.255,,,,93.0,95.0,93.0,0.056,,-1.47,,88.5,,0.146,0.276,0.365,0.333,0.524,0.296,0.22,0.293,0.297,116.0,103.0,107.0,0.211,1.47,74.6,,,,,,,,,,,,,,,,,,,,,
2024-09-21,746012,Flyout,field_out,True,691594,608331,Javier Sanoja,Max Fried,0,8573b149-63e9-4d8b-8e90-719f10b150bf,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.42,3.73,165.2,98.0,94.0,99.0,0.774,8.53,2.99,7.77,0.71,2.59,0.254,0.435,0.153,0.256,0.411,92.0,101.0,103.0,77.0,93.0,93.0,92.0,98.0,94.0,101.0,97.0,97.0,0.156,0.327,0.11,0.14,0.39,1.31,0.57,1.61,93.9,85.7,93.6,82.2,0.16,0.16,0.361,0.274,0.31,0.124,0.275,0.373,0.187,0.2,0.289,0.255,,,,93.0,95.0,93.0,0.056,,-1.47,,88.5,,0.146,0.276,0.365,0.333,0.524,0.296,0.22,0.293,0.297,116.0,103.0,107.0,0.211,1.47,74.6,,,,,,,,,,,,,,,,,,,,,
2024-09-26,745853,Strikeout,strikeout,True,691594,656240,Javier Sanoja,Scott Blewett,0,35eb6af5-6772-4545-8144-108304455a60,656240.0,scottblewett,Blewett,Right,Scott Blewett,MIN,1.77,4.05,20.1,101.0,94.0,100.0,0.752,7.97,3.54,7.52,0.89,1.26,0.207,0.431,0.103,0.293,0.426,,,,85.0,94.0,89.0,,,,82.0,109.0,109.0,,0.406,0.375,,-0.74,,1.5,,93.7,,,85.1,,,,,,,0.333,0.433,0.179,,,,,,,,,,,,,,,,,,,,,,0.2,0.367,0.328,,,,,,,133.0,101.0,105.0,0.219,2.39,85.3,0.063,0.25,0.286,,,,,,,,,,,,
2024-09-27,744879,Strikeout,strikeout,True,691594,621114,Javier Sanoja,Ryan Burr,0,cb40c9f6-bd2e-4c06-8704-fae020dd5179,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.57,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,,,,79.0,94.0,91.0,,,,111.0,102.0,108.0,,0.395,0.605,,-0.36,,0.6,,94.1,,,85.4,,,,,,,0.256,0.465,0.224,,,,,,,,,,,,,,,,,,,,,,0.214,0.369,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,744878,Pop Out,field_out,True,691594,684320,Javier Sanoja,Yariel Rodríguez,0,1510a53c-0f9e-45d7-a3b1-569e69c6ec55,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.47,3.91,86.2,97.0,97.0,97.0,0.765,8.83,4.15,7.68,1.14,0.9,0.268,0.393,0.184,0.272,0.392,,,,86.0,93.0,87.0,84.0,94.0,92.0,120.0,104.0,111.0,0.108,0.409,0.282,,-0.12,2.98,0.67,,93.9,,93.4,84.6,,,,0.167,0.167,0.149,0.255,0.439,0.22,,,,,,,,,,,,,,,,0.348,0.739,0.25,,,,0.213,0.36,0.335,97.0,95.0,100.0,0.105,-2.85,78.3,85.0,102.0,102.0,0.096,-1.17,88.9,0.194,0.306,0.215,,,,,,,,,,,,
