date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-06-27,746816,Flyout,field_out,True,657088,641771,Forrest Wall,Chad Kuhl,0,ae220eb7-d1d2-4d1e-aeea-ed25c4d0ef3a,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,4.38,3.67,24.2,90.0,104.0,90.0,0.795,8.03,5.11,8.39,0.73,1.31,0.236,0.319,0.222,0.292,0.383,69.0,93.0,94.0,73.0,87.0,80.0,85.0,85.0,81.0,141.0,99.0,106.0,86.0,92.0,88.0,0.335,0.054,0.107,0.393,0.112,-6.87,0.12,-1.36,1.3,-0.08,95.2,92.1,87.5,94.2,85.5,0.0,0.0,0.333,0.4,0.633,0.119,0.308,0.385,0.2,0.0,0.0,0.385,0.5,1.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,746816,Single,single,False,657088,694363,Forrest Wall,Jared Shuster,0,14abc229-6edf-4423-8980-89e28a1265c0,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,3.38,4.92,40.0,98.0,76.0,90.0,0.788,5.63,4.05,8.55,0.9,0.8,0.279,0.419,0.14,0.248,0.401,75.0,97.0,93.0,69.0,96.0,82.0,67.0,100.0,88.0,90.0,102.0,100.0,,,,0.046,0.407,,0.257,0.29,1.28,,-8.79,-0.59,0.46,92.1,,83.4,91.6,85.5,0.27,0.405,0.268,0.556,0.889,0.176,0.205,0.359,0.292,,,,0.227,0.318,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,746816,Flyout,field_out,True,657088,694363,Forrest Wall,Jared Shuster,0,bc74bc31-0eff-4dbc-b846-cbad5cf88c8f,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,3.38,4.92,40.0,98.0,76.0,90.0,0.788,5.63,4.05,8.55,0.9,0.8,0.279,0.419,0.14,0.248,0.401,75.0,97.0,93.0,69.0,96.0,82.0,67.0,100.0,88.0,90.0,102.0,100.0,,,,0.046,0.407,,0.257,0.29,1.28,,-8.79,-0.59,0.46,92.1,,83.4,91.6,85.5,0.27,0.405,0.268,0.556,0.889,0.176,0.205,0.359,0.292,,,,0.227,0.318,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11,747137,Forceout,force_out,True,657088,664079,Forrest Wall,Tyler Jay,1,e312a3db-3f78-4f15-8c43-15ae55e0438e,664079.0,tylerjay,Jay,Left,Tyler Jay,NYM,7.71,4.04,4.2,92.0,81.0,84.0,0.8,5.79,5.79,13.5,0.0,3.0,0.333,0.278,0.111,0.333,0.438,,,,61.0,112.0,94.0,83.0,87.0,79.0,111.0,94.0,92.0,63.0,83.0,82.0,0.461,0.18,0.191,0.169,,3.08,-6.77,-2.29,0.33,,91.8,88.2,,91.9,80.7,0.25,0.25,0.556,0.333,0.556,0.136,,,,0.5,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-17,747108,Strikeout,strikeout,True,657088,681857,Forrest Wall,Reese Olson,0,7baec18d-3d94-4a08-94b2-dc1625635d53,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.225,-0.34,,1.57,1.72,0.11,94.1,,86.4,94.2,84.8,0.153,0.212,0.429,0.271,0.375,0.086,0.221,0.349,0.436,,,,0.287,0.415,0.101,92.0,92.0,91.0,0.059,-2.03,79.1,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,
2024-06-17,747108,Strikeout,strikeout,True,657088,681857,Forrest Wall,Reese Olson,0,7d3a0311-2749-4f80-8597-27f4a05ab619,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.225,-0.34,,1.57,1.72,0.11,94.1,,86.4,94.2,84.8,0.153,0.212,0.429,0.271,0.375,0.086,0.221,0.349,0.436,,,,0.287,0.415,0.101,92.0,92.0,91.0,0.059,-2.03,79.1,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,
2024-06-17,747108,Single,single,False,657088,676684,Forrest Wall,Will Vest,1,ed8b8fe0-ba55-4213-bc6a-c25732f9df2f,676684.0,willvest,Vest,Right,Will Vest,DET,3.24,3.72,41.2,102.0,96.0,101.0,0.767,7.78,2.38,8.64,0.43,1.82,0.407,0.285,0.146,0.358,0.477,83.0,89.0,91.0,96.0,107.0,105.0,94.0,98.0,95.0,102.0,98.0,99.0,,,,0.137,0.532,,0.255,0.077,1.94,,0.47,-1.7,3.23,95.8,,88.4,94.4,86.6,0.347,0.51,0.337,0.318,0.455,0.216,0.0,0.0,0.35,,,,0.219,0.26,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-18,747107,Single,single,False,657088,663554,Forrest Wall,Casey Mize,1,97ff1261-7e38-4340-a023-ce2557c20d6f,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,0.239,0.366,0.189,0.345,0.414,0.111,,,,,,,0.292,0.401,0.201,,,,,,,0.286,0.571,0.172,,,,112.0,102.0,104.0,0.172,-1.78,85.7,0.323,0.452,0.321,100.0,91.0,94.0,0.077,-2.77,79.6,,,
2024-06-18,747107,Strikeout,strikeout,True,657088,663554,Forrest Wall,Casey Mize,0,62573afa-a34e-46d0-937f-834e715518e4,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,0.239,0.366,0.189,0.345,0.414,0.111,,,,,,,0.292,0.401,0.201,,,,,,,0.286,0.571,0.172,,,,112.0,102.0,104.0,0.172,-1.78,85.7,0.323,0.452,0.321,100.0,91.0,94.0,0.077,-2.77,79.6,,,
2024-06-22,745731,Flyout,field_out,True,657088,573186,Forrest Wall,Marcus Stroman,0,62a0f344-8d01-4c16-b0d9-b4d877a0adbf,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,107.0,98.0,97.0,0.363,0.034,0.192,0.177,,-4.6,0.65,-0.02,-0.84,,89.9,88.0,,89.9,85.5,0.204,0.296,0.292,0.285,0.469,0.14,,,,0.222,0.472,0.192,0.5,0.7,0.333,92.0,80.0,90.0,0.128,-0.91,81.8,0.0,0.0,0.429,0.27,0.514,0.306,82.0,99.0,94.0,0.105,1.17,83.1,0.108,0.216,0.271,,,,,,,,,
