date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU%,wCU/C,vCU,Stf+ CU,Loc+ CU,Pit+ CU,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff
2024-04-06,745359,Strikeout,strikeout,True,608596,650633,Tom Murphy,Michael King,0,e8666232-f28c-45de-a0a3-ba9163bce410,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,114.0,98.0,102.0,,,,,,,0.254,,0.243,,0.245,-1.2,,-0.06,,1.28,93.5,,86.6,82.8,,0.381,0.714,0.237,0.269,0.452,0.201,,,,,,,0.198,0.267,0.355,87.0,105.0,98.0,,,,0.257,,,1.03,,92.8,0.2,0.42,0.188,,,,,,,,,,,,,,,
2024-04-10,745355,Flyout,field_out,True,608596,571578,Tom Murphy,Patrick Corbin,0,c1b2692f-4d05-4367-84aa-ae1ed3b29c5e,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,85.0,96.0,96.0,,,,79.0,106.0,99.0,0.103,0.179,0.316,,0.05,-1.09,0.23,0.02,,-4.62,91.3,84.5,81.2,79.7,,0.25,0.384,0.352,0.324,0.541,0.117,,,,0.253,0.38,0.236,0.4,0.65,0.275,71.0,102.0,92.0,,,,0.352,,,-1.8,,91.4,0.326,0.578,0.089,,,,,,,,,,,,,,,
2024-04-10,745355,Groundout,field_out,True,608596,571578,Tom Murphy,Patrick Corbin,0,2e3137e2-67fe-45e6-a3c6-b460e7a9528e,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,85.0,96.0,96.0,,,,79.0,106.0,99.0,0.103,0.179,0.316,,0.05,-1.09,0.23,0.02,,-4.62,91.3,84.5,81.2,79.7,,0.25,0.384,0.352,0.324,0.541,0.117,,,,0.253,0.38,0.236,0.4,0.65,0.275,71.0,102.0,92.0,,,,0.352,,,-1.8,,91.4,0.326,0.578,0.089,,,,,,,,,,,,,,,
2024-04-10,745355,Flyout,field_out,True,608596,571578,Tom Murphy,Patrick Corbin,0,46a81fb3-0369-494c-a4b9-34a2f5201d1f,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,85.0,96.0,96.0,,,,79.0,106.0,99.0,0.103,0.179,0.316,,0.05,-1.09,0.23,0.02,,-4.62,91.3,84.5,81.2,79.7,,0.25,0.384,0.352,0.324,0.541,0.117,,,,0.253,0.38,0.236,0.4,0.65,0.275,71.0,102.0,92.0,,,,0.352,,,-1.8,,91.4,0.326,0.578,0.089,,,,,,,,,,,,,,,
2024-04-10,745355,Lineout,field_out,True,608596,663432,Tom Murphy,Tanner Rainey,0,95edded3-da93-498e-81a8-29f0bf3fdee7,663432.0,tannerrainey,Rainey,Right,Tanner Rainey,WSN,6.58,6.42,26.0,93.0,107.0,96.0,0.732,7.62,6.23,9.69,1.73,0.61,0.181,0.361,0.12,0.313,0.38,87.0,76.0,73.0,109.0,97.0,100.0,102.0,85.0,89.0,,,,,,,0.68,,0.295,,0.025,-0.62,,-2.34,,-6.91,93.7,,85.6,86.4,,0.286,0.286,0.5,0.253,0.518,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745110,Walk,walk,False,608596,666163,Tom Murphy,Ben Rortvedt,1,d25b6614-59e1-4831-8ace-2d7f27326edf,666163.0,benrortvedt,Rortvedt,Right,Ben Rortvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,745113,Strikeout,strikeout,True,608596,542888,Tom Murphy,Shawn Armstrong,0,0c1350eb-4b8e-4ac1-ae75-f0cf3e59dccd,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,,,,87.0,112.0,107.0,112.0,113.0,111.0,,,,105.0,104.0,102.0,0.358,0.308,0.051,,,0.53,-0.4,-4.27,,,93.2,90.1,,83.3,,0.286,0.571,0.25,0.21,0.387,0.336,,,,0.25,0.5,0.212,,,,96.0,98.0,95.0,,,,0.283,,,-2.52,,93.6,0.424,0.492,0.09,,,,,,,,,,,,,,,
2024-04-14,745113,Strikeout,strikeout,True,608596,641302,Tom Murphy,Tyler Alexander,0,e5b7fb4e-176e-4ff1-93c4-2416e9fa9a6c,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,109.0,105.0,105.0,,,,92.0,105.0,102.0,0.228,0.336,0.178,,0.158,-1.79,-0.32,-0.41,,-2.47,89.0,84.4,80.9,76.5,,0.31,0.5,0.128,0.283,0.604,0.241,,,,0.257,0.529,0.206,0.308,0.513,0.186,56.0,107.0,101.0,,,,0.101,,,1.15,,88.9,0.238,0.238,0.029,,,,,,,,,,,,,,,
2024-04-14,745113,Single,single,False,608596,641302,Tom Murphy,Tyler Alexander,0,6815f1b7-2354-4cec-a6ba-7cf51d01d80c,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,109.0,105.0,105.0,,,,92.0,105.0,102.0,0.228,0.336,0.178,,0.158,-1.79,-0.32,-0.41,,-2.47,89.0,84.4,80.9,76.5,,0.31,0.5,0.128,0.283,0.604,0.241,,,,0.257,0.529,0.206,0.308,0.513,0.186,56.0,107.0,101.0,,,,0.101,,,1.15,,88.9,0.238,0.238,0.029,,,,,,,,,,,,,,,
2024-04-14,745113,Forceout,force_out,True,608596,687330,Tom Murphy,Kevin Kelly,1,78d5e91f-6663-418e-958e-2733dd91e245,687330.0,kevinkelly,Kelly,Right,Kevin Kelly,TBR,3.83,3.31,40.0,103.0,116.0,102.0,0.81,8.78,1.13,8.55,1.35,1.94,0.241,0.371,0.207,0.276,0.473,,,,103.0,117.0,121.0,121.0,95.0,100.0,,,,91.0,102.0,102.0,0.003,0.098,0.278,,,-70.48,1.24,0.41,,,90.7,87.7,,77.3,,0.158,0.316,0.347,,,,,,,0.154,0.154,0.185,,,,117.0,107.0,103.0,,,,0.621,,,0.02,,90.7,0.293,0.455,0.123,,,,,,,,,,,,,,,
2024-04-16,746081,Strikeout,strikeout,True,608596,677960,Tom Murphy,Ryan Weathers,0,3f5b5b3d-4e2e-4e60-b838-cbd5b92d2c0f,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,125.0,88.0,100.0,,,,,,,0.402,,0.219,,0.258,0.13,,0.13,,0.93,95.9,,86.2,82.7,,0.25,0.5,0.5,0.289,0.389,0.142,,,,,,,0.193,0.398,0.394,83.0,97.0,92.0,,,,0.122,,,0.21,,94.5,0.279,0.442,0.066,,,,,,,,,,,,,,,
2024-04-16,746081,Strikeout,strikeout,True,608596,677960,Tom Murphy,Ryan Weathers,0,4569ef4d-f358-4270-9bdf-f29b0d20358a,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,125.0,88.0,100.0,,,,,,,0.402,,0.219,,0.258,0.13,,0.13,,0.93,95.9,,86.2,82.7,,0.25,0.5,0.5,0.289,0.389,0.142,,,,,,,0.193,0.398,0.394,83.0,97.0,92.0,,,,0.122,,,0.21,,94.5,0.279,0.442,0.066,,,,,,,,,,,,,,,
2024-04-16,746081,Strikeout,strikeout,True,608596,677960,Tom Murphy,Ryan Weathers,0,e4d32c4a-b0d1-4687-86d6-4457ebfd4904,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,125.0,88.0,100.0,,,,,,,0.402,,0.219,,0.258,0.13,,0.13,,0.93,95.9,,86.2,82.7,,0.25,0.5,0.5,0.289,0.389,0.142,,,,,,,0.193,0.398,0.394,83.0,97.0,92.0,,,,0.122,,,0.21,,94.5,0.279,0.442,0.066,,,,,,,,,,,,,,,
2024-04-19,745352,Strikeout,strikeout,True,608596,656756,Tom Murphy,Jordan Montgomery,0,5452b27a-83df-490a-8855-b4616156386c,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,69.0,99.0,90.0,102.0,90.0,85.0,,,,,,,0.164,,0.022,,0.19,-1.97,,4.12,,-2.03,91.9,,82.8,83.4,,0.0,0.0,0.7,0.34,0.44,0.17,0.268,0.437,0.315,,,,0.319,0.638,0.382,90.0,96.0,93.0,,,,0.332,,,-1.73,,91.7,0.371,0.567,0.135,,,,0.292,-0.37,79.0,108.0,102.0,105.0,,,,,,
2024-04-19,745352,Strikeout,strikeout,True,608596,656756,Tom Murphy,Jordan Montgomery,0,59ea11ef-b902-497f-aac2-76f69c4f1e72,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,69.0,99.0,90.0,102.0,90.0,85.0,,,,,,,0.164,,0.022,,0.19,-1.97,,4.12,,-2.03,91.9,,82.8,83.4,,0.0,0.0,0.7,0.34,0.44,0.17,0.268,0.437,0.315,,,,0.319,0.638,0.382,90.0,96.0,93.0,,,,0.332,,,-1.73,,91.7,0.371,0.567,0.135,,,,0.292,-0.37,79.0,108.0,102.0,105.0,,,,,,
2024-04-19,745352,Groundout,field_out,True,608596,543518,Tom Murphy,Scott McGough,0,c3ad6502-a0e8-4614-aed5-6c68115e93fa,543518.0,scottmcgough,McGough,Right,Scott McGough,ARI,7.33,5.61,27.0,95.0,89.0,93.0,0.749,6.67,6.0,9.33,1.67,0.97,0.282,0.271,0.129,0.341,0.418,,,,99.0,94.0,93.0,117.0,102.0,108.0,,,,,,,0.49,,0.137,0.002,,-3.54,,1.24,4.87,,93.1,,,87.3,78.6,0.267,0.4,0.2,0.37,0.741,0.192,,,,,,,,,,82.0,112.0,99.0,63.0,93.0,87.0,0.041,0.33,-0.4,6.02,85.0,93.4,0.0,0.0,0.125,0.133,0.267,0.405,,,,,,,,,,,,
2024-04-19,745352,Strikeout,strikeout,True,608596,679885,Tom Murphy,Justin Martinez,0,95ecd8b8-bb14-4b0d-b31a-f195135cf629,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,78.0,94.0,95.0,118.0,100.0,108.0,,,,,,,0.094,,0.218,,,0.24,,2.47,,,100.0,,,89.5,,0.091,0.227,0.492,0.231,0.231,0.306,,,,,,,,,,115.0,101.0,103.0,103.0,108.0,108.0,0.462,0.226,1.83,1.03,89.8,100.1,0.318,0.333,0.203,0.091,0.114,0.486,,,,,,,,,,,,
2024-04-22,745351,Strikeout,strikeout,True,608596,500779,Tom Murphy,Jose Quintana,0,039f2d16-0686-4ade-b6f8-4c7df6735275,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,69.0,93.0,86.0,,,,,,,,,,0.207,,,,0.199,-1.6,,,,0.78,90.5,,85.8,,,,,,0.281,0.579,0.149,0.255,0.415,0.247,,,,0.188,0.263,0.314,75.0,97.0,91.0,,,,0.318,,,-0.01,,90.7,0.271,0.504,0.137,,,,0.277,0.72,77.8,108.0,104.0,101.0,,,,0.154,0.269,0.327
2024-04-22,745351,Walk,walk,False,608596,500779,Tom Murphy,Jose Quintana,0,7999b265-3ac4-4097-8517-09b707b96aa5,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,69.0,93.0,86.0,,,,,,,,,,0.207,,,,0.199,-1.6,,,,0.78,90.5,,85.8,,,,,,0.281,0.579,0.149,0.255,0.415,0.247,,,,0.188,0.263,0.314,75.0,97.0,91.0,,,,0.318,,,-0.01,,90.7,0.271,0.504,0.137,,,,0.277,0.72,77.8,108.0,104.0,101.0,,,,0.154,0.269,0.327
2024-04-22,745351,Groundout,field_out,True,608596,605347,Tom Murphy,Jorge López,0,d661de02-9874-47dd-9dc2-3f408a7167e0,605347.0,jorgelopez,"López, Jo",Right,Jorge López,- - -,3.09,4.04,35.0,99.0,108.0,100.0,0.826,6.43,3.86,8.23,0.77,1.28,0.288,0.385,0.163,0.317,0.465,106.0,109.0,107.0,74.0,104.0,93.0,137.0,99.0,108.0,116.0,96.0,102.0,,,,0.18,,0.173,0.124,0.121,3.79,,1.14,-2.64,2.89,95.4,,87.2,86.2,82.8,0.158,0.211,0.2,0.167,0.3,0.207,0.267,0.6,0.19,,,,0.1,0.1,0.278,109.0,95.0,96.0,,,,0.403,,,-1.1,,95.2,0.4,0.556,0.12,,,,,,,,,,,,,,,
2024-04-22,745351,Lineout,field_out,True,608596,677020,Tom Murphy,Josh Walker,0,cb9b51fa-8f1a-435e-80d5-ed3b6134caba,677020.0,joshwalker,"Walker, J",Left,Josh Walker,NYM,5.11,4.16,12.1,93.0,81.0,89.0,0.782,8.03,4.38,9.49,0.73,1.29,0.211,0.368,0.184,0.316,0.409,,,,104.0,97.0,95.0,,,,,,,,,,0.333,,0.014,,0.005,-5.32,,-2.81,,-4.78,94.2,,88.2,86.4,,,,,0.412,0.824,0.158,0.118,0.118,0.472,,,,,,,64.0,93.0,84.0,,,,0.274,,,0.31,,92.8,0.308,0.308,0.111,,,,0.374,2.92,83.9,73.0,90.0,87.0,,,,,,
2024-05-01,746966,Home Run,home_run,False,608596,676710,Tom Murphy,Kutter Crawford,0,6c0c7ebe-d445-42e7-8d2e-2758f2d239f0,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,108.0,111.0,113.0,99.0,98.0,99.0,89.0,94.0,99.0,114.0,106.0,104.0,0.344,0.31,0.205,0.058,,0.82,1.24,-0.56,-0.91,,92.6,87.5,,80.9,77.1,0.233,0.433,0.289,0.222,0.373,0.208,0.286,0.357,0.185,0.201,0.338,0.243,,,,,,,89.0,101.0,107.0,,0.083,1.54,,82.4,,,,,0.149,0.255,0.451,,,,,,,,,,,,
2024-05-01,746966,Strikeout,strikeout,True,608596,676710,Tom Murphy,Kutter Crawford,0,210e9534-7f26-40bc-be22-9cb4f5bcd5c7,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,108.0,111.0,113.0,99.0,98.0,99.0,89.0,94.0,99.0,114.0,106.0,104.0,0.344,0.31,0.205,0.058,,0.82,1.24,-0.56,-0.91,,92.6,87.5,,80.9,77.1,0.233,0.433,0.289,0.222,0.373,0.208,0.286,0.357,0.185,0.201,0.338,0.243,,,,,,,89.0,101.0,107.0,,0.083,1.54,,82.4,,,,,0.149,0.255,0.451,,,,,,,,,,,,
2024-05-01,746966,Groundout,field_out,True,608596,676710,Tom Murphy,Kutter Crawford,0,eb5340f9-4491-4200-b720-16bb4fe5e1f7,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,108.0,111.0,113.0,99.0,98.0,99.0,89.0,94.0,99.0,114.0,106.0,104.0,0.344,0.31,0.205,0.058,,0.82,1.24,-0.56,-0.91,,92.6,87.5,,80.9,77.1,0.233,0.433,0.289,0.222,0.373,0.208,0.286,0.357,0.185,0.201,0.338,0.243,,,,,,,89.0,101.0,107.0,,0.083,1.54,,82.4,,,,,0.149,0.255,0.451,,,,,,,,,,,,
