date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FO%,wFO/C,vFO,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,EP%,wEP/C,vEP
2024-06-11,746702,Strikeout,strikeout,True,694362,656529,Blake Dunn,Sam Hentges,0,e48c561a-f286-4182-900c-4d988ef6184f,656529.0,samhentges,Hentges,Left,Sam Hentges,CLE,3.04,2.42,23.2,107.0,102.0,103.0,0.725,10.27,1.9,6.85,1.14,1.35,0.207,0.431,0.121,0.328,0.442,,,,116.0,110.0,110.0,83.0,105.0,91.0,,,,0.16,,0.319,,,0.27,1.93,,,,94.9,80.6,0.182,0.455,0.238,,,,,,,0.172,0.31,0.357,83.0,103.0,95.0,124.0,112.0,114.0,,,,0.308,,0.214,-0.97,,3.68,95.0,,87.9,0.32,0.6,0.25,,,,0.15,0.2,0.282,,,,,,,,,,,,,,,,,,
2024-06-11,746702,Hit By Pitch,hit_by_pitch,False,694362,661403,Blake Dunn,Emmanuel Clase,1,4a161477-9c3a-4973-bbcd-9a0010dc7114,661403.0,emmanuelclase,"Clase, E",Right,Emmanuel Clase,CLE,0.81,2.81,44.1,106.0,146.0,113.0,0.763,7.92,1.02,5.08,0.2,2.36,0.246,0.347,0.161,0.237,0.448,,,,,,,,,,148.0,104.0,110.0,,0.81,,,3.05,,,,99.3,,,,,,,,,,0.16,0.227,0.239,,,,123.0,123.0,53.0,142.0,115.0,129.0,,,,0.005,,0.185,0.15,,1.3,99.8,,90.4,,,,,,,0.171,0.2,0.313,,,,,,,,,,,,,,,,,,
2024-07-03,745728,Strikeout,strikeout,True,694362,607074,Blake Dunn,Carlos Rodón,0,6f28e960-5656-4f67-aa89-807245373fc0,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,,,,100.0,83.0,83.0,,0.056,0.07,0.114,-3.1,,-1.37,1.54,91.8,85.3,,81.0,,,,0.171,0.195,0.49,0.353,0.647,0.255,0.333,0.4,0.35,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,,0.265,0.17,,-1.56,95.5,,86.8,0.261,0.531,0.202,,,,0.237,0.43,0.388,,,,,,,,,,,,,,,,,,
2024-07-03,745728,Strikeout,strikeout,True,694362,607074,Blake Dunn,Carlos Rodón,0,9c1a7e0b-cb38-4f67-9615-dd080e12b60b,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,,,,100.0,83.0,83.0,,0.056,0.07,0.114,-3.1,,-1.37,1.54,91.8,85.3,,81.0,,,,0.171,0.195,0.49,0.353,0.647,0.255,0.333,0.4,0.35,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,,0.265,0.17,,-1.56,95.5,,86.8,0.261,0.531,0.202,,,,0.237,0.43,0.388,,,,,,,,,,,,,,,,,,
2024-07-03,745728,Groundout,field_out,True,694362,543859,Blake Dunn,Michael Tonkin,0,953db1f7-2512-4194-a710-5c0091404d00,543859.0,michaeltonkin,Tonkin,Right,Michael Tonkin,- - -,2.36,3.41,45.2,98.0,105.0,100.0,0.76,9.46,3.35,5.91,0.59,1.26,0.176,0.496,0.16,0.286,0.399,,,,,,,98.0,98.0,97.0,,,,0.13,,,,,0.04,,,,,92.4,,0.333,0.5,0.191,,,,,,,,,,114.0,105.0,108.0,108.0,98.0,103.0,,,,0.394,,0.476,0.92,,0.95,93.0,,83.0,0.176,0.311,0.213,,,,0.5,0.5,0.375,,,,,,,,,,,,,,,,,,
2024-07-04,745726,Pop Out,field_out,True,694362,664776,Blake Dunn,Jake Cousins,0,1eeda3b0-ff76-427a-986b-2e5c371a6e08,664776.0,jakecousins,Cousins,Right,Jake Cousins,NYY,1.35,3.67,13.1,96.0,118.0,104.0,0.713,12.83,4.05,4.73,0.68,0.75,0.214,0.393,0.143,0.25,0.423,,,,,,,92.0,91.0,88.0,,,,0.329,,,,,-2.43,,,,,95.0,,0.3,0.7,0.04,,,,,,,,,,91.0,81.0,81.0,132.0,99.0,112.0,,,,0.018,,0.653,-29.34,,4.61,95.0,,81.8,,,,,,,0.083,0.083,0.412,,,,,,,,,,,,,,,,,,
2024-07-06,746694,Strikeout,strikeout,True,694362,663947,Blake Dunn,Tyler Holton,0,71f3b172-7277-49f8-b701-d8aff2ff374e,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,77.0,104.0,96.0,84.0,106.0,102.0,0.214,0.253,0.014,0.214,2.42,1.58,2.27,-0.76,88.2,83.4,91.8,79.3,0.184,0.388,0.111,0.288,0.462,0.269,0.182,0.212,0.19,,,,80.0,96.0,87.0,114.0,95.0,103.0,,,,0.133,,0.172,3.56,,2.57,92.2,,81.3,0.091,0.091,0.244,,,,0.103,0.103,0.404,,,,,,,,,,,,,,,,,,
2024-07-06,746694,Strikeout,strikeout,True,694362,571946,Blake Dunn,Shelby Miller,0,a087f58d-a2ac-4467-b363-90dfebae64b9,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,DET,5.23,4.13,32.2,96.0,105.0,98.0,0.766,8.27,1.93,6.34,1.65,0.82,0.261,0.435,0.109,0.348,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,97.0,97.0,87.0,102.0,96.0,100.0,99.0,107.0,0.607,0.216,0.177,1.32,-0.28,-1.7,93.2,86.6,88.3,0.156,0.344,0.257,0.233,0.4,0.236,0.25,0.583,0.238,,,,,,,,,,,,,,,,,,
2024-07-07,746691,Groundout,field_out,True,694362,669373,Blake Dunn,Tarik Skubal,0,f98fc204-09dc-46c7-945f-5a63407f709b,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,97.0,107.0,106.0,,,,0.21,,,0.272,,1.96,,0.42,,86.0,96.7,,0.17,0.27,0.171,0.217,0.37,0.468,,,,0.143,0.143,0.214,112.0,103.0,103.0,110.0,102.0,105.0,,,,0.317,,0.154,1.19,,1.72,96.8,,88.7,0.195,0.333,0.264,,,,0.16,0.26,0.386,,,,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,
2024-07-07,746691,Strikeout,strikeout,True,694362,669373,Blake Dunn,Tarik Skubal,0,d423e236-3105-49d1-b9d5-54222d1d69db,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,97.0,107.0,106.0,,,,0.21,,,0.272,,1.96,,0.42,,86.0,96.7,,0.17,0.27,0.171,0.217,0.37,0.468,,,,0.143,0.143,0.214,112.0,103.0,103.0,110.0,102.0,105.0,,,,0.317,,0.154,1.19,,1.72,96.8,,88.7,0.195,0.333,0.264,,,,0.16,0.26,0.386,,,,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,
2024-09-02,746668,Strikeout,strikeout,True,694362,666215,Blake Dunn,Forrest Whitley,1,55f73746-4472-46f5-ac1d-36b720bc238f,666215.0,forrestwhitley,Whitley,Right,Forrest Whitley,HOU,0.0,6.24,3.1,94.0,112.0,88.0,0.821,13.5,8.1,13.5,0.0,2.5,0.182,0.364,0.182,0.636,0.415,-2.0,59.0,57.0,131.0,120.0,120.0,104.0,98.0,93.0,116.0,108.0,84.0,0.628,0.053,0.223,0.021,11.75,-1.89,-1.47,1.29,91.5,93.2,96.9,84.8,0.333,0.444,0.08,,,,,,,,,,106.0,70.0,65.0,,,,204.0,-84.0,-101.0,0.053,0.021,,-10.11,-22.51,,96.3,88.3,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.667,,,,,,
2024-09-14,745858,Flyout,field_out,True,694362,571657,Blake Dunn,Kyle Farmer,0,dbfd7307-e5fc-4317-99d6-8a4ecfcc5a75,571657.0,kylefarmer,"Farmer, K",Right,Kyle Farmer,MIN,9.0,7.24,3.0,83.0,-326.0,172.0,1.0,0.0,3.0,15.0,0.0,1.2,0.077,0.462,0.077,0.385,0.4,,,,-326.0,83.0,172.0,,,,,,,,,0.033,,,,3.94,,,,,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.967,-3.65,41.7
2024-09-15,745852,Single,single,False,694362,660896,Blake Dunn,Jorge Alcala,0,f479d00c-213c-4244-8d66-9704ab13d5a7,660896.0,jorgealcala,Alcala,Right,Jorge Alcala,MIN,3.46,3.28,54.2,98.0,125.0,101.0,0.752,8.56,3.13,6.59,1.32,0.67,0.196,0.439,0.223,0.304,0.426,115.0,88.0,84.0,,,,117.0,95.0,98.0,,,,0.07,,,0.094,,3.24,,4.32,,90.9,97.3,,0.133,0.133,0.152,0.08,0.12,0.111,,,,,,,118.0,94.0,96.0,139.0,104.0,111.0,,,,0.443,,0.394,-0.86,,0.22,98.0,,89.8,0.233,0.534,0.287,,,,0.221,0.349,0.309,,,,,,,,,,,,,,,,,,
2024-09-19,746663,Single,single,False,694362,519242,Blake Dunn,Chris Sale,0,b97606e0-7bae-4e3a-858d-d941ddc616d0,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.79,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,113.0,100.0,96.0,,,,0.072,,,0.147,,-1.98,,2.97,,87.1,94.2,,0.327,0.551,0.133,0.159,0.195,0.236,,,,,,,96.0,105.0,101.0,105.0,100.0,104.0,,,,0.378,,0.403,-0.11,,2.17,94.8,,78.6,0.281,0.443,0.241,,,,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,
2024-09-19,746663,Home Run,home_run,False,694362,519242,Blake Dunn,Chris Sale,0,233b3f8a-c53e-4703-8330-81c1a968a8ea,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.79,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,113.0,100.0,96.0,,,,0.072,,,0.147,,-1.98,,2.97,,87.1,94.2,,0.327,0.551,0.133,0.159,0.195,0.236,,,,,,,96.0,105.0,101.0,105.0,100.0,104.0,,,,0.378,,0.403,-0.11,,2.17,94.8,,78.6,0.281,0.443,0.241,,,,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,
2024-09-19,746663,Walk,walk,False,694362,592426,Blake Dunn,Luke Jackson,0,f54afa83-e345-4de0-bee3-2815d3117321,592426.0,lukejackson,Jackson,Right,Luke Jackson,- - -,5.13,4.09,52.2,95.0,128.0,106.0,0.712,9.91,4.44,8.89,1.2,1.64,0.182,0.399,0.122,0.318,0.386,,,,137.0,107.0,119.0,,,,92.0,87.0,73.0,,0.009,0.141,,-3.27,,0.11,,90.6,,,84.5,,,,,,,,,,0.273,0.364,0.242,97.0,95.0,95.0,143.0,92.0,110.0,,,,0.318,,0.532,-0.43,,-0.1,94.7,,87.3,0.245,0.358,0.25,,,,0.256,0.436,0.328,,,,,,,,,,,,,,,,,,
2024-09-19,746663,Strikeout,strikeout,True,694362,605154,Blake Dunn,John Brebbia,0,ef23280d-1e20-49fe-b343-bc3b7a10bc3b,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,- - -,5.86,4.82,55.1,102.0,101.0,103.0,0.783,10.9,3.09,9.11,1.79,0.65,0.261,0.359,0.137,0.366,0.421,78.0,77.0,71.0,,,,,,,,,,,,,0.003,,,,2.83,,91.6,,,,,,,,,,,,,,,100.0,106.0,105.0,101.0,100.0,102.0,,,,0.478,,0.519,1.46,,-2.24,93.9,,83.1,0.172,0.293,0.257,,,,0.322,0.587,0.255,,,,,,,,,,,,,,,,,,
2024-09-25,746583,Strikeout,strikeout,True,694362,681870,Blake Dunn,Erik Sabrowski,0,ee228e84-d704-4779-a957-8c4534e7d616,681870.0,eriksabrowski,Sabrowski,Left,Erik Sabrowski,CLE,0.0,1.67,12.2,101.0,109.0,107.0,0.74,13.5,2.84,4.26,0.0,0.38,0.292,0.333,0.125,0.125,0.49,,,,92.0,112.0,112.0,,,,,,,,,0.258,,,,4.2,,,,,78.8,,,,,,,,,,0.083,0.083,0.28,126.0,102.0,109.0,80.0,84.0,95.0,,,,0.576,,0.167,2.4,,2.97,92.6,,87.0,0.143,0.143,0.339,,,,0.2,0.3,0.158,,,,,,,,,,,,,,,,,,
2024-09-25,746583,Strikeout,strikeout,True,694362,669212,Blake Dunn,Eli Morgan,0,715281eb-7461-404d-9a50-1fc7b07db00c,669212.0,elimorgan,Morgan,Right,Eli Morgan,CLE,1.93,2.46,42.0,104.0,89.0,101.0,0.783,7.29,2.36,6.43,0.86,0.63,0.314,0.364,0.231,0.19,0.433,90.0,119.0,117.0,,,,,,,,,,,,,0.237,,,,1.91,,78.9,,,,,,0.188,0.313,0.237,,,,,,,67.0,102.0,92.0,116.0,98.0,102.0,,,,0.402,,0.361,1.34,,0.01,92.2,,86.8,0.176,0.314,0.186,,,,0.226,0.377,0.328,,,,,,,,,,,,,,,,,,
