date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-07-23,745227,Groundout,field_out,True,613564,667755,Jason Vosler,José Soriano,0,cd1a24d4-3f40-4097-ae7f-b5f4969981f7,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.51,4.19,95.0,94.0,100.0,98.0,0.777,7.29,3.51,7.01,0.76,2.47,0.217,0.397,0.146,0.303,0.416,,,,97.0,91.0,86.0,96.0,94.0,95.0,110.0,88.0,94.0,,,,122.0,101.0,112.0,0.443,0.157,,0.09,0.053,,-1.85,,1.48,2.0,0.31,,98.9,,92.9,97.8,91.6,,0.1,0.2,0.484,0.342,0.605,0.11,,,,0.132,0.289,0.338,0.195,0.377,0.409,0.229,0.28,0.147,98.0,96.0,107.0,0.258,-0.28,86.3,,,,,,,,,,,,,,,
2024-07-23,745227,Double,double,False,613564,667755,Jason Vosler,José Soriano,0,486cab38-3a55-41f7-9a00-cae7dc6950a3,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.51,4.19,95.0,94.0,100.0,98.0,0.777,7.29,3.51,7.01,0.76,2.47,0.217,0.397,0.146,0.303,0.416,,,,97.0,91.0,86.0,96.0,94.0,95.0,110.0,88.0,94.0,,,,122.0,101.0,112.0,0.443,0.157,,0.09,0.053,,-1.85,,1.48,2.0,0.31,,98.9,,92.9,97.8,91.6,,0.1,0.2,0.484,0.342,0.605,0.11,,,,0.132,0.289,0.338,0.195,0.377,0.409,0.229,0.28,0.147,98.0,96.0,107.0,0.258,-0.28,86.3,,,,,,,,,,,,,,,
2024-07-23,745227,Groundout,field_out,True,613564,667755,Jason Vosler,José Soriano,0,8a14c54d-cb32-4a28-bada-dd3af7b4be74,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.51,4.19,95.0,94.0,100.0,98.0,0.777,7.29,3.51,7.01,0.76,2.47,0.217,0.397,0.146,0.303,0.416,,,,97.0,91.0,86.0,96.0,94.0,95.0,110.0,88.0,94.0,,,,122.0,101.0,112.0,0.443,0.157,,0.09,0.053,,-1.85,,1.48,2.0,0.31,,98.9,,92.9,97.8,91.6,,0.1,0.2,0.484,0.342,0.605,0.11,,,,0.132,0.289,0.338,0.195,0.377,0.409,0.229,0.28,0.147,98.0,96.0,107.0,0.258,-0.28,86.3,,,,,,,,,,,,,,,
2024-07-23,745227,Walk,walk,False,613564,672710,Jason Vosler,Roansy Contreras,0,fb6e2d2a-973c-4119-8791-5d919ae21513,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.75,4.83,41.2,97.0,99.0,97.0,0.799,7.78,4.54,8.86,1.3,0.91,0.254,0.357,0.167,0.341,0.447,87.0,92.0,98.0,92.0,98.0,94.0,90.0,76.0,59.0,118.0,98.0,107.0,,,,,,,0.061,0.425,,,0.323,0.088,0.09,,,-2.23,-0.77,0.95,94.8,,,94.5,83.5,78.0,0.1,0.25,0.302,0.274,0.384,0.189,,,,,,,0.125,0.25,0.154,0.571,0.571,0.056,,,,,,,82.0,89.0,89.0,0.103,-2.17,89.1,0.25,0.45,0.176,,,,,,
2024-07-24,745231,Strikeout,strikeout,True,613564,656288,Jason Vosler,Griffin Canning,0,64bab80a-313b-4df5-b7eb-51394e936b09,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.04,4.89,110.2,98.0,86.0,97.0,0.793,6.42,3.33,9.43,1.63,1.04,0.237,0.429,0.123,0.351,0.403,73.0,96.0,95.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,,,,0.023,0.358,,,0.227,0.122,-1.12,,,-8.34,-1.23,-0.99,93.5,,,93.0,88.0,80.7,0.298,0.436,0.296,0.253,0.548,0.151,,,,,,,0.289,0.421,0.217,0.5,1.1,0.0,,,,,,,98.0,102.0,103.0,0.271,0.98,88.7,0.243,0.361,0.258,,,,,,
2024-07-24,745231,Single,single,False,613564,656288,Jason Vosler,Griffin Canning,1,725d4738-34dd-430c-94c7-3d9ba662aa87,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.04,4.89,110.2,98.0,86.0,97.0,0.793,6.42,3.33,9.43,1.63,1.04,0.237,0.429,0.123,0.351,0.403,73.0,96.0,95.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,,,,0.023,0.358,,,0.227,0.122,-1.12,,,-8.34,-1.23,-0.99,93.5,,,93.0,88.0,80.7,0.298,0.436,0.296,0.253,0.548,0.151,,,,,,,0.289,0.421,0.217,0.5,1.1,0.0,,,,,,,98.0,102.0,103.0,0.271,0.98,88.7,0.243,0.361,0.258,,,,,,
2024-07-24,745231,Flyout,field_out,True,613564,650671,Jason Vosler,José Quijada,0,18eabed4-9a63-46b0-8cde-68dac33c1cdc,650671.0,josequijada,Quijada,Left,José Quijada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,745231,Lineout,field_out,True,613564,608032,Jason Vosler,Carlos Estévez,0,e14e5e07-15e0-45e9-9708-59e64488ea30,608032.0,carlosestevez,Estévez,Right,Carlos Estévez,LAA,2.38,2.67,34.0,104.0,109.0,104.0,0.736,8.47,1.32,5.29,0.79,0.44,0.276,0.333,0.126,0.31,0.506,132.0,80.0,97.0,103.0,107.0,104.0,,,,129.0,100.0,109.0,,,,,,,,0.626,,,0.266,0.006,2.39,,,,2.62,2.1,96.4,,,,89.0,83.2,0.148,0.333,0.295,0.177,0.278,0.27,,,,,,,,,,,,,,,,,,,85.0,92.0,87.0,0.103,0.84,89.2,0.167,0.25,0.273,,,,,,
2024-07-26,746767,Single,single,False,613564,689672,Jason Vosler,Drew Thorpe,1,06f9f8dd-b302-4809-84cd-cc0c59c24be7,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,4.81,4.68,39.1,98.0,82.0,93.0,0.757,5.72,4.35,6.41,1.6,0.87,0.25,0.417,0.225,0.242,0.372,,,,64.0,96.0,83.0,,,,100.0,100.0,102.0,82.0,93.0,87.0,,,,,0.33,0.142,,0.182,,-1.64,-0.99,,,0.48,,91.0,86.1,,,81.1,,0.176,0.176,0.31,0.245,0.592,0.085,0.211,0.474,0.079,,,,,,,,,,,,,,,,92.0,104.0,102.0,0.346,1.47,81.5,0.167,0.333,0.4,0.0,0.0,0.25,,,
2024-07-26,746767,Groundout,field_out,True,613564,694363,Jason Vosler,Jared Shuster,0,75b2995f-e9ed-4604-8fdb-51bc7b3415fa,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.6,5.59,45.0,99.0,76.0,92.0,0.795,5.6,4.2,9.2,1.4,0.83,0.262,0.436,0.141,0.268,0.402,,,,70.0,96.0,83.0,67.0,102.0,89.0,90.0,103.0,101.0,,,,,,,0.046,0.388,,,0.273,,-0.14,,,-6.53,0.02,,92.2,,,91.6,85.5,,0.255,0.362,0.284,0.254,0.465,0.16,,,,,,,,,,0.5,0.8,0.15,,,,,,,73.0,98.0,94.0,0.293,-0.15,83.5,0.244,0.378,0.269,,,,,,
