date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,vSC (sc),SC%,wSC/C,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-03-28,746821,Strikeout,strikeout,True,628451,676979,Andy Ibáñez,Garrett Crochet,0,55fd6efb-6e07-4b77-a296-241bd3102faa,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28,746821,Sac Fly,sac_fly,True,628451,676979,Andy Ibáñez,Garrett Crochet,1,6f7821fe-6d3c-4ff0-81f2-47a64dc88ada,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28,746821,Single,single,False,628451,676979,Andy Ibáñez,Garrett Crochet,0,17257223-7d2e-4f06-af0b-9954a2861c01,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,746815,Single,single,False,628451,657612,Andy Ibáñez,Tim Hill,1,17297d4c-b20b-404f-aae9-ac0306b81b33,657612.0,timhill,"Hill, T",Left,Tim Hill,- - -,4.46,3.41,36.1,102.0,109.0,97.0,0.886,4.21,2.48,13.38,0.25,4.17,0.264,0.361,0.201,0.306,0.49,,,,105.0,103.0,97.0,163.0,95.0,89.0,,,,0.295,,0.064,,-2.88,,-3.16,,90.8,,,82.1,0.341,0.477,0.215,,,,0.6,0.6,0.375,,,,105.0,103.0,98.0,,,,0.641,,0.63,,88.7,,0.324,0.342,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,745842,Strikeout,strikeout,True,628451,640455,Andy Ibáñez,Sean Manaea,0,e3335144-e698-4402-905a-3a7b11c75474,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,83.0,88.0,85.0,0.1,0.119,0.255,0.128,0.32,0.62,0.11,-1.41,92.5,88.4,85.6,80.2,0.227,0.295,0.213,0.242,0.273,0.178,0.143,0.429,0.328,0.316,0.456,0.258,82.0,100.0,97.0,,,,0.397,,1.2,,92.5,,0.229,0.344,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,745842,Strikeout,strikeout,True,628451,640455,Andy Ibáñez,Sean Manaea,0,d3b699d3-0d72-4e9c-bf37-1c54d251283a,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,83.0,88.0,85.0,0.1,0.119,0.255,0.128,0.32,0.62,0.11,-1.41,92.5,88.4,85.6,80.2,0.227,0.295,0.213,0.242,0.273,0.178,0.143,0.429,0.328,0.316,0.456,0.258,82.0,100.0,97.0,,,,0.397,,1.2,,92.5,,0.229,0.344,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,745842,Single,single,True,628451,640455,Andy Ibáñez,Sean Manaea,1,d6394b87-d2c5-43bb-a546-b8f4a4372bb2,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,83.0,88.0,85.0,0.1,0.119,0.255,0.128,0.32,0.62,0.11,-1.41,92.5,88.4,85.6,80.2,0.227,0.295,0.213,0.242,0.273,0.178,0.143,0.429,0.328,0.316,0.456,0.258,82.0,100.0,97.0,,,,0.397,,1.2,,92.5,,0.229,0.344,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,745844,Sac Fly,sac_fly,True,628451,548384,Andy Ibáñez,Brooks Raley,1,70b52204-2315-422c-9a6b-9ccbd1e5f400,548384.0,brooksraley,"Raley, B",Left,Brooks Raley,NYM,0.0,3.1,7.0,108.0,104.0,113.0,0.796,11.57,3.86,2.57,0.0,0.5,0.462,0.308,0.385,0.308,0.412,100.0,102.0,109.0,,,,116.0,114.0,126.0,99.0,94.0,88.0,,0.244,0.479,0.185,,-3.52,5.47,4.54,,85.7,83.7,80.5,,,,0.5,1.0,0.0,0.0,0.0,0.219,0.167,0.167,0.545,78.0,112.0,107.0,,,,0.092,,2.74,,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,745844,Strikeout,strikeout,True,628451,493603,Andy Ibáñez,Adam Ottavino,0,624ca6fb-ccaf-4792-8fd3-92ca9bc37573,493603.0,adamottavino,Ottavino,Right,Adam Ottavino,NYM,4.75,2.94,36.0,99.0,103.0,100.0,0.744,12.0,3.25,7.5,1.0,1.0,0.352,0.386,0.216,0.352,0.415,73.0,89.0,90.0,72.0,102.0,98.0,115.0,108.0,113.0,85.0,87.0,90.0,0.055,0.102,0.39,0.077,1.93,-1.42,-0.09,-2.3,92.9,87.9,87.2,79.2,0.0,0.0,0.429,0.286,1.0,0.351,0.3,0.6,0.222,0.364,0.545,0.222,100.0,101.0,99.0,,,,0.377,,0.6,,92.1,,0.217,0.25,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,745844,Flyout,field_out,True,628451,605347,Andy Ibáñez,Jorge López,0,5debc88e-1a41-4fb0-94e1-04eb25832b53,605347.0,jorgelopez,"López, Jo",Right,Jorge López,- - -,3.09,4.04,35.0,99.0,108.0,100.0,0.826,6.43,3.86,8.23,0.77,1.28,0.288,0.385,0.163,0.317,0.465,106.0,109.0,107.0,74.0,104.0,93.0,137.0,99.0,108.0,,,,0.18,,0.173,0.121,3.79,,1.14,2.89,95.4,,87.2,86.2,0.167,0.3,0.207,,,,0.158,0.211,0.2,0.1,0.1,0.278,109.0,95.0,96.0,116.0,96.0,102.0,0.403,0.124,-1.1,-2.64,95.2,82.8,0.4,0.556,0.12,0.267,0.6,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,745843,Strikeout,strikeout,True,628451,676130,Andy Ibáñez,José Buttó,1,cac1b754-205e-4714-96b3-f7e8bc92d013,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,98.0,89.0,94.0,,,,0.318,,0.263,0.191,1.91,,1.27,-0.09,93.7,,86.6,84.2,0.174,0.217,0.281,,,,0.25,0.375,0.25,0.146,0.341,0.411,77.0,78.0,74.0,,,,0.228,,2.43,,92.9,,0.111,0.222,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,745843,Forceout,force_out,True,628451,676130,Andy Ibáñez,José Buttó,1,479d2320-ba2b-439c-bfd7-f6380638e2b1,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,98.0,89.0,94.0,,,,0.318,,0.263,0.191,1.91,,1.27,-0.09,93.7,,86.6,84.2,0.174,0.217,0.281,,,,0.25,0.375,0.25,0.146,0.341,0.411,77.0,78.0,74.0,,,,0.228,,2.43,,92.9,,0.111,0.222,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746497,Lineout,field_out,True,628451,676664,Andy Ibáñez,JP Sears,0,6ad2d1d6-1e12-4eeb-8512-54c41c6fb4d5,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,0.182,-1.73,,0.08,0.69,92.2,,84.3,78.9,0.25,0.556,0.258,,,,0.242,0.636,0.257,0.304,0.354,0.219,95.0,99.0,85.0,,,,0.116,,0.67,,90.1,,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746497,Single,single,False,628451,676664,Andy Ibáñez,JP Sears,1,5449ba64-0612-496f-9fc4-94b45f7bd30a,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,0.182,-1.73,,0.08,0.69,92.2,,84.3,78.9,0.25,0.556,0.258,,,,0.242,0.636,0.257,0.304,0.354,0.219,95.0,99.0,85.0,,,,0.116,,0.67,,90.1,,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746497,Flyout,field_out,True,628451,676664,Andy Ibáñez,JP Sears,0,d6b86ae6-0b57-4a69-9990-9176b8b2c008,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,0.182,-1.73,,0.08,0.69,92.2,,84.3,78.9,0.25,0.556,0.258,,,,0.242,0.636,0.257,0.304,0.354,0.219,95.0,99.0,85.0,,,,0.116,,0.67,,90.1,,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746493,Strikeout,strikeout,True,628451,666205,Andy Ibáñez,Kyle Muller,0,b20d5529-68c3-433d-9976-5269cb084761,666205.0,kylemuller,Muller,Left,Kyle Muller,OAK,3.44,3.82,36.2,104.0,88.0,105.0,0.794,7.12,1.72,8.59,1.47,1.17,0.223,0.402,0.098,0.313,0.509,80.0,82.0,80.0,80.0,112.0,106.0,92.0,101.0,112.0,,,,0.546,,0.262,0.059,0.32,,0.04,3.54,92.7,,87.8,85.4,0.25,0.393,0.201,,,,0.256,0.442,0.217,0.0,0.0,0.538,,,,,,,,,,,,,,,,0.333,1.111,0.136,116.0,90.0,102.0,0.132,-3.81,79.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746493,Groundout,field_out,True,628451,547184,Andy Ibáñez,Michael Kelly,0,7b2dc501-5c0e-4a34-9e41-ca99f234e2ec,547184.0,michaelkelly,"Kelly, M",Right,Michael Kelly,OAK,2.59,3.51,31.1,97.0,120.0,100.0,0.801,6.32,2.87,7.76,0.57,0.88,0.312,0.355,0.183,0.226,0.417,,,,54.0,98.0,87.0,145.0,87.0,97.0,,,,0.319,,0.672,,1.4,,0.84,,95.1,,,84.2,0.192,0.192,0.233,,,,0.444,1.222,0.167,,,,72.0,109.0,102.0,,,,0.009,,-16.52,,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746481,Single,single,False,628451,571927,Andy Ibáñez,Steven Matz,0,84f26b66-65bf-4648-a606-2ae59e9f35b3,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,,,,82.0,87.0,88.0,,,,,,0.082,0.259,,,-4.58,-3.92,,,83.3,88.3,,,,,,,0.5,0.6,0.238,0.357,0.595,0.26,77.0,103.0,97.0,,,,0.591,,1.05,,93.9,,0.245,0.358,0.121,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746481,Single,single,False,628451,571927,Andy Ibáñez,Steven Matz,0,b795dfc3-89d6-4430-831d-93b670edac8a,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,,,,82.0,87.0,88.0,,,,,,0.082,0.259,,,-4.58,-3.92,,,83.3,88.3,,,,,,,0.5,0.6,0.238,0.357,0.595,0.26,77.0,103.0,97.0,,,,0.591,,1.05,,93.9,,0.245,0.358,0.121,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746481,Flyout,field_out,True,628451,681517,Andy Ibáñez,Kyle Leahy,0,68ac7bad-ce9c-40ea-a76c-b8b7eb672c8c,681517.0,kyleleahy,Leahy,Right,Kyle Leahy,STL,4.15,4.64,30.1,103.0,108.0,104.0,0.769,5.93,2.08,7.71,0.59,0.95,0.232,0.326,0.116,0.421,0.434,92.0,101.0,104.0,101.0,100.0,96.0,124.0,107.0,115.0,,,,0.441,,0.399,0.095,0.81,,1.27,0.99,95.4,,89.8,88.2,0.279,0.419,0.196,,,,0.167,0.25,0.333,0.222,0.222,0.261,,,,,,,,,,,,,,,,0.0,0.0,0.0,120.0,101.0,101.0,0.065,2.96,81.1,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746481,Strikeout,strikeout,True,628451,681676,Andy Ibáñez,Ryan Fernandez,0,1fe53bf3-c8e8-4b13-9d63-248b943574b2,681676.0,ryanfernandez,Fernandez,Right,Ryan Fernandez,STL,2.08,3.27,43.1,99.0,99.0,99.0,0.711,8.93,3.53,6.85,0.42,1.6,0.191,0.452,0.087,0.261,0.394,,,,109.0,91.0,86.0,109.0,105.0,107.0,96.0,99.0,95.0,0.025,0.165,0.462,,-2.54,-0.43,2.1,,95.4,89.9,,86.9,0.5,0.5,0.286,0.28,0.44,0.188,0.153,0.222,0.408,,,,88.0,94.0,92.0,,,,0.348,,1.31,,95.2,,0.241,0.259,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746481,Strikeout,strikeout,True,628451,687798,Andy Ibáñez,Nick Robertson,0,d1141ccf-0c3d-4805-9748-fa61b9c329f3,687798.0,nickrobertson,Robertson,Right,Nick Robertson,STL,4.38,4.76,12.1,100.0,88.0,99.0,0.771,10.22,1.46,10.95,2.19,0.71,0.25,0.444,0.111,0.306,0.444,96.0,95.0,94.0,69.0,103.0,97.0,108.0,108.0,112.0,68.0,115.0,107.0,0.434,0.015,0.317,0.234,-2.53,0.99,1.13,-0.93,94.4,89.0,87.9,85.1,0.391,0.739,0.2,,,,0.143,0.143,0.357,0.3,0.3,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,746478,Single,single,False,628451,668941,Andy Ibáñez,JoJo Romero,1,c5d63ec0-aeac-4994-b456-c3dd43734089,668941.0,jojoromero,"Romero, J",Left,JoJo Romero,STL,2.43,4.86,40.2,97.0,85.0,96.0,0.767,7.52,1.99,7.3,0.89,1.7,0.284,0.448,0.155,0.31,0.415,69.0,103.0,92.0,67.0,98.0,92.0,114.0,94.0,101.0,,,,0.119,,0.326,0.182,-2.34,,3.5,-4.01,95.0,,85.9,83.9,0.357,0.429,0.132,,,,0.059,0.118,0.448,0.379,0.759,0.27,73.0,98.0,94.0,,,,0.373,,1.52,,93.7,,0.259,0.315,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,745756,Flyout,field_out,True,628451,624647,Andy Ibáñez,Victor González,0,f41cdca3-442d-4f18-8a1a-80549c06ef4b,624647.0,victorgonzalez,"González, V",Left,Victor González,NYY,3.86,5.29,23.1,89.0,88.0,85.0,0.824,4.24,5.01,5.01,1.16,1.46,0.3,0.4,0.086,0.329,0.352,74.0,92.0,82.0,,,,89.0,91.0,101.0,,,,,,0.285,0.236,,,0.59,-0.11,,,86.2,85.9,,,,,,,0.071,0.071,0.175,0.136,0.455,0.231,94.0,86.0,77.0,,,,0.479,,1.44,,93.3,,0.2,0.289,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745750,Strikeout,strikeout,True,628451,596133,Andy Ibáñez,Luke Weaver,0,e7c6a785-05d3-4ded-8753-57017cb6756f,596133.0,lukeweaver,Weaver,Right,Luke Weaver,NYY,2.47,3.59,54.2,99.0,121.0,105.0,0.726,9.55,2.14,5.1,0.99,0.83,0.243,0.375,0.14,0.279,0.37,107.0,103.0,104.0,137.0,99.0,106.0,,,,108.0,98.0,103.0,0.444,0.28,,0.264,1.14,1.38,,1.5,95.4,91.2,88.4,,0.171,0.3,0.28,0.18,0.443,0.194,,,,0.138,0.241,0.44,,,,119.0,75.0,96.0,,0.012,,2.43,,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745750,Single,single,False,628451,605280,Andy Ibáñez,Clay Holmes,0,fd23886c-4c84-44ef-9d34-be2293dbb7e1,605280.0,clayholmes,"Holmes, C",Right,Clay Holmes,NYY,2.77,2.96,39.0,99.0,127.0,107.0,0.758,9.46,2.31,9.46,0.46,3.55,0.216,0.379,0.207,0.259,0.425,,,,,,,180.0,103.0,114.0,,,,,,0.383,,,,1.82,,,,,85.8,,,,,,,0.25,0.3,0.41,,,,104.0,97.0,102.0,,,,0.617,,-0.78,,96.5,,0.327,0.433,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,745751,Strikeout,strikeout,True,628451,641482,Andy Ibáñez,Nestor Cortes,0,f97ed0df-1789-490a-8758-377ede8ebf47,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,103.0,103.0,109.0,100.0,103.0,0.455,0.298,0.163,0.075,-0.19,1.48,0.14,-2.51,91.9,87.2,83.2,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,91.0,119.0,117.0,,,,0.009,,2.16,,89.9,,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,745751,Flyout,field_out,True,628451,641482,Andy Ibáñez,Nestor Cortes,0,c8777b00-90a5-43f6-9fd6-ed8645cdd3f0,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,103.0,103.0,109.0,100.0,103.0,0.455,0.298,0.163,0.075,-0.19,1.48,0.14,-2.51,91.9,87.2,83.2,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,91.0,119.0,117.0,,,,0.009,,2.16,,89.9,,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,745751,Groundout,field_out,True,628451,641482,Andy Ibáñez,Nestor Cortes,0,68eefeb4-5c93-4230-9e70-107d3da84c3c,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,103.0,103.0,109.0,100.0,103.0,0.455,0.298,0.163,0.075,-0.19,1.48,0.14,-2.51,91.9,87.2,83.2,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,91.0,119.0,117.0,,,,0.009,,2.16,,89.9,,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,746639,Lineout,field_out,True,628451,656529,Andy Ibáñez,Sam Hentges,0,74dc9d92-20e6-4f25-8181-bf9deed5883b,656529.0,samhentges,Hentges,Left,Sam Hentges,CLE,3.04,2.42,23.2,107.0,102.0,103.0,0.725,10.27,1.9,6.85,1.14,1.35,0.207,0.431,0.121,0.328,0.442,,,,83.0,103.0,95.0,124.0,112.0,114.0,,,,0.308,,0.214,,-0.97,,3.68,,95.0,,,87.9,0.32,0.6,0.25,,,,0.15,0.2,0.282,,,,83.0,105.0,91.0,,,,0.16,,0.27,,94.9,,0.182,0.455,0.238,0.172,0.31,0.357,116.0,110.0,110.0,0.319,1.93,80.6,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,746639,Forceout,force_out,True,628451,683769,Andy Ibáñez,Hunter Gaddis,1,2b225f8d-80a7-414d-9bd8-16419690de1b,683769.0,huntergaddis,Gaddis,Right,Hunter Gaddis,CLE,1.17,2.29,46.1,105.0,108.0,109.0,0.751,8.55,1.36,5.24,0.19,0.85,0.195,0.449,0.161,0.28,0.45,103.0,87.0,103.0,99.0,107.0,105.0,118.0,111.0,115.0,,,,0.399,,0.439,0.162,2.39,,2.5,2.0,95.5,,80.6,88.7,0.186,0.288,0.194,,,,0.182,0.247,0.329,0.077,0.115,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
