date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-06-30,746209,Lineout,field_out,True,668952,542881,Ryan Kreidler,Tyler Anderson,0,f165a3f1-5a7b-4bc8-b146-16107c2e720b,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,,,,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,,,,0.038,0.403,,0.003,,-0.19,,-2.78,-4.61,,89.2,,88.1,77.9,,,,,,,,0.239,0.472,0.163,0.222,0.611,0.067,,,,104.0,101.0,106.0,0.366,1.6,78.7,0.18,0.238,0.374,100.0,102.0,98.0,0.19,-0.14,83.8,0.221,0.39,0.244,,,,,,,,,,,,
2024-06-30,746209,Strikeout,strikeout,True,668952,681806,Ryan Kreidler,Andrew Wantz,0,dce3884a-e3be-4991-ace0-0bdffb9763b0,681806.0,andrewwantz,Wantz,Right,Andrew Wantz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,746209,Groundout,field_out,True,668952,519043,Ryan Kreidler,Matt Moore,0,82bd048b-391e-493c-8d1d-ab3ec6675011,519043.0,mattmoore,Moore,Left,Matt Moore,LAA,6.03,4.22,37.1,95.0,110.0,96.0,0.767,7.71,4.34,8.44,2.41,0.59,0.237,0.386,0.202,0.289,0.432,,,,84.0,95.0,89.0,,,,,,,,,,,0.504,,,,-0.32,,,,,92.8,,,,,,,,,,,0.266,0.516,0.202,,,,0.143,0.286,0.413,151.0,99.0,109.0,0.301,-1.81,82.8,0.25,0.5,0.284,,,,,,,,,,114.0,91.0,94.0,0.194,-0.45,82.4,,,,,,
2024-07-02,745886,Pop Out,field_out,True,668952,680573,Ryan Kreidler,Simeon Woods Richardson,0,6284b442-ec8d-46df-b3f4-bb6658e0dfb9,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,96.0,102.0,101.0,72.0,101.0,89.0,,,,95.0,112.0,109.0,,,,,0.4,,0.309,0.078,1.41,,,1.55,0.19,93.1,,,86.7,75.4,0.181,0.284,0.257,,,,0.248,0.291,0.201,,,,0.278,0.556,0.225,101.0,107.0,112.0,0.213,-2.69,82.9,0.268,0.571,0.18,,,,,,,,,,,,,,,,,,,,,
2024-07-02,745886,Home Run,home_run,False,668952,680573,Ryan Kreidler,Simeon Woods Richardson,1,a2278619-5b28-4103-a1a5-8f8f18f40323,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,96.0,102.0,101.0,72.0,101.0,89.0,,,,95.0,112.0,109.0,,,,,0.4,,0.309,0.078,1.41,,,1.55,0.19,93.1,,,86.7,75.4,0.181,0.284,0.257,,,,0.248,0.291,0.201,,,,0.278,0.556,0.225,101.0,107.0,112.0,0.213,-2.69,82.9,0.268,0.571,0.18,,,,,,,,,,,,,,,,,,,,,
2024-07-02,745886,Flyout,field_out,True,668952,660896,Ryan Kreidler,Jorge Alcala,0,a3b4592a-1bea-4cb2-a2be-689f6d019351,660896.0,jorgealcala,Alcala,Right,Jorge Alcala,MIN,1.56,2.62,34.2,96.0,119.0,101.0,0.718,8.57,3.89,4.67,0.0,0.64,0.244,0.43,0.244,0.302,0.413,,,,108.0,89.0,93.0,117.0,108.0,109.0,136.0,104.0,111.0,,,,0.059,0.438,,0.431,,1.75,,2.92,0.67,,97.7,,96.7,89.6,,0.207,0.259,0.324,,,,0.098,0.171,0.339,0.143,0.143,0.222,,,,107.0,77.0,75.0,0.072,4.49,90.1,0.083,0.083,0.125,,,,,,,,,,,,,,,,,,,,,
2024-07-05,746693,Strikeout,strikeout,True,668952,686730,Ryan Kreidler,Carson Spiers,0,f4ec5af0-29e3-4a0d-84e5-a12d97eaf1fd,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,,,,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,,,,0.18,0.28,,0.221,,-1.31,,3.02,-0.27,,92.3,,92.0,81.2,,0.243,0.459,0.329,,,,0.236,0.382,0.25,0.282,0.359,0.123,,,,65.0,103.0,91.0,0.14,-2.68,86.7,0.355,0.548,0.135,80.0,107.0,101.0,0.179,1.46,87.8,0.24,0.4,0.234,,,,,,,,,,,,
2024-07-05,746693,Strikeout,strikeout,True,668952,686730,Ryan Kreidler,Carson Spiers,0,def9d653-7117-419f-868c-d2ea4a262412,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,,,,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,,,,0.18,0.28,,0.221,,-1.31,,3.02,-0.27,,92.3,,92.0,81.2,,0.243,0.459,0.329,,,,0.236,0.382,0.25,0.282,0.359,0.123,,,,65.0,103.0,91.0,0.14,-2.68,86.7,0.355,0.548,0.135,80.0,107.0,101.0,0.179,1.46,87.8,0.24,0.4,0.234,,,,,,,,,,,,
2024-07-05,746693,Strikeout,strikeout,True,668952,571656,Ryan Kreidler,Buck Farmer,0,3ccc6b15-40f4-40d8-9a2a-7b4b2ff15e7b,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,CIN,2.8,4.36,45.0,97.0,90.0,98.0,0.777,7.8,3.6,7.2,0.8,0.81,0.24,0.388,0.178,0.279,0.387,,,,53.0,94.0,81.0,70.0,90.0,89.0,117.0,100.0,111.0,,,,0.21,0.244,,0.33,,0.58,,0.81,1.87,,92.7,,92.3,82.1,,0.125,0.271,0.374,,,,0.2,0.4,0.153,0.282,0.436,0.182,,,,110.0,102.0,106.0,0.216,-0.98,86.6,0.297,0.351,0.259,,,,,,,,,,,,,,,,,,,,,
2024-07-05,746693,Flyout,field_out,True,668952,608718,Ryan Kreidler,Brent Suter,0,ac59ec46-cb0e-4652-a17d-060e2af825e8,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,,,,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,,,,0.215,0.418,,0.171,,0.28,,0.2,-0.29,,85.9,,87.4,78.7,,0.243,0.459,0.225,,,,0.277,0.446,0.198,0.25,0.472,0.2,,,,109.0,101.0,114.0,0.196,-0.48,75.8,0.227,0.364,0.28,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746694,Groundout,field_out,True,668952,668881,Ryan Kreidler,Hunter Greene,1,908b2585-4801-4fd7-96b8-8adcf8c7c772,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,,,,127.0,95.0,103.0,118.0,91.0,104.0,,0.556,0.083,0.34,0.021,1.2,-0.91,,0.09,-1.96,97.7,86.8,,86.6,80.6,0.191,0.359,0.389,0.267,0.433,0.309,0.196,0.293,0.256,,,,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746694,Pop Out,field_out,True,668952,668881,Ryan Kreidler,Hunter Greene,0,71f41bc1-5e0c-4563-8498-458ce6d7f025,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,,,,127.0,95.0,103.0,118.0,91.0,104.0,,0.556,0.083,0.34,0.021,1.2,-0.91,,0.09,-1.96,97.7,86.8,,86.6,80.6,0.191,0.359,0.389,0.267,0.433,0.309,0.196,0.293,0.256,,,,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,746444,Single,single,False,668952,676440,Ryan Kreidler,Tanner Bibee,0,f761f13f-52e0-472c-a80e-dc79f150492a,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,120.0,111.0,113.0,93.0,103.0,99.0,,,,114.0,104.0,112.0,,,,0.0,0.443,,0.261,0.11,-0.86,,-3.49,1.5,-0.6,94.6,,92.5,86.1,81.4,0.162,0.269,0.365,,,,0.29,0.496,0.201,,,,0.187,0.427,0.237,84.0,102.0,110.0,0.185,0.44,82.4,0.241,0.402,0.274,,,,,,,,,,,,,,,,,,,,,
2024-07-29,746444,Groundout,field_out,True,668952,676440,Ryan Kreidler,Tanner Bibee,0,a71c9e21-050f-4ad5-b31a-41529356c42f,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,120.0,111.0,113.0,93.0,103.0,99.0,,,,114.0,104.0,112.0,,,,0.0,0.443,,0.261,0.11,-0.86,,-3.49,1.5,-0.6,94.6,,92.5,86.1,81.4,0.162,0.269,0.365,,,,0.29,0.496,0.201,,,,0.187,0.427,0.237,84.0,102.0,110.0,0.185,0.44,82.4,0.241,0.402,0.274,,,,,,,,,,,,,,,,,,,,,
2024-08-01,746442,Groundout,field_out,True,668952,607625,Ryan Kreidler,Seth Lugo,0,36185231-36a2-4150-acd8-1246c5e3842c,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,87.0,102.0,100.0,0.194,0.254,0.031,0.134,0.263,1.02,0.49,0.26,-0.94,1.37,92.2,85.7,92.2,85.4,79.3,0.227,0.424,0.206,0.1,0.4,0.342,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,97.0,99.0,97.0,0.062,1.26,87.4,0.152,0.182,0.347,101.0,97.0,98.0,0.063,1.03,90.6,0.333,0.333,0.184,,,,,,,0.318,0.682,0.135,0.21,0.284,0.293
2024-08-01,746442,Grounded Into DP,grounded_into_double_play,True,668952,607625,Ryan Kreidler,Seth Lugo,1,68505dd9-3bab-4e42-832f-136e6d798dd1,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,87.0,102.0,100.0,0.194,0.254,0.031,0.134,0.263,1.02,0.49,0.26,-0.94,1.37,92.2,85.7,92.2,85.4,79.3,0.227,0.424,0.206,0.1,0.4,0.342,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,97.0,99.0,97.0,0.062,1.26,87.4,0.152,0.182,0.347,101.0,97.0,98.0,0.063,1.03,90.6,0.333,0.333,0.184,,,,,,,0.318,0.682,0.135,0.21,0.284,0.293
2024-08-24,746756,Flyout,field_out,True,668952,681066,Ryan Kreidler,Ky Bush,0,673690c6-7f08-4763-88b6-b49692270677,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,76.0,101.0,95.0,75.0,92.0,87.0,,,,103.0,83.0,88.0,,,,,0.509,,0.244,0.149,-3.23,,,-0.25,-1.96,91.7,,,82.5,73.4,0.118,0.294,0.257,,,,0.412,0.647,0.174,,,,0.364,0.364,0.263,69.0,91.0,89.0,0.098,4.56,85.9,0.0,0.0,0.308,,,,,,,,,,,,,,,,,,,,,
2024-08-24,746756,Walk,walk,False,668952,657053,Ryan Kreidler,Touki Toussaint,0,1a85c995-4d93-4b42-82bb-d96f4399dc3b,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,CHW,7.71,5.35,16.1,90.0,82.0,91.0,0.741,11.02,8.27,12.67,1.1,2.4,0.128,0.511,0.106,0.298,0.344,102.0,105.0,110.0,53.0,87.0,80.0,88.0,79.0,75.0,36.0,128.0,103.0,74.0,90.0,95.0,0.264,0.103,0.386,0.003,0.244,-5.35,-4.23,0.83,3.94,-0.49,91.5,85.8,91.1,85.9,75.6,,,,0.367,0.567,0.274,0.571,0.714,0.125,0.286,0.357,0.125,0.25,0.5,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,746756,Strikeout,strikeout,True,668952,681402,Ryan Kreidler,Gus Varland,0,fa7f7d3f-247a-4ef2-9334-fe03a7283cae,681402.0,gusvarland,Varland,Right,Gus Varland,- - -,1.38,3.94,13.0,104.0,110.0,110.0,0.76,8.31,3.46,8.31,0.69,1.0,0.237,0.447,0.053,0.263,0.448,,,,115.0,104.0,110.0,,,,105.0,106.0,115.0,,,,0.04,0.538,,0.386,,2.03,,6.29,-2.99,,94.8,,94.8,88.6,,0.292,0.458,0.256,,,,0.227,0.273,0.25,,,,,,,59.0,81.0,74.0,0.036,2.56,88.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,746756,Groundout,field_out,True,668952,641771,Ryan Kreidler,Chad Kuhl,0,df1bf761-060b-46e4-91ab-b733c9661f39,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,4.37,3.97,45.1,92.0,104.0,93.0,0.771,8.74,3.77,8.54,0.99,1.27,0.25,0.383,0.188,0.281,0.389,,,,75.0,95.0,91.0,85.0,88.0,83.0,139.0,97.0,104.0,,,,0.266,0.077,,0.445,,-0.87,,-1.45,2.08,,94.8,,94.0,85.1,,0.164,0.224,0.341,,,,0.182,0.364,0.391,0.37,0.696,0.133,,,,74.0,87.0,87.0,0.112,-3.15,87.1,0.417,0.5,0.195,80.0,96.0,89.0,0.1,-2.23,91.5,0.429,0.857,0.217,,,,,,,0.0,0.0,0.333,,,
2024-08-24,746756,Pop Out,field_out,True,668952,605154,Ryan Kreidler,John Brebbia,0,d3ccae63-a988-4dec-89cb-9a86d78ee0a9,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,CHW,6.29,4.97,48.2,103.0,103.0,104.0,0.782,10.73,3.14,9.62,1.66,0.66,0.246,0.37,0.138,0.362,0.423,,,,102.0,105.0,106.0,,,,103.0,101.0,103.0,,,,,0.471,,0.527,,1.0,,,-2.0,,93.9,,,83.1,,0.327,0.564,0.254,,,,0.186,0.326,0.255,,,,,,,97.0,92.0,80.0,0.002,2.41,91.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,746429,Groundout,field_out,True,668952,456501,Ryan Kreidler,Johnny Cueto,0,4511212b-105c-476d-b855-821597e1681f,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,LAA,7.15,11.41,11.1,99.0,82.0,95.0,0.859,4.76,2.38,11.12,3.18,0.94,0.171,0.317,0.122,0.39,0.419,,,,60.0,96.0,99.0,89.0,102.0,96.0,78.0,101.0,94.0,,,,0.359,0.09,,0.204,0.006,-5.61,,-0.91,-2.88,-3.49,91.0,,91.1,85.6,78.4,0.333,0.833,0.0,,,,0.333,1.333,0.25,0.273,0.455,0.071,,,,84.0,92.0,94.0,0.287,-3.62,81.2,0.308,0.846,0.259,,,,0.054,0.4,87.2,0.333,0.667,0.0,,,,,,,,,,,,
2024-08-27,746429,Strikeout,strikeout,True,668952,456501,Ryan Kreidler,Johnny Cueto,0,74866a9a-a622-41fe-a40e-43636ba617db,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,LAA,7.15,11.41,11.1,99.0,82.0,95.0,0.859,4.76,2.38,11.12,3.18,0.94,0.171,0.317,0.122,0.39,0.419,,,,60.0,96.0,99.0,89.0,102.0,96.0,78.0,101.0,94.0,,,,0.359,0.09,,0.204,0.006,-5.61,,-0.91,-2.88,-3.49,91.0,,91.1,85.6,78.4,0.333,0.833,0.0,,,,0.333,1.333,0.25,0.273,0.455,0.071,,,,84.0,92.0,94.0,0.287,-3.62,81.2,0.308,0.846,0.259,,,,0.054,0.4,87.2,0.333,0.667,0.0,,,,,,,,,,,,
2024-08-27,746429,Flyout,field_out,True,668952,668943,Ryan Kreidler,Ryan Miller,0,528893c1-c727-48e8-89f2-38408ca83b02,668943.0,ryanmiller,"Miller, R",Right,Ryan Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,746433,Strikeout,strikeout,True,668952,657514,Ryan Kreidler,Brennan Bernardino,0,c0746a63-e1e0-4ecb-91e0-0c06119a60e6,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.73,3.88,50.2,97.0,92.0,93.0,0.801,9.95,3.73,8.53,1.07,1.3,0.23,0.403,0.158,0.309,0.489,93.0,93.0,97.0,,,,84.0,104.0,93.0,83.0,97.0,97.0,,,,0.468,,,0.068,0.351,,,-0.12,2.51,-0.57,,,91.4,84.2,78.9,0.143,0.286,0.261,,,,,,,0.286,0.469,0.172,0.197,0.316,0.312,,,,,,,,,,132.0,86.0,80.0,0.113,-0.72,86.8,0.364,0.455,0.086,,,,,,,,,,,,
2024-08-31,746424,Pop Out,field_out,True,668952,601713,Ryan Kreidler,Nick Pivetta,0,fe0d2fae-2442-462a-8fee-f3d4fb1d0c61,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,119.0,105.0,104.0,124.0,105.0,109.0,,,,154.0,103.0,111.0,,,,,0.479,,0.301,0.154,0.71,,,0.4,0.02,94.0,,,82.7,80.1,0.095,0.286,0.314,,,,0.252,0.414,0.211,,,,0.174,0.457,0.197,,,,,,,,,,105.0,96.0,82.0,0.067,-4.87,88.3,0.387,0.903,0.224,,,,,,,0.22,0.413,0.353,,,
2024-08-31,746424,Groundout,field_out,True,668952,601713,Ryan Kreidler,Nick Pivetta,0,505c00ac-c34f-422a-a0b2-ed704de79c16,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,119.0,105.0,104.0,124.0,105.0,109.0,,,,154.0,103.0,111.0,,,,,0.479,,0.301,0.154,0.71,,,0.4,0.02,94.0,,,82.7,80.1,0.095,0.286,0.314,,,,0.252,0.414,0.211,,,,0.174,0.457,0.197,,,,,,,,,,105.0,96.0,82.0,0.067,-4.87,88.3,0.387,0.903,0.224,,,,,,,0.22,0.413,0.353,,,
2024-08-31,746424,Single,single,False,668952,669711,Ryan Kreidler,Greg Weissert,0,12eca984-fc3c-4758-a5c9-cfe4bf27262e,669711.0,gregweissert,Weissert,Right,Greg Weissert,BOS,3.71,3.49,53.1,104.0,101.0,105.0,0.811,8.61,3.21,9.79,1.18,1.0,0.247,0.342,0.158,0.278,0.462,,,,85.0,119.0,115.0,95.0,103.0,98.0,112.0,96.0,103.0,,,,0.326,0.231,,0.368,,1.34,,0.44,-1.88,,94.0,,93.7,80.7,,0.333,0.778,0.08,,,,0.19,0.317,0.186,0.354,0.462,0.099,,,,80.0,97.0,103.0,0.075,-1.16,84.4,0.235,0.294,0.412,,,,,,,,,,,,,,,,0.327,0.531,0.282,,,
2024-09-05,745369,Grounded Into DP,grounded_into_double_play,True,668952,527048,Ryan Kreidler,Martín Pérez,1,3335102c-3a66-48c0-a03c-f1dd6ac81d91,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.46,5.41,121.0,103.0,73.0,95.0,0.813,7.14,3.2,10.34,1.49,1.26,0.186,0.463,0.152,0.307,0.406,70.0,101.0,96.0,56.0,93.0,89.0,79.0,101.0,95.0,70.0,111.0,119.0,,,,0.356,0.052,,0.001,0.144,-6.83,,0.52,-51.03,0.85,91.4,,90.8,82.8,77.9,,,,,,,0.429,0.762,0.024,0.281,0.399,0.096,0.237,0.305,0.289,72.0,108.0,99.0,0.225,-1.6,83.4,0.286,0.468,0.35,69.0,102.0,93.0,0.223,-1.04,88.1,0.302,0.625,0.199,,,,,,,,,,,,
2024-09-05,745369,Strikeout,strikeout,True,668952,527048,Ryan Kreidler,Martín Pérez,0,cf776ff9-249c-4f8d-a4d7-c29b4401882f,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.46,5.41,121.0,103.0,73.0,95.0,0.813,7.14,3.2,10.34,1.49,1.26,0.186,0.463,0.152,0.307,0.406,70.0,101.0,96.0,56.0,93.0,89.0,79.0,101.0,95.0,70.0,111.0,119.0,,,,0.356,0.052,,0.001,0.144,-6.83,,0.52,-51.03,0.85,91.4,,90.8,82.8,77.9,,,,,,,0.429,0.762,0.024,0.281,0.399,0.096,0.237,0.305,0.289,72.0,108.0,99.0,0.225,-1.6,83.4,0.286,0.468,0.35,69.0,102.0,93.0,0.223,-1.04,88.1,0.302,0.625,0.199,,,,,,,,,,,,
2024-09-06,745611,Groundout,field_out,True,668952,518397,Ryan Kreidler,Scott Alexander,0,ce70b881-4eb7-4380-81e9-54398985ef70,518397.0,scottalexander,Alexander,Left,Scott Alexander,OAK,2.56,4.4,31.2,96.0,90.0,92.0,0.844,6.25,3.13,6.82,0.57,2.45,0.29,0.452,0.14,0.29,0.406,,,,,,,87.0,93.0,88.0,106.0,105.0,101.0,,,,0.652,,,0.22,,,,1.5,4.43,,,,92.3,82.5,,0.037,0.037,0.325,,,,,,,0.264,0.333,0.081,,,,80.0,99.0,100.0,0.127,-3.86,84.8,0.308,0.846,0.419,,,,,,,,,,,,,,,,,,,,,
2024-09-07,745613,Walk,walk,False,668952,674370,Ryan Kreidler,Osvaldo Bido,0,ea48599c-7e21-4a8c-a830-66ee109d19ad,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.76,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.252,0.425,,,,103.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,,,,0.099,0.394,,0.211,,0.19,,-0.7,1.84,,94.8,,94.9,85.8,,0.197,0.311,0.27,,,,0.203,0.297,0.287,0.304,0.478,0.146,,,,78.0,103.0,101.0,0.152,1.83,88.9,0.121,0.152,0.343,93.0,99.0,96.0,0.143,2.26,86.9,0.152,0.212,0.197,,,,,,,,,,,,
2024-09-08,745616,Lineout,field_out,True,668952,656232,Ryan Kreidler,Brandon Bielak,0,032cb75f-5399-4fb6-bdef-657abca30e97,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,- - -,4.88,6.16,24.0,93.0,81.0,90.0,0.878,4.5,3.38,12.38,1.5,0.84,0.207,0.435,0.109,0.293,0.39,70.0,87.0,88.0,77.0,82.0,73.0,67.0,98.0,86.0,68.0,94.0,101.0,,,,0.25,0.202,,0.126,0.119,-1.23,,-2.23,0.66,-3.92,92.2,,92.2,83.1,80.8,0.111,0.222,0.313,,,,0.381,0.476,0.083,0.333,0.606,0.145,0.429,0.857,0.118,107.0,98.0,100.0,0.302,-0.94,87.4,0.294,0.471,0.2,,,,,,,,,,,,,,,,,,,,,
