date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,KC%,wFA/C,wFC/C,wKC/C,vFA,vFC,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-04-25,745755,Walk,walk,False,687231,642701,Darell Hernaiz,Dennis Santana,0,93c77d22-1669-4543-9eb0-8b40f82a42c2,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,78.0,95.0,86.0,95.0,91.0,92.0,109.0,104.0,103.0,0.181,0.298,0.079,-0.04,-2.57,0.81,89.1,95.2,86.6,0.314,0.457,0.055,0.34,0.604,0.346,0.188,0.25,0.308,103.0,107.0,107.0,,,,103.0,100.0,98.0,0.211,0.231,,-0.89,1.2,,95.8,90.4,,0.25,0.417,0.26,0.2,0.36,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,747050,Strikeout,strikeout,True,687231,669203,Darell Hernaiz,Corbin Burnes,0,437573c7-6019-4e2e-8e0b-5e02e52594cf,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,96.0,97.0,90.0,130.0,105.0,120.0,0.075,0.161,0.104,-0.82,1.15,1.34,89.0,96.7,87.3,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,,,,,,,121.0,105.0,107.0,,0.442,,,0.96,,,95.4,,,,,0.243,0.391,0.193,0.176,0.282,0.398,107.0,103.0,108.0,0.217,1.1,80.4,,,,,,,,,,,,,,,,,,
2024-04-26,747050,Strikeout,strikeout,True,687231,669203,Darell Hernaiz,Corbin Burnes,0,b29bd59d-4cfd-49e4-8525-b8af41787b25,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,96.0,97.0,90.0,130.0,105.0,120.0,0.075,0.161,0.104,-0.82,1.15,1.34,89.0,96.7,87.3,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,,,,,,,121.0,105.0,107.0,,0.442,,,0.96,,,95.4,,,,,0.243,0.391,0.193,0.176,0.282,0.398,107.0,103.0,108.0,0.217,1.1,80.4,,,,,,,,,,,,,,,,,,
2024-04-26,747050,Groundout,field_out,True,687231,543056,Darell Hernaiz,Danny Coulombe,0,1b52e148-222a-45d4-8a37-5b959046c644,543056.0,dannycoulombe,Coulombe,Left,Danny Coulombe,BAL,2.42,2.42,26.0,103.0,83.0,102.0,0.771,9.69,1.04,4.5,1.04,1.08,0.164,0.475,0.197,0.361,0.433,,,,22.0,107.0,90.0,105.0,97.0,99.0,0.12,0.293,,4.84,2.27,,,90.8,81.9,0.0,0.0,0.095,0.15,0.2,0.375,,,,74.0,94.0,90.0,109.0,119.0,154.0,80.0,104.0,94.0,0.14,0.321,0.127,2.6,1.95,0.95,91.3,85.9,79.5,0.091,0.091,0.1,0.233,0.5,0.262,0.118,0.294,0.241,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,747050,Walk,walk,False,687231,518886,Darell Hernaiz,Craig Kimbrel,1,9f6c7317-ef5a-41e2-bbc2-32357d10d427,518886.0,craigkimbrel,Kimbrel,Right,Craig Kimbrel,BAL,2.8,3.15,35.1,98.0,116.0,103.0,0.724,13.5,4.08,4.58,0.76,0.58,0.353,0.353,0.206,0.279,0.45,,,,,,,77.0,102.0,110.0,,0.067,,,0.86,,,,85.8,,,,0.091,0.091,0.533,,,,114.0,99.0,101.0,122.0,96.0,106.0,,,,0.682,,0.251,1.16,,1.69,94.2,,84.5,0.163,0.302,0.312,,,,0.13,0.13,0.302,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,747052,Groundout,field_out,True,687231,608344,Darell Hernaiz,Cole Irvin,0,48ccb050-b35c-4a24-906f-cd3e529a8004,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,81.0,103.0,92.0,85.0,120.0,120.0,0.145,0.046,0.135,0.1,-5.55,1.08,85.0,91.8,77.9,0.304,0.446,0.084,0.308,0.538,0.15,0.217,0.283,0.25,62.0,101.0,86.0,,,,83.0,102.0,91.0,0.326,0.101,,-1.6,-0.22,,91.9,86.0,,0.31,0.66,0.151,0.326,0.512,0.187,0.27,0.365,0.203,99.0,98.0,102.0,0.247,0.21,77.3,,,,,,,,,,,,,,,,,,
2024-04-27,747052,Groundout,field_out,True,687231,608344,Darell Hernaiz,Cole Irvin,0,643fe8b2-10d8-4c24-9c66-ff51f679821d,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,81.0,103.0,92.0,85.0,120.0,120.0,0.145,0.046,0.135,0.1,-5.55,1.08,85.0,91.8,77.9,0.304,0.446,0.084,0.308,0.538,0.15,0.217,0.283,0.25,62.0,101.0,86.0,,,,83.0,102.0,91.0,0.326,0.101,,-1.6,-0.22,,91.9,86.0,,0.31,0.66,0.151,0.326,0.512,0.187,0.27,0.365,0.203,99.0,98.0,102.0,0.247,0.21,77.3,,,,,,,,,,,,,,,,,,
2024-04-27,747052,Single,single,False,687231,657508,Darell Hernaiz,Mike Baumann,1,106d1222-8489-4002-8f35-8b26f326cd03,657508.0,mikebaumann,Baumann,Right,Mike Baumann,- - -,4.41,4.48,34.2,94.0,120.0,99.0,0.772,8.31,4.41,8.05,1.56,0.98,0.291,0.32,0.126,0.301,0.442,90.0,110.0,107.0,,,,110.0,82.0,88.0,0.002,0.215,0.034,-3.42,1.8,0.22,89.1,95.8,92.2,,,,0.192,0.346,0.291,0.2,0.2,0.25,123.0,96.0,99.0,125.0,97.0,105.0,,,,0.396,,0.353,-3.29,,0.44,96.3,,87.6,0.327,0.75,0.174,,,,0.16,0.16,0.327,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,747045,Groundout,field_out,True,687231,544150,Darell Hernaiz,Albert Suárez,0,9a228e1a-6c8a-44cc-8bf4-ab5779cf2956,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,,,,,,,,,0.178,,,1.03,85.9,,,,,,,,,0.19,0.293,0.228,92.0,101.0,95.0,,,,73.0,101.0,91.0,0.529,0.2,,0.49,-0.22,,95.1,86.4,,0.241,0.38,0.214,0.283,0.413,0.302,0.238,0.333,0.205,93.0,97.0,97.0,0.092,-0.29,78.5,,,,,,,,,,,,,,,,,,
2024-04-28,747045,Lineout,field_out,True,687231,544150,Darell Hernaiz,Albert Suárez,0,42764fe2-435e-4eed-b460-a391b0e1379a,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,,,,,,,,,0.178,,,1.03,85.9,,,,,,,,,0.19,0.293,0.228,92.0,101.0,95.0,,,,73.0,101.0,91.0,0.529,0.2,,0.49,-0.22,,95.1,86.4,,0.241,0.38,0.214,0.283,0.413,0.302,0.238,0.333,0.205,93.0,97.0,97.0,0.092,-0.29,78.5,,,,,,,,,,,,,,,,,,
2024-04-28,747045,Groundout,field_out,True,687231,669211,Darell Hernaiz,Keegan Akin,0,1fca319a-0be2-4347-a09c-31b77e2cf622,669211.0,keeganakin,Akin,Left,Keegan Akin,BAL,3.55,2.72,50.2,102.0,111.0,105.0,0.703,10.84,2.84,6.39,1.07,0.75,0.278,0.397,0.183,0.294,0.461,106.0,98.0,99.0,,,,115.0,105.0,110.0,,0.331,0.097,,0.67,1.7,85.1,,85.2,,,,0.163,0.306,0.324,0.174,0.174,0.314,110.0,101.0,104.0,,,,,,,0.572,,,0.72,,,93.8,,,0.216,0.414,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,747045,Walk,walk,False,687231,518886,Darell Hernaiz,Craig Kimbrel,0,e6481436-20e6-4383-b3f4-5618ce780354,518886.0,craigkimbrel,Kimbrel,Right,Craig Kimbrel,BAL,2.8,3.15,35.1,98.0,116.0,103.0,0.724,13.5,4.08,4.58,0.76,0.58,0.353,0.353,0.206,0.279,0.45,,,,,,,77.0,102.0,110.0,,0.067,,,0.86,,,,85.8,,,,0.091,0.091,0.533,,,,114.0,99.0,101.0,122.0,96.0,106.0,,,,0.682,,0.251,1.16,,1.69,94.2,,84.5,0.163,0.302,0.312,,,,0.13,0.13,0.302,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,745672,Groundout,field_out,True,687231,663559,Darell Hernaiz,Bailey Falter,0,185c12e9-b787-4b48-b57d-bcf52bb197c4,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,99.0,102.0,98.0,88.0,95.0,94.0,0.144,0.161,,1.24,-0.06,,,91.9,85.6,0.262,0.492,0.144,0.245,0.286,0.32,,,,84.0,101.0,95.0,,,,,,,0.511,,,1.03,,,91.7,,,0.229,0.36,0.167,,,,0.256,0.488,0.197,100.0,100.0,99.0,0.174,-0.34,77.0,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,
2024-04-29,745672,Single,single,False,687231,663559,Darell Hernaiz,Bailey Falter,0,3af83e7d-9703-45f1-a393-c4e29745601f,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,99.0,102.0,98.0,88.0,95.0,94.0,0.144,0.161,,1.24,-0.06,,,91.9,85.6,0.262,0.492,0.144,0.245,0.286,0.32,,,,84.0,101.0,95.0,,,,,,,0.511,,,1.03,,,91.7,,,0.229,0.36,0.167,,,,0.256,0.488,0.197,100.0,100.0,99.0,0.174,-0.34,77.0,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,
2024-04-29,745672,Walk,walk,False,687231,672710,Darell Hernaiz,Roansy Contreras,1,e087a181-2bcb-4157-b210-8866f789c294,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,75.0,94.0,74.0,118.0,98.0,106.0,0.049,0.325,0.106,-2.07,-1.01,-2.57,89.2,94.5,83.5,0.571,0.571,0.056,0.1,0.25,0.302,0.263,0.474,0.182,92.0,99.0,94.0,,,,,,,0.432,,,0.12,,,94.8,,,0.274,0.384,0.189,,,,0.125,0.25,0.154,86.0,92.0,98.0,0.088,1.03,78.0,,,,,,,,,,,,,,,,,,
2024-04-29,745672,Strikeout,strikeout,True,687231,693312,Darell Hernaiz,Kyle Nicolas,0,fb815332-cf5c-445d-a2de-194612447e41,693312.0,kylenicolas,Nicolas,Right,Kyle Nicolas,PIT,3.82,2.92,30.2,92.0,128.0,94.0,0.739,10.86,4.99,6.46,0.29,1.38,0.307,0.333,0.12,0.293,0.37,,,,,,,138.0,107.0,110.0,0.005,0.244,,-6.82,0.68,,,94.8,91.1,,,,0.189,0.243,0.369,,,,124.0,88.0,88.0,,,,,,,0.571,,,1.21,,,97.7,,,0.193,0.246,0.222,,,,0.25,0.313,0.485,128.0,87.0,92.0,0.179,-0.99,85.3,,,,,,,,,,,,,,,,,,
2024-04-30,745673,Single,single,False,687231,656605,Darell Hernaiz,Mitch Keller,1,78ecb47d-f30c-4d6c-a430-e89f02cda5a3,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.245,0.01,0.17,-0.49,-11.3,90.2,93.7,85.0,0.243,0.369,0.107,0.311,0.533,0.247,0.75,1.25,0.0,89.0,103.0,96.0,,,,96.0,98.0,97.0,0.297,0.132,,-0.08,0.01,,94.6,90.6,,0.277,0.42,0.249,0.23,0.475,0.197,0.217,0.391,0.333,114.0,98.0,106.0,0.093,0.77,78.5,,,,,,,,,,,,,,,,,,
2024-04-30,745673,Lineout,field_out,True,687231,656605,Darell Hernaiz,Mitch Keller,0,e565eed1-08f2-484a-96dd-df2d7b76c341,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.245,0.01,0.17,-0.49,-11.3,90.2,93.7,85.0,0.243,0.369,0.107,0.311,0.533,0.247,0.75,1.25,0.0,89.0,103.0,96.0,,,,96.0,98.0,97.0,0.297,0.132,,-0.08,0.01,,94.6,90.6,,0.277,0.42,0.249,0.23,0.475,0.197,0.217,0.391,0.333,114.0,98.0,106.0,0.093,0.77,78.5,,,,,,,,,,,,,,,,,,
2024-04-30,745673,Flyout,field_out,True,687231,682847,Darell Hernaiz,Luis L. Ortiz,0,5fedc15d-4697-4ad1-b69d-39738fd8204e,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.353,0.134,0.21,0.346,0.293,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745670,Lineout,field_out,True,687231,682990,Darell Hernaiz,Quinn Priester,0,315add95-9246-4758-bad1-32cd2654c322,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.253,0.116,0.45,-1.73,0.79,88.2,93.0,87.2,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,55.0,106.0,92.0,,,,,,,0.149,,,-1.75,,,93.2,,,0.4,0.4,0.222,,,,0.357,0.5,0.463,95.0,98.0,100.0,0.152,-1.03,80.5,,,,,,,,,,,,,,,,,,
2024-05-01,745670,Groundout,field_out,True,687231,682990,Darell Hernaiz,Quinn Priester,0,e030ec21-d8dd-4d26-8b0a-29d9a85db9dd,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.253,0.116,0.45,-1.73,0.79,88.2,93.0,87.2,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,55.0,106.0,92.0,,,,,,,0.149,,,-1.75,,,93.2,,,0.4,0.4,0.222,,,,0.357,0.5,0.463,95.0,98.0,100.0,0.152,-1.03,80.5,,,,,,,,,,,,,,,,,,
2024-05-01,745670,Groundout,field_out,True,687231,682990,Darell Hernaiz,Quinn Priester,0,6740c725-79d0-4a95-a06f-e3e262fefdef,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.253,0.116,0.45,-1.73,0.79,88.2,93.0,87.2,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,55.0,106.0,92.0,,,,,,,0.149,,,-1.75,,,93.2,,,0.4,0.4,0.222,,,,0.357,0.5,0.463,95.0,98.0,100.0,0.152,-1.03,80.5,,,,,,,,,,,,,,,,,,
2024-05-01,745670,Flyout,field_out,True,687231,670280,Darell Hernaiz,David Bednar,0,3d5b0318-b0a4-4064-a032-ae0d5e6bbd4c,670280.0,davidbednar,Bednar,Right,David Bednar,PIT,5.01,4.07,32.1,103.0,132.0,111.0,0.756,9.19,1.95,7.79,1.39,0.65,0.245,0.415,0.191,0.287,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,105.0,115.0,,,,,,,0.597,,,0.22,,,97.0,,,0.256,0.439,0.244,,,,0.0,0.0,0.167,97.0,94.0,100.0,0.207,1.61,77.0,125.0,107.0,112.0,0.196,-0.81,92.2,0.233,0.467,0.385,,,,,,,,,
2024-05-03,745665,Groundout,field_out,True,687231,677960,Darell Hernaiz,Ryan Weathers,0,28f9b81b-a7cd-498b-8bb3-e48057225205,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.219,0.258,0.21,0.13,0.93,86.2,94.5,82.7,0.279,0.442,0.066,0.25,0.5,0.5,0.193,0.398,0.394,97.0,99.0,99.0,,,,,,,0.402,,,0.13,,,95.9,,,0.289,0.389,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,745665,Sac Bunt,sac_bunt,True,687231,677960,Darell Hernaiz,Ryan Weathers,1,0c77f9e2-332b-48d6-a5b4-20af29ae76f3,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.219,0.258,0.21,0.13,0.93,86.2,94.5,82.7,0.279,0.442,0.066,0.25,0.5,0.5,0.193,0.398,0.394,97.0,99.0,99.0,,,,,,,0.402,,,0.13,,,95.9,,,0.289,0.389,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,745665,Flyout,field_out,True,687231,686539,Darell Hernaiz,Declan Cronin,0,6a03c679-e83c-43b6-bff7-9ee1c73ef02b,686539.0,declancronin,Cronin,Right,Declan Cronin,MIA,3.72,3.67,46.0,98.0,72.0,97.0,0.753,9.59,3.33,9.78,0.0,2.06,0.273,0.364,0.121,0.326,0.442,,,,66.0,99.0,88.0,74.0,91.0,98.0,0.41,0.544,,0.02,0.85,,,93.3,86.8,0.328,0.418,0.157,0.262,0.291,0.341,,,,120.0,107.0,112.0,,,,,,,0.046,,,2.05,,,93.5,,,0.111,0.111,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745666,Single,single,False,687231,669432,Darell Hernaiz,Trevor Rogers,1,42543022-13e3-40bb-b7af-0dc6c39fb7c0,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.21,0.233,0.22,-1.71,-0.95,85.8,91.6,82.5,0.27,0.45,0.119,0.262,0.475,0.288,0.299,0.393,0.251,69.0,100.0,93.0,,,,,,,0.325,,,-0.74,,,92.1,,,0.261,0.486,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745666,Single,single,False,687231,669432,Darell Hernaiz,Trevor Rogers,1,d72117a9-d972-4643-aa6c-5949630172b5,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.21,0.233,0.22,-1.71,-0.95,85.8,91.6,82.5,0.27,0.45,0.119,0.262,0.475,0.288,0.299,0.393,0.251,69.0,100.0,93.0,,,,,,,0.325,,,-0.74,,,92.1,,,0.261,0.486,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745666,Flyout,field_out,True,687231,670766,Darell Hernaiz,Darren McCaughan,0,3704016e-e31c-422e-9900-c2a725ece5cb,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,11.81,9.08,10.2,86.0,83.0,84.0,0.93,2.53,7.59,15.19,4.22,0.55,0.205,0.523,0.159,0.341,0.378,60.0,76.0,72.0,70.0,84.0,74.0,105.0,89.0,96.0,0.306,0.488,0.062,-6.79,-4.85,-3.72,81.0,88.5,81.3,0.583,0.917,0.0,0.348,0.87,0.116,,,,46.0,81.0,65.0,,,,,,,0.144,,,0.48,,,88.5,,,0.222,0.333,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745666,Groundout,field_out,True,687231,670766,Darell Hernaiz,Darren McCaughan,0,759612c4-505f-475e-af82-86720dc6af1e,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,11.81,9.08,10.2,86.0,83.0,84.0,0.93,2.53,7.59,15.19,4.22,0.55,0.205,0.523,0.159,0.341,0.378,60.0,76.0,72.0,70.0,84.0,74.0,105.0,89.0,96.0,0.306,0.488,0.062,-6.79,-4.85,-3.72,81.0,88.5,81.3,0.583,0.917,0.0,0.348,0.87,0.116,,,,46.0,81.0,65.0,,,,,,,0.144,,,0.48,,,88.5,,,0.222,0.333,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745666,Pop Out,field_out,True,687231,670766,Darell Hernaiz,Darren McCaughan,0,4b772b95-9838-4d4b-8801-cdff2dbb9316,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,11.81,9.08,10.2,86.0,83.0,84.0,0.93,2.53,7.59,15.19,4.22,0.55,0.205,0.523,0.159,0.341,0.378,60.0,76.0,72.0,70.0,84.0,74.0,105.0,89.0,96.0,0.306,0.488,0.062,-6.79,-4.85,-3.72,81.0,88.5,81.3,0.583,0.917,0.0,0.348,0.87,0.116,,,,46.0,81.0,65.0,,,,,,,0.144,,,0.48,,,88.5,,,0.222,0.333,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745666,Single,single,False,687231,656896,Darell Hernaiz,Emmanuel Rivera,0,76b3d7e7-fa89-40f6-b3d5-53c13cd3f1cd,656896.0,emmanuelrivera,"Rivera, E",Right,Emmanuel Rivera,MIA,9.0,7.55,4.0,91.0,-44.0,96.0,0.929,0.0,0.0,15.75,2.25,0.56,0.263,0.368,0.211,0.211,0.5,,,,,,,-129.0,80.0,86.0,,0.25,,,-4.88,,,,71.0,,,,0.5,0.5,0.222,,,,,,,,,,,,,0.214,,,-1.2,,,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,-2.84,58.7,,,,,,
2024-05-05,745667,Strikeout,strikeout,True,687231,664350,Darell Hernaiz,Sixto Sánchez,0,d339b3b5-e88c-4e1f-8c39-c6689a3baab4,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,84.0,110.0,106.0,,,,0.048,,0.314,-4.74,,1.59,85.4,92.7,,0.5,1.333,0.167,,,,0.22,0.22,0.17,77.0,98.0,88.0,,,,58.0,108.0,100.0,0.298,0.34,,-1.21,-1.59,,93.8,83.6,,0.267,0.433,0.104,0.375,0.518,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,745667,Single,single,False,687231,664350,Darell Hernaiz,Sixto Sánchez,1,2f492d05-aeef-409f-ac94-4f6518b120d1,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,84.0,110.0,106.0,,,,0.048,,0.314,-4.74,,1.59,85.4,92.7,,0.5,1.333,0.167,,,,0.22,0.22,0.17,77.0,98.0,88.0,,,,58.0,108.0,100.0,0.298,0.34,,-1.21,-1.59,,93.8,83.6,,0.267,0.433,0.104,0.375,0.518,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,745667,Flyout,field_out,True,687231,677053,Darell Hernaiz,Andrew Nardi,0,8618fdb0-6fd2-45c5-9efb-6effb6d16822,677053.0,andrewnardi,Nardi,Left,Andrew Nardi,MIA,5.45,3.12,36.1,103.0,106.0,104.0,0.733,11.15,2.72,8.92,1.24,0.7,0.255,0.408,0.173,0.276,0.402,57.0,130.0,124.0,,,,118.0,105.0,107.0,,0.414,0.009,,-0.68,-6.5,91.5,,82.7,,,,0.264,0.547,0.32,,,,98.0,101.0,102.0,,,,,,,0.577,,,0.41,,,94.0,,,0.247,0.4,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,745667,Groundout,field_out,True,687231,681871,Darell Hernaiz,Eli Villalobos,0,605994eb-f74f-48c5-af92-090950a26d18,681871.0,elivillalobos,Villalobos,Right,Eli Villalobos,MIA,2.08,6.92,4.1,91.0,81.0,94.0,0.828,6.23,4.15,6.23,2.08,0.5,0.231,0.308,0.154,0.538,0.338,,,,,,,100.0,87.0,92.0,,0.31,,,-6.45,,,,83.3,,,,0.333,1.333,0.571,,,,84.0,91.0,92.0,,,,,,,0.535,,,3.44,,,93.3,,,0.182,0.273,0.158,,,,,,,,,,,,,18.0,115.0,122.0,0.155,1.29,86.5,,,,,,,,,,,,
