date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2024-04-16,747051,Walk,walk,False,665856,657508,Jair Camargo,Mike Baumann,0,1b4ff614-d9f1-46dd-936c-944ac19b35f1,657508.0,mikebaumann,Baumann,Right,Mike Baumann,- - -,4.41,4.48,34.2,94.0,120.0,99.0,0.772,8.31,4.41,8.05,1.56,0.98,0.291,0.32,0.126,0.301,0.442,90.0,110.0,107.0,,,,123.0,96.0,99.0,,,,110.0,82.0,88.0,0.002,0.396,0.215,,0.034,-3.29,-3.42,1.8,,0.22,96.3,89.1,95.8,92.2,,0.327,0.75,0.174,0.2,0.2,0.25,0.192,0.346,0.291,0.16,0.16,0.327,,,,125.0,97.0,105.0,0.353,0.44,87.6,,,,,,,,,,,,,,,,,,
2024-04-20,745921,Strikeout,strikeout,True,665856,681857,Jair Camargo,Reese Olson,0,04e2e6ce-6e79-4a10-9c94-8f718b6a6925,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.221,0.349,0.436,0.153,0.212,0.429,0.263,0.526,0.282,0.271,0.375,0.086,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,745921,Forceout,force_out,True,665856,681857,Jair Camargo,Reese Olson,1,895f6d0c-8cc9-4978-bb9a-11ef6c4dd939,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.221,0.349,0.436,0.153,0.212,0.429,0.263,0.526,0.282,0.271,0.375,0.086,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,745921,Groundout,field_out,True,665856,666214,Jair Camargo,Joey Wentz,0,e37c5e7f-d6c9-495e-8a2a-c2857b5924ee,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,94.0,110.0,105.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.131,0.196,-1.7,,-2.43,1.03,-1.05,94.0,85.8,,80.4,79.4,0.345,0.5,0.186,0.29,0.387,0.409,,,,0.211,0.211,0.289,,,,,,,,,,88.0,99.0,95.0,0.299,-0.74,86.1,0.231,0.423,0.336,,,,,,,,,
2024-04-20,745921,Strikeout,strikeout,True,665856,656638,Jair Camargo,Alex Lange,0,8098df7e-35d2-4cf0-b1dd-329bf6c09561,656638.0,alexlange,Lange,Right,Alex Lange,DET,4.34,4.76,18.2,93.0,116.0,96.0,0.722,10.13,8.2,7.71,0.0,1.47,0.34,0.32,0.16,0.28,0.379,124.0,75.0,79.0,,,,107.0,53.0,52.0,102.0,103.0,103.0,,,,0.215,0.135,,,0.072,1.95,-1.1,,,-4.15,96.3,89.9,96.3,,,0.091,0.091,0.111,,,,,,,0.195,0.293,0.433,0.375,0.375,0.147,118.0,100.0,105.0,0.578,0.34,88.1,,,,,,,,,,,,,,,,,,
2024-07-22,745881,Forceout,force_out,True,665856,624133,Jair Camargo,Ranger Suárez,1,4d2cdc7d-6434-4eb3-90bd-37a30c1bff0b,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.87,3.18,119.1,104.0,83.0,101.0,0.797,8.75,2.04,7.54,0.68,2.01,0.19,0.455,0.151,0.301,0.407,76.0,104.0,103.0,86.0,107.0,109.0,69.0,101.0,92.0,88.0,106.0,103.0,22.0,85.0,77.0,0.32,0.189,0.001,0.203,0.165,1.52,0.94,-4.77,1.68,0.47,92.0,80.3,90.9,81.3,74.6,0.2,0.287,0.178,0.197,0.263,0.382,,,,0.171,0.28,0.337,0.255,0.37,0.111,,,,,,,102.0,99.0,95.0,0.122,-1.27,86.6,0.286,0.571,0.119,,,,,,,,,
2024-07-22,745881,Strikeout,strikeout,True,665856,624133,Jair Camargo,Ranger Suárez,0,b3235244-f31b-4e45-99e8-13909ddcaf98,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.87,3.18,119.1,104.0,83.0,101.0,0.797,8.75,2.04,7.54,0.68,2.01,0.19,0.455,0.151,0.301,0.407,76.0,104.0,103.0,86.0,107.0,109.0,69.0,101.0,92.0,88.0,106.0,103.0,22.0,85.0,77.0,0.32,0.189,0.001,0.203,0.165,1.52,0.94,-4.77,1.68,0.47,92.0,80.3,90.9,81.3,74.6,0.2,0.287,0.178,0.197,0.263,0.382,,,,0.171,0.28,0.337,0.255,0.37,0.111,,,,,,,102.0,99.0,95.0,0.122,-1.27,86.6,0.286,0.571,0.119,,,,,,,,,
