date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,FA%,KC%,CH%,wFA/C,wKC/C,wCH/C,vFA,vCH,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2024-06-02,746871,Pop Out,field_out,True,623520,666157,David Bote,Nick Lodolo,0,ae51b218-0e87-498d-9c92-b4d9859f3bf1,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,0.45,,0.165,0.57,,0.65,94.1,87.9,,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,746871,Strikeout,strikeout,True,623520,666157,David Bote,Nick Lodolo,0,08d477a0-72bd-45d8-b945-11f6a60da359,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,0.45,,0.165,0.57,,0.65,94.1,87.9,,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,746871,Forceout,force_out,True,623520,666157,David Bote,Nick Lodolo,1,d5385493-0154-499f-ba12-2ecf1d590dd2,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,0.45,,0.165,0.57,,0.65,94.1,87.9,,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,746873,Strikeout,strikeout,True,623520,647336,David Bote,Michael Soroka,0,cabd181b-c8db-4c2d-8884-f9174c62ebfa,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,CHW,5.23,4.92,72.1,95.0,95.0,94.0,0.792,8.83,5.23,7.96,1.62,0.99,0.268,0.478,0.176,0.298,0.402,112.0,84.0,92.0,93.0,97.0,94.0,,,,0.306,,0.105,-0.14,,-3.67,93.3,82.1,,0.206,0.382,0.177,,,,0.333,0.667,0.132,,,,77.0,93.0,89.0,0.229,,-1.48,,92.3,,0.289,0.518,0.08,,,,,,,,,,102.0,99.0,97.0,0.36,0.1,81.9,0.185,0.348,0.408,,,,,,,,,,,,,,,
2024-06-05,746873,Strikeout,strikeout,True,623520,605154,David Bote,John Brebbia,1,69d2805b-caa7-4401-b9e0-af19c0be3f1b,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,CHW,4.5,4.24,38.0,104.0,105.0,106.0,0.768,11.37,2.13,8.29,1.18,0.7,0.277,0.376,0.168,0.337,0.44,168.0,136.0,106.0,105.0,107.0,108.0,,,,0.461,,0.002,2.3,,7.24,93.9,89.6,,0.138,0.262,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,101.0,104.0,0.538,-1.42,82.9,0.31,0.488,0.256,,,,,,,,,,,,,,,
2024-06-07,746704,Strikeout,strikeout,True,623520,666157,David Bote,Nick Lodolo,0,bffeba02-6185-43ea-b414-48e644fbc593,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,0.45,,0.165,0.57,,0.65,94.1,87.9,,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,746704,Lineout,field_out,True,623520,666157,David Bote,Nick Lodolo,0,86a80cf6-663f-4a4f-ac7f-06f9e0673ac8,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,0.45,,0.165,0.57,,0.65,94.1,87.9,,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,746704,Flyout,field_out,True,623520,666157,David Bote,Nick Lodolo,0,174cb40a-ee0c-4590-a29c-d0651dd307b7,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,0.45,,0.165,0.57,,0.65,94.1,87.9,,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,746703,Double,double,False,623520,671096,David Bote,Andrew Abbott,0,aa19bd67-2f73-43f8-91c3-e41f6c0306af,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,0.546,,0.167,0.21,,0.81,92.9,84.7,,0.233,0.406,0.193,0.324,0.676,0.147,0.167,0.379,0.285,99.0,98.0,100.0,,,,,0.121,,-1.54,,80.7,,,,,,,,,,,,,124.0,104.0,111.0,0.165,0.44,82.8,0.188,0.302,0.253,,,,,,,,,,,,,,,
2024-06-08,746703,Flyout,field_out,True,623520,671096,David Bote,Andrew Abbott,0,a9b6a88b-f8c4-4f92-93f5-1ffe3cf207c4,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,0.546,,0.167,0.21,,0.81,92.9,84.7,,0.233,0.406,0.193,0.324,0.676,0.147,0.167,0.379,0.285,99.0,98.0,100.0,,,,,0.121,,-1.54,,80.7,,,,,,,,,,,,,124.0,104.0,111.0,0.165,0.44,82.8,0.188,0.302,0.253,,,,,,,,,,,,,,,
