date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2024-06-06,746784,Groundout,field_out,True,668752,656557,Duke Ellis,Tanner Houck,0,f0562245-9d21-46ad-bc87-6e97fb4fd941,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.2,0.4,0.235,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,,,,,,,,,,,,,,,,
2024-06-06,746784,Groundout,field_out,True,668752,656557,Duke Ellis,Tanner Houck,1,49c79f69-23ec-4a11-b60e-e6e27a2891f5,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.2,0.4,0.235,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,,,,,,,,,,,,,,,,
2024-06-06,746784,Strikeout,strikeout,True,668752,592155,Duke Ellis,Cam Booser,0,b5bb8b79-05d0-487a-a5f9-b8a6602f258a,592155.0,cambooser,Booser,Left,Cam Booser,BOS,2.9,2.88,31.0,102.0,96.0,101.0,0.742,9.87,2.03,8.13,0.87,0.51,0.163,0.5,0.128,0.326,0.466,,,,96.0,108.0,108.0,,,,94.0,103.0,105.0,97.0,93.0,91.0,,0.42,0.353,0.227,,1.68,0.3,,1.16,,95.5,88.3,,,82.5,0.2,0.314,0.293,,,,0.333,0.5,0.286,,,,,,,,,,0.217,0.317,0.287,,,,,,,,,,,,,,,,,,
2024-06-09,746787,Strikeout,strikeout,True,668752,445276,Duke Ellis,Kenley Jansen,0,ef873726-9695-4591-9e5a-3059bfa524b3,445276.0,kenleyjansen,Jansen,Right,Kenley Jansen,BOS,2.16,3.19,33.1,108.0,122.0,114.0,0.763,10.26,3.51,6.21,0.0,0.61,0.284,0.37,0.16,0.247,0.51,,,,,,,106.0,112.0,127.0,100.0,112.0,116.0,125.0,108.0,113.0,0.057,,0.895,0.047,,,1.25,1.61,3.0,,,92.1,,94.0,83.1,0.0,0.0,0.0,0.2,0.2,0.35,0.21,0.26,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,744964,Single,single,False,668752,681982,Duke Ellis,Grant Anderson,0,a210512f-3f70-48e4-8711-0cd765a34dfd,681982.0,grantanderson,"Anderson, G",Right,Grant Anderson,TEX,8.1,5.1,26.2,102.0,102.0,104.0,0.769,9.79,3.38,11.14,3.71,0.86,0.275,0.375,0.163,0.313,0.46,62.0,90.0,90.0,90.0,99.0,96.0,104.0,107.0,106.0,116.0,102.0,110.0,,,,0.24,0.275,,0.41,0.075,-5.51,,2.26,-1.05,-3.0,92.2,,85.6,92.2,82.2,0.314,0.514,0.313,0.257,0.257,0.094,,,,,,,,,,,,,0.344,1.094,0.343,0.286,0.714,0.133,,,,,,,,,,,,,,,
