date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,wFA/C,wSL/C,wKC/C,vFA,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,EP%,wEP/C,vEP
2024-08-14,745301,Strikeout,strikeout,True,687529,656550,Grant McCray,Grant Holmes,0,0eab48da-518c-458d-a89a-cbf26932a309,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,79.0,102.0,93.0,116.0,107.0,113.0,,,,0.367,0.282,,1.75,1.66,,94.5,86.7,,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,,,,94.0,88.0,89.0,,0.105,-3.79,,92.6,,,,,0.462,0.923,0.167,69.0,97.0,87.0,106.0,103.0,106.0,0.234,0.012,1.03,-0.82,91.2,84.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,745301,Groundout,field_out,True,687529,656550,Grant McCray,Grant Holmes,0,cb2677f9-3985-49f1-a128-271a777c9c54,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,79.0,102.0,93.0,116.0,107.0,113.0,,,,0.367,0.282,,1.75,1.66,,94.5,86.7,,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,,,,94.0,88.0,89.0,,0.105,-3.79,,92.6,,,,,0.462,0.923,0.167,69.0,97.0,87.0,106.0,103.0,106.0,0.234,0.012,1.03,-0.82,91.2,84.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,745301,Flyout,field_out,True,687529,656550,Grant McCray,Grant Holmes,0,f9f808f1-4477-4e95-bd10-9c344d3b8893,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,79.0,102.0,93.0,116.0,107.0,113.0,,,,0.367,0.282,,1.75,1.66,,94.5,86.7,,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,,,,94.0,88.0,89.0,,0.105,-3.79,,92.6,,,,,0.462,0.923,0.167,69.0,97.0,87.0,106.0,103.0,106.0,0.234,0.012,1.03,-0.82,91.2,84.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,745301,Flyout,field_out,True,687529,623474,Grant McCray,Jimmy Herget,0,50fb5b0c-db32-45f6-a387-0f613c0a05ca,623474.0,jimmyherget,Herget,Right,Jimmy Herget,ATL,4.38,2.81,12.1,96.0,77.0,100.0,0.722,10.95,2.19,9.49,1.46,0.47,0.294,0.382,0.324,0.176,0.444,32.0,92.0,91.0,84.0,88.0,92.0,,,,0.175,0.101,,-4.46,5.99,,92.2,84.0,,0.429,1.0,0.188,0.0,0.0,0.2,0.2,0.36,0.372,47.0,94.0,83.0,,,,0.259,,,-2.1,,91.1,0.556,0.667,0.15,,,,78.0,90.0,89.0,119.0,103.0,120.0,0.402,0.063,0.59,7.29,86.3,77.9,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,
2024-08-15,745298,Single,single,False,687529,608331,Grant McCray,Max Fried,1,c97bf630-d3e9-4ed9-a55e-69d88482faac,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,81.0,92.0,93.0,97.0,97.0,95.0,,,,0.325,0.109,,0.72,0.34,,93.8,82.7,,0.278,0.354,0.187,0.213,0.298,0.286,0.165,0.32,0.344,95.0,99.0,97.0,88.0,95.0,93.0,0.158,0.056,-0.46,1.37,89.1,93.6,0.266,0.287,0.143,0.313,0.313,0.341,93.0,100.0,103.0,113.0,103.0,107.0,0.212,0.14,1.06,1.87,85.8,74.4,0.162,0.235,0.258,0.25,0.25,0.31,,,,,,,,,,,,,,,,,,
2024-08-15,745298,Walk,walk,False,687529,608331,Grant McCray,Max Fried,0,64606960-7da6-49d4-b7a9-25530ec8d544,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,81.0,92.0,93.0,97.0,97.0,95.0,,,,0.325,0.109,,0.72,0.34,,93.8,82.7,,0.278,0.354,0.187,0.213,0.298,0.286,0.165,0.32,0.344,95.0,99.0,97.0,88.0,95.0,93.0,0.158,0.056,-0.46,1.37,89.1,93.6,0.266,0.287,0.143,0.313,0.313,0.341,93.0,100.0,103.0,113.0,103.0,107.0,0.212,0.14,1.06,1.87,85.8,74.4,0.162,0.235,0.258,0.25,0.25,0.31,,,,,,,,,,,,,,,,,,
2024-08-15,745298,Home Run,home_run,False,687529,445926,Grant McCray,Jesse Chavez,0,9155b7bd-aef0-4167-9d88-b7741a027481,445926.0,jessechavez,Chavez,Right,Jesse Chavez,ATL,3.4,4.44,55.2,102.0,84.0,96.0,0.845,7.92,3.07,8.73,1.62,1.39,0.293,0.329,0.192,0.299,0.43,,,,101.0,120.0,125.0,,,,,0.017,,,-9.71,,,81.4,,,,,0.333,1.0,0.429,0.214,0.286,0.242,87.0,103.0,97.0,86.0,101.0,96.0,0.268,0.515,0.72,-1.12,88.8,90.7,0.305,0.576,0.093,0.218,0.356,0.19,62.0,106.0,94.0,86.0,95.0,93.0,0.073,0.127,0.14,-0.43,85.2,75.7,0.273,0.424,0.158,,,,,,,,,,,,,,,,,,,,,
2024-08-15,745298,Strikeout,strikeout,True,687529,607481,Grant McCray,Aaron Bummer,0,5a4b550c-d206-4e9d-bdbd-b38918d38648,607481.0,aaronbummer,Bummer,Left,Aaron Bummer,ATL,3.61,2.69,47.1,103.0,101.0,100.0,0.763,11.22,2.66,10.46,0.19,3.39,0.263,0.376,0.188,0.218,0.423,88.0,108.0,97.0,119.0,102.0,106.0,,,,0.092,0.395,,1.55,0.21,,93.8,82.3,,0.2,0.25,0.256,,,,0.25,0.25,0.4,89.0,104.0,96.0,75.0,96.0,87.0,0.407,0.058,-4.43,0.23,87.4,93.2,0.361,0.458,0.109,0.385,0.692,0.235,86.0,94.0,92.0,114.0,109.0,107.0,0.036,0.012,-2.17,-1.34,84.3,82.4,0.333,0.333,0.143,0.234,0.286,0.429,,,,,,,,,,,,,,,,,,
2024-08-17,745626,Groundout,field_out,True,687529,674370,Grant McCray,Osvaldo Bido,0,2f2c4b40-2dc3-4784-9dda-bacbae7d2f19,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,101.0,91.0,88.0,131.0,104.0,111.0,,,,0.396,0.222,,0.13,1.87,,94.7,85.7,,0.206,0.27,0.272,0.196,0.321,0.271,,,,103.0,86.0,84.0,94.0,97.0,93.0,0.098,0.138,3.95,-0.8,86.9,94.8,0.316,0.474,0.15,0.069,0.103,0.21,77.0,102.0,103.0,,,,,0.146,,1.5,88.8,,0.138,0.172,0.373,,,,,,,,,,,,,,,,,,,,,
2024-08-17,745626,Single,single,False,687529,674370,Grant McCray,Osvaldo Bido,0,46628772-0a45-4690-a4c0-d93068ed5d4d,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,101.0,91.0,88.0,131.0,104.0,111.0,,,,0.396,0.222,,0.13,1.87,,94.7,85.7,,0.206,0.27,0.272,0.196,0.321,0.271,,,,103.0,86.0,84.0,94.0,97.0,93.0,0.098,0.138,3.95,-0.8,86.9,94.8,0.316,0.474,0.15,0.069,0.103,0.21,77.0,102.0,103.0,,,,,0.146,,1.5,88.8,,0.138,0.172,0.373,,,,,,,,,,,,,,,,,,,,,
