date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-05-14,746962,Groundout,field_out,True,666018,677161,Jonathan Aranda,Zack Kelly,1,cebf13cc-e3f0-4be3-aae7-6a166745f63d,677161.0,zackkelly,"Kelly, Z",Right,Zack Kelly,BOS,1.96,3.12,36.2,102.0,109.0,106.0,0.738,10.06,3.93,4.91,0.98,1.62,0.225,0.393,0.191,0.225,0.44,,,,107.0,97.0,93.0,129.0,104.0,115.0,89.0,105.0,107.0,0.317,0.189,0.255,,-0.36,2.03,2.66,,96.2,90.2,82.3,,0.195,0.268,0.19,0.111,0.222,0.385,0.192,0.308,0.271,,,,,,,,,,,,,,,,,,,,,,107.0,105.0,112.0,0.239,1.3,83.4,0.111,0.259,0.29,,,,,,,,,,,,
2024-05-14,746962,Forceout,force_out,True,666018,657514,Jonathan Aranda,Brennan Bernardino,1,cf0881b9-ba3d-4aa2-af72-fdbef83d4b0d,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,94.0,95.0,100.0,,,,82.0,99.0,92.0,124.0,76.0,77.0,,0.104,0.051,0.332,,-2.71,2.84,-0.65,,87.1,84.4,78.7,,,,0.0,0.0,0.091,0.429,0.571,0.063,0.214,0.357,0.23,85.0,104.0,93.0,,,,0.514,,,2.0,,91.3,0.234,0.297,0.189,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746960,Groundout,field_out,True,666018,656557,Jonathan Aranda,Tanner Houck,0,7311fc10-f684-4caa-8421-2b97cee8192d,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,115.0,102.0,113.0,95.0,93.0,93.0,,0.022,0.423,,,-0.99,1.85,,,87.1,83.1,,,,,0.191,0.275,0.294,0.2,0.4,0.235,,,,96.0,103.0,97.0,116.0,105.0,111.0,0.299,0.255,1.83,0.49,88.4,93.4,0.275,0.344,0.129,0.188,0.234,0.233,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746960,Walk,walk,False,666018,656557,Jonathan Aranda,Tanner Houck,0,4d1896a3-68ef-4290-bf62-00e08471fc91,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,115.0,102.0,113.0,95.0,93.0,93.0,,0.022,0.423,,,-0.99,1.85,,,87.1,83.1,,,,,0.191,0.275,0.294,0.2,0.4,0.235,,,,96.0,103.0,97.0,116.0,105.0,111.0,0.299,0.255,1.83,0.49,88.4,93.4,0.275,0.344,0.129,0.188,0.234,0.233,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746960,Lineout,field_out,True,666018,656557,Jonathan Aranda,Tanner Houck,0,90fb0524-3506-4a71-8055-1833416b1ead,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,115.0,102.0,113.0,95.0,93.0,93.0,,0.022,0.423,,,-0.99,1.85,,,87.1,83.1,,,,,0.191,0.275,0.294,0.2,0.4,0.235,,,,96.0,103.0,97.0,116.0,105.0,111.0,0.299,0.255,1.83,0.49,88.4,93.4,0.275,0.344,0.129,0.188,0.234,0.233,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746960,Strikeout,strikeout,True,666018,592155,Jonathan Aranda,Cam Booser,0,7733263b-0438-4d2b-8b93-9b5403b9aa72,592155.0,cambooser,Booser,Left,Cam Booser,BOS,2.9,2.88,31.0,102.0,96.0,101.0,0.742,9.87,2.03,8.13,0.87,0.51,0.163,0.5,0.128,0.326,0.466,,,,96.0,108.0,108.0,94.0,103.0,105.0,97.0,93.0,91.0,0.42,0.353,0.227,,1.68,0.3,1.16,,95.5,88.3,82.5,,0.217,0.317,0.287,0.2,0.314,0.293,0.333,0.5,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746959,Walk,walk,False,666018,681867,Jonathan Aranda,Cooper Criswell,0,43718728-6acc-42b8-8a79-7bf9d1040b17,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,,,,114.0,97.0,99.0,81.0,104.0,92.0,,0.146,0.3,,,0.21,-2.03,,,86.1,76.9,,,,,0.305,0.508,0.195,0.148,0.37,0.379,,,,110.0,113.0,104.0,,,,0.266,,,1.17,,89.3,0.286,0.452,0.059,,,,108.0,101.0,99.0,0.287,0.42,84.6,0.263,0.368,0.189,,,,,,,,,,,,
2024-05-16,746959,Groundout,field_out,True,666018,681867,Jonathan Aranda,Cooper Criswell,1,77a3de1f-56c1-474e-a84a-1c0042a55b09,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,,,,114.0,97.0,99.0,81.0,104.0,92.0,,0.146,0.3,,,0.21,-2.03,,,86.1,76.9,,,,,0.305,0.508,0.195,0.148,0.37,0.379,,,,110.0,113.0,104.0,,,,0.266,,,1.17,,89.3,0.286,0.452,0.059,,,,108.0,101.0,99.0,0.287,0.42,84.6,0.263,0.368,0.189,,,,,,,,,,,,
2024-05-16,746959,Single,single,False,666018,657514,Jonathan Aranda,Brennan Bernardino,0,cd687af1-ecdb-4042-899e-a47e8e97adb0,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,94.0,95.0,100.0,,,,82.0,99.0,92.0,124.0,76.0,77.0,,0.104,0.051,0.332,,-2.71,2.84,-0.65,,87.1,84.4,78.7,,,,0.0,0.0,0.091,0.429,0.571,0.063,0.214,0.357,0.23,85.0,104.0,93.0,,,,0.514,,,2.0,,91.3,0.234,0.297,0.189,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746959,Strikeout,strikeout,True,666018,686580,Jonathan Aranda,Justin Slaten,0,4efc5213-2d63-47bd-bb4f-0c26f1bad78a,686580.0,justinslaten,Slaten,Right,Justin Slaten,BOS,3.38,2.96,42.2,100.0,105.0,101.0,0.716,9.49,1.9,7.38,0.42,1.58,0.181,0.44,0.181,0.328,0.415,153.0,107.0,116.0,111.0,100.0,105.0,113.0,97.0,102.0,89.0,100.0,95.0,0.275,0.392,0.273,0.06,1.62,2.42,-0.26,-0.28,96.3,91.2,83.9,83.7,0.147,0.147,0.268,0.264,0.415,0.406,0.222,0.302,0.248,0.222,0.222,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
