date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP
2024-08-06,744983,Strikeout,strikeout,True,701305,641816,Zach Dezenzo,Tyler Mahle,0,61b428cc-f84b-4736-9d02-379577640ea1,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,744983,Forceout,force_out,True,701305,641816,Zach Dezenzo,Tyler Mahle,1,fad12d23-d2aa-4e52-b2f2-8acb505feed7,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,744983,Pop Out,field_out,True,701305,641540,Zach Dezenzo,Dane Dunning,0,4299ff4c-5c2d-484c-b29a-e167aacc20ef,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,40.0,103.0,90.0,104.0,100.0,96.0,76.0,99.0,93.0,,,,0.03,0.189,,0.238,-2.8,-0.57,,-1.2,89.2,88.2,,80.7,0.273,0.636,0.25,,,,0.273,0.494,0.312,84.0,93.0,85.0,,,,78.0,101.0,97.0,0.369,,0.129,0.61,,-1.5,85.1,89.8,,0.253,0.39,0.148,0.0,0.0,0.368,0.25,0.525,0.333,62.0,90.0,99.0,0.001,0.044,-6.36,-0.14,76.4,75.7,0.232,0.446,0.253,,,,,,,,,
2024-08-06,744983,Pop Out,field_out,True,701305,641540,Zach Dezenzo,Dane Dunning,0,6bb00761-9da5-45a4-9251-1fa143e2ab97,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,40.0,103.0,90.0,104.0,100.0,96.0,76.0,99.0,93.0,,,,0.03,0.189,,0.238,-2.8,-0.57,,-1.2,89.2,88.2,,80.7,0.273,0.636,0.25,,,,0.273,0.494,0.312,84.0,93.0,85.0,,,,78.0,101.0,97.0,0.369,,0.129,0.61,,-1.5,85.1,89.8,,0.253,0.39,0.148,0.0,0.0,0.368,0.25,0.525,0.333,62.0,90.0,99.0,0.001,0.044,-6.36,-0.14,76.4,75.7,0.232,0.446,0.253,,,,,,,,,
2024-08-07,744981,Double,double,False,701305,570632,Zach Dezenzo,José Ureña,0,cc94da01-9520-4f1c-9b5f-1f5bfa5a387e,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,87.0,98.0,93.0,81.0,99.0,98.0,,,,,,,0.066,,,0.347,-1.91,,,-0.07,96.5,,,86.9,0.333,0.667,0.176,,,,0.23,0.354,0.336,75.0,95.0,89.0,,,,92.0,97.0,95.0,0.401,,0.186,0.53,,-0.07,88.7,96.0,,0.279,0.391,0.109,,,,0.19,0.444,0.304,,,,,,,,,,,,,,,,,,,,,
2024-08-07,744981,Lineout,field_out,True,701305,570632,Zach Dezenzo,José Ureña,0,c5bac2f7-64ec-4e38-9177-216b065489fd,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,87.0,98.0,93.0,81.0,99.0,98.0,,,,,,,0.066,,,0.347,-1.91,,,-0.07,96.5,,,86.9,0.333,0.667,0.176,,,,0.23,0.354,0.336,75.0,95.0,89.0,,,,92.0,97.0,95.0,0.401,,0.186,0.53,,-0.07,88.7,96.0,,0.279,0.391,0.109,,,,0.19,0.444,0.304,,,,,,,,,,,,,,,,,,,,,
2024-08-07,744981,Single,single,False,701305,600917,Zach Dezenzo,José Leclerc,0,b17d85f4-abf9-4e3c-b11f-89ec7e3f53a5,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,4.55,3.6,55.1,96.0,110.0,99.0,0.636,12.69,4.72,7.32,1.14,0.74,0.237,0.427,0.191,0.298,0.374,109.0,90.0,98.0,117.0,103.0,105.0,133.0,93.0,100.0,,,,0.351,0.159,,0.326,0.43,-0.48,,0.4,95.3,90.2,,82.0,0.177,0.306,0.333,,,,0.218,0.397,0.472,70.0,102.0,93.0,,,,77.0,93.0,83.0,0.055,,0.108,0.58,,-1.43,88.2,95.0,,0.235,0.471,0.148,,,,0.316,0.316,0.532,,,,,,,,,,0.25,0.357,0.254,,,,,,,,,
2024-08-07,744981,Walk,walk,False,701305,656271,Zach Dezenzo,Brock Burke,0,d527f745-13c9-4ff1-9b73-3955b1e3221d,656271.0,brockburke,Burke,Left,Brock Burke,- - -,7.17,3.22,21.1,99.0,93.0,98.0,0.722,12.23,4.64,10.13,1.27,1.33,0.246,0.316,0.193,0.298,0.455,97.0,99.0,97.0,79.0,95.0,94.0,,,,,,,0.53,,,0.262,-2.23,,,-0.87,95.4,,,87.0,0.293,0.634,0.226,,,,0.294,0.353,0.349,101.0,106.0,107.0,,,,93.0,103.0,99.0,0.054,,0.154,-0.36,,2.79,88.9,93.8,,0.333,0.5,0.333,,,,0.238,0.286,0.432,,,,,,,,,,,,,,,,,,,,,
2024-08-09,746927,Field Error,field_error,False,701305,656557,Zach Dezenzo,Tanner Houck,0,446db4b5-0ada-4fbc-b3ec-c726114c4b20,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,,,,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,,0.016,0.246,0.422,,-0.97,1.79,0.63,,87.1,88.4,83.1,,,,0.2,0.263,0.21,,,,,,,,,,94.0,101.0,96.0,0.315,,,0.36,,,,93.5,,0.282,0.337,0.138,,,,,,,,,,,,,,,,0.2,0.4,0.235,0.231,0.364,0.299,,,,,,
2024-08-09,746927,Strikeout,strikeout,True,701305,656557,Zach Dezenzo,Tanner Houck,0,f8597386-2990-4d37-ace8-1e1513d01fe6,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.23,4.09,158.2,101.0,109.0,105.0,0.787,7.77,2.5,8.11,0.57,2.33,0.187,0.457,0.121,0.313,0.433,,,,117.0,100.0,110.0,96.0,93.0,93.0,116.0,104.0,110.0,,0.016,0.246,0.422,,-0.97,1.79,0.63,,87.1,88.4,83.1,,,,0.2,0.263,0.21,,,,,,,,,,94.0,101.0,96.0,0.315,,,0.36,,,,93.5,,0.282,0.337,0.138,,,,,,,,,,,,,,,,0.2,0.4,0.235,0.231,0.364,0.299,,,,,,
