date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2024-05-29,746468,Strikeout,strikeout,True,667428,672456,Grant Koch,Keider Montero,0,85afa51b-8d4e-4535-838c-a35c89c94891,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,746468,Strikeout,strikeout,True,667428,672456,Grant Koch,Keider Montero,0,38178a3b-9e32-4136-afe9-440b3975f089,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,746468,Walk,walk,False,667428,666214,Grant Koch,Joey Wentz,0,75243e3f-2840-4a51-b828-ceef81d23957,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,84.0,96.0,92.0,,,,,,,0.373,0.001,,0.196,-1.7,-2.43,,-1.05,94.0,85.8,80.4,,0.345,0.5,0.186,,,,0.211,0.211,0.289,0.29,0.387,0.409,94.0,110.0,105.0,,0.131,,1.03,,79.4,,,,88.0,99.0,95.0,0.299,-0.74,86.1,0.231,0.423,0.336,,,,,,,,,,,,
2024-05-29,746468,Strikeout,strikeout,True,667428,605177,Grant Koch,Andrew Chafin,0,3b1346ef-56b8-4abc-aed3-fb845d270c0b,605177.0,andrewchafin,Chafin,Left,Andrew Chafin,DET,3.55,3.03,33.0,93.0,85.0,95.0,0.677,11.45,4.09,9.27,0.55,0.8,0.275,0.308,0.11,0.264,0.316,,,,72.0,95.0,84.0,98.0,89.0,105.0,,,,0.156,0.456,,,4.95,1.36,,,91.9,,82.1,,0.125,0.125,0.244,0.131,0.164,0.52,,,,,,,,,,0.388,,-2.43,,92.0,,0.5,0.674,0.127,,,,,,,,,,77.0,95.0,87.0,,,,,,,,,
2024-05-29,746467,Strikeout,strikeout,True,667428,669438,Grant Koch,Mason Englert,0,c7faa3d3-ecfd-43f0-b56b-1ecc56c3a920,669438.0,masonenglert,Englert,Right,Mason Englert,DET,5.95,5.22,19.2,101.0,94.0,102.0,0.74,6.41,1.83,10.07,1.83,0.83,0.242,0.485,0.106,0.303,0.373,123.0,110.0,114.0,75.0,96.0,88.0,103.0,104.0,116.0,,,,0.274,0.127,,0.292,-1.7,2.82,,-0.87,92.7,86.0,84.5,,0.292,0.667,0.085,0.214,0.214,0.52,0.167,0.333,0.3,0.278,0.5,0.36,83.0,111.0,119.0,0.111,0.048,-7.72,2.47,91.1,81.5,0.375,1.0,0.167,,,,0.148,-1.66,88.5,0.3,0.7,0.261,79.0,91.0,89.0,,,,,,,,,
2024-06-02,744929,Strikeout,strikeout,True,667428,605135,Grant Koch,Chris Bassitt,0,6ea477ce-9e4c-461f-ac1b-535b72d80de7,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.193,0.281,0.282,0.25,0.45,0.098,106.0,88.0,100.0,0.413,0.145,0.24,0.47,92.6,70.8,0.337,0.412,0.111,78.0,103.0,94.0,0.202,0.96,89.7,0.152,0.253,0.271,95.0,104.0,99.0,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171
2024-06-02,744929,Flyout,field_out,True,667428,605135,Grant Koch,Chris Bassitt,0,0302d97d-d738-420c-a530-ba0eb826bef5,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.193,0.281,0.282,0.25,0.45,0.098,106.0,88.0,100.0,0.413,0.145,0.24,0.47,92.6,70.8,0.337,0.412,0.111,78.0,103.0,94.0,0.202,0.96,89.7,0.152,0.253,0.271,95.0,104.0,99.0,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171
2024-06-02,744929,Strikeout,strikeout,True,667428,605135,Grant Koch,Chris Bassitt,0,f08e9ff4-d3a7-48e1-aa27-81ebd0afbe38,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.193,0.281,0.282,0.25,0.45,0.098,106.0,88.0,100.0,0.413,0.145,0.24,0.47,92.6,70.8,0.337,0.412,0.111,78.0,103.0,94.0,0.202,0.96,89.7,0.152,0.253,0.271,95.0,104.0,99.0,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171
