date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-06-05,746873,Lineout,field_out,True,693049,593576,Oscar Colás,Héctor Neris,1,1c4c90a7-99e7-4c34-8a45-aaefb7786de0,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,,,,85.0,100.0,94.0,88.0,85.0,86.0,0.098,0.469,0.026,,,-0.32,-2.0,1.63,,,92.9,,92.9,85.4,,0.264,0.491,0.146,,,,,,,,,,90.0,92.0,85.0,,,,,,,0.364,0.727,0.04,,,,91.0,95.0,105.0,0.407,-0.06,83.0,0.185,0.241,0.364,,,,,,
2024-06-06,746784,Single,single,False,693049,592155,Oscar Colás,Cam Booser,1,28d88864-2a07-43e6-bc51-865f1213a3ec,592155.0,cambooser,Booser,Left,Cam Booser,BOS,2.9,2.88,31.0,102.0,96.0,101.0,0.742,9.87,2.03,8.13,0.87,0.51,0.163,0.5,0.128,0.326,0.466,,,,,,,96.0,108.0,108.0,94.0,103.0,105.0,,0.42,0.227,,,1.68,,1.16,,,95.5,,,82.5,,0.217,0.317,0.287,0.2,0.314,0.293,,,,,,,,,,97.0,93.0,91.0,0.353,0.3,88.3,,,,0.333,0.5,0.286,,,,,,,,,,,,,,,
2024-06-07,746785,Hit By Pitch,hit_by_pitch,False,693049,681867,Oscar Colás,Cooper Criswell,0,4101d3fd-d4ea-4e95-ab37-fa32efd75ad6,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,,,,,,,114.0,97.0,99.0,0.266,,0.3,,0.287,,1.17,-2.03,,0.42,,84.6,89.3,76.9,,,,,0.305,0.508,0.195,0.263,0.368,0.189,,,,110.0,113.0,104.0,81.0,104.0,92.0,0.146,0.21,86.1,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,
2024-06-07,746785,Single,single,False,693049,681867,Oscar Colás,Cooper Criswell,1,aadd0c40-5498-4bea-994c-fe84e606d5fb,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,,,,,,,114.0,97.0,99.0,0.266,,0.3,,0.287,,1.17,-2.03,,0.42,,84.6,89.3,76.9,,,,,0.305,0.508,0.195,0.263,0.368,0.189,,,,110.0,113.0,104.0,81.0,104.0,92.0,0.146,0.21,86.1,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,
2024-06-07,746785,Groundout,field_out,True,693049,669711,Oscar Colás,Greg Weissert,0,b3505b81-493e-4c9b-bae2-4e6d1c7a143c,669711.0,gregweissert,Weissert,Right,Greg Weissert,BOS,4.32,3.17,41.2,104.0,101.0,105.0,0.816,9.07,2.59,9.72,1.51,0.83,0.248,0.331,0.165,0.248,0.466,81.0,99.0,100.0,,,,86.0,119.0,115.0,109.0,95.0,104.0,0.309,0.245,0.378,,0.069,1.6,-0.24,-0.81,,-2.4,93.9,83.9,93.5,80.4,,0.173,0.327,0.198,0.286,0.714,0.1,0.286,0.357,0.292,,,,98.0,102.0,97.0,,,,,,,0.395,0.558,0.095,,,,,,,,,,,,,,,,,,
2024-06-07,746785,Groundout,field_out,True,693049,641745,Oscar Colás,Brad Keller,0,38fa1e00-4cd2-4678-b903-228830d107c4,641745.0,bradkeller,"Keller, B",Right,Brad Keller,- - -,5.13,4.57,33.1,102.0,97.0,103.0,0.81,6.48,2.97,9.45,1.62,1.34,0.239,0.416,0.168,0.31,0.426,96.0,103.0,101.0,89.0,90.0,102.0,77.0,102.0,98.0,118.0,105.0,109.0,0.029,0.374,0.416,0.022,0.16,-1.0,-8.19,-0.72,-7.7,1.04,93.6,88.6,92.5,85.8,81.3,0.279,0.426,0.12,0.255,0.491,0.223,0.071,0.071,0.378,0.5,1.0,0.25,73.0,86.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,746786,Flyout,field_out,True,693049,678394,Oscar Colás,Brayan Bello,0,ddbf5b96-9ef5-484b-8ecc-979ca43af77e,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,117.0,98.0,111.0,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.291,0.465,0.352,0.168,0.345,0.363,,,,104.0,102.0,104.0,,,,,,,0.364,0.536,0.12,,,,,,,,,,,,,,,,,,
2024-06-08,746786,Strikeout,strikeout,True,693049,678394,Oscar Colás,Brayan Bello,0,4f4ad96b-6d99-4570-8989-60b1b2418d35,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,117.0,98.0,111.0,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.291,0.465,0.352,0.168,0.345,0.363,,,,104.0,102.0,104.0,,,,,,,0.364,0.536,0.12,,,,,,,,,,,,,,,,,,
2024-06-08,746786,Single,single,False,693049,678394,Oscar Colás,Brayan Bello,1,a03e81ac-99a6-49cb-a084-40da8f577256,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,117.0,98.0,111.0,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.291,0.465,0.352,0.168,0.345,0.363,,,,104.0,102.0,104.0,,,,,,,0.364,0.536,0.12,,,,,,,,,,,,,,,,,,
2024-06-08,746786,Groundout,field_out,True,693049,502624,Oscar Colás,Chase Anderson,0,a0f11c10-c61e-4037-ba3d-e2e7616df2c8,502624.0,chaseanderson,Anderson,Right,Chase Anderson,BOS,4.59,4.27,49.0,100.0,107.0,100.0,0.761,5.88,2.94,7.16,1.65,0.66,0.261,0.386,0.19,0.275,0.419,122.0,107.0,111.0,94.0,94.0,88.0,77.0,95.0,85.0,123.0,98.0,101.0,0.019,0.139,0.164,0.045,0.3,-1.5,4.28,2.12,1.44,1.79,93.5,83.9,92.9,80.5,78.8,0.3,0.35,0.25,0.132,0.237,0.273,0.148,0.279,0.327,,,,83.0,91.0,82.0,101.0,100.0,98.0,0.333,-1.81,88.7,0.0,0.0,0.125,0.333,0.667,0.178,,,,,,,,,,,,,,,
2024-06-09,746787,Walk,walk,False,693049,677161,Oscar Colás,Zack Kelly,1,af1838cd-9e39-47a5-9a14-c4c5d68d9446,677161.0,zackkelly,"Kelly, Z",Right,Zack Kelly,BOS,1.96,3.12,36.2,102.0,109.0,106.0,0.738,10.06,3.93,4.91,0.98,1.62,0.225,0.393,0.191,0.225,0.44,107.0,105.0,112.0,,,,107.0,97.0,93.0,129.0,104.0,115.0,,0.317,0.255,,0.239,-0.36,,2.66,,1.3,96.2,83.4,,82.3,,0.195,0.268,0.19,0.111,0.222,0.385,0.111,0.259,0.29,,,,,,,89.0,105.0,107.0,0.189,2.03,90.2,,,,0.192,0.308,0.271,,,,,,,,,,,,,,,
2024-06-09,746787,Flyout,field_out,True,693049,686580,Oscar Colás,Justin Slaten,0,ac750fa3-8940-42f9-af5f-7e9f9a754771,686580.0,justinslaten,Slaten,Right,Justin Slaten,BOS,3.38,2.96,42.2,100.0,105.0,101.0,0.716,9.49,1.9,7.38,0.42,1.58,0.181,0.44,0.181,0.328,0.415,,,,153.0,107.0,116.0,111.0,100.0,105.0,113.0,97.0,102.0,,0.275,0.273,0.06,,1.62,,-0.26,-0.28,,96.3,,,83.9,83.7,0.147,0.147,0.268,0.264,0.415,0.406,,,,0.222,0.222,0.417,,,,89.0,100.0,95.0,0.392,2.42,91.2,,,,0.222,0.302,0.248,,,,,,,,,,,,,,,
2024-06-09,746787,Strikeout,strikeout,True,693049,657514,Oscar Colás,Brennan Bernardino,0,5d54ad2b-a071-4633-b5a9-7ddcebc5a0d0,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,,,,94.0,95.0,100.0,,,,82.0,99.0,92.0,0.514,,0.051,0.332,,,2.0,2.84,-0.65,,,,91.3,84.4,78.7,,,,0.0,0.0,0.091,,,,0.214,0.357,0.23,85.0,104.0,93.0,124.0,76.0,77.0,0.104,-2.71,87.1,0.234,0.297,0.189,0.429,0.571,0.063,,,,,,,,,,,,,,,
2024-06-09,746787,Strikeout,strikeout,True,693049,445276,Oscar Colás,Kenley Jansen,0,d51d4625-5002-4ce5-9f53-9c3fba905046,445276.0,kenleyjansen,Jansen,Right,Kenley Jansen,BOS,2.16,3.19,33.1,108.0,122.0,114.0,0.763,10.26,3.51,6.21,0.0,0.61,0.284,0.37,0.16,0.247,0.51,,,,,,,,,,100.0,112.0,116.0,0.057,,0.047,,,,1.61,3.0,,,,,94.0,83.1,,,,,0.0,0.0,0.0,,,,,,,106.0,112.0,127.0,125.0,108.0,113.0,0.895,1.25,92.1,0.2,0.2,0.35,0.21,0.26,0.258,,,,,,,,,,,,,,,
2024-06-10,745248,Single,single,False,693049,592773,Oscar Colás,Ryne Stanek,0,b313d342-3535-40a5-a9f6-88ca712396e2,592773.0,rynestanek,Stanek,Right,Ryne Stanek,SEA,3.79,3.19,38.0,98.0,127.0,106.0,0.729,9.95,3.32,7.82,0.95,0.75,0.255,0.387,0.142,0.292,0.43,,,,,,,134.0,100.0,106.0,153.0,96.0,110.0,0.083,0.544,0.165,,,0.75,3.28,-0.58,,,98.2,,96.3,88.2,,0.228,0.342,0.228,0.278,0.5,0.451,,,,,,,85.0,93.0,87.0,,,,,,,0.2,0.3,0.214,,,,102.0,100.0,111.0,0.208,-1.31,89.3,0.2,0.325,0.449,,,,,,
2024-06-12,745246,Pop Out,field_out,True,693049,682243,Oscar Colás,Bryce Miller,0,80859832-668d-427f-a6e1-dfc0cbbab8b2,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,0.189,0.439,0.169,,,1.42,1.27,-1.33,,,95.1,,94.6,83.8,,0.197,0.349,0.276,0.333,0.593,0.118,,,,0.0,0.0,0.25,99.0,100.0,98.0,92.0,78.0,84.0,0.015,-3.96,92.3,0.245,0.362,0.094,0.5,0.75,0.1,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,66.0,82.0,91.0,0.014,4.17,85.5
2024-06-12,745246,Strikeout,strikeout,True,693049,682243,Oscar Colás,Bryce Miller,0,12ce1f9a-d962-4ff1-b7fc-ec20c1e4e83d,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,0.189,0.439,0.169,,,1.42,1.27,-1.33,,,95.1,,94.6,83.8,,0.197,0.349,0.276,0.333,0.593,0.118,,,,0.0,0.0,0.25,99.0,100.0,98.0,92.0,78.0,84.0,0.015,-3.96,92.3,0.245,0.362,0.094,0.5,0.75,0.1,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,66.0,82.0,91.0,0.014,4.17,85.5
2024-06-12,745246,Groundout,field_out,True,693049,682243,Oscar Colás,Bryce Miller,0,415fb317-575b-450e-ae8b-a8074caab276,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,120.0,95.0,99.0,0.189,0.439,0.169,,,1.42,1.27,-1.33,,,95.1,,94.6,83.8,,0.197,0.349,0.276,0.333,0.593,0.118,,,,0.0,0.0,0.25,99.0,100.0,98.0,92.0,78.0,84.0,0.015,-3.96,92.3,0.245,0.362,0.094,0.5,0.75,0.1,88.0,107.0,108.0,0.174,0.84,83.8,0.181,0.266,0.256,66.0,82.0,91.0,0.014,4.17,85.5
2024-06-13,745245,Single,single,False,693049,676106,Oscar Colás,Emerson Hancock,1,8902d279-758b-4e92-acb1-b9b8101224bd,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,,,,75.0,104.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,,0.21,1.7,-2.25,-2.18,,-0.16,93.5,86.9,93.2,84.4,,0.25,0.339,0.232,0.217,0.478,0.295,0.178,0.311,0.226,,,,95.0,100.0,95.0,,,,,,,0.352,0.648,0.149,,,,,,,,,,,,,,,,,,
2024-06-13,745245,Single,single,False,693049,676106,Oscar Colás,Emerson Hancock,0,7b8ae22a-9c1a-4c7d-9561-5293c4d2146f,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,,,,75.0,104.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,,0.21,1.7,-2.25,-2.18,,-0.16,93.5,86.9,93.2,84.4,,0.25,0.339,0.232,0.217,0.478,0.295,0.178,0.311,0.226,,,,95.0,100.0,95.0,,,,,,,0.352,0.648,0.149,,,,,,,,,,,,,,,,,,
2024-06-13,745245,Pop Out,field_out,True,693049,676106,Oscar Colás,Emerson Hancock,0,96751d2f-2b88-476c-9af5-16f5dd9d672b,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,,,,75.0,104.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,,0.21,1.7,-2.25,-2.18,,-0.16,93.5,86.9,93.2,84.4,,0.25,0.339,0.232,0.217,0.478,0.295,0.178,0.311,0.226,,,,95.0,100.0,95.0,,,,,,,0.352,0.648,0.149,,,,,,,,,,,,,,,,,,
2024-06-13,745245,Single,single,False,693049,660825,Oscar Colás,Eduard Bazardo,0,b4f1a92b-d384-44d8-b300-c25428b1f35d,660825.0,eduardbazardo,Bazardo,Right,Eduard Bazardo,SEA,6.62,2.9,17.2,99.0,109.0,101.0,0.728,10.7,4.08,5.6,1.02,1.83,0.1,0.5,0.075,0.3,0.362,,,,,,,87.0,91.0,90.0,127.0,105.0,112.0,0.198,0.276,0.447,,,-0.31,1.73,1.24,,,94.4,,94.1,83.0,,0.25,0.5,0.257,0.207,0.31,0.328,,,,,,,96.0,95.0,91.0,,,,,,,0.091,0.182,0.111,,,,116.0,101.0,102.0,0.078,2.36,90.9,0.125,0.125,0.545,,,,,,
2024-06-16,747189,Strikeout,strikeout,True,693049,679885,Oscar Colás,Justin Martinez,0,04cb9f99-163b-4590-be6c-d56d7b5d3c08,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,,,,78.0,94.0,95.0,118.0,100.0,108.0,0.462,0.094,0.218,,,0.24,1.03,2.47,,,100.0,,100.1,89.5,,0.231,0.231,0.306,0.091,0.227,0.492,,,,,,,115.0,101.0,103.0,,,,,,,0.318,0.333,0.203,,,,103.0,108.0,108.0,0.226,1.83,89.8,0.091,0.114,0.486,,,,,,
2024-06-16,747189,Single,single,False,693049,573009,Oscar Colás,Joe Mantiply,1,1b0ed11c-a803-4561-9658-bc846a205463,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.21,3.49,36.1,103.0,78.0,97.0,0.766,7.43,2.48,8.42,0.0,1.33,0.273,0.391,0.155,0.327,0.39,62.0,105.0,102.0,87.0,101.0,102.0,103.0,85.0,78.0,,,,0.435,0.036,,0.254,0.275,1.25,2.46,,-0.67,-0.83,89.3,81.1,89.2,,79.5,0.0,0.0,0.6,,,,0.257,0.4,0.337,0.278,0.417,0.333,80.0,104.0,93.0,,,,,,,0.227,0.348,0.154,,,,,,,,,,,,,,,,,,
2024-06-21,746460,Strikeout,strikeout,True,693049,656427,Oscar Colás,Jack Flaherty,0,488c873c-3ae6-4276-939b-f054e3f876db,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.024,0.44,0.313,,0.033,0.74,-7.15,0.85,,-0.51,93.6,86.0,90.7,84.9,,0.226,0.377,0.25,0.205,0.426,0.391,0.143,0.429,0.133,0.161,0.194,0.445,70.0,86.0,72.0,,,,,,,0.75,1.5,0.3,,,,,,,,,,,,,103.0,104.0,108.0,0.191,2.33,77.5
