date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-05-22,746386,Forceout,force_out,True,677347,656786,Kyren Paris,Parker Mushinski,1,782157df-9e1c-46d3-a39e-72178f322f84,656786.0,parkermushinski,Mushinski,Left,Parker Mushinski,HOU,6.55,6.02,11.0,100.0,101.0,97.0,0.849,2.45,4.09,9.0,0.82,1.07,0.171,0.341,0.098,0.268,0.433,,,,122.0,107.0,111.0,75.0,91.0,81.0,117.0,117.0,119.0,0.186,0.093,0.216,,0.74,-2.85,2.15,,92.0,,80.4,81.3,0.125,0.25,0.3,0.5,0.5,0.333,,,,0.125,0.125,0.267,81.0,98.0,88.0,102.0,96.0,94.0,0.093,0.412,-2.55,5.71,88.0,91.1,0.0,0.0,0.0,0.421,0.684,0.109,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-24,746227,Groundout,field_out,True,677347,671106,Kyren Paris,Logan Allen,0,03e70ad2-eafb-4f6a-833b-1384a67b5e39,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,91.0,98.0,86.0,0.483,0.183,,0.183,-1.5,-2.18,,-1.11,91.2,81.6,78.6,,0.329,0.593,0.159,0.263,0.509,0.355,0.254,0.479,0.278,,,,,,,92.0,99.0,97.0,,0.15,0.37,,85.4,,,,,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-24,746227,Strikeout,strikeout,True,677347,671106,Kyren Paris,Logan Allen,0,2ba39ef2-832f-4e73-82c6-6b88250eedf1,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,91.0,98.0,86.0,0.483,0.183,,0.183,-1.5,-2.18,,-1.11,91.2,81.6,78.6,,0.329,0.593,0.159,0.263,0.509,0.355,0.254,0.479,0.278,,,,,,,92.0,99.0,97.0,,0.15,0.37,,85.4,,,,,0.245,0.449,0.196,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-24,746227,Groundout,field_out,True,677347,682120,Kyren Paris,Tim Herrin,0,21c9d5dd-cae9-4c0c-9e84-d949dda7aeef,682120.0,timherrin,Herrin,Left,Tim Herrin,CLE,1.45,3.36,37.1,96.0,105.0,98.0,0.72,9.4,4.34,4.58,0.24,1.41,0.148,0.455,0.193,0.273,0.411,,,,105.0,96.0,99.0,97.0,93.0,88.0,116.0,95.0,100.0,0.254,0.249,0.398,,1.69,0.48,1.95,,95.4,,87.6,81.5,0.176,0.206,0.171,0.238,0.381,0.338,,,,0.138,0.224,0.385,106.0,106.0,112.0,,,,0.098,,,5.35,,94.0,0.0,0.0,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-24,746227,Double,double,False,677347,658648,Kyren Paris,Pedro Avila,0,c5cad78b-82c1-4158-918e-654ed3e112c2,658648.0,pedroavila,Avila,Right,Pedro Avila,- - -,4.41,4.39,49.0,95.0,90.0,94.0,0.763,9.18,4.22,7.53,1.1,1.56,0.252,0.363,0.141,0.289,0.393,124.0,97.0,114.0,81.0,98.0,94.0,73.0,93.0,86.0,98.0,83.0,88.0,0.368,0.056,0.2,0.221,0.23,-1.63,0.27,0.41,93.7,83.4,79.1,77.7,0.222,0.397,0.246,0.333,0.333,0.444,0.2,0.383,0.336,0.179,0.25,0.349,89.0,98.0,87.0,,,,0.156,,,-0.39,,93.4,0.304,0.478,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,746226,Walk,walk,False,677347,676440,Kyren Paris,Tanner Bibee,0,7407d0dd-7f53-4945-a97a-3bdbb5c48ed6,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,103.0,99.0,116.0,104.0,112.0,0.44,0.27,0.118,0.171,-1.35,1.69,-0.54,1.17,94.6,82.4,86.2,81.5,0.305,0.524,0.214,0.128,0.223,0.355,0.212,0.353,0.276,0.186,0.4,0.241,,,,,,,0.001,,,-3.42,,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,746226,Strikeout,strikeout,True,677347,676440,Kyren Paris,Tanner Bibee,0,8c73bb55-d774-4f31-a64d-fafcae5576cd,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,103.0,99.0,116.0,104.0,112.0,0.44,0.27,0.118,0.171,-1.35,1.69,-0.54,1.17,94.6,82.4,86.2,81.5,0.305,0.524,0.214,0.128,0.223,0.355,0.212,0.353,0.276,0.186,0.4,0.241,,,,,,,0.001,,,-3.42,,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,746226,Strikeout,strikeout,True,677347,671922,Kyren Paris,Cade Smith,0,cf4b98c2-9245-4f00-8a23-36ae576f4eed,671922.0,cadesmith,"Smith, C",Right,Cade Smith,CLE,2.22,2.32,44.2,104.0,124.0,110.0,0.732,12.49,1.81,6.45,0.2,1.71,0.276,0.347,0.133,0.235,0.496,,,,,,,116.0,110.0,113.0,129.0,95.0,98.0,0.678,0.128,,,3.16,-1.42,,,95.9,,82.0,,0.175,0.263,0.286,0.357,0.571,0.371,,,,,,,,,,,,,,,,,,,,,,,,,145.0,93.0,104.0,0.194,-0.58,88.6,,,,,,,,,,0.219,0.281,0.316,,,,,,
2024-05-26,746230,Strikeout,strikeout,True,677347,656529,Kyren Paris,Sam Hentges,0,fca7c59c-2f0b-4011-9b98-a639fb1634f3,656529.0,samhentges,Hentges,Left,Sam Hentges,CLE,3.04,2.42,23.2,107.0,102.0,103.0,0.725,10.27,1.9,6.85,1.14,1.35,0.207,0.431,0.121,0.328,0.442,,,,116.0,110.0,110.0,83.0,103.0,95.0,124.0,112.0,114.0,0.308,0.214,0.319,,-0.97,3.68,1.93,,95.0,,87.9,80.6,0.32,0.6,0.25,0.15,0.2,0.282,,,,0.172,0.31,0.357,83.0,105.0,91.0,,,,0.16,,,0.27,,94.9,0.182,0.455,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,746229,Flyout,field_out,True,677347,641482,Kyren Paris,Nestor Cortes,0,dcbbe0c3-7d2a-4555-b1b0-51f94c8f53e5,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,103.0,103.0,0.455,0.163,,0.075,-0.19,0.14,,-2.51,91.9,83.2,78.1,,0.247,0.489,0.219,0.3,0.4,0.182,0.255,0.489,0.338,,,,91.0,119.0,117.0,109.0,100.0,103.0,0.009,0.298,1.48,2.16,87.2,89.9,0.143,0.143,0.286,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,746229,Lineout,field_out,True,677347,641482,Kyren Paris,Nestor Cortes,0,9da338dc-244d-41d0-9602-1cf6e2a6a9ca,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,103.0,103.0,0.455,0.163,,0.075,-0.19,0.14,,-2.51,91.9,83.2,78.1,,0.247,0.489,0.219,0.3,0.4,0.182,0.255,0.489,0.338,,,,91.0,119.0,117.0,109.0,100.0,103.0,0.009,0.298,1.48,2.16,87.2,89.9,0.143,0.143,0.286,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,746225,Groundout,field_out,True,677347,607074,Kyren Paris,Carlos Rodón,0,31244b4e-9ead-432c-9da4-405cd353e9f0,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,0.496,0.265,0.07,0.114,0.17,-1.56,-1.37,1.54,95.5,85.3,86.8,81.0,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,,,,100.0,83.0,83.0,,0.056,-3.1,,91.8,,,,,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,746225,Strikeout,strikeout,True,677347,607074,Kyren Paris,Carlos Rodón,0,076ae5d4-0188-49fa-90c2-6f7aee0a5cab,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,0.496,0.265,0.07,0.114,0.17,-1.56,-1.37,1.54,95.5,85.3,86.8,81.0,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,,,,100.0,83.0,83.0,,0.056,-3.1,,91.8,,,,,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,746225,Forceout,force_out,True,677347,657571,Kyren Paris,Caleb Ferguson,1,4c302635-6f1b-4366-a1ab-19babf740ffe,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,NYY,5.1,4.33,30.0,105.0,87.0,99.0,0.755,11.1,3.9,9.3,1.2,1.31,0.306,0.365,0.153,0.318,0.436,,,,67.0,96.0,95.0,89.0,106.0,100.0,129.0,42.0,60.0,0.548,0.004,0.113,,-0.82,-2.71,-1.56,,93.7,,79.1,80.9,0.284,0.554,0.217,,,,,,,,,,81.0,93.0,84.0,89.0,108.0,102.0,0.056,0.28,2.27,-6.72,88.7,93.6,1.0,1.0,0.429,0.067,0.067,0.424,,,,,,,,,,,,,0.357,0.429,0.296,,,,,,,,,
2024-06-01,745251,Strikeout,strikeout,True,677347,669912,Kyren Paris,Kirby Snead,0,bef341e8-8f17-4530-953f-c589ade2446b,669912.0,kirbysnead,Snead,Left,Kirby Snead,SEA,4.35,4.51,10.1,93.0,83.0,90.0,0.772,6.1,6.1,10.45,0.0,1.7,0.324,0.265,0.265,0.206,0.403,96.0,90.0,84.0,,,,71.0,70.0,72.0,89.0,84.0,89.0,0.219,0.214,,0.179,-1.07,1.02,,-6.43,92.6,87.0,82.2,,0.4,0.4,0.353,0.125,0.125,0.5,0.429,0.714,0.182,,,,80.0,104.0,94.0,,,,0.388,,,-0.16,,92.5,0.286,0.476,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745252,Single,single,False,677347,622491,Kyren Paris,Luis Castillo,0,a729bc82-ea39-4449-9a55-718007b368a7,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,,,,119.0,105.0,102.0,77.0,105.0,108.0,0.442,0.236,,0.154,0.96,1.27,,-1.2,95.4,88.1,85.8,,0.2,0.357,0.278,0.189,0.311,0.351,0.289,0.526,0.244,,,,102.0,101.0,98.0,,,,0.168,,,-0.32,,95.5,0.306,0.449,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745252,Walk,walk,False,677347,622491,Kyren Paris,Luis Castillo,0,227b189b-a985-4256-8c2c-9cae62d6016b,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,,,,119.0,105.0,102.0,77.0,105.0,108.0,0.442,0.236,,0.154,0.96,1.27,,-1.2,95.4,88.1,85.8,,0.2,0.357,0.278,0.189,0.311,0.351,0.289,0.526,0.244,,,,102.0,101.0,98.0,,,,0.168,,,-0.32,,95.5,0.306,0.449,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745252,Strikeout,strikeout,True,677347,592773,Kyren Paris,Ryne Stanek,0,de2e02b6-4592-45b4-b9fe-e7c663e583ef,592773.0,rynestanek,Stanek,Right,Ryne Stanek,SEA,3.79,3.19,38.0,98.0,127.0,106.0,0.729,9.95,3.32,7.82,0.95,0.75,0.255,0.387,0.142,0.292,0.43,,,,,,,134.0,100.0,106.0,153.0,96.0,110.0,0.544,0.165,,,0.75,-0.58,,,98.2,,88.2,,0.228,0.342,0.228,0.278,0.5,0.451,,,,,,,85.0,93.0,87.0,,,,0.083,,,3.28,,96.3,0.2,0.3,0.214,,,,102.0,100.0,111.0,0.208,-1.31,89.3,,,,,,,,,,0.2,0.325,0.449,,,,,,
2024-06-03,746224,Grounded Into DP,grounded_into_double_play,True,677347,663362,Kyren Paris,Matt Waldron,1,5a8af67d-4095-40c0-93d4-41c6e6294969,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,0.202,0.206,,,0.35,0.59,,,90.7,,79.1,,0.247,0.419,0.208,0.228,0.443,0.186,,,,,,,74.0,107.0,101.0,82.0,96.0,88.0,0.134,0.062,1.49,0.78,87.0,90.0,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,77.6,0.395,-0.13,0.21,0.325,0.272
2024-06-03,746224,Strikeout,strikeout,True,677347,663362,Kyren Paris,Matt Waldron,0,3f82629d-0825-4e0b-aba7-7718fa206a9d,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,0.202,0.206,,,0.35,0.59,,,90.7,,79.1,,0.247,0.419,0.208,0.228,0.443,0.186,,,,,,,74.0,107.0,101.0,82.0,96.0,88.0,0.134,0.062,1.49,0.78,87.0,90.0,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,77.6,0.395,-0.13,0.21,0.325,0.272
2024-06-05,746221,Strikeout,strikeout,True,677347,656302,Kyren Paris,Dylan Cease,0,f91bbbef-2ad3-4d2b-af37-a581fcd35a97,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,0.435,0.462,,0.013,-0.1,1.62,,-4.3,96.8,69.5,87.1,,0.244,0.445,0.225,0.182,0.273,0.379,0.25,1.0,0.2,0.242,0.455,0.333,,,,113.0,89.0,90.0,,0.01,-5.15,,91.8,,,,,0.25,1.0,0.0,,,,,,,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,,,,
2024-06-05,746221,Catcher Interference,catcher_interf,False,677347,656302,Kyren Paris,Dylan Cease,0,fb66ce1e-d33f-42d0-9167-5a2966692811,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,0.435,0.462,,0.013,-0.1,1.62,,-4.3,96.8,69.5,87.1,,0.244,0.445,0.225,0.182,0.273,0.379,0.25,1.0,0.2,0.242,0.455,0.333,,,,113.0,89.0,90.0,,0.01,-5.15,,91.8,,,,,0.25,1.0,0.0,,,,,,,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,,,,
2024-06-05,746221,Lineout,field_out,True,677347,593974,Kyren Paris,Wandy Peralta,0,e9185b6a-295c-4d98-b9e8-16560821e55b,593974.0,wandyperalta,"Peralta, Wa",Left,Wandy Peralta,SDP,4.5,5.26,34.0,97.0,98.0,95.0,0.826,5.29,3.18,8.47,1.59,1.76,0.225,0.459,0.126,0.351,0.371,127.0,102.0,101.0,,,,117.0,98.0,94.0,78.0,95.0,104.0,0.094,0.102,,0.419,-7.01,-2.55,,0.44,95.4,88.7,88.9,,0.417,1.0,0.16,0.333,0.667,0.3,0.185,0.352,0.221,,,,66.0,93.0,86.0,,,,0.385,,,2.2,,95.2,0.25,0.269,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,746220,Groundout,field_out,True,677347,664285,Kyren Paris,Framber Valdez,0,75b14266-3aea-41a9-bfcf-daf4f59568b2,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,102.0,102.0,114.0,0.017,0.04,0.278,0.15,-3.8,0.84,0.45,-0.13,94.2,89.5,85.6,80.0,0.4,1.0,0.273,0.211,0.421,0.367,0.264,0.358,0.345,0.149,0.23,0.399,95.0,101.0,97.0,,,,0.514,,,1.28,,93.8,0.31,0.411,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,746220,Groundout,field_out,True,677347,664285,Kyren Paris,Framber Valdez,0,b864e988-e809-43e5-a83e-a175e7d0c63e,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,102.0,102.0,114.0,0.017,0.04,0.278,0.15,-3.8,0.84,0.45,-0.13,94.2,89.5,85.6,80.0,0.4,1.0,0.273,0.211,0.421,0.367,0.264,0.358,0.345,0.149,0.23,0.399,95.0,101.0,97.0,,,,0.514,,,1.28,,93.8,0.31,0.411,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,746220,Groundout,field_out,True,677347,664285,Kyren Paris,Framber Valdez,0,170c23b4-7dcc-4a2d-b303-dcc3ffabd582,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,102.0,102.0,114.0,0.017,0.04,0.278,0.15,-3.8,0.84,0.45,-0.13,94.2,89.5,85.6,80.0,0.4,1.0,0.273,0.211,0.421,0.367,0.264,0.358,0.345,0.149,0.23,0.399,95.0,101.0,97.0,,,,0.514,,,1.28,,93.8,0.31,0.411,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
