date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vCH,vKC,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-08-26,746628,Strikeout,strikeout,True,694355,669212,Tyler Gentry,Eli Morgan,0,73afb678-89aa-4c4c-9e36-c180519cfcd4,669212.0,elimorgan,Morgan,Right,Eli Morgan,CLE,2.36,2.08,26.2,104.0,84.0,101.0,0.772,7.43,2.03,6.75,0.68,0.51,0.346,0.333,0.218,0.179,0.444,65.0,104.0,94.0,,,,104.0,100.0,101.0,,,,,0.43,,0.348,0.09,,,0.81,92.1,,,86.7,0.212,0.333,0.355,0.243,0.432,0.196,,,,,,,94.0,114.0,114.0,,,,,,,,,0.222,,,3.03,,78.7,,0.143,0.214,0.25,,,,,,,,,,,,,,,,,,
2024-08-26,746628,Groundout,field_out,True,694355,605130,Tyler Gentry,Scott Barlow,0,2c6425e7-8cdc-4970-ad63-ba31ec3e879c,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,4.3,4.17,52.1,91.0,112.0,92.0,0.68,11.35,5.33,7.39,0.86,1.49,0.198,0.489,0.198,0.252,0.353,80.0,92.0,84.0,84.0,97.0,94.0,122.0,86.0,90.0,,,,0.13,0.206,,0.452,-0.02,,1.22,0.42,91.5,,91.1,81.0,0.181,0.265,0.405,0.333,0.444,0.183,,,,0.296,0.37,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.163,0.429,0.443,143.0,100.0,106.0,0.212,-1.46,77.3,,,,,,
2024-08-25,746263,Flyout,field_out,True,694355,621237,Tyler Gentry,José Alvarado,0,834f0b0a-283a-4aba-b968-1f5237a36dfb,621237.0,josealvarado,Alvarado,Left,José Alvarado,PHI,4.3,4.03,52.1,95.0,85.0,94.0,0.748,8.94,4.3,7.57,1.03,1.41,0.262,0.428,0.179,0.317,0.402,,,,97.0,94.0,94.0,,,,,,,0.596,,,,,,0.51,,,,97.8,,,,,,,,,,,0.263,0.432,0.141,,,,,,,67.0,97.0,93.0,0.404,,,0.41,,,92.5,,,,,,0.167,0.244,0.436,,,,,,,,,,,,,,,
2024-08-30,746353,Strikeout,strikeout,True,694355,664285,Tyler Gentry,Framber Valdez,0,1a9d6075-c106-451e-842b-c15f8b2278b3,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.97,3.34,157.1,97.0,113.0,102.0,0.736,8.75,2.86,6.98,0.63,2.93,0.215,0.406,0.126,0.326,0.419,59.0,102.0,93.0,99.0,99.0,97.0,106.0,103.0,112.0,,,,0.462,0.013,,0.041,-5.01,,1.83,-1.12,94.4,,94.1,85.3,0.269,0.538,0.373,0.4,1.0,0.273,,,,0.271,0.372,0.117,125.0,94.0,102.0,,,,,,,,,0.17,,,0.6,,89.8,,0.226,0.29,0.365,,,,0.114,0.181,0.418,129.0,96.0,108.0,0.314,1.69,79.8,,,,,,
2024-08-30,746353,Pop Out,field_out,True,694355,664285,Tyler Gentry,Framber Valdez,1,bc3c84a9-f87a-486d-ad5b-7daf5e446390,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.97,3.34,157.1,97.0,113.0,102.0,0.736,8.75,2.86,6.98,0.63,2.93,0.215,0.406,0.126,0.326,0.419,59.0,102.0,93.0,99.0,99.0,97.0,106.0,103.0,112.0,,,,0.462,0.013,,0.041,-5.01,,1.83,-1.12,94.4,,94.1,85.3,0.269,0.538,0.373,0.4,1.0,0.273,,,,0.271,0.372,0.117,125.0,94.0,102.0,,,,,,,,,0.17,,,0.6,,89.8,,0.226,0.29,0.365,,,,0.114,0.181,0.418,129.0,96.0,108.0,0.314,1.69,79.8,,,,,,
