date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2024-03-31,746815,Flyout,field_out,True,643217,656427,Andrew Benintendi,Jack Flaherty,0,4c65b04c-e930-4926-aac7-712c592e9c41,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,95.0,105.0,107.0,,,,0.44,,0.313,0.033,0.74,,0.85,-0.51,93.6,,86.0,84.9,0.226,0.377,0.25,,,,0.205,0.426,0.391,0.143,0.429,0.133,70.0,86.0,72.0,103.0,104.0,108.0,0.024,0.191,-7.15,2.33,90.7,77.5,0.75,1.5,0.3,0.161,0.194,0.445,,,,,,,,,,,,,,,,,,,,,
2024-03-31,746815,Groundout,field_out,True,643217,656427,Andrew Benintendi,Jack Flaherty,0,6683d620-6def-40c6-803b-770ec1510ee7,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,95.0,105.0,107.0,,,,0.44,,0.313,0.033,0.74,,0.85,-0.51,93.6,,86.0,84.9,0.226,0.377,0.25,,,,0.205,0.426,0.391,0.143,0.429,0.133,70.0,86.0,72.0,103.0,104.0,108.0,0.024,0.191,-7.15,2.33,90.7,77.5,0.75,1.5,0.3,0.161,0.194,0.445,,,,,,,,,,,,,,,,,,,,,
2024-03-31,746815,Strikeout,strikeout,True,643217,663947,Andrew Benintendi,Tyler Holton,0,b94fdd0e-856e-42ca-a875-3991c41cec5d,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,80.0,96.0,87.0,114.0,95.0,103.0,84.0,106.0,102.0,0.133,0.253,0.172,0.214,3.56,2.42,2.57,-0.76,92.2,88.2,83.4,81.3,0.091,0.091,0.244,0.182,0.212,0.19,0.103,0.103,0.404,0.288,0.462,0.269,77.0,104.0,96.0,,,,0.214,,1.58,,91.8,,0.184,0.388,0.111,,,,109.0,84.0,91.0,0.014,2.27,79.3,,,,,,,,,,,,,,,
2024-04-01,746817,Lineout,field_out,True,643217,450203,Andrew Benintendi,Charlie Morton,0,6bf2b0cc-68d3-4430-9d8a-03ca3f6c3214,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,70.0,100.0,88.0,,,,75.0,92.0,87.0,0.277,0.095,,0.123,-2.02,-1.28,,0.94,93.8,88.6,85.0,,0.292,0.563,0.182,0.304,0.739,0.159,,,,0.186,0.302,0.347,82.0,101.0,93.0,,,,0.094,,0.73,,93.4,,0.303,0.455,0.094,0.179,0.256,0.336,119.0,99.0,107.0,0.412,1.39,81.4,,,,,,,,,,,,,,,
2024-04-01,746817,Groundout,field_out,True,643217,450203,Andrew Benintendi,Charlie Morton,0,a5edae86-df39-4b8b-a21a-0d009673dbf0,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,70.0,100.0,88.0,,,,75.0,92.0,87.0,0.277,0.095,,0.123,-2.02,-1.28,,0.94,93.8,88.6,85.0,,0.292,0.563,0.182,0.304,0.739,0.159,,,,0.186,0.302,0.347,82.0,101.0,93.0,,,,0.094,,0.73,,93.4,,0.303,0.455,0.094,0.179,0.256,0.336,119.0,99.0,107.0,0.412,1.39,81.4,,,,,,,,,,,,,,,
2024-04-01,746817,Flyout,field_out,True,643217,450203,Andrew Benintendi,Charlie Morton,0,21eeea32-01ed-4dbd-9a4c-98999284c812,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,70.0,100.0,88.0,,,,75.0,92.0,87.0,0.277,0.095,,0.123,-2.02,-1.28,,0.94,93.8,88.6,85.0,,0.292,0.563,0.182,0.304,0.739,0.159,,,,0.186,0.302,0.347,82.0,101.0,93.0,,,,0.094,,0.73,,93.4,,0.303,0.455,0.094,0.179,0.256,0.336,119.0,99.0,107.0,0.412,1.39,81.4,,,,,,,,,,,,,,,
2024-04-01,746817,Strikeout,strikeout,True,643217,554431,Andrew Benintendi,Tyler Matzek,0,d514ec90-11c6-41c8-85f4-28aa116f1067,554431.0,tylermatzek,Matzek,Left,Tyler Matzek,ATL,9.9,7.65,10.0,97.0,100.0,98.0,0.868,9.0,2.7,14.4,2.7,0.85,0.143,0.457,0.114,0.486,0.469,,,,101.0,96.0,95.0,101.0,102.0,105.0,63.0,-57.0,-60.0,0.67,0.006,0.324,,-3.94,-3.42,-0.07,,93.6,89.8,,83.3,0.414,0.793,0.129,,,,0.25,0.313,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,746814,Flyout,field_out,True,643217,625643,Andrew Benintendi,Reynaldo López,0,49fa347a-d5df-43b8-ac8b-6a23ad7cd652,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,0.57,,0.281,0.039,1.2,,1.06,-4.55,95.4,,86.0,84.7,0.263,0.366,0.175,,,,0.182,0.255,0.413,0.333,0.833,0.333,,,,,,,,,,,,,,,,0.132,0.184,0.343,81.0,100.0,104.0,0.11,2.51,77.0,,,,,,,,,,,,,,,
2024-04-02,746814,Strikeout,strikeout,True,643217,625643,Andrew Benintendi,Reynaldo López,0,d76f4a21-2b9e-4248-9357-a1ba982edb36,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,0.57,,0.281,0.039,1.2,,1.06,-4.55,95.4,,86.0,84.7,0.263,0.366,0.175,,,,0.182,0.255,0.413,0.333,0.833,0.333,,,,,,,,,,,,,,,,0.132,0.184,0.343,81.0,100.0,104.0,0.11,2.51,77.0,,,,,,,,,,,,,,,
2024-04-02,746814,Single,single,False,643217,625643,Andrew Benintendi,Reynaldo López,0,f3b94326-6922-49ef-9349-b1f4e56d9492,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,0.57,,0.281,0.039,1.2,,1.06,-4.55,95.4,,86.0,84.7,0.263,0.366,0.175,,,,0.182,0.255,0.413,0.333,0.833,0.333,,,,,,,,,,,,,,,,0.132,0.184,0.343,81.0,100.0,104.0,0.11,2.51,77.0,,,,,,,,,,,,,,,
2024-04-02,746814,Groundout,field_out,True,643217,572955,Andrew Benintendi,Pierce Johnson,0,ab380e37-9f98-495e-ba0c-62eccb66bfc9,572955.0,piercejohnson,Johnson,Right,Pierce Johnson,ATL,3.13,3.12,31.2,102.0,140.0,105.0,0.709,11.65,3.69,7.39,0.57,1.32,0.182,0.325,0.156,0.325,0.439,,,,96.0,93.0,88.0,,,,104.0,33.0,39.0,0.191,0.022,,,-0.29,-0.7,,,95.5,92.2,,,0.2,0.2,0.188,,,,,,,,,,,,,,,,,,,,,,,,,0.228,0.347,0.328,152.0,106.0,111.0,0.787,0.86,85.6,,,,,,,,,,,,,,,
2024-04-04,746327,Lineout,field_out,True,643217,607625,Andrew Benintendi,Seth Lugo,0,91e4f19d-43cc-47c0-9fd9-28621d163472,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.057,1.99,0.22,-0.63,0.16,92.4,91.0,87.5,85.3,0.183,0.275,0.159,0.375,0.375,0.186,0.278,0.556,0.172,0.2,0.25,0.321,71.0,102.0,92.0,,,,0.191,,0.6,,92.3,,0.278,0.426,0.124,0.175,0.275,0.366,124.0,103.0,112.0,0.268,1.06,79.3,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,
2024-04-04,746327,Fielders Choice,fielders_choice,False,643217,607625,Andrew Benintendi,Seth Lugo,1,e465955c-5f56-4d71-961f-332a7829cfa2,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.057,1.99,0.22,-0.63,0.16,92.4,91.0,87.5,85.3,0.183,0.275,0.159,0.375,0.375,0.186,0.278,0.556,0.172,0.2,0.25,0.321,71.0,102.0,92.0,,,,0.191,,0.6,,92.3,,0.278,0.426,0.124,0.175,0.275,0.366,124.0,103.0,112.0,0.268,1.06,79.3,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,
2024-04-04,746327,Groundout,field_out,True,643217,607625,Andrew Benintendi,Seth Lugo,0,34c773de-1a19-43cf-b666-1c558fc35f50,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.057,1.99,0.22,-0.63,0.16,92.4,91.0,87.5,85.3,0.183,0.275,0.159,0.375,0.375,0.186,0.278,0.556,0.172,0.2,0.25,0.321,71.0,102.0,92.0,,,,0.191,,0.6,,92.3,,0.278,0.426,0.124,0.175,0.275,0.366,124.0,103.0,112.0,0.268,1.06,79.3,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,
2024-04-04,746327,Flyout,field_out,True,643217,672582,Andrew Benintendi,Angel Zerpa,0,31d2a95e-99fe-4955-bfd1-d6220209edc2,672582.0,angelzerpa,Zerpa,Left,Angel Zerpa,KCR,3.31,4.1,35.1,105.0,89.0,103.0,0.868,8.41,2.55,10.19,0.76,2.48,0.36,0.243,0.162,0.288,0.481,58.0,102.0,90.0,71.0,99.0,89.0,113.0,108.0,114.0,,,,0.215,,0.251,0.114,0.75,,0.58,-3.88,95.4,,88.5,86.3,0.273,0.273,0.146,,,,0.233,0.367,0.176,0.313,0.688,0.2,94.0,106.0,106.0,,,,0.42,,-0.16,,96.0,,0.297,0.311,0.13,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746328,Groundout,field_out,True,643217,663903,Andrew Benintendi,Brady Singer,0,5cb5663a-dfa8-4d29-930c-2ee755576632,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,104.0,101.0,100.0,,,,0.137,,0.453,0.028,-1.75,,0.21,-3.58,91.6,,88.0,82.8,0.297,0.541,0.184,,,,0.333,1.0,0.267,0.3,0.4,0.143,79.0,102.0,92.0,,,,0.382,,0.62,,92.1,,0.278,0.418,0.103,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746328,Groundout,field_out,True,643217,663903,Andrew Benintendi,Brady Singer,0,c79c303d-f0c4-4454-bda8-a83618713312,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,104.0,101.0,100.0,,,,0.137,,0.453,0.028,-1.75,,0.21,-3.58,91.6,,88.0,82.8,0.297,0.541,0.184,,,,0.333,1.0,0.267,0.3,0.4,0.143,79.0,102.0,92.0,,,,0.382,,0.62,,92.1,,0.278,0.418,0.103,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746328,Groundout,field_out,True,643217,663903,Andrew Benintendi,Brady Singer,0,1ea56147-b998-4251-aecf-b738ceea3d78,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,104.0,101.0,100.0,,,,0.137,,0.453,0.028,-1.75,,0.21,-3.58,91.6,,88.0,82.8,0.297,0.541,0.184,,,,0.333,1.0,0.267,0.3,0.4,0.143,79.0,102.0,92.0,,,,0.382,,0.62,,92.1,,0.278,0.418,0.103,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746328,Groundout,field_out,True,643217,608717,Andrew Benintendi,Chris Stratton,0,e3e05869-4b64-4f5f-9551-4080b65c17a2,608717.0,chrisstratton,"Stratton, C",Right,Chris Stratton,KCR,4.85,3.85,39.0,95.0,94.0,97.0,0.771,8.54,5.77,6.23,0.69,1.43,0.286,0.371,0.276,0.19,0.403,88.0,98.0,99.0,80.0,94.0,89.0,107.0,97.0,101.0,,,,0.381,,0.225,0.072,-0.05,,1.37,1.81,92.0,,85.2,85.9,0.231,0.333,0.25,,,,0.176,0.294,0.172,0.2,0.2,0.4,76.0,97.0,97.0,,,,0.119,,0.21,,91.7,,0.211,0.474,0.179,0.156,0.281,0.322,123.0,98.0,108.0,0.204,0.57,79.2,,,,,,,,,,,,,,,
2024-04-06,746329,Flyout,field_out,True,643217,608379,Andrew Benintendi,Michael Wacha,0,d6da6742-f850-4884-bd80-e999743ec7db,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,97.0,94.0,93.0,81.0,96.0,91.0,0.233,0.109,0.101,0.318,-0.61,-0.79,-0.72,2.13,93.5,88.6,81.4,84.0,0.321,0.513,0.15,0.302,0.442,0.139,0.3,0.4,0.442,0.18,0.316,0.352,79.0,101.0,87.0,,,,0.152,,0.86,,93.4,,0.214,0.257,0.06,0.278,0.556,0.138,71.0,88.0,91.0,0.087,-0.88,75.0,,,,,,,,,,,,,,,
2024-04-06,746329,Strikeout,strikeout,True,643217,608379,Andrew Benintendi,Michael Wacha,0,ab1fa57b-be4a-4141-85d8-36da60a1ea2c,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,97.0,94.0,93.0,81.0,96.0,91.0,0.233,0.109,0.101,0.318,-0.61,-0.79,-0.72,2.13,93.5,88.6,81.4,84.0,0.321,0.513,0.15,0.302,0.442,0.139,0.3,0.4,0.442,0.18,0.316,0.352,79.0,101.0,87.0,,,,0.152,,0.86,,93.4,,0.214,0.257,0.06,0.278,0.556,0.138,71.0,88.0,91.0,0.087,-0.88,75.0,,,,,,,,,,,,,,,
2024-04-06,746329,Groundout,field_out,True,643217,608379,Andrew Benintendi,Michael Wacha,1,12152cea-b835-402e-b897-3919f174728d,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,97.0,94.0,93.0,81.0,96.0,91.0,0.233,0.109,0.101,0.318,-0.61,-0.79,-0.72,2.13,93.5,88.6,81.4,84.0,0.321,0.513,0.15,0.302,0.442,0.139,0.3,0.4,0.442,0.18,0.316,0.352,79.0,101.0,87.0,,,,0.152,,0.86,,93.4,,0.214,0.257,0.06,0.278,0.556,0.138,71.0,88.0,91.0,0.087,-0.88,75.0,,,,,,,,,,,,,,,
2024-04-06,746329,Lineout,field_out,True,643217,608717,Andrew Benintendi,Chris Stratton,0,6c4ab17f-ffb3-4336-80e5-338a356ec432,608717.0,chrisstratton,"Stratton, C",Right,Chris Stratton,KCR,4.85,3.85,39.0,95.0,94.0,97.0,0.771,8.54,5.77,6.23,0.69,1.43,0.286,0.371,0.276,0.19,0.403,88.0,98.0,99.0,80.0,94.0,89.0,107.0,97.0,101.0,,,,0.381,,0.225,0.072,-0.05,,1.37,1.81,92.0,,85.2,85.9,0.231,0.333,0.25,,,,0.176,0.294,0.172,0.2,0.2,0.4,76.0,97.0,97.0,,,,0.119,,0.21,,91.7,,0.211,0.474,0.179,0.156,0.281,0.322,123.0,98.0,108.0,0.204,0.57,79.2,,,,,,,,,,,,,,,
