date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2024-03-30,746818,Strikeout,strikeout,True,666150,628317,Dominic Fletcher,Kenta Maeda,0,bf5b6e55-58c4-4c10-8521-fab756247ce6,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,0.069,0.251,0.355,,-2.92,-0.54,-0.92,,90.5,,90.4,81.6,0.24,0.32,0.267,0.3,0.35,0.143,0.362,0.707,0.125,,,,80.0,77.0,79.0,109.0,104.0,107.0,0.301,0.023,0.11,-5.16,83.7,76.5,0.2,0.388,0.273,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-03-30,746818,Walk,walk,False,666150,628317,Dominic Fletcher,Kenta Maeda,0,21335c20-ecca-4991-bdb0-9cac449c95fb,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,0.069,0.251,0.355,,-2.92,-0.54,-0.92,,90.5,,90.4,81.6,0.24,0.32,0.267,0.3,0.35,0.143,0.362,0.707,0.125,,,,80.0,77.0,79.0,109.0,104.0,107.0,0.301,0.023,0.11,-5.16,83.7,76.5,0.2,0.388,0.273,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-03-30,746818,Flyout,field_out,True,666150,663947,Dominic Fletcher,Tyler Holton,0,cd19a35f-d2d6-4d52-91e9-071a2d074db2,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,0.214,0.133,0.172,0.214,3.56,1.58,2.57,-0.76,92.2,83.4,91.8,81.3,0.103,0.103,0.404,0.184,0.388,0.111,0.091,0.091,0.244,0.288,0.462,0.269,109.0,84.0,91.0,,,,,0.014,,2.27,,79.3,,,,,,,84.0,106.0,102.0,0.253,2.42,88.2,0.182,0.212,0.19,,,,,,,,,,,,
2024-03-30,746818,Flyout,field_out,True,666150,676684,Dominic Fletcher,Will Vest,0,852abe25-a2ee-4ba3-81de-caa0bc570161,676684.0,willvest,Vest,Right,Will Vest,DET,3.24,3.72,41.2,102.0,96.0,101.0,0.767,7.78,2.38,8.64,0.43,1.82,0.407,0.285,0.146,0.358,0.477,83.0,89.0,91.0,96.0,107.0,105.0,94.0,98.0,95.0,102.0,98.0,99.0,0.137,0.532,0.255,0.077,1.94,0.47,-1.7,3.23,95.8,88.4,94.4,86.6,0.347,0.51,0.337,0.318,0.455,0.216,0.219,0.26,0.233,0.0,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,746818,Strikeout,strikeout,True,666150,571946,Dominic Fletcher,Shelby Miller,0,1567d696-d9c4-4ccb-99a2-ed902be48555,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,DET,5.23,4.13,32.2,96.0,105.0,98.0,0.766,8.27,1.93,6.34,1.65,0.82,0.261,0.435,0.109,0.348,0.459,,,,109.0,97.0,97.0,,,,87.0,102.0,96.0,,0.607,0.177,,1.32,,-1.7,,93.2,,,88.3,0.25,0.583,0.238,,,,0.156,0.344,0.257,,,,,,,100.0,99.0,107.0,0.216,,-0.28,,86.6,,0.233,0.4,0.236,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,746815,Strikeout,strikeout,True,666150,656427,Dominic Fletcher,Jack Flaherty,0,c129cfcb-20a9-44e8-b426-9d1dbfed325b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,0.024,0.44,0.313,0.033,0.74,-7.15,0.85,-0.51,93.6,86.0,90.7,84.9,0.205,0.426,0.391,0.75,1.5,0.3,0.226,0.377,0.25,0.143,0.429,0.133,,,,,,,,,,,,,,,,0.161,0.194,0.445,,,,,,,,,,103.0,104.0,108.0,0.191,2.33,77.5,,,,,,
2024-03-31,746815,Groundout,field_out,True,666150,656427,Dominic Fletcher,Jack Flaherty,0,25abc997-481f-40b8-971d-0d2b351baf20,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,0.024,0.44,0.313,0.033,0.74,-7.15,0.85,-0.51,93.6,86.0,90.7,84.9,0.205,0.426,0.391,0.75,1.5,0.3,0.226,0.377,0.25,0.143,0.429,0.133,,,,,,,,,,,,,,,,0.161,0.194,0.445,,,,,,,,,,103.0,104.0,108.0,0.191,2.33,77.5,,,,,,
2024-04-01,746817,Single,single,False,666150,450203,Dominic Fletcher,Charlie Morton,0,0a2848ac-4a3f-4c4f-8cbe-b99d1c08d8a0,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,70.0,100.0,88.0,82.0,101.0,93.0,,,,0.094,0.277,,0.123,-2.02,0.73,,0.94,93.8,85.0,93.4,,,,,0.303,0.455,0.094,0.292,0.563,0.182,0.186,0.302,0.347,119.0,99.0,107.0,,,,,0.412,,1.39,,81.4,,,,0.179,0.256,0.336,75.0,92.0,87.0,0.095,-1.28,88.6,0.304,0.739,0.159,,,,,,,,,,,,
2024-04-01,746817,Lineout,field_out,True,666150,450203,Dominic Fletcher,Charlie Morton,0,28106673-d6da-4e55-8de5-1bd78bb96218,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,70.0,100.0,88.0,82.0,101.0,93.0,,,,0.094,0.277,,0.123,-2.02,0.73,,0.94,93.8,85.0,93.4,,,,,0.303,0.455,0.094,0.292,0.563,0.182,0.186,0.302,0.347,119.0,99.0,107.0,,,,,0.412,,1.39,,81.4,,,,0.179,0.256,0.336,75.0,92.0,87.0,0.095,-1.28,88.6,0.304,0.739,0.159,,,,,,,,,,,,
2024-04-01,746817,Strikeout,strikeout,True,666150,554431,Dominic Fletcher,Tyler Matzek,0,dd43cdb5-68ed-4827-b108-17de28081f99,554431.0,tylermatzek,Matzek,Left,Tyler Matzek,ATL,9.9,7.65,10.0,97.0,100.0,98.0,0.868,9.0,2.7,14.4,2.7,0.85,0.143,0.457,0.114,0.486,0.469,,,,101.0,96.0,95.0,,,,101.0,102.0,105.0,,0.67,0.324,,-3.94,,-0.07,,93.6,,,83.3,0.25,0.313,0.2,,,,0.414,0.793,0.129,,,,,,,,,,,,,,,,,,,,,,63.0,-57.0,-60.0,0.006,-3.42,89.8,,,,,,,,,,,,,,,
