date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,FS%,SL%,wFS/C,wSL/C,vFS,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ FS,Loc+ FS,Pit+ FS,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP,vSC (sc),SC%,wSC/C,ST_ba,ST_slg,ST_whiff
2024-06-02,745813,Walk,walk,False,620443,694297,Luis Torrens,Brandon Pfaadt,0,4c66ce05-64fc-4f97-b0dd-08dcaafe2dc3,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,0.211,0.35,0.041,0.102,1.3,0.11,-1.37,0.12,93.5,87.6,93.3,80.1,0.273,0.364,0.119,0.5,0.5,0.261,0.289,0.316,0.3,0.246,0.388,0.201,,,,141.0,111.0,118.0,0.01,0.286,0.39,0.32,89.6,84.5,0.186,0.421,0.35,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745813,Groundout,field_out,True,620443,694297,Luis Torrens,Brandon Pfaadt,0,9562d8f2-e0ee-4573-b0a8-73bd064742cb,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,0.211,0.35,0.041,0.102,1.3,0.11,-1.37,0.12,93.5,87.6,93.3,80.1,0.273,0.364,0.119,0.5,0.5,0.261,0.289,0.316,0.3,0.246,0.388,0.201,,,,141.0,111.0,118.0,0.01,0.286,0.39,0.32,89.6,84.5,0.186,0.421,0.35,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745813,Groundout,field_out,True,620443,679885,Luis Torrens,Justin Martinez,0,01b8611f-ab67-4a86-8652-bf7e87403a2b,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,,,,78.0,94.0,95.0,115.0,101.0,103.0,0.462,0.094,,,0.24,1.03,,,100.0,,100.1,,0.318,0.333,0.203,,,,,,,0.231,0.231,0.306,,,,118.0,100.0,108.0,0.226,0.218,1.83,2.47,89.8,89.5,0.091,0.227,0.492,0.091,0.114,0.486,,,,,,,103.0,108.0,108.0,,,,,,,,,,,,,,,,,,
2024-06-03,744854,Strikeout,strikeout,True,620443,669022,Luis Torrens,MacKenzie Gore,0,9a0ff595-65f6-4e1e-82b2-d2ce4ec8b0bd,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,,,,,0.549,0.198,0.092,0.21,,0.66,-1.82,96.4,85.9,,83.3,,,,0.217,0.265,0.356,0.321,0.607,0.512,0.284,0.408,0.239,,,,93.0,87.0,91.0,,0.161,,-0.7,,91.0,0.429,0.714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,744854,Strikeout,strikeout,True,620443,669022,Luis Torrens,MacKenzie Gore,1,9ff33a4e-29cd-4cc2-9a96-668467aef30b,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,,,,,0.549,0.198,0.092,0.21,,0.66,-1.82,96.4,85.9,,83.3,,,,0.217,0.265,0.356,0.321,0.607,0.512,0.284,0.408,0.239,,,,93.0,87.0,91.0,,0.161,,-0.7,,91.0,0.429,0.714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,744854,Double,double,False,620443,571670,Luis Torrens,Dylan Floro,1,3ab6833a-2563-415e-95e1-b2494f65b3f0,571670.0,dylanfloro,Floro,Right,Dylan Floro,WSN,2.11,3.1,47.0,106.0,75.0,96.0,0.809,7.28,2.3,7.09,0.0,1.66,0.293,0.338,0.18,0.331,0.455,68.0,115.0,101.0,,,,83.0,111.0,102.0,79.0,107.0,96.0,0.473,0.166,,0.08,2.92,2.15,,-0.67,90.0,84.1,90.2,,0.247,0.296,0.067,,,,0.308,0.308,0.296,0.182,0.182,0.226,,,,68.0,98.0,89.0,,0.28,,2.14,,83.6,0.167,0.19,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,744854,Strikeout,strikeout,True,620443,607179,Luis Torrens,Jordan Weems,0,2b43fe9e-9550-4906-895f-01c569504914,607179.0,jordanweems,Weems,Right,Jordan Weems,WSN,5.54,4.36,39.0,96.0,108.0,95.0,0.814,7.62,4.38,9.46,1.15,0.98,0.281,0.306,0.207,0.355,0.432,104.0,82.0,96.0,144.0,94.0,115.0,100.0,94.0,90.0,,,,,0.605,0.009,0.028,0.22,,-8.86,-14.18,96.1,87.4,,79.7,,,,,,,0.8,1.0,0.333,0.247,0.371,0.173,,,,122.0,99.0,103.0,,0.358,,-0.74,,87.7,0.241,0.466,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,744852,Home Run,home_run,False,620443,571578,Luis Torrens,Patrick Corbin,0,26360015-e357-4b2a-bc76-06b3bff53a2a,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,0.352,0.103,,0.05,-1.09,-1.8,,-4.62,91.3,81.2,91.4,,0.326,0.578,0.089,,,,0.4,0.65,0.275,0.324,0.541,0.117,,,,85.0,96.0,96.0,,0.316,,0.02,,79.7,0.25,0.384,0.352,,,,79.0,106.0,99.0,0.179,0.23,84.5,,,,0.253,0.38,0.236,,,,,,,,,,,,,,,
2024-06-05,744852,Home Run,home_run,False,620443,571578,Luis Torrens,Patrick Corbin,0,893fa323-e069-4ee4-b6e4-f3ad4bc04d98,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,0.352,0.103,,0.05,-1.09,-1.8,,-4.62,91.3,81.2,91.4,,0.326,0.578,0.089,,,,0.4,0.65,0.275,0.324,0.541,0.117,,,,85.0,96.0,96.0,,0.316,,0.02,,79.7,0.25,0.384,0.352,,,,79.0,106.0,99.0,0.179,0.23,84.5,,,,0.253,0.38,0.236,,,,,,,,,,,,,,,
2024-06-05,744852,Groundout,field_out,True,620443,607179,Luis Torrens,Jordan Weems,0,9187fab9-372b-4800-bd6f-ca9b9d49c1af,607179.0,jordanweems,Weems,Right,Jordan Weems,WSN,5.54,4.36,39.0,96.0,108.0,95.0,0.814,7.62,4.38,9.46,1.15,0.98,0.281,0.306,0.207,0.355,0.432,104.0,82.0,96.0,144.0,94.0,115.0,100.0,94.0,90.0,,,,,0.605,0.009,0.028,0.22,,-8.86,-14.18,96.1,87.4,,79.7,,,,,,,0.8,1.0,0.333,0.247,0.371,0.173,,,,122.0,99.0,103.0,,0.358,,-0.74,,87.7,0.241,0.466,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
