date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2024-05-25,745493,Walk,walk,False,678225,572955,Ji Hwan Bae,Pierce Johnson,0,859360d1-87df-4e6c-8940-0fd27b7f63ed,572955.0,piercejohnson,Johnson,Right,Pierce Johnson,ATL,3.13,3.12,31.2,102.0,140.0,105.0,0.709,11.65,3.69,7.39,0.57,1.32,0.182,0.325,0.156,0.325,0.439,,,,152.0,106.0,111.0,96.0,93.0,88.0,,,,104.0,33.0,39.0,,0.191,0.022,0.787,,-0.29,-0.7,,0.86,,95.5,92.2,,,85.6,,,,,,,,,,0.228,0.347,0.328,0.2,0.2,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26,745498,Strikeout,strikeout,True,678225,641729,Ji Hwan Bae,Joe Jiménez,0,cf5e5421-a4a0-4f22-9bef-6eff3d4687a6,641729.0,joejimenez,"Jiménez, J",Right,Joe Jiménez,ATL,2.58,2.32,38.1,104.0,103.0,106.0,0.715,9.16,3.52,5.63,0.23,0.87,0.23,0.47,0.152,0.222,0.455,68.0,112.0,113.0,,,,101.0,100.0,105.0,,,,,,,,0.471,,,0.051,1.25,,,,3.76,94.5,,88.7,,,,,,0.167,0.167,0.222,,,,,,,0.226,0.29,0.219,108.0,107.0,106.0,0.478,2.08,84.3,0.125,0.156,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,746468,Single,single,False,678225,672456,Ji Hwan Bae,Keider Montero,1,0ddc1f2e-5fa2-4e7a-aa40-7f6fe2cbd63d,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,,,,93.0,103.0,99.0,,,,,,,,0.444,,,0.103,-0.18,,,,-8.6,95.3,,85.9,,,,,,0.667,1.5,0.533,,,,0.375,0.688,0.185,0.265,0.51,0.191,106.0,94.0,100.0,0.333,2.93,83.1,0.103,0.103,0.359,,,,,,,,,,93.0,100.0,109.0,0.12,-5.91,79.1,,,,,,,,,,,,,,,
2024-05-29,746468,Strikeout,strikeout,True,678225,672456,Ji Hwan Bae,Keider Montero,0,a6db57b5-e568-497d-9fd6-27fa2f89794e,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,,,,93.0,103.0,99.0,,,,,,,,0.444,,,0.103,-0.18,,,,-8.6,95.3,,85.9,,,,,,0.667,1.5,0.533,,,,0.375,0.688,0.185,0.265,0.51,0.191,106.0,94.0,100.0,0.333,2.93,83.1,0.103,0.103,0.359,,,,,,,,,,93.0,100.0,109.0,0.12,-5.91,79.1,,,,,,,,,,,,,,,
2024-05-29,746468,Strikeout,strikeout,True,678225,666214,Ji Hwan Bae,Joey Wentz,0,4263646b-b3bd-4df1-afd1-e51b63a0a672,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,94.0,110.0,105.0,84.0,96.0,92.0,,,,88.0,99.0,95.0,,0.373,0.299,0.131,0.196,-1.7,-0.74,,1.03,-1.05,94.0,86.1,85.8,,79.4,,,,0.29,0.387,0.409,0.231,0.423,0.336,0.211,0.211,0.289,0.345,0.5,0.186,,,,0.001,-2.43,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,746468,Single,single,False,678225,605177,Ji Hwan Bae,Andrew Chafin,1,d8725beb-d1c7-4525-bd99-efa9ee414585,605177.0,andrewchafin,Chafin,Left,Andrew Chafin,DET,3.55,3.03,33.0,93.0,85.0,95.0,0.677,11.45,4.09,9.27,0.55,0.8,0.275,0.308,0.11,0.264,0.316,,,,,,,72.0,95.0,84.0,77.0,95.0,87.0,,,,0.388,0.156,,,,4.95,,-2.43,,,91.9,,,92.0,,0.5,0.674,0.127,,,,,,,,,,0.125,0.125,0.244,98.0,89.0,105.0,0.456,1.36,82.1,0.131,0.164,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,746467,Groundout,field_out,True,678225,669438,Ji Hwan Bae,Mason Englert,0,d54980d2-498e-4cc2-b208-e97780c7e783,669438.0,masonenglert,Englert,Right,Mason Englert,DET,5.95,5.22,19.2,101.0,94.0,102.0,0.74,6.41,1.83,10.07,1.83,0.83,0.242,0.485,0.106,0.303,0.373,123.0,110.0,114.0,83.0,111.0,119.0,75.0,96.0,88.0,79.0,91.0,89.0,,,,0.111,0.274,0.148,0.048,0.292,-1.7,-1.66,-7.72,2.47,-0.87,92.7,88.5,86.0,91.1,81.5,0.375,1.0,0.167,0.278,0.5,0.36,0.3,0.7,0.261,0.167,0.333,0.3,0.292,0.667,0.085,103.0,104.0,116.0,0.127,2.82,84.5,0.214,0.214,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-31,744928,Groundout,field_out,True,678225,621244,Ji Hwan Bae,José Berríos,0,865e5861-3d70-4ca3-b58a-ec1447c9ed9e,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.153,0.376,0.241,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,,,,,,,,,,,,,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,
2024-05-31,744928,Strikeout,strikeout,True,678225,621244,Ji Hwan Bae,José Berríos,0,ec14f432-9bce-4813-872c-d3d5c17e955e,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.153,0.376,0.241,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,,,,,,,,,,,,,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,
2024-05-31,744928,Groundout,field_out,True,678225,621244,Ji Hwan Bae,José Berríos,0,91205c4f-e961-4f5d-ac24-fb583e96e942,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.153,0.376,0.241,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,,,,,,,,,,,,,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,
2024-05-31,744928,Strikeout,strikeout,True,678225,663878,Ji Hwan Bae,Nate Pearson,1,ed9d3ad0-cde9-433f-9444-ffae4f803938,663878.0,natepearson,Pearson,Right,Nate Pearson,TOR,5.54,4.22,37.1,95.0,128.0,103.0,0.734,12.05,3.62,9.88,1.93,0.86,0.196,0.441,0.137,0.353,0.443,,,,132.0,92.0,102.0,125.0,91.0,94.0,107.0,107.0,112.0,,,,0.012,0.448,,0.127,,-2.31,,-30.79,-0.74,,97.6,,,97.4,80.8,0.667,2.667,0.167,,,,,,,0.158,0.316,0.381,0.342,0.548,0.182,130.0,101.0,112.0,0.412,0.95,87.7,0.212,0.385,0.42,76.0,153.0,162.0,0.002,16.57,88.3,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,744929,Single,single,False,678225,605135,Ji Hwan Bae,Chris Bassitt,1,fe1bc589-04f7-48a6-87d1-c5b4b819b9fa,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,78.0,103.0,94.0,0.413,0.03,0.202,0.145,0.053,-2.99,0.96,0.24,0.47,-0.92,92.7,89.7,84.5,92.6,70.8,0.337,0.412,0.111,0.25,0.45,0.098,0.152,0.253,0.271,0.193,0.281,0.282,0.25,0.5,0.286,123.0,97.0,108.0,0.108,-0.29,77.5,0.333,0.556,0.138,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171,,,,,,,,,,,,,,,,,,,,,
2024-06-02,744929,Groundout,field_out,True,678225,605135,Ji Hwan Bae,Chris Bassitt,0,edef6280-d10e-4eb0-abeb-eaa5f2890ee2,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,78.0,103.0,94.0,0.413,0.03,0.202,0.145,0.053,-2.99,0.96,0.24,0.47,-0.92,92.7,89.7,84.5,92.6,70.8,0.337,0.412,0.111,0.25,0.45,0.098,0.152,0.253,0.271,0.193,0.281,0.282,0.25,0.5,0.286,123.0,97.0,108.0,0.108,-0.29,77.5,0.333,0.556,0.138,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171,,,,,,,,,,,,,,,,,,,,,
2024-06-02,744929,Lineout,field_out,True,678225,605135,Ji Hwan Bae,Chris Bassitt,0,0a0c8014-6593-45ce-8fea-402927b95163,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,78.0,103.0,94.0,0.413,0.03,0.202,0.145,0.053,-2.99,0.96,0.24,0.47,-0.92,92.7,89.7,84.5,92.6,70.8,0.337,0.412,0.111,0.25,0.45,0.098,0.152,0.253,0.271,0.193,0.281,0.282,0.25,0.5,0.286,123.0,97.0,108.0,0.108,-0.29,77.5,0.333,0.556,0.138,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171,,,,,,,,,,,,,,,,,,,,,
2024-06-02,744929,Groundout,field_out,True,678225,670950,Ji Hwan Bae,Trevor Richards,0,ee077c8e-88dd-43c9-9121-874efd169c9d,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,,,,83.0,96.0,92.0,,,,,,,0.001,0.412,,,0.587,1.05,,-3.42,,0.94,92.1,,79.0,91.4,,,,,0.131,0.293,0.317,,,,,,,0.197,0.303,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,744929,Strikeout,strikeout,True,678225,554340,Ji Hwan Bae,Yimi García,0,f6147375-a25d-4367-ae05-c43b93c6e15f,554340.0,yimigarcia,"García, Y",Right,Yimi García,TOR,2.57,2.32,28.0,105.0,119.0,112.0,0.726,11.89,2.25,4.82,0.96,0.41,0.361,0.311,0.164,0.279,0.407,107.0,84.0,80.0,111.0,104.0,109.0,111.0,115.0,123.0,94.0,97.0,97.0,,,,0.191,0.335,,0.21,0.09,2.91,,2.05,0.28,0.7,96.7,,88.7,95.9,84.2,0.188,0.25,0.2,0.143,0.286,0.529,,,,0.308,0.538,0.25,0.116,0.279,0.356,174.0,107.0,124.0,0.175,2.46,86.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,747171,Groundout,field_out,True,678225,694297,Ji Hwan Bae,Brandon Pfaadt,0,2b655893-8306-4a99-9e84-c2bf050a2716,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,,,,0.223,0.33,,0.047,0.109,0.5,,0.28,-2.03,1.96,93.7,,87.4,93.5,80.5,0.269,0.35,0.117,0.213,0.23,0.328,,,,0.5,0.625,0.262,0.269,0.45,0.195,144.0,110.0,119.0,0.284,0.19,84.7,,,,,,,0.007,0.46,89.6,0.2,0.8,0.0,,,,,,,,,,0.208,0.443,0.355,,,,,,,,,
2024-07-27,747171,Sac Fly,sac_fly,True,678225,694297,Ji Hwan Bae,Brandon Pfaadt,1,01da8cba-ed05-4ff7-b3e9-9097326f5ae7,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,,,,0.223,0.33,,0.047,0.109,0.5,,0.28,-2.03,1.96,93.7,,87.4,93.5,80.5,0.269,0.35,0.117,0.213,0.23,0.328,,,,0.5,0.625,0.262,0.269,0.45,0.195,144.0,110.0,119.0,0.284,0.19,84.7,,,,,,,0.007,0.46,89.6,0.2,0.8,0.0,,,,,,,,,,0.208,0.443,0.355,,,,,,,,,
2024-07-27,747171,Strikeout,strikeout,True,678225,679885,Ji Hwan Bae,Justin Martinez,0,2edf9b7b-206d-4881-b0ea-5b1d545ff139,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,2.1,3.04,60.0,100.0,112.0,103.0,0.692,11.25,4.5,6.6,0.3,3.44,0.287,0.343,0.196,0.252,0.418,,,,,,,79.0,93.0,93.0,114.0,97.0,99.0,,,,0.46,0.094,,,,-0.69,,0.35,,,100.2,,,100.1,,0.316,0.367,0.201,,,,,,,,,,0.222,0.389,0.286,124.0,100.0,109.0,0.217,2.82,89.4,0.125,0.219,0.489,113.0,105.0,108.0,0.229,2.61,89.7,0.075,0.09,0.536,,,,,,,,,,,,,,,,,,,,,
2024-07-27,747171,Flyout,field_out,True,678225,686826,Ji Hwan Bae,Bryce Jarvis,0,93f6bbe1-7ea2-4a2b-abea-bd028077ae06,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.19,5.28,59.1,96.0,98.0,93.0,0.804,5.76,5.01,7.89,0.91,1.18,0.269,0.412,0.088,0.368,0.449,88.0,90.0,93.0,125.0,83.0,88.0,84.0,98.0,89.0,84.0,96.0,90.0,112.0,99.0,90.0,0.149,0.345,0.127,0.007,0.136,1.5,-1.67,1.42,5.82,-1.89,95.6,89.6,85.1,95.1,83.2,0.267,0.467,0.152,0.2,0.35,0.314,0.348,0.739,0.213,,,,0.214,0.286,0.15,125.0,96.0,104.0,0.236,0.69,86.4,0.233,0.288,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,747173,Groundout,field_out,True,678225,700270,Ji Hwan Bae,Yilber Diaz,0,207e4e31-554b-4b57-8a16-7cec33fc9770,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,4.05,4.29,20.0,90.0,74.0,89.0,0.822,6.3,3.6,8.1,0.9,0.95,0.311,0.311,0.131,0.377,0.441,,,,,,,73.0,93.0,86.0,,,,,,,,0.597,,,,-0.76,,,,,95.9,,,,,,,,,,,,,,0.143,0.286,0.357,0.278,0.5,0.105,86.0,99.0,103.0,0.253,1.04,83.4,0.154,0.154,0.407,,,,,,,,,,57.0,65.0,77.0,0.15,0.7,78.2,,,,,,,,,,,,,,,
2024-07-28,747173,Walk,walk,False,678225,700270,Ji Hwan Bae,Yilber Diaz,0,ce277356-90ee-4ea9-bc09-f707065d7c43,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,4.05,4.29,20.0,90.0,74.0,89.0,0.822,6.3,3.6,8.1,0.9,0.95,0.311,0.311,0.131,0.377,0.441,,,,,,,73.0,93.0,86.0,,,,,,,,0.597,,,,-0.76,,,,,95.9,,,,,,,,,,,,,,0.143,0.286,0.357,0.278,0.5,0.105,86.0,99.0,103.0,0.253,1.04,83.4,0.154,0.154,0.407,,,,,,,,,,57.0,65.0,77.0,0.15,0.7,78.2,,,,,,,,,,,,,,,
2024-07-28,747173,Strikeout,strikeout,True,678225,640462,Ji Hwan Bae,A.J. Puk,0,5425c6ba-4334-48c7-b3ba-a15c0eeecbac,640462.0,ajpuk,Puk,Left,A.J. Puk,- - -,3.43,2.95,57.2,102.0,114.0,105.0,0.731,10.14,3.9,6.71,0.47,0.97,0.227,0.4,0.213,0.28,0.456,118.0,111.0,110.0,,,,122.0,103.0,106.0,108.0,95.0,95.0,,,,0.172,0.414,,,0.018,2.6,,-0.37,,-1.92,95.3,,90.3,94.6,,0.294,0.471,0.108,0.4,0.4,0.4,,,,,,,0.132,0.176,0.303,102.0,106.0,111.0,0.364,-0.09,83.4,0.179,0.231,0.471,116.0,103.0,113.0,0.031,-4.01,84.4,0.444,0.667,0.111,,,,,,,,,,0.229,0.543,0.262,,,,,,,,,
