date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-07-31,747003,Groundout,field_out,True,665782,572143,Luis De Los Santos,Burch Smith,0,f82c88ee-c76e-4014-92c8-ed6bfd5ad939,572143.0,burchsmith,"Smith, B",Right,Burch Smith,- - -,4.68,4.94,50.0,100.0,105.0,101.0,0.827,7.38,1.98,10.44,1.08,1.17,0.252,0.442,0.129,0.368,0.472,124.0,69.0,80.0,101.0,90.0,98.0,108.0,101.0,101.0,97.0,54.0,53.0,129.0,112.0,125.0,0.003,0.504,0.071,0.192,0.009,0.76,14.87,-2.51,-1.15,1.37,94.8,85.3,92.8,83.4,80.0,0.237,0.381,0.245,,,,,,,0.313,0.469,0.1,,,,0.316,0.526,0.152,91.0,102.0,94.0,0.222,-1.55,87.6,0.388,0.531,0.196,,,,,,,,,,,,,,,,,,
2024-08-04,745718,Forceout,force_out,True,665782,543037,Luis De Los Santos,Gerrit Cole,1,e07a73d5-7b40-4d46-98a4-13c829512a7d,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,,,,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,,0.038,-0.79,,0.58,,-5.03,96.0,88.3,,88.3,,0.239,0.478,0.217,0.4,0.8,0.158,0.238,0.286,0.301,0.163,0.186,0.366,,,,,,,100.0,105.0,105.0,0.169,-1.7,91.2,0.378,0.703,0.233,103.0,99.0,106.0,0.19,2.48,82.9,,,,,,,,,,,,
2024-08-04,745718,Groundout,field_out,True,665782,543037,Luis De Los Santos,Gerrit Cole,0,4f5eb4b5-c431-4a89-95a5-31404dc6d5b9,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,,,,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,,0.038,-0.79,,0.58,,-5.03,96.0,88.3,,88.3,,0.239,0.478,0.217,0.4,0.8,0.158,0.238,0.286,0.301,0.163,0.186,0.366,,,,,,,100.0,105.0,105.0,0.169,-1.7,91.2,0.378,0.703,0.233,103.0,99.0,106.0,0.19,2.48,82.9,,,,,,,,,,,,
2024-08-04,745718,Walk,walk,False,665782,596133,Luis De Los Santos,Luke Weaver,0,1c225e77-9c24-4838-9951-a2a19a593f44,596133.0,lukeweaver,Weaver,Right,Luke Weaver,NYY,3.17,3.81,71.0,98.0,123.0,103.0,0.707,9.89,2.92,5.83,1.14,0.85,0.208,0.427,0.14,0.281,0.36,109.0,103.0,103.0,,,,138.0,96.0,104.0,,,,,,,,0.464,,,0.288,0.45,,,,0.65,95.5,88.5,,,,0.192,0.374,0.295,0.176,0.282,0.437,,,,,,,,,,,,,110.0,99.0,103.0,0.236,1.36,91.3,0.182,0.424,0.216,101.0,69.0,82.0,0.012,1.45,82.6,,,,,,,,,,,,
2024-08-04,745718,Groundout,field_out,True,665782,660853,Luis De Los Santos,Enyel De Los Santos,0,a45ca0a2-5fd5-4fe1-85ea-0011432ad943,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,- - -,5.8,5.07,49.2,104.0,91.0,100.0,0.719,10.51,3.08,9.97,2.36,0.62,0.348,0.411,0.199,0.333,0.475,74.0,94.0,84.0,,,,78.0,105.0,97.0,,,,110.0,104.0,106.0,,0.477,0.445,,0.078,-1.99,,0.06,,-3.74,95.5,87.8,,86.5,,0.327,0.635,0.212,0.286,0.643,0.379,0.21,0.457,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,744895,Groundout,field_out,True,665782,676664,Luis De Los Santos,JP Sears,0,383ee734-9900-4209-994e-74fb7b9e6cfa,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.35,4.35,144.2,100.0,93.0,95.0,0.791,7.03,2.36,8.59,1.31,0.85,0.239,0.423,0.166,0.341,0.444,87.0,95.0,84.0,,,,74.0,102.0,94.0,90.0,101.0,88.0,119.0,99.0,105.0,0.109,0.354,0.351,,0.187,-0.39,1.05,-0.46,,0.0,92.0,84.2,90.1,78.9,,0.213,0.431,0.274,0.306,0.417,0.209,0.273,0.659,0.234,,,,0.295,0.41,0.116,0.246,0.403,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,744895,Single,single,False,665782,676664,Luis De Los Santos,JP Sears,0,a97c1253-ed64-4f8c-b5db-f462e64c3ec7,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.35,4.35,144.2,100.0,93.0,95.0,0.791,7.03,2.36,8.59,1.31,0.85,0.239,0.423,0.166,0.341,0.444,87.0,95.0,84.0,,,,74.0,102.0,94.0,90.0,101.0,88.0,119.0,99.0,105.0,0.109,0.354,0.351,,0.187,-0.39,1.05,-0.46,,0.0,92.0,84.2,90.1,78.9,,0.213,0.431,0.274,0.306,0.417,0.209,0.273,0.659,0.234,,,,0.295,0.41,0.116,0.246,0.403,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,744895,Double,double,False,665782,671305,Luis De Los Santos,Michel Otañez,1,b37c11aa-0f62-453c-8aaf-ef5d70a3570c,671305.0,michelotanez,Otañez,Right,Michel Otañez,OAK,4.76,2.77,22.2,96.0,115.0,101.0,0.639,14.29,4.37,8.34,0.79,0.9,0.245,0.358,0.208,0.245,0.399,,,,,,,135.0,93.0,101.0,106.0,95.0,97.0,99.0,97.0,101.0,0.191,0.396,0.413,,,-0.51,-2.22,2.01,,,98.1,,97.4,85.1,,0.214,0.321,0.342,,,,0.179,0.205,0.532,,,,0.381,0.619,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,745861,Strikeout,strikeout,True,665782,641927,Luis De Los Santos,Bailey Ober,0,a5661d8f-a71a-450f-af29-a1d80f20d7e1,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,,,,74.0,102.0,102.0,,0.395,0.113,0.011,0.274,0.07,,1.61,1.77,2.38,91.8,83.4,,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,83.0,104.0,100.0,0.208,-0.21,86.3,0.25,0.45,0.231,,,,,,,,,,,,,,,,,,
2024-09-01,745861,Flyout,field_out,True,665782,641927,Luis De Los Santos,Bailey Ober,0,9126d061-c52d-4e81-b110-8dc87ee9449a,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,,,,74.0,102.0,102.0,,0.395,0.113,0.011,0.274,0.07,,1.61,1.77,2.38,91.8,83.4,,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,83.0,104.0,100.0,0.208,-0.21,86.3,0.25,0.45,0.231,,,,,,,,,,,,,,,,,,
