date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-06-08,746786,Lineout,field_out,True,676113,678394,Zach DeLoach,Brayan Bello,0,87a54b48-ac0a-458d-a32a-66fa99184f09,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,,,,,,,0.402,0.023,,,0.285,,0.29,6.0,,,-1.35,-1.46,,0.33,96.3,,,87.3,95.8,86.9,,0.364,0.536,0.12,,,,,,,0.291,0.465,0.352,,,,0.168,0.345,0.363,0.0,0.0,0.15,,,,,,,,,
2024-06-08,746786,Groundout,field_out,True,676113,678394,Zach DeLoach,Brayan Bello,0,74db2683-1d26-4d7a-99c3-46ebb19c44d4,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,,,,,,,0.402,0.023,,,0.285,,0.29,6.0,,,-1.35,-1.46,,0.33,96.3,,,87.3,95.8,86.9,,0.364,0.536,0.12,,,,,,,0.291,0.465,0.352,,,,0.168,0.345,0.363,0.0,0.0,0.15,,,,,,,,,
2024-06-08,746786,Walk,walk,False,676113,678394,Zach DeLoach,Brayan Bello,1,90803f14-ab1a-45e9-b3a6-dbff26dd3999,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,,,,,,,0.402,0.023,,,0.285,,0.29,6.0,,,-1.35,-1.46,,0.33,96.3,,,87.3,95.8,86.9,,0.364,0.536,0.12,,,,,,,0.291,0.465,0.352,,,,0.168,0.345,0.363,0.0,0.0,0.15,,,,,,,,,
2024-06-08,746786,Walk,walk,False,676113,502624,Zach DeLoach,Chase Anderson,0,8d0ff2dd-9e41-4078-bf24-3b4f12c64564,502624.0,chaseanderson,Anderson,Right,Chase Anderson,BOS,4.59,4.27,49.0,100.0,107.0,100.0,0.761,5.88,2.94,7.16,1.65,0.66,0.261,0.386,0.19,0.275,0.419,122.0,107.0,111.0,94.0,94.0,88.0,77.0,95.0,85.0,83.0,91.0,82.0,123.0,98.0,101.0,101.0,100.0,98.0,,,,0.019,0.139,0.333,,0.164,0.045,0.3,-1.5,-1.81,,4.28,2.12,1.44,1.79,93.5,88.7,,83.9,92.9,80.5,78.8,0.0,0.0,0.125,0.333,0.667,0.178,,,,0.132,0.237,0.273,,,,0.148,0.279,0.327,0.3,0.35,0.25,,,,,,,,,
2024-06-10,745248,Groundout,field_out,True,676113,669302,Zach DeLoach,Logan Gilbert,0,5cfbacd3-e433-45e8-96e4-6c1ad5d6f8e3,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,,1.7,0.97,1.26,-0.93,1.89,1.7,,96.2,92.2,84.1,,94.9,88.2,83.0,,,,0.232,0.435,0.255,0.154,0.282,0.324,0.205,0.358,0.35,0.082,0.164,0.468,,,,0.208,0.369,0.19,,,,,,,,,
2024-06-10,745248,Flyout,field_out,True,676113,669302,Zach DeLoach,Logan Gilbert,0,511d341f-04b2-429a-8ee5-95e09492bd8f,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,,1.7,0.97,1.26,-0.93,1.89,1.7,,96.2,92.2,84.1,,94.9,88.2,83.0,,,,0.232,0.435,0.255,0.154,0.282,0.324,0.205,0.358,0.35,0.082,0.164,0.468,,,,0.208,0.369,0.19,,,,,,,,,
2024-06-10,745248,Groundout,field_out,True,676113,669302,Zach DeLoach,Logan Gilbert,1,7ae31b15-ef6d-470b-aae2-561dd04d906b,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,,1.7,0.97,1.26,-0.93,1.89,1.7,,96.2,92.2,84.1,,94.9,88.2,83.0,,,,0.232,0.435,0.255,0.154,0.282,0.324,0.205,0.358,0.35,0.082,0.164,0.468,,,,0.208,0.369,0.19,,,,,,,,,
2024-06-11,745244,Single,single,False,676113,646242,Zach DeLoach,Jhonathan Diaz,1,ecf55ac7-33a4-42ad-8e3c-181d8980a9a0,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,,,,,,,0.22,0.28,,,0.122,0.146,0.232,0.23,,,-1.84,-7.04,-10.81,-0.97,90.6,,,81.1,88.2,79.0,73.0,0.667,0.667,0.111,,,,0.667,1.667,0.0,0.429,0.429,0.25,,,,0.2,0.2,0.1,0.143,0.571,0.214,,,,,,,,,
2024-06-11,745244,Strikeout,strikeout,True,676113,646242,Zach DeLoach,Jhonathan Diaz,1,bd2b606d-d9fa-4445-aa82-9adc38bf9082,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,,,,,,,0.22,0.28,,,0.122,0.146,0.232,0.23,,,-1.84,-7.04,-10.81,-0.97,90.6,,,81.1,88.2,79.0,73.0,0.667,0.667,0.111,,,,0.667,1.667,0.0,0.429,0.429,0.25,,,,0.2,0.2,0.1,0.143,0.571,0.214,,,,,,,,,
2024-06-11,745244,Forceout,force_out,True,676113,646242,Zach DeLoach,Jhonathan Diaz,1,6c99a85f-00b4-4262-9f97-00e7fd000753,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,,,,,,,0.22,0.28,,,0.122,0.146,0.232,0.23,,,-1.84,-7.04,-10.81,-0.97,90.6,,,81.1,88.2,79.0,73.0,0.667,0.667,0.111,,,,0.667,1.667,0.0,0.429,0.429,0.25,,,,0.2,0.2,0.1,0.143,0.571,0.214,,,,,,,,,
2024-06-12,745246,Single,single,False,676113,682243,Zach DeLoach,Bryce Miller,0,42f3a689-db64-4ede-a873-ac30e7798835,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,,,1.42,-3.96,0.84,1.27,-1.33,,,95.1,92.3,83.8,,94.6,83.8,,0.245,0.362,0.094,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.181,0.266,0.256,,,,0.197,0.349,0.276,66.0,82.0,91.0,0.014,4.17,85.5,,,
2024-06-12,745246,Strikeout,strikeout,True,676113,682243,Zach DeLoach,Bryce Miller,1,f7f93f1b-aa53-40db-87f1-a15f35c0e35c,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,,,1.42,-3.96,0.84,1.27,-1.33,,,95.1,92.3,83.8,,94.6,83.8,,0.245,0.362,0.094,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.181,0.266,0.256,,,,0.197,0.349,0.276,66.0,82.0,91.0,0.014,4.17,85.5,,,
2024-06-12,745246,Strikeout,strikeout,True,676113,682243,Zach DeLoach,Bryce Miller,0,b268268f-808c-423f-b5a6-29b6cfdf9407,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,,,,122.0,103.0,106.0,99.0,100.0,98.0,120.0,95.0,99.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.439,0.015,0.174,0.169,,,1.42,-3.96,0.84,1.27,-1.33,,,95.1,92.3,83.8,,94.6,83.8,,0.245,0.362,0.094,0.5,0.75,0.1,0.0,0.0,0.25,0.333,0.593,0.118,0.181,0.266,0.256,,,,0.197,0.349,0.276,66.0,82.0,91.0,0.014,4.17,85.5,,,
2024-06-12,745246,Groundout,field_out,True,676113,663423,Zach DeLoach,Trent Thornton,1,346ead67-0570-493c-8ddc-6901aa59299c,663423.0,trentthornton,Thornton,Right,Trent Thornton,SEA,3.77,3.54,43.0,100.0,113.0,109.0,0.755,9.42,2.3,6.49,0.84,1.03,0.2,0.427,0.191,0.309,0.434,108.0,143.0,138.0,116.0,101.0,118.0,117.0,108.0,114.0,87.0,91.0,85.0,116.0,100.0,111.0,,,,,,,0.128,0.16,,,0.595,0.09,0.027,-0.04,,,2.1,1.33,2.67,-4.87,95.6,,,88.0,94.7,85.7,82.0,0.176,0.353,0.178,,,,0.111,0.167,0.382,0.194,0.306,0.267,,,,0.375,0.375,0.091,0.273,0.545,0.302,,,,,,,,,
2024-06-13,745245,Strikeout,strikeout,True,676113,662253,Zach DeLoach,Andrés Muñoz,0,d9fdfa49-35a9-45ac-b5fd-04dc36c67fa0,662253.0,andresmunoz,"Muñoz, A",Right,Andrés Muñoz,SEA,1.41,2.68,38.1,96.0,118.0,100.0,0.646,10.8,4.23,5.17,0.47,1.96,0.326,0.314,0.198,0.267,0.323,,,,,,,95.0,96.0,94.0,107.0,90.0,93.0,136.0,98.0,107.0,,,,,,,0.239,0.276,,,0.485,,,1.8,,,1.38,1.77,,,98.4,,,,97.5,87.6,,0.185,0.185,0.438,,,,,,,0.159,0.217,0.437,,,,,,,0.167,0.278,0.203,,,,,,,,,
2024-09-01,746750,Groundout,field_out,True,676113,657585,Zach DeLoach,Reed Garrett,0,7417f812-ab97-4a35-b9da-71564247986b,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.42,3.03,52.2,93.0,119.0,97.0,0.647,13.16,4.61,7.35,1.03,1.24,0.239,0.419,0.256,0.256,0.346,,,,,,,126.0,87.0,91.0,92.0,87.0,81.0,124.0,97.0,105.0,107.0,100.0,95.0,122.0,93.0,100.0,0.128,0.161,0.233,0.278,0.2,,,-4.02,1.31,2.24,-1.34,1.27,,,96.6,91.5,88.1,,96.3,84.9,,0.333,0.611,0.25,0.275,0.475,0.349,,,,,,,0.122,0.135,0.527,,,,0.4,0.733,0.292,,,,,,,0.167,0.2,0.35
2024-09-02,746992,Strikeout,strikeout,True,676113,669203,Zach DeLoach,Corbin Burnes,0,f714132b-a318-4bb3-a13b-e69f683626fd,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.18,3.49,175.1,103.0,117.0,107.0,0.743,8.06,2.21,8.11,1.08,1.38,0.205,0.421,0.192,0.285,0.402,110.0,100.0,104.0,109.0,101.0,106.0,,,,105.0,95.0,89.0,133.0,106.0,121.0,120.0,105.0,107.0,,,,0.084,,0.442,,0.149,0.219,0.107,,0.91,,-0.46,0.57,0.5,0.11,,95.4,,89.1,97.0,87.3,80.3,0.235,0.412,0.157,0.267,0.389,0.177,0.197,0.331,0.379,0.204,0.301,0.448,,,,0.203,0.356,0.376,,,,,,,,,,,,
2024-09-02,746992,Single,single,False,676113,669203,Zach DeLoach,Corbin Burnes,0,c97f3dd4-be8a-4bf6-825d-09e39fed682c,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.18,3.49,175.1,103.0,117.0,107.0,0.743,8.06,2.21,8.11,1.08,1.38,0.205,0.421,0.192,0.285,0.402,110.0,100.0,104.0,109.0,101.0,106.0,,,,105.0,95.0,89.0,133.0,106.0,121.0,120.0,105.0,107.0,,,,0.084,,0.442,,0.149,0.219,0.107,,0.91,,-0.46,0.57,0.5,0.11,,95.4,,89.1,97.0,87.3,80.3,0.235,0.412,0.157,0.267,0.389,0.177,0.197,0.331,0.379,0.204,0.301,0.448,,,,0.203,0.356,0.376,,,,,,,,,,,,
2024-09-02,746992,Groundout,field_out,True,676113,608344,Zach DeLoach,Cole Irvin,0,66ad1e71-a025-4324-9d74-e2eb8ed18dfc,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.86,5.7,107.1,102.0,79.0,94.0,0.85,6.37,2.1,10.57,1.43,0.96,0.25,0.42,0.118,0.346,0.482,68.0,107.0,100.0,101.0,98.0,103.0,62.0,100.0,85.0,76.0,101.0,89.0,86.0,120.0,118.0,88.0,104.0,93.0,,,,0.198,0.272,0.102,,0.042,0.254,0.132,-1.16,-0.62,,-0.09,-3.25,-0.2,-1.22,91.9,85.9,,84.9,91.5,78.0,77.3,0.295,0.484,0.08,0.333,0.563,0.184,0.281,0.416,0.181,0.25,0.438,0.196,,,,0.274,0.438,0.254,0.299,0.598,0.16,,,,,,,,,
2024-09-02,746992,Groundout,field_out,True,676113,608344,Zach DeLoach,Cole Irvin,0,0a7e6e69-5872-4fb5-8058-cb91e60cc979,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.86,5.7,107.1,102.0,79.0,94.0,0.85,6.37,2.1,10.57,1.43,0.96,0.25,0.42,0.118,0.346,0.482,68.0,107.0,100.0,101.0,98.0,103.0,62.0,100.0,85.0,76.0,101.0,89.0,86.0,120.0,118.0,88.0,104.0,93.0,,,,0.198,0.272,0.102,,0.042,0.254,0.132,-1.16,-0.62,,-0.09,-3.25,-0.2,-1.22,91.9,85.9,,84.9,91.5,78.0,77.3,0.295,0.484,0.08,0.333,0.563,0.184,0.281,0.416,0.181,0.25,0.438,0.196,,,,0.274,0.438,0.254,0.299,0.598,0.16,,,,,,,,,
2024-09-03,746991,Groundout,field_out,True,676113,518886,Zach DeLoach,Craig Kimbrel,0,7566b9f5-924e-4078-b8d1-b9b0ba849def,518886.0,craigkimbrel,Kimbrel,Right,Craig Kimbrel,BAL,4.35,4.08,51.2,96.0,113.0,101.0,0.718,12.37,5.05,6.45,1.22,0.72,0.319,0.328,0.176,0.328,0.429,,,,,,,111.0,97.0,98.0,,,,84.0,117.0,128.0,,,,,,,,0.659,,,0.052,,0.001,-0.09,,,,1.38,,5.43,93.9,,,89.9,,85.6,,,,,,,,0.227,0.227,0.348,,,,,,,,,,0.2,0.423,0.294,117.0,93.0,104.0,0.288,0.23,84.3,0.077,0.077,0.444
2024-09-08,746910,Flyout,field_out,True,676113,690916,Zach DeLoach,Richard Fitts,0,270598c5-2c58-4787-bfa7-a34c5049e001,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,,,,,,,104.0,97.0,94.0,,,,125.0,113.0,119.0,,,,152.0,134.0,142.0,,0.47,,0.03,0.5,,,-0.53,,-1.73,,3.43,,,94.4,,88.6,,,83.7,,,,,,,,,,,0.273,0.273,0.077,,,,,,,0.167,0.167,0.067,,,,,,,0.5,0.5,0.333
2024-09-08,746910,Groundout,field_out,True,676113,690916,Zach DeLoach,Richard Fitts,0,dd5d3b8e-b726-47bc-99cd-be0a82689d82,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,,,,,,,104.0,97.0,94.0,,,,125.0,113.0,119.0,,,,152.0,134.0,142.0,,0.47,,0.03,0.5,,,-0.53,,-1.73,,3.43,,,94.4,,88.6,,,83.7,,,,,,,,,,,0.273,0.273,0.077,,,,,,,0.167,0.167,0.067,,,,,,,0.5,0.5,0.333
