date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/08/28,6:40 PM.,ATL,COL,home,Partly Cloudy.,79,2.2,4,2,2,2,1,1,42,5.50
2023/08/23,6:40 PM.,TB,COL,away,Dome.,72,6.0,7,3,3,2,4,2,82,5.48
2023/08/16,1:10 PM.,AZ,COL,home,Partly Cloudy.,95,5.1,7,6,6,3,1,1,93,5.52
2023/08/11,7:15 PM.,LAD,COL,away,Clear.,73,5.0,8,2,2,1,2,0,78,5.33
2023/08/06,1:16 PM.,STL,COL,away,Partly Cloudy.,83,6.0,6,0,0,3,2,0,79,5.40
2023/07/31,9:00 PM.,SD,COL,home,Rain.,70,6.0,6,2,2,2,5,0,83,5.68
2023/07/25,8:30 PM.,WSH,COL,away,Partly Cloudy.,82,6.0,6,1,0,0,4,0,87,5.83
2023/07/19,1:10 PM.,HOU,COL,home,Cloudy.,90,6.0,8,4,4,0,5,1,94,6.18
2023/07/14,6:40 PM.,NYY,COL,home,Partly Cloudy.,82,6.0,6,2,2,0,2,1,78,6.19
2023/07/07,7:16 PM.,SF,COL,away,Clear.,60,6.0,5,2,2,0,1,1,82,6.40
2023/06/30,6:10 PM.,DET,COL,home,Partly Cloudy.,66,7.0,6,3,2,1,7,0,84,6.64
2023/06/25,1:11 PM.,LAA,COL,home,Sunny.,73,5.0,5,2,2,1,3,0,71,7.01
2023/06/19,7:11 PM.,CIN,COL,away,Drizzle.,71,5.1,5,5,4,0,6,3,88,7.25
2023/06/14,9:12 PM.,BOS,COL,away,Cloudy.,64,6.0,6,3,3,1,5,0,91,7.29
2023/06/09,6:40 PM.,SD,COL,home,Cloudy.,70,4.0,11,7,7,2,1,3,85,7.57
2023/06/03,3:10 PM.,KC,COL,away,Partly Cloudy.,89,2.2,6,2,2,3,4,1,74,6.99
2023/05/28,1:09 PM.,NYM,COL,home,Partly Cloudy.,76,4.0,8,6,6,3,3,1,69,7.00
2023/05/23,6:39 PM.,MIA,COL,home,Partly Cloudy.,75,5.2,4,3,3,1,2,2,75,6.48
2023/05/17,1:09 PM.,CIN,COL,home,Partly Cloudy.,77,4.1,8,5,5,2,1,1,84,6.70
2023/05/12,6:39 PM.,PHI,COL,home,Overcast.,59,6.2,5,3,3,0,6,2,77,6.30
2023/05/06,4:12 PM.,NYM,COL,away,Sunny.,71,6.0,5,2,2,2,3,0,86,6.75
2023/04/30,1:10 PM.,AZ,COL,home,Partly Cloudy.,65,6.0,3,1,1,2,4,1,89,7.57
2023/04/24,6:09 PM.,CLE,COL,away,Clear.,44,5.0,3,0,0,3,3,0,83,9.28
2023/04/19,1:10 PM.,PIT,COL,home,Cloudy.,55,2.0,9,9,9,3,1,1,59,12.12
2023/04/14,7:10 PM.,SEA,COL,away,Clear.,56,3.2,6,5,5,4,2,1,86,8.16
2023/04/08,6:10 PM.,WSH,COL,home,Cloudy.,65,4.2,7,5,5,1,5,1,82,6.75
2023/04/02,1:11 PM.,SD,COL,away,Sunny.,62,6.0,4,3,3,1,4,2,79,4.50
