date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/30,6:37 PM.,PIT,MIA,away,Cloudy.,75,2.0,4,1,0,0,4,0,51,3.81
2023/09/22,6:41 PM.,MIL,MIA,home,Roof Closed.,72,1.2,2,3,3,2,0,1,37,3.96
2023/09/20,6:41 PM.,NYM,MIA,home,Roof Closed.,72,1.1,3,3,3,1,2,1,34,3.54
2023/09/16,4:10 PM.,ATL,MIA,home,Roof Closed.,72,2.0,1,0,0,0,0,0,25,3.06
2023/09/14,1:10 PM.,MIL,MIA,away,Partly Cloudy.,70,1.1,0,0,0,1,2,0,24,3.20
2023/09/12,6:40 PM.,MIL,MIA,away,Roof Closed.,68,1.2,1,0,0,0,0,0,25,3.30
2023/09/10,1:09 PM.,PHI,MIA,away,Partly Cloudy.,74,1.0,1,0,0,0,2,0,20,3.43
2023/09/07,6:40 PM.,LAD,MIA,home,Roof Closed.,72,1.1,6,5,5,2,0,0,38,3.51
2023/09/01,7:05 PM.,WSH,MIA,away,Clear.,75,2.0,1,0,0,0,2,0,17,2.50
2023/08/29,6:40 PM.,TB,MIA,home,Roof Closed.,72,0.2,2,2,2,0,0,2,15,2.63
2023/08/19,6:10 PM.,LAD,MIA,away,Cloudy.,77,1.0,0,0,0,0,2,0,12,2.19
2023/08/16,6:42 PM.,HOU,MIA,home,Roof Closed.,72,1.1,0,0,0,0,1,0,16,2.25
2023/08/15,6:41 PM.,HOU,MIA,home,Roof Closed.,72,0.2,0,0,0,1,1,0,14,2.34
2023/08/11,6:42 PM.,NYY,MIA,home,Roof Closed.,72,3.2,2,0,0,3,6,0,59,2.38
2023/08/05,3:09 PM.,TEX,MIA,away,Roof Closed.,74,3.0,3,3,3,3,4,1,59,2.67
2023/07/30,1:42 PM.,DET,MIA,home,Roof Closed.,72,1.1,1,0,0,1,2,0,26,1.98
2023/07/25,6:41 PM.,TB,MIA,away,Dome.,72,3.1,4,1,1,0,3,1,49,2.08
2023/07/21,6:42 PM.,COL,MIA,home,Roof Closed.,72,4.0,0,0,0,1,8,0,54,1.99
2023/07/16,1:36 PM.,BAL,MIA,away,Cloudy.,81,3.0,0,2,0,1,3,0,48,2.41
2023/07/06,6:41 PM.,STL,MIA,home,Roof Closed.,72,1.0,2,1,1,1,1,0,19,2.87
2023/07/05,6:40 PM.,STL,MIA,home,Roof Closed.,72,1.0,2,1,1,1,0,0,22,2.45
2023/07/01,4:11 PM.,ATL,MIA,away,Sunny.,95,3.2,0,0,0,1,3,0,51,1.98
2023/06/03,4:11 PM.,OAK,MIA,home,Roof Closed.,72,3.0,4,1,1,2,3,0,61,2.70
2023/04/23,1:40 PM.,CLE,MIA,away,Cloudy.,46,2.0,5,3,2,1,0,0,47,2.57
2023/04/19,1:11 PM.,SF,MIA,home,Roof Closed.,72,2.0,1,0,0,1,1,0,35,0.00
2023/04/16,1:41 PM.,AZ,MIA,home,Roof Closed.,72,3.0,1,0,0,0,2,0,25,0.00
