date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/27,6:12 PM.,CIN,CLE,home,Cloudy.,71,6.0,5,1,1,0,7,0,82,3.80
2023/09/22,7:10 PM.,BAL,CLE,home,Clear.,72,5.0,6,5,4,1,5,0,81,3.91
2023/07/09,1:41 PM.,KC,CLE,home,Partly Cloudy.,73,6.1,9,4,4,0,6,1,91,3.77
2023/07/04,7:10 PM.,ATL,CLE,home,Clear.,82,4.2,6,4,4,5,4,1,97,3.66
2023/06/29,1:10 PM.,KC,CLE,away,Sunny.,87,6.0,2,0,0,1,8,0,81,3.48
2023/06/23,7:10 PM.,MIL,CLE,home,Cloudy.,68,5.0,5,4,4,2,8,1,82,3.69
2023/06/17,7:10 PM.,AZ,CLE,away,Roof Closed.,78,7.1,7,5,5,2,5,3,99,3.51
2023/06/11,12:40 PM.,HOU,CLE,home,Partly Cloudy.,78,7.0,3,0,0,1,9,0,104,3.29
2023/06/06,7:10 PM.,BOS,CLE,home,Partly Cloudy.,68,5.2,5,1,1,1,2,0,95,3.57
2023/05/31,3:05 PM.,BAL,CLE,away,Sunny.,79,4.0,8,7,7,2,4,1,82,3.72
2023/05/26,7:10 PM.,STL,CLE,home,Clear.,63,6.2,5,2,2,4,2,0,108,3.04
2023/05/21,7:11 PM.,NYM,CLE,away,Partly Cloudy.,70,8.0,7,2,2,2,4,1,106,3.08
2023/05/16,7:11 PM.,CWS,CLE,away,Partly Cloudy.,61,4.2,12,6,5,0,4,2,88,3.20
2023/05/09,6:09 PM.,DET,CLE,home,Clear.,60,6.0,7,0,0,1,9,0,101,2.61
2023/05/03,7:09 PM.,NYY,CLE,away,Drizzle.,53,8.0,5,2,2,1,4,2,93,2.96
2023/04/28,7:11 PM.,BOS,CLE,away,Cloudy.,52,7.0,5,2,2,2,4,0,99,3.11
2023/04/22,5:00 PM.,MIA,CLE,home,Partly Cloudy.,50,5.2,4,3,3,4,4,1,103,3.23
2023/04/16,1:35 PM.,WSH,CLE,away,Cloudy.,79,6.0,9,3,3,1,4,1,87,2.88
2023/04/10,6:10 PM.,NYY,CLE,home,Partly Cloudy.,56,7.0,5,2,2,3,4,0,99,2.37
2023/04/04,6:40 PM.,OAK,CLE,away,Partly Cloudy.,54,6.0,3,3,3,1,7,0,89,2.25
2023/03/30,7:11 PM.,SEA,CLE,away,Partly Cloudy.,54,6.0,6,0,0,0,3,0,87,0.00
