date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/26,6:39 PM.,TEX,LAA,home,Clear.,75,1.0,1,0,0,1,1,0,20,8.68
2023/09/24,1:13 PM.,MIN,LAA,away,Partly Cloudy.,69,1.0,4,5,5,2,0,2,26,9.72
2023/09/21,1:10 PM.,TB,LAA,away,Dome.,72,1.0,1,1,1,1,1,0,17,4.91
2023/09/17,1:08 PM.,DET,LAA,home,Cloudy.,74,1.0,0,0,0,1,1,0,12,4.26
2023/09/15,6:38 PM.,DET,LAA,home,Clear.,73,1.0,0,0,0,0,2,0,16,5.06
2023/09/13,1:11 PM.,SEA,LAA,away,Partly Cloudy.,70,1.0,2,1,0,0,1,0,19,6.23
2023/09/11,6:40 PM.,SEA,LAA,away,Clear.,69,0.2,1,1,1,1,0,1,9,8.10
2023/09/08,6:38 PM.,CLE,LAA,home,Partly Cloudy.,86,1.0,3,2,2,1,1,0,28,6.75
2023/09/07,6:38 PM.,CLE,LAA,home,Clear.,79,1.0,0,0,0,0,0,0,6,0.00
2023/09/03,1:07 PM.,OAK,LAA,away,Partly Cloudy.,71,0.2,2,0,0,0,0,0,20,0.00
