date,time,opponent,team,location,weather,temp,ip,h,r,er,bb,k,hr,p,era
2023/09/26,1:12 PM.,LAD,COL,home,Sunny.,72,5.0,5,0,0,2,4,0,91,5.42
2023/09/20,1:11 PM.,SD,COL,away,Partly Cloudy.,72,6.1,5,3,2,2,3,0,89,5.75
2023/09/15,6:41 PM.,SF,COL,home,Partly Cloudy.,63,7.0,0,1,1,5,7,0,101,6.00
2023/09/09,6:05 PM.,SF,COL,away,Partly Cloudy.,67,3.1,6,6,6,2,3,1,82,6.49
2023/09/03,1:12 PM.,TOR,COL,home,Partly Cloudy.,86,4.0,4,2,2,2,3,2,66,5.98
2023/07/22,1:11 PM.,MIA,COL,away,Roof Closed.,72,6.0,7,3,3,1,6,0,93,6.08
2023/07/16,1:13 PM.,NYY,COL,home,Sunny.,86,5.0,3,0,0,2,1,0,85,6.26
2023/07/05,1:10 PM.,HOU,COL,away,Roof Closed.,72,4.0,7,5,5,1,3,3,56,6.89
2023/06/29,8:30 PM.,LAD,COL,home,Partly Cloudy.,68,3.2,6,6,6,2,6,0,87,6.50
2023/06/24,7:13 PM.,LAA,COL,home,Clear.,86,2.2,10,9,9,2,1,3,57,5.79
2023/06/18,1:37 PM.,ATL,COL,away,Partly Cloudy.,84,3.0,7,7,7,4,2,2,92,4.12
2023/06/13,7:13 PM.,BOS,COL,away,Partly Cloudy.,69,4.1,5,3,3,1,6,1,89,2.72
2023/06/08,1:13 PM.,SF,COL,home,Partly Cloudy.,75,5.1,6,3,3,1,7,2,92,2.25
2023/06/02,7:10 PM.,KC,COL,away,Partly Cloudy.,84,6.0,4,2,2,1,2,2,80,1.69
2023/05/27,7:12 PM.,NYM,COL,home,Cloudy.,68,5.0,4,1,1,1,4,1,86,1.31
2023/05/22,6:42 PM.,MIA,COL,home,Cloudy.,75,5.2,8,2,2,2,1,0,70,1.15
2023/05/16,6:42 PM.,CIN,COL,home,Cloudy.,73,5.0,1,0,0,1,3,0,59,0.00
2023/05/09,6:36 PM.,BAL,TB,away,Partly Cloudy.,65,2.0,0,0,0,1,0,0,29,0.00
2023/05/03,6:40 PM.,PIT,TB,home,Dome.,72,3.0,2,0,0,0,2,0,43,0.00
